,RILP (83547)
ACH-000004,0.01689333335017363
ACH-000005,-0.13863088523164807
ACH-000007,-0.029874147770778032
ACH-000009,-0.1327630203870325
ACH-000011,-0.025564599650658833
ACH-000012,-0.0395810093550388
ACH-000013,-0.08425535850223792
ACH-000014,-0.19257254816362945
ACH-000015,0.05044969989493545
ACH-000017,0.07605334974909085
ACH-000018,-0.3177789586851904
ACH-000019,-0.28129792889909744
ACH-000021,-0.037077820459872825
ACH-000022,-0.07397263437798271
ACH-000025,-0.09543108037046627
ACH-000028,-0.0593210423633524
ACH-000030,-0.04996565445362356
ACH-000035,-0.07765030566761941
ACH-000036,-0.33317801833167
ACH-000037,0.004544075886096672
ACH-000039,-0.1458289347817869
ACH-000040,0.01983214684872735
ACH-000041,-0.1566590863495731
ACH-000042,-0.102349691771589
ACH-000045,-0.07741039765441557
ACH-000047,-0.14147270218223235
ACH-000052,-0.06577954623114464
ACH-000053,-0.12284557011943185
ACH-000054,0.07288798143254382
ACH-000055,-0.04252626219655354
ACH-000060,-0.2627149494757509
ACH-000067,-0.1090111578545364
ACH-000070,0.00027902013481667664
ACH-000075,-0.04218226557362313
ACH-000078,-0.16490814603356052
ACH-000082,-0.2499656068938774
ACH-000085,-0.05296946395857036
ACH-000086,0.1101106929557125
ACH-000087,0.00583150043128507
ACH-000092,0.05594124035908918
ACH-000095,-0.07940008201953222
ACH-000097,-0.005517496724210878
ACH-000098,-0.1386340491243161
ACH-000099,-0.054649236257823496
ACH-000108,-0.12375246062407776
ACH-000113,-0.006813675502047308
ACH-000116,-0.027948965924530573
ACH-000118,-0.2323717209642028
ACH-000120,-0.16753679286920375
ACH-000123,-0.027756591668254296
ACH-000127,0.047296524613397166
ACH-000128,0.018189622772544944
ACH-000132,-0.3064481583702428
ACH-000133,-0.011446015816391413
ACH-000137,-0.16947764891921324
ACH-000138,-0.034700746419024577
ACH-000142,-0.08400675183874669
ACH-000143,-0.18950452791957734
ACH-000146,-0.046107753016694016
ACH-000148,-0.06228055825022296
ACH-000150,0.03047347886561137
ACH-000152,-0.02730640988969006
ACH-000153,-0.052105434736333466
ACH-000159,-0.05548421715109491
ACH-000160,-0.03847139925036855
ACH-000163,-0.02555423841536648
