,POLI (11201)
ACH-000004,0.2360089798479933
ACH-000005,0.2867765108075298
ACH-000007,0.2235472209187939
ACH-000009,0.3586155453160824
ACH-000011,0.35809234847094057
ACH-000012,0.2576014386838701
ACH-000013,0.2804362630436075
ACH-000014,0.2747380727698088
ACH-000015,0.3513706434071997
ACH-000017,0.3326322633085443
ACH-000018,0.4087186835303444
ACH-000019,0.2334696297170139
ACH-000021,0.34176278067711197
ACH-000022,0.387839833009254
ACH-000025,0.2389964321600489
ACH-000028,0.2224946430828631
ACH-000030,0.1934307454294993
ACH-000035,0.3548836717369803
ACH-000036,0.2260327329971683
ACH-000037,0.22267669481202332
ACH-000039,0.15123904289751888
ACH-000040,0.21850456678747532
ACH-000041,0.2325982489474017
ACH-000042,0.29965969502938683
ACH-000045,0.3843183154715261
ACH-000047,0.22093583672698205
ACH-000052,0.2606769592474715
ACH-000053,0.2290778707418679
ACH-000054,0.2516284474681276
ACH-000055,0.3730345807648978
ACH-000060,0.1536504725312284
ACH-000067,0.3380544781392944
ACH-000070,0.2771647742866183
ACH-000075,0.441045672292022
ACH-000078,0.2544879376323955
ACH-000082,0.1187073206056452
ACH-000085,0.1602707965375718
ACH-000086,0.2431494476185464
ACH-000087,0.33507179217674177
ACH-000092,0.23332076011152225
ACH-000095,0.18242720207554552
ACH-000097,0.13651588552697075
ACH-000098,0.17401867411987895
ACH-000099,0.28424539173162633
ACH-000108,0.3602696640691726
ACH-000113,0.2161856285875577
ACH-000116,0.2370740286001023
ACH-000118,0.3377863166758868
ACH-000120,0.2393805680363897
ACH-000123,0.16141192129849552
ACH-000127,0.3383301183807431
ACH-000128,0.25969942546946906
ACH-000132,0.17468061561917614
ACH-000133,0.31673392221918484
ACH-000137,0.2929350412199017
ACH-000138,0.20108141072663466
ACH-000142,0.1807507539781296
ACH-000143,0.236854488968293
ACH-000146,0.19253038657103816
ACH-000148,0.2942901290298913
ACH-000150,0.4958396916558361
ACH-000152,0.2694263362462321
ACH-000153,0.2422680670501957
ACH-000159,0.2050119415214005
ACH-000160,0.15747051176227955
ACH-000163,0.28972740452621304
ACH-000167,0.2617831863652582
ACH-000168,0.14278611935643085
ACH-000169,0.3926637158032317
ACH-000178,0.3413019556957507
ACH-000183,0.2716722875105389
ACH-000188,0.4073266709567545
ACH-000189,0.2839049476283869
ACH-000190,0.19189481755896326
ACH-000198,0.2676781145437574
ACH-000203,0.2044588305396984
ACH-000204,0.08804472025811863
ACH-000206,0.2485513828071643
ACH-000207,0.4410095281455044
ACH-000208,0.15764830386031378
ACH-000210,0.3663459825181934
ACH-000211,0.300822394008728
ACH-000215,0.1442835129694933
ACH-000221,0.3451448186822268
ACH-000222,0.25356584329141924
ACH-000223,0.16241348032083358
ACH-000226,0.3175482957247131
ACH-000227,0.5252891771419284
ACH-000228,0.3066896674193657
ACH-000231,0.2596394531307935
ACH-000232,0.2986203670856551
ACH-000233,0.21579594663178775
ACH-000234,0.2182247839811446
ACH-000235,0.2827018981842442
ACH-000237,0.310801903275808
ACH-000238,0.2390767703280996
ACH-000242,0.3023577837530046
ACH-000243,0.31968449826944345
ACH-000244,0.4307601287392636
ACH-000246,0.2390312632945522
ACH-000248,0.4116945708333888
ACH-000250,0.2390941123287036
ACH-000251,0.4038655664740258
ACH-000252,0.23716585101339366
ACH-000253,0.2403322959166918
ACH-000255,0.2464314668785251
ACH-000256,0.20312100259545135
ACH-000257,0.1661514688336046
ACH-000258,0.13655050910549166
ACH-000259,0.2460457335230361
ACH-000260,0.238274676157053
ACH-000261,0.29026118083505964
ACH-000262,0.2160781311209014
ACH-000263,0.4389713055933929
ACH-000264,0.1947411585979744
ACH-000265,0.3530911796955675
ACH-000266,0.23016331657383604
ACH-000272,0.2516911884276834
ACH-000274,0.18203928288193355
ACH-000277,0.2490843074951085
ACH-000278,0.5405142774132473
ACH-000279,0.33815884691158665
