,NETO1 (81832)
ACH-000004,0.131435806345424
ACH-000005,0.07521996558164515
ACH-000007,0.057428633554152765
ACH-000009,-0.06113680691166391
ACH-000011,0.014109779021388468
ACH-000012,-0.0008909059601184082
ACH-000013,0.17685802403306047
ACH-000014,0.07342999121921527
ACH-000015,0.1907831596787788
ACH-000017,0.006203395743959114
ACH-000018,0.07567655052637905
ACH-000019,0.2093404876778435
ACH-000021,0.13725894688859575
ACH-000022,0.05103580178536268
ACH-000025,0.004582887058800532
ACH-000028,0.02247777355904072
ACH-000030,0.011529012407438805
ACH-000035,0.0025136157596942635
ACH-000036,-0.09117649411120353
ACH-000037,0.057946792008707226
ACH-000039,0.08559450761596914
ACH-000040,0.027260204072562574
ACH-000041,0.09233532478292104
ACH-000042,0.09132308109470977
ACH-000045,0.00251619323100061
ACH-000047,0.101182476572781
ACH-000052,-0.06448312999303799
ACH-000053,0.04493430024809745
ACH-000054,-0.0040634553194703864
ACH-000055,-0.11099338547529523
ACH-000060,-0.056558467172807964
ACH-000067,0.062485180185329676
ACH-000070,0.1881093750183712
ACH-000075,-0.06204120768736283
ACH-000078,-0.005903702178075229
ACH-000082,0.17780906950327602
ACH-000085,0.14025780676851518
ACH-000086,0.1302556758446953
ACH-000087,0.03174990753644727
ACH-000092,0.14623166490741324
ACH-000095,0.024557674038714717
ACH-000097,0.11195876175076168
ACH-000098,0.14964801938638106
ACH-000099,-0.02302511867087048
ACH-000108,0.10578203529102814
ACH-000113,-0.06128369648760173
ACH-000116,0.04146185751910885
ACH-000118,0.05143360193946603
ACH-000120,0.119969774856801
ACH-000123,-0.05466051339673409
ACH-000127,0.019886671349033918
ACH-000128,0.0900785484861898
ACH-000132,0.02503530536663086
ACH-000133,0.13889757899080807
ACH-000137,0.06021410729815317
ACH-000138,0.04726220081920316
ACH-000142,0.03217608289722128
ACH-000143,0.13917313597387615
ACH-000146,0.0849735487999976
ACH-000148,0.05827216855118188
ACH-000150,0.0960757902947115
ACH-000152,0.10875894647691534
ACH-000153,0.0195769289141686
ACH-000159,0.09204164018077424
ACH-000160,0.0930983712996875
ACH-000163,-0.10551213880338152
ACH-000167,-0.21219771745166086
ACH-000168,-0.19252692710189467
ACH-000169,0.1610171041410964
ACH-000178,-0.04083178227692897
ACH-000183,0.06265927568529255
ACH-000188,0.12481680392954447
ACH-000189,-0.09299382695086623
ACH-000190,-0.006205070575716675
ACH-000198,0.11462829734419218
ACH-000203,0.2013311985853616
ACH-000204,0.04324002385494839
ACH-000206,0.13346893639404747
ACH-000207,0.028409727734900067
ACH-000208,-0.08643063071814766
ACH-000210,-0.4014474813946893
ACH-000211,0.09323010168893013
ACH-000215,0.02272362016080189
ACH-000221,0.04486331197887867
ACH-000222,-0.03182335507919342
ACH-000223,-0.15628800245385235
