,PIGN (23556)
ACH-000004,-0.02142710139644599
ACH-000005,0.07486491220283589
ACH-000007,0.04843495017154552
ACH-000009,-0.12093687919912315
ACH-000011,0.03324342746155325
ACH-000012,-0.009015528038191473
ACH-000013,-0.052681018040528965
ACH-000014,-0.06464807221708258
ACH-000015,0.061356284763743975
ACH-000017,-0.00986207601743535
ACH-000018,-0.19086839155491786
ACH-000019,0.04111057735726882
ACH-000021,0.055737561698017184
ACH-000022,-0.05048132182223286
ACH-000025,-0.10923012372125612
ACH-000028,-0.10932300552635604
ACH-000030,-0.08092110134836615
ACH-000035,-0.05443134368781937
ACH-000036,0.06313992930502338
ACH-000037,-0.0466117931007409
ACH-000039,-0.0020869856378641135
ACH-000040,-0.04181178869589035
ACH-000041,-0.06115215210801728
ACH-000042,-0.0041910657108739325
ACH-000045,0.01497161327015352
ACH-000047,0.03934452811277195
ACH-000052,-0.18419793989836286
ACH-000053,-0.05386419452345252
ACH-000054,-0.031714414310883066
ACH-000055,-0.02907650911947525
ACH-000060,-0.04307456802803858
ACH-000067,-0.060544616147088226
ACH-000070,-0.06862180999461187
ACH-000075,-0.033347594484671526
ACH-000078,-0.08171867445176398
ACH-000082,-0.030505686773978483
ACH-000085,-0.02919631252116017
ACH-000086,-0.02562577300706716
ACH-000087,0.08807164879854097
ACH-000092,0.005343619693627406
ACH-000095,-0.05346069358979444
ACH-000097,-0.026893503852864712
ACH-000098,0.004115438385348347
ACH-000099,-0.05252249113348263
ACH-000108,-0.03363713644914003
ACH-000113,-0.08093073972108905
ACH-000116,0.03174364250828921
ACH-000118,0.04040953191458743
ACH-000120,-0.058079090946711875
ACH-000123,-0.047038016992025485
ACH-000127,-0.023228132189853826
ACH-000128,0.037492674896160406
ACH-000132,0.0693295442969258
ACH-000133,0.003739686279310766
ACH-000137,-0.06537424155095634
ACH-000138,-0.0861642615528686
ACH-000142,-0.03227355667127277
ACH-000143,-0.016648211907981943
ACH-000146,-0.0140184064537917
ACH-000148,0.027828419922667155
ACH-000150,-0.02142207934380893
ACH-000152,0.04945619589478238
ACH-000153,0.17278620876308676
ACH-000159,-0.0907650787158249
ACH-000160,0.0467151550840503
ACH-000163,-0.14103778744858533
ACH-000167,-0.11046483742645953
ACH-000168,-0.30661068216584064
ACH-000169,0.013093087330766324
ACH-000178,0.008875842967959319
ACH-000183,-0.061453627835729226
ACH-000188,-0.01638587478329951
ACH-000189,0.12739476483239345
ACH-000190,0.048551278896560864
ACH-000198,-0.10923592966870893
ACH-000203,-0.26672071913217554
ACH-000204,-0.0838540432852826
ACH-000206,0.029136471084528832
ACH-000207,-0.06959182586035957
ACH-000208,-0.0417900641412568
ACH-000210,-0.05409094286701131
ACH-000211,-0.013410580882318912
ACH-000215,-0.13232569902210792
ACH-000221,0.03664031478571048
ACH-000222,-0.12725894006475028
ACH-000223,-0.19681102144709384
ACH-000226,0.01806404864846591
ACH-000227,-0.057727018540964625
ACH-000228,-0.036177597134452184
ACH-000231,-0.04248900802411635
ACH-000232,-0.0899416074367915
ACH-000233,0.00851224307865411
ACH-000234,-0.1636590885647717
ACH-000235,-0.037449242437250674
ACH-000237,-0.022236562426677663
ACH-000238,-0.17970254473196645
ACH-000242,-0.08840455311542929
ACH-000243,-0.026191136539807282
ACH-000244,0.007452239508799077
ACH-000246,-0.12310698516156893
ACH-000248,-0.03891350994769018
ACH-000250,-0.03305930824885888
ACH-000251,-0.1293438024508666
ACH-000252,0.07945836013793718
ACH-000253,-0.038222595576549286
ACH-000255,-0.021022069853219985
ACH-000256,-0.015960519163743275
ACH-000257,0.17139196238116694
ACH-000258,-0.07120772865727401
ACH-000259,-0.12735987055048384
ACH-000260,-0.034228214619391656
ACH-000261,-0.06667931929381482
ACH-000262,0.03002509618960943
ACH-000263,-0.10238924011090254
ACH-000264,0.016047948506340167
ACH-000265,0.01925798510489192
ACH-000266,-0.03987228870543953
ACH-000272,-0.10720110590279916
ACH-000274,-0.19343090345951344
ACH-000277,-0.02170173817580108
ACH-000278,-0.03781442259069178
ACH-000279,0.031624521286442546
ACH-000280,-0.10613826459892158
ACH-000281,-0.18251661518689188
ACH-000288,0.043984893604954466
ACH-000291,-0.0020168416277260123
ACH-000293,-0.06895114276057432
ACH-000294,0.07263078309260855
ACH-000295,0.05701616155603954
ACH-000296,-0.06190758792757315
ACH-000302,-0.08033938542341444
ACH-000304,0.03951369409068962
ACH-000307,0.0363082689664268
ACH-000308,-0.034441394275690804
ACH-000310,-0.02202103359024596
ACH-000311,-0.27208741266411035
ACH-000312,-0.06263125414269574
ACH-000315,-0.004694821804569606
ACH-000316,-0.09635162816277064
ACH-000317,-0.041220007697267434
ACH-000318,-0.017747280209191026
ACH-000319,0.0388529797785948
ACH-000320,-0.12463354038847672
ACH-000322,-0.008942360730439664
ACH-000323,0.09775121270296223
ACH-000324,-0.07686356418104882
ACH-000329,-0.022044588541513872
ACH-000330,-0.10822717352475908
ACH-000331,0.008371088087927225
ACH-000332,-0.15094924196627146
ACH-000334,0.03234928871080421
ACH-000335,0.2231840497586455
ACH-000336,0.08594973203117998
ACH-000337,-0.022562878962609112
ACH-000338,-0.044688460642974784
ACH-000339,-0.12104297722128038
ACH-000341,-0.0262797800659166
ACH-000348,-0.00859190711923179
ACH-000350,-0.0812702792317883
ACH-000352,-0.02873852725043325
ACH-000356,-0.03651611226209052
ACH-000361,0.028226230593228912
ACH-000362,-0.00706195652580297
ACH-000363,-0.34730129489305417
ACH-000364,-0.2347925636458503
ACH-000365,0.013774444909807664
ACH-000366,0.02147670686564537
ACH-000368,-0.04230107041934112
ACH-000374,-0.13710628040120532
ACH-000375,-0.10255210527058986
ACH-000376,0.051609567982050006
ACH-000381,-0.12111481266233735
ACH-000383,-0.04074742123420482
ACH-000387,-0.05604947040483053
ACH-000389,-0.190988272546418
ACH-000390,-0.0892292523982017
ACH-000393,-0.10656146977553456
ACH-000395,0.0073288230494630595
ACH-000396,-0.06476640763985056
ACH-000397,-0.1253002390313462
ACH-000401,-0.22418973616967985
ACH-000402,0.0007595504780576562
ACH-000403,-0.10049045262919504
ACH-000404,-0.01471377680660621
ACH-000406,-0.08556303577605565
ACH-000407,0.10150693344507243
ACH-000408,-0.09717035939653262
ACH-000410,-0.1228774623277698
ACH-000411,-0.02586246094842716
ACH-000414,-0.1131593699937288
ACH-000415,-0.10844801874437432
ACH-000416,-0.0580542573594922
ACH-000420,-0.015849945419140428
ACH-000421,-0.05233752367086203
ACH-000424,-0.055278396838904564
ACH-000425,-0.04456773314135193
ACH-000426,0.09621866056025706
ACH-000427,-0.07891570065677153
ACH-000433,-0.048450821285429366
ACH-000435,0.030714819584996368
ACH-000436,0.023030776633511982
ACH-000444,-0.08935877479089151
ACH-000445,-0.2137733786566708
ACH-000448,0.008726553447883994
ACH-000450,-0.15564203855467018
ACH-000452,-0.18400435861642128
ACH-000454,0.036476035552764116
ACH-000458,0.011082150189053857
ACH-000459,-0.14015159564607169
ACH-000460,0.035136780650574864
ACH-000461,-0.012768031678887577
ACH-000463,-0.05389009953683942
ACH-000464,0.030519542939728483
ACH-000466,-0.2564704575216818
ACH-000467,-0.005454185335796687
ACH-000468,-0.10124352856370256
ACH-000469,-0.05547915301814292
ACH-000470,-0.051154066427000884
ACH-000471,-0.10575087127668306
ACH-000472,-0.093649069161632
ACH-000473,-0.17225319188612448
ACH-000475,-0.06576978589364052
ACH-000476,-0.11796868170097585
ACH-000477,0.005418880286191858
ACH-000479,-0.04183066943027621
ACH-000480,-0.1446325446409666
ACH-000481,-0.04533347874354909
ACH-000483,0.04246988355422362
ACH-000484,-0.1556948114369063
ACH-000485,-0.08076643663388329
ACH-000486,-0.061098294320473326
ACH-000487,-0.07773825060909398
ACH-000488,-0.02567900925686436
ACH-000490,-0.05829574106888991
ACH-000491,0.020782258218594626
ACH-000495,-0.0960382699622775
ACH-000496,-0.029962681570062974
ACH-000499,-0.07976030650643279
ACH-000500,-0.06541913687253956
ACH-000502,-0.05739306619553668
ACH-000503,-0.019394829787949226
ACH-000505,-0.006782532187007414
ACH-000507,-0.00430953966564138
ACH-000510,-0.030410135829281038
ACH-000511,-0.07586750561134006
ACH-000512,0.15224385958814907
ACH-000516,0.011506248570711714
ACH-000517,-0.07706317214121339
ACH-000518,-0.024377975536472102
ACH-000520,0.10233066404069543
ACH-000521,-0.02643943367812169
ACH-000522,0.0018893772637990523
ACH-000524,-0.11919652648535932
ACH-000527,-0.05166071595742522
ACH-000528,-0.07433194011209962
ACH-000537,-0.04428220306594444
ACH-000541,-0.20601278784101507
ACH-000542,-0.03814626299230753
ACH-000544,0.07715569256718839
ACH-000545,-0.08422401657981379
ACH-000547,0.05404780352689868
ACH-000548,-0.03850566022578158
ACH-000549,-0.07898329735314802
ACH-000550,0.0023418154008985627
ACH-000552,-0.261339229488599
ACH-000556,0.009864764164656935
ACH-000557,-0.07919539733496538
ACH-000569,0.09220244918551328
ACH-000570,-0.06626635137636143
ACH-000571,-0.08611024791321495
ACH-000573,-0.08530659768568526
ACH-000576,0.05387193673349115
ACH-000579,-0.03973717124877933
ACH-000580,0.00281561399220555
ACH-000584,0.05090429467281775
ACH-000585,-0.14136507755808078
ACH-000588,0.09666628053784887
ACH-000589,0.05600150774532521
ACH-000591,-0.1074495833197844
ACH-000593,-0.06116787027744117
ACH-000600,-0.07950247074631402
ACH-000601,0.013316476612017342
ACH-000605,-0.06788064067052207
ACH-000606,-0.08868115399806725
ACH-000608,-0.06920246004319258
ACH-000614,0.044033461835089
ACH-000616,-0.17435851498737684
ACH-000618,-0.019243629815673385
ACH-000619,-0.02907559709435189
ACH-000620,-0.161187476873491
ACH-000621,-0.03012218358950698
