,ATP6V0A1 (535)
ACH-000004,-0.17245633075529407
ACH-000005,-0.08197637655931743
ACH-000007,-0.2726512002593324
ACH-000009,-0.4325328816715595
ACH-000011,-0.10383761701794947
ACH-000012,-0.22373617218850314
ACH-000013,-0.18452020981662892
ACH-000014,-0.2689662570518962
ACH-000015,-0.04510123690604997
ACH-000017,-0.07098528790049195
ACH-000018,-0.21038965761767547
ACH-000019,-0.242074078992404
ACH-000021,-0.13975891466339194
ACH-000022,-0.09221281517584212
ACH-000025,-0.11728295335158648
ACH-000028,-0.3792906447674703
ACH-000030,-0.1509620003040868
ACH-000035,-0.08820917244469009
ACH-000036,-0.26947541572569217
ACH-000037,0.0018507079354944586
ACH-000039,-0.10510561763134384
ACH-000040,-0.12214080364174625
ACH-000041,-0.20654161126233264
ACH-000042,-0.06497695236220265
ACH-000045,-0.2902498640650817
ACH-000047,-0.015144855518327172
ACH-000052,0.008113824612703713
ACH-000053,-0.17898878479706154
ACH-000054,-0.3212632912217676
ACH-000055,-0.04480148277783493
ACH-000060,-0.07414457137433758
ACH-000067,-0.3679261234297958
ACH-000070,-0.17446888631659072
ACH-000075,-0.1138365176064816
ACH-000078,-0.3181680399885959
ACH-000082,-0.16170130101555555
ACH-000085,0.054768518105095185
ACH-000086,-0.06891548685830551
ACH-000087,0.030668341646032375
ACH-000092,-0.17343511782235382
ACH-000095,-0.22578000476882834
ACH-000097,-0.05969510196129332
ACH-000098,-0.16586137032284232
ACH-000099,-0.14777517671208998
ACH-000108,-0.10452855742308442
ACH-000113,-0.16956364669044405
ACH-000116,-0.2646333625409112
ACH-000118,0.04345262885886084
ACH-000120,-0.17090188973038858
ACH-000123,-0.3544572803446405
ACH-000127,-0.4409499511006929
ACH-000128,-0.2086964731226045
ACH-000132,0.02435239190990036
ACH-000133,-0.26944421015771586
ACH-000137,-0.08391814879380874
ACH-000138,-0.21064164211016612
ACH-000142,-0.6750858799460906
ACH-000143,-0.18726777970890454
ACH-000146,-0.12144856003011102
ACH-000148,-0.3019942506451721
ACH-000150,-0.13971530859241396
ACH-000152,-0.18310848312965344
ACH-000153,-0.11786114334353888
ACH-000159,-0.09148442062000373
ACH-000160,-0.061187747693822236
ACH-000163,-0.309451611315712
ACH-000167,-0.3321493739905206
ACH-000168,-0.12233439483709525
ACH-000169,-0.2709128762642065
ACH-000178,-0.17621949409279386
ACH-000183,-0.2804107601177003
ACH-000188,-0.4453490542223493
ACH-000189,-0.3704911941933143
ACH-000190,-0.3108136124255314
ACH-000198,-0.13619780697491607
ACH-000203,-0.18756988472323086
ACH-000204,-0.470838186618385
ACH-000206,0.10674375201736563
ACH-000207,-0.27879484151594586
ACH-000208,0.20746849839462872
ACH-000210,-0.28531659465980536
ACH-000211,-0.24097948283786075
ACH-000215,-0.3370636059251452
ACH-000221,-0.034252768530099745
ACH-000222,-0.14891225794286594
ACH-000223,-0.03602031140688502
ACH-000226,-0.12388499247550053
ACH-000227,-0.08341982281785391
ACH-000228,-0.2570539537191085
ACH-000231,-0.14432628133310335
ACH-000232,-0.05532864783004328
ACH-000233,-0.20452726710301986
ACH-000234,-0.21463966123597786
ACH-000235,-0.17303636198361275
ACH-000237,-0.20601422074921813
ACH-000238,-0.4807757660357181
ACH-000242,-0.3352340045245249
ACH-000243,-0.014646835989203988
ACH-000244,-0.13709374876993036
ACH-000246,-0.1709518329763668
ACH-000248,-0.13630041712792498
ACH-000250,-0.1954471340528922
ACH-000251,-0.2741297071638577
ACH-000252,-0.12678112983653295
ACH-000253,-0.027751950144742243
ACH-000255,-0.18765473960440046
ACH-000256,-0.4043399217879603
ACH-000257,-0.02438722274089038
ACH-000258,-0.1493795954517849
ACH-000259,-0.09560249118128934
ACH-000260,-0.11579422592455348
ACH-000261,-0.13425338750031252
ACH-000262,-0.2454802658746693
ACH-000263,-0.4092473189744805
ACH-000264,-0.15157650785734958
ACH-000265,-0.06262335498377969
ACH-000266,-0.1409264876960601
ACH-000272,-0.17863641956431658
ACH-000274,-0.1503110508589336
ACH-000277,-0.18136848101247688
ACH-000278,-0.2749920042454194
ACH-000279,-0.14062881054979118
ACH-000280,-0.4536030029754809
ACH-000281,-0.15635960396291132
ACH-000288,-0.14055535073732695
ACH-000291,-0.23700915980211398
ACH-000293,-0.24061952711589416
ACH-000294,-0.3172322448061765
ACH-000295,-0.16740719729858192
ACH-000296,-0.5620458411537843
