,NARF (26502)
ACH-000500,0.10461875425184952
ACH-000502,-0.106447723364591
ACH-000503,0.004637549784680654
ACH-000505,-0.10345353320978223
ACH-000507,-0.030568926777241327
ACH-000510,-0.04705417115388638
ACH-000511,-0.12672996131732622
ACH-000512,0.07089743556855826
ACH-000516,-0.042887589090038127
ACH-000517,-0.09315536827174266
ACH-000518,-0.023196607664614725
ACH-000520,-0.10235777816399433
ACH-000521,-0.01802979433930261
ACH-000522,0.06200896564711166
ACH-000524,-0.056837566446262415
ACH-000527,-0.12167670363530815
ACH-000528,0.020118811802657826
ACH-000537,0.04829465654024647
ACH-000541,0.031030626005671944
ACH-000542,-0.1191886926010578
ACH-000544,0.008860839438672233
ACH-000545,0.07493125060944787
ACH-000547,0.04540386535560688
ACH-000548,-0.02447738445736017
ACH-000549,-0.18723263212392707
ACH-000550,-0.12556258754410166
ACH-000552,-0.07449328236545004
ACH-000556,-0.2588182601309494
ACH-000557,-0.062382635144715176
ACH-000569,-0.24409458058664435
ACH-000570,-0.16466637951652618
ACH-000571,-0.08136190082350718
ACH-000573,0.058151225071561424
ACH-000576,-0.14329418577939568
ACH-000579,-0.07214070322857331
ACH-000580,-0.1894469342901224
ACH-000584,-0.158422998978455
ACH-000585,-0.07632389128404385
ACH-000588,-0.03372854091536875
ACH-000589,-0.11988224876569495
ACH-000591,-0.15345999739870206
ACH-000593,-0.1005710579663288
ACH-000600,-0.09496352121360578
ACH-000601,-0.05617563845614916
ACH-000605,0.048693689121060514
ACH-000606,0.1168630109152127
ACH-000608,-0.1431475610581498
ACH-000614,0.06469572916550691
ACH-000616,-0.021988456168166144
ACH-000618,-0.10590014024166608
ACH-000619,-0.04095865004246255
ACH-000620,-0.08521008529159678
ACH-000621,-0.1670285447137375
ACH-000622,-0.060180725620236936
ACH-000623,-0.06763335808480274
ACH-000624,0.008052137020717741
ACH-000627,-0.021208160750000538
ACH-000630,-0.039134186500560456
ACH-000631,0.2481483905725971
ACH-000632,-0.1018680526160076
ACH-000633,-0.2219804708712738
ACH-000637,-0.01969635504189296
ACH-000638,0.08343176052353182
ACH-000646,-0.3230067676608525
ACH-000647,-0.10386513337463396
ACH-000648,-0.014851808029807284
ACH-000649,-0.11022892943160596
ACH-000651,-0.15152265207628246
ACH-000652,-0.2340613486139
ACH-000653,-0.213809129600302
ACH-000657,-0.08137548677583632
ACH-000658,-0.047011410598811386
ACH-000661,-0.07393908224874167
ACH-000662,-0.02625554616771517
ACH-000663,-0.19193868702374187
ACH-000665,-0.041118683435615866
ACH-000671,-0.14037817700208075
ACH-000672,-0.08067125807534936
ACH-000673,-0.16771573069655313
ACH-000676,-0.0936232769041324
ACH-000677,-0.03527396986637902
ACH-000681,-0.2449757553315132
ACH-000683,-0.09407599256776916
ACH-000684,0.029285090626351637
ACH-000688,-0.1134769567410078
ACH-000693,-0.05014048751884865
ACH-000694,-0.16994026949778013
ACH-000695,-0.19402917674440495
ACH-000696,-0.032304362395587316
ACH-000697,0.03124699533323675
ACH-000699,-0.08469940932092489
ACH-000701,-0.16556085572709053
ACH-000706,-0.12031098253419205
ACH-000711,0.0065755430553077745
ACH-000713,-0.14830793190989455
ACH-000714,-0.04774267926696233
ACH-000718,-0.029834681879289306
ACH-000720,-0.09329482438578897
ACH-000721,0.0029647210919194647
ACH-000724,0.010685002137814452
ACH-000725,-0.15903708474940054
ACH-000732,0.09567604678091217
ACH-000734,0.01626409267499678
ACH-000735,-0.031805077932512166
ACH-000736,0.08199554996435164
ACH-000738,-0.05792745427105263
ACH-000746,-0.19168589358287388
ACH-000747,-0.01886603163954936
ACH-000748,-0.1155162005204679
ACH-000753,-0.025943895392454442
ACH-000756,-0.12389785892563868
ACH-000757,-0.1723456757221209
ACH-000758,0.038181314943735216
ACH-000760,-0.11505412740837917
ACH-000762,-0.055271482026576425
ACH-000763,0.03210467085088428
ACH-000764,0.059385166693968414
ACH-000765,-0.07128236557336916
ACH-000766,-0.07477506345539392
ACH-000767,-0.2994162781488085
ACH-000768,0.05029475613070528
ACH-000769,-0.008714782015888491
ACH-000770,-0.014165430991920969
ACH-000771,0.03805915496473798
ACH-000773,-0.05486972500844705
ACH-000776,-0.12660212123238246
ACH-000777,-0.190498969034868
ACH-000778,-0.06910649618824621
ACH-000781,-0.14472198560779073
ACH-000782,-0.06936481493799558
ACH-000783,-0.14098034715791866
ACH-000784,0.029156964365225625
ACH-000785,-0.15650460017330767
ACH-000787,-0.0204401244747757
ACH-000788,0.013248240048943349
ACH-000791,-0.07941006377867442
ACH-000792,-0.11187668934047687
ACH-000794,-0.01813390187518865
ACH-000796,-0.07242037185379457
ACH-000798,-0.2623882392288621
ACH-000799,-0.08997765629602042
ACH-000800,-0.2524753754883584
ACH-000802,-0.14417521289905294
ACH-000804,-0.11900831113697448
ACH-000805,-0.2200650632675404
ACH-000809,-0.11053276465043796
ACH-000810,-0.2207149636945568
ACH-000811,-0.1349128925217061
ACH-000817,-0.07286900920987854
ACH-000819,-0.03447364905390469
ACH-000820,-0.15790274279581765
ACH-000821,-0.07243027524515866
ACH-000822,-0.17157773109571905
ACH-000823,-0.014428599638547387
ACH-000824,-0.11863443211297812
ACH-000827,0.006882831442962128
ACH-000829,0.03817414915855676
ACH-000831,-0.14649088753018427
ACH-000832,0.054584052100348786
ACH-000833,-0.0958851960645644
ACH-000834,-0.059508474667709824
ACH-000835,0.004171581056663453
ACH-000836,0.016962966864420784
ACH-000837,-0.08461364321317227
ACH-000838,-0.009898444514158722
ACH-000839,-0.044245959222108826
ACH-000840,0.04682791292487444
ACH-000841,0.05637595869879102
ACH-000843,0.09069961524399764
ACH-000846,-0.2750671369185737
ACH-000847,-0.11323523371820132
ACH-000848,-0.029243232954247037
ACH-000849,-0.030704500460008863
ACH-000851,-0.02680956091750843
ACH-000855,0.06408426635140561
ACH-000856,0.002322813039450947
ACH-000858,0.010440297104152223
ACH-000859,-0.04794401192576744
ACH-000861,0.04751526096442454
ACH-000862,-0.0356206496411805
ACH-000865,-0.1930157608374976
ACH-000866,-0.057400303760925385
ACH-000867,-0.08904919001617287
ACH-000869,0.00858575023453134
ACH-000872,-0.20828549799240967
ACH-000873,0.015740949160883325
ACH-000876,0.0035914854025462218
ACH-000878,0.07801078299560286
ACH-000880,0.04964804205490008
ACH-000881,0.0468903618116746
ACH-000882,0.019047917654462915
ACH-000884,-0.1107580292772799
ACH-000885,-0.06799428747313734
ACH-000887,-0.06850807032947921
ACH-000889,-0.0730756122361571
ACH-000896,-0.1410515973601605
ACH-000898,-0.03930573287455172
ACH-000900,-0.049262140978520025
ACH-000901,-0.07202304525214008
ACH-000905,-0.05260372149053835
ACH-000906,-0.062469717537711314
ACH-000907,-0.12736393821230382
ACH-000910,-0.12964097265571425
ACH-000911,-0.048849109747560064
ACH-000912,-0.12872590292754638
ACH-000913,-0.10818410910535917
ACH-000915,-0.12587887473810025
ACH-000916,-0.04391993207401623
ACH-000917,-0.09152769292576833
ACH-000920,-0.3683414600796195
ACH-000921,-0.13754956374673954
ACH-000924,-0.09962322092193512
ACH-000926,-0.07415094651892608
ACH-000928,-0.006875722727642717
ACH-000929,0.15718908390839986
ACH-000932,-0.034749174721062766
ACH-000935,-0.02626299004901481
ACH-000936,0.013356028094471287
ACH-000937,-0.0540433250758201
ACH-000938,0.0044640241672647615
ACH-000939,-0.12820980623459985
ACH-000941,-0.013863484999899995
ACH-000943,0.0009687470070470175
ACH-000946,-0.06909297193564673
ACH-000947,-0.1254110097371916
ACH-000948,-0.08373832227184952
ACH-000950,-0.0969031968655905
ACH-000953,-0.09968059685861146
ACH-000954,-0.04627621014940539
ACH-000957,0.05626251697858402
ACH-000958,0.08804297213054861
ACH-000960,-0.13836746566129404
ACH-000963,0.09477001594075103
ACH-000968,0.0827286150336874
ACH-000969,-0.08187749186289814
ACH-000972,-0.2733511011165241
ACH-000973,-0.05688826686429499
ACH-000974,-0.1274346322101632
ACH-000978,0.09149214112601556
ACH-000984,-0.04844321815419196
ACH-000986,-0.05814654835009569
ACH-000988,-0.033594269231064226
ACH-000993,-0.10130798725600293
ACH-000994,-0.013821550601839634
ACH-000996,-0.02341838116160954
ACH-001001,0.024276365255893585
ACH-001020,-0.3193945862383585
ACH-001028,-0.16280054441944006
ACH-001031,-0.1772264434910575
ACH-001038,-0.1977707751983999
ACH-001048,-0.10556718455498952
ACH-001050,-0.06363796888495306
ACH-001053,-0.08805449212922811
ACH-001054,-0.20660412927416197
ACH-001061,-0.03769672233451959
ACH-001067,-0.12614584028947906
ACH-001075,-0.02806544657876999
ACH-001096,-0.3179986948249576
ACH-001111,-0.2299828032766441
ACH-001119,-0.17050813515809227
ACH-001128,-0.5487324332867967
ACH-001134,-0.018486927721509328
ACH-001151,0.013847355251255815
ACH-001163,-0.06584935461063214
ACH-001164,0.07760337248088789
ACH-001183,-0.06389992386060975
ACH-001192,-0.09134556061693128
ACH-001193,-0.07823926479975442
ACH-001196,-0.05608056325135536
ACH-001197,-0.03825967230234894
ACH-001205,0.08979436551111775
ACH-001211,-0.058419661169749185
ACH-001212,-0.07667380588754218
ACH-001228,-0.11254716771059367
ACH-001232,0.009120536790500322
ACH-001239,-0.16113925126898102
ACH-001270,-0.0930976136301443
ACH-001274,0.005052628460827914
ACH-001275,-0.030630007736405358
ACH-001277,-0.2707044077155729
ACH-001278,-0.11597955142994593
ACH-001280,-0.14569315492139864
ACH-001283,-0.11502104112989235
ACH-001289,-0.0077604352307501035
ACH-001300,-0.15206570519658938
ACH-001301,-0.25104685358660195
ACH-001302,-0.38454181472342736
ACH-001306,-0.012308256256502215
ACH-001318,-0.07424518383022914
ACH-001322,-0.03082376931429652
ACH-001328,-0.1368201784266545
ACH-001332,0.14699832477869
ACH-001336,-0.08814716272819165
ACH-001346,0.04925064145308422
ACH-001353,-0.12270456997859827
ACH-001354,0.16076102768438005
ACH-001367,-0.10299715937739723
ACH-001368,-0.02972879691762962
ACH-001374,-0.13722894937594826
ACH-001377,-0.2236631623781144
ACH-001380,-0.10296534363404833
ACH-001391,-0.08356240756727702
ACH-001408,0.09548377640588628
ACH-001430,0.1512915674370523
ACH-001431,-0.18759711117646746
ACH-001450,0.11719919249231373
ACH-001496,0.016490651246089
ACH-001500,-0.04907888108486838
ACH-001523,-0.06994539692221345
ACH-001532,-0.06757817499133004
ACH-001550,-0.1256375642147944
ACH-001552,-0.07516733243886156
ACH-001554,-0.01182736987126802
ACH-001654,-0.26019684582177244
ACH-001735,-0.4202748479774436
ACH-001736,-0.054028011819294536
ACH-001737,-0.03298638983151689
ACH-001740,-0.10078180315575637
ACH-001745,-0.17532640786039788
ACH-001765,0.03687796740369847
