,KCNA6 (3742)
ACH-000004,0.017292789173521658
ACH-000005,0.12203315821230162
ACH-000007,0.1298401890901135
ACH-000009,0.19752037237264364
ACH-000011,0.16169402404202424
ACH-000012,0.2709458825519991
ACH-000013,0.24508428994582
ACH-000014,0.013461912619023441
ACH-000015,0.07993365138357672
ACH-000017,0.07162751361590362
ACH-000018,0.20990240758081893
ACH-000019,0.10018148070902486
ACH-000021,0.09304961587326216
ACH-000022,0.11165923119045808
ACH-000025,0.2438473360585507
ACH-000028,0.1866513113230636
ACH-000030,0.18240369884447466
ACH-000035,0.24077012437999015
ACH-000036,0.16347963578450844
ACH-000037,0.1824577986830149
ACH-000039,0.2318056355400053
ACH-000040,0.17070644137205068
ACH-000041,-0.02824903959493542
ACH-000042,0.21922386481415534
ACH-000045,0.020714562683234596
ACH-000047,0.21420577587711206
ACH-000052,-0.058102138323487325
ACH-000053,0.2340908209169382
ACH-000054,0.14294462419602205
ACH-000055,0.053104991035549234
ACH-000060,0.1846031087477001
ACH-000067,-0.01765285435905458
ACH-000070,0.1650775687501156
ACH-000075,0.1000868087656057
ACH-000078,0.34308533478298403
ACH-000082,0.17539420707410575
ACH-000085,0.08342867707658133
ACH-000086,0.12580525115106792
ACH-000087,0.1748891918993949
ACH-000092,0.20059872500890186
ACH-000095,0.14690191213361886
ACH-000097,0.19065730263124764
ACH-000098,0.2490960614414917
ACH-000099,0.2167902490433223
ACH-000108,0.08859279122576494
ACH-000113,0.15469319139536974
ACH-000116,0.009613373716827082
ACH-000118,0.12216081522673272
ACH-000120,0.10399720394664233
ACH-000123,0.24372222349659856
ACH-000127,0.10376463815291613
ACH-000128,0.1913835665047015
ACH-000132,0.2982311046795302
ACH-000133,0.02591696234952641
ACH-000137,0.12288135678789852
ACH-000138,0.0668343569314033
ACH-000142,0.11195219425741
ACH-000143,0.2421788888171296
ACH-000146,0.18616929068258287
ACH-000148,0.07775350858231624
ACH-000150,0.12522559102485606
ACH-000152,0.1888238448793393
ACH-000153,0.07947410836998534
ACH-000159,0.07105416630944827
ACH-000160,0.09312770309366776
ACH-000163,0.08350792784000842
ACH-000167,0.06291458639615333
ACH-000168,0.1397183261909277
ACH-000169,0.1424190255666032
ACH-000178,0.03669110521844784
ACH-000183,0.1231380319726013
ACH-000188,0.22835210159411398
ACH-000189,0.19969666440181053
ACH-000190,0.17804988952920084
ACH-000198,0.1637091133928024
ACH-000203,0.10598828474529733
ACH-000204,-0.06499617748190215
ACH-000206,0.13922687410293938
ACH-000207,0.20410641130143867
ACH-000208,0.2204058738456257
ACH-000210,0.027876755108360664
ACH-000211,0.17085474886931767
ACH-000215,0.07364719847640405
ACH-000221,0.05216297334712272
ACH-000222,-0.007229848938409245
ACH-000223,0.04867996347051064
ACH-000226,0.17787203673794527
ACH-000227,0.16125995377840746
ACH-000228,-0.0010670280367225619
ACH-000231,0.14946920469771205
ACH-000232,0.14332445967975593
ACH-000233,0.017430894168396455
ACH-000234,0.06011344809063845
ACH-000235,0.11944707596858803
ACH-000237,0.16239758572216847
ACH-000238,0.12638649621116227
ACH-000242,0.181298410073245
ACH-000243,0.144225305388576
ACH-000244,0.07032093852298901
ACH-000246,0.16524047361444988
ACH-000248,0.06323106294192789
ACH-000250,0.1988690419226549
ACH-000251,0.2171179555601959
ACH-000252,0.27143655691207524
ACH-000253,0.17861121073648165
ACH-000255,-0.20738639325179525
ACH-000256,0.13525743674966684
ACH-000257,0.2206551194464851
ACH-000258,0.27171708399522343
ACH-000259,0.14923850851180162
ACH-000260,0.2146847823646161
ACH-000261,0.1832484762019839
ACH-000262,0.13137899088424004
ACH-000263,0.3037112963137296
ACH-000264,0.11993314360900505
ACH-000265,0.2469257992234684
ACH-000266,0.0990680237389272
ACH-000272,0.022921784021126688
ACH-000274,0.15284976886247584
ACH-000277,0.16698794222482333
ACH-000278,0.2265018360399905
ACH-000279,0.07805530245752262
ACH-000280,0.1601469575941526
ACH-000281,0.04640137377719742
ACH-000288,0.07192630361245891
ACH-000291,0.04059451563880058
ACH-000293,0.20404815107639904
ACH-000294,0.12855565558357415
ACH-000295,0.19393688923112332
ACH-000296,0.2376145809604464
ACH-000302,0.17017590118839512
ACH-000304,0.23180725738161284
ACH-000307,0.14416122326995312
ACH-000308,0.13330635525662973
ACH-000310,0.2002266032613874
ACH-000311,0.05741288355077007
ACH-000312,0.18954082290151075
ACH-000315,0.2383972803894473
ACH-000316,0.2906043365143577
ACH-000317,0.1318872518636468
ACH-000318,0.13066900523619016
ACH-000319,0.1909467937754686
ACH-000320,0.07830237957081845
ACH-000322,0.21068122782542612
ACH-000323,0.1085968688801104
ACH-000324,0.11603058468202923
ACH-000329,0.15921811840729866
ACH-000330,0.24568250309674497
ACH-000331,0.19944926059790832
ACH-000332,0.12172583064545267
ACH-000334,0.13084964389480933
ACH-000335,0.0477071374712956
ACH-000336,0.3389249245745664
ACH-000337,0.07345015696483316
ACH-000338,0.033015734568769065
ACH-000339,0.18964244030707772
ACH-000341,0.20531985319307386
ACH-000348,0.1522177233137109
ACH-000350,0.11073935333427856
ACH-000352,0.08122601215195252
ACH-000356,0.2145154621022621
ACH-000361,0.14173546557584527
ACH-000362,0.20626508798547424
ACH-000363,0.14426614319786454
ACH-000364,0.08775571211450679
ACH-000365,0.10737455843767528
ACH-000366,0.13068919791980288
ACH-000368,0.1875120040422548
ACH-000374,0.20683147933812152
ACH-000375,0.1703674816161651
ACH-000376,0.21565862557246746
ACH-000381,0.1265820319065703
ACH-000383,0.12164892781592213
ACH-000387,0.16819971433056752
ACH-000389,0.08395491542811888
ACH-000390,0.10422970687890296
ACH-000393,0.20665273591253586
ACH-000395,0.21543928814089555
ACH-000396,-0.02499291251095393
ACH-000397,0.040785442403809984
ACH-000401,0.04350603646266401
ACH-000402,0.2392897725837685
ACH-000403,0.20802853390735748
ACH-000404,-0.20939751567812165
ACH-000406,0.09964291302027843
ACH-000407,0.1251231855546654
ACH-000408,0.21611774476926204
ACH-000410,0.0792234045470716
ACH-000411,0.10332169390875016
ACH-000414,0.13673222532320933
ACH-000415,0.1919678259834741
ACH-000416,0.2427618877696931
ACH-000420,0.05260755802252081
ACH-000421,0.06252273332689938
ACH-000424,0.2824613798413905
ACH-000425,0.14688977912509532
ACH-000426,0.25243778443944825
