,CABIN1 (23523)
ACH-000004,-0.01830951862826596
ACH-000005,0.02518139724678134
ACH-000007,-0.2908378595668793
ACH-000009,-0.08568657913740703
ACH-000011,-0.1851233926358408
ACH-000012,-0.1822786360238426
ACH-000013,0.12871756845141927
ACH-000014,-0.32235211277962866
ACH-000015,-0.5222027093174957
ACH-000017,-0.17198951656336367
ACH-000018,-0.303139298803141
ACH-000019,-0.3495530838269408
ACH-000021,-0.05257131968763897
ACH-000022,-0.19205864111410756
ACH-000025,-0.24182571099717734
ACH-000028,-0.5888247223507437
ACH-000030,-0.15863380199963872
ACH-000035,-0.3803370958989785
ACH-000036,0.08124434987920455
ACH-000037,-0.06933577026867496
ACH-000039,0.003494527870136203
ACH-000040,-0.3098543290260759
ACH-000041,-0.03410697521440194
ACH-000042,-0.16694266385935871
ACH-000045,0.1122112920529489
ACH-000047,-0.3952257798206817
ACH-000052,-0.17478960045536301
ACH-000053,-0.014786965409201602
ACH-000054,-0.1063365977568794
ACH-000055,0.11092818596404473
ACH-000060,-0.6006721056781673
ACH-000067,-0.3013763180989972
ACH-000070,-0.364593390705957
ACH-000075,-0.18686079294359015
ACH-000078,-0.026732121601555445
ACH-000082,-0.18687828446311325
ACH-000085,-0.2834713213457312
ACH-000086,-0.2481704512408781
ACH-000087,0.11748298975735474
ACH-000092,-0.026215483103199936
ACH-000095,0.11767745790723187
ACH-000097,-0.2895636008080697
ACH-000098,-0.2970870298747707
ACH-000099,-0.23416436287485315
ACH-000108,-0.1959201735258545
ACH-000113,-0.3301403257107213
ACH-000116,-0.06217602656060898
ACH-000118,-0.14550102736250378
ACH-000120,-0.3930085570179197
ACH-000123,-0.4747502723210477
ACH-000127,0.048896118249220286
ACH-000128,-0.22059018031450675
ACH-000132,-0.08888851274435547
ACH-000133,-0.2253266031836267
ACH-000137,-0.3799877947149828
ACH-000138,-0.06980171817155809
ACH-000142,-0.0560827000556065
ACH-000143,0.23227566239251185
ACH-000146,-0.25138783428528955
ACH-000148,-0.2744224405680289
ACH-000150,-0.1408309983346079
ACH-000152,-0.08111207941713397
ACH-000153,-0.19805314532738524
ACH-000159,-0.16616052687983604
ACH-000160,-0.009653660894118123
ACH-000163,-0.04376024202981912
ACH-000167,0.5538024826940909
ACH-000168,-0.1599847819733752
ACH-000169,-0.2349689855170533
ACH-000178,-0.31056692215027354
ACH-000183,-0.4670318698352067
ACH-000188,-0.19010592530912448
ACH-000189,-0.09310684663927073
ACH-000190,0.143378631237494
ACH-000198,-0.3789041100843298
ACH-000203,-0.6262524274094693
ACH-000204,-0.1878979818011164
ACH-000206,0.02634588842730452
ACH-000207,-0.24753056635576284
ACH-000208,-0.07840760423315378
ACH-000210,0.05787597318749443
ACH-000211,-0.2309248277704861
ACH-000215,-0.2263319032208496
ACH-000221,-0.3648106905366493
ACH-000222,-0.20680403782872644
ACH-000223,-0.16292916937283095
ACH-000226,-0.13174703042095098
ACH-000227,0.001681213096981956
ACH-000228,-0.3537073922242736
ACH-000231,-0.12128959723323812
ACH-000232,-0.361466258493395
ACH-000233,0.0811360251872741
ACH-000234,-0.1356030005636931
ACH-000235,-0.08439136267672832
ACH-000237,-0.2299942221727153
ACH-000238,-0.14537028582333766
ACH-000242,-0.1998874518284119
ACH-000243,-0.29715043145405645
ACH-000244,-0.14134614120347933
ACH-000246,0.1689926508249632
ACH-000248,-0.09940728694846526
ACH-000250,-0.17937890933500147
ACH-000251,-0.28191365094860404
ACH-000252,0.05051014954546625
ACH-000253,-0.11835052767558912
ACH-000255,0.033941205587131415
ACH-000256,-0.1884172099866311
ACH-000257,-0.1822291284355876
ACH-000258,-0.2978262859693012
ACH-000259,-0.20971495773022655
ACH-000260,-0.30083350466369474
ACH-000261,-0.11067344737900248
ACH-000262,-0.03793105186194856
ACH-000263,0.05694154450770885
ACH-000264,-0.3364356266432001
ACH-000265,-0.3425935680555872
ACH-000266,-0.2385353522534311
ACH-000272,-0.06841761937530091
ACH-000274,-0.1639848626903148
ACH-000277,-0.16235276009857735
ACH-000278,-0.2105990183149388
ACH-000279,-0.16811700507640034
ACH-000280,-0.2972505854448095
ACH-000281,-0.12280059550860585
ACH-000288,-0.07088139267369276
ACH-000291,-0.23859066993397424
ACH-000293,-0.247874624965683
ACH-000294,0.17233010959872624
ACH-000295,-0.06517995352700867
ACH-000296,-0.3271819022965461
ACH-000302,-0.1473655398295636
ACH-000304,-0.2330094668775574
ACH-000307,-0.015043133993694812
ACH-000308,-0.2790094433990501
ACH-000310,0.07545815267389032
ACH-000311,-0.10100084953070708
ACH-000312,-0.18446778996100285
ACH-000315,-0.5762227450271229
ACH-000316,-0.2368134014840186
ACH-000317,0.1056576835882225
ACH-000318,-0.19399111105179068
ACH-000319,-0.2437827446118781
ACH-000320,-0.07002215255732537
ACH-000322,-0.08821009413441439
ACH-000323,-0.28631231372051275
ACH-000324,-0.20695465972813726
ACH-000329,-0.009449366344724071
ACH-000330,-0.3834958401588327
ACH-000331,-0.1371379738988856
ACH-000332,-0.17134217717418096
ACH-000334,-0.28875812507926546
ACH-000335,-0.14034045917184915
ACH-000336,-0.4554963888021832
ACH-000337,-0.1134216438732288
ACH-000338,0.08932149507885002
ACH-000339,-0.04492538068338425
ACH-000341,-0.12643340698346486
ACH-000348,-0.06208393313228903
ACH-000350,-0.24252641285845206
ACH-000352,-0.6727259846317627
ACH-000356,-0.3869545372837315
ACH-000361,-0.041417862912737136
ACH-000362,-0.2281833052020548
ACH-000363,-0.235839463364671
ACH-000364,-0.1973263055559777
ACH-000365,-0.023101630073883973
ACH-000366,-0.06819534856025021
ACH-000368,-0.3515641166866464
ACH-000374,-0.12937797305987933
ACH-000375,-0.32844982459670913
ACH-000376,0.15323950049239807
ACH-000381,-0.1542411595242462
ACH-000383,-0.058590282608211836
ACH-000387,-0.02539678148921065
ACH-000389,-0.2880868181096635
ACH-000390,-0.13361489087294348
ACH-000393,-0.3374050915063026
ACH-000395,-0.28257907072765154
ACH-000396,-0.2532941779548192
ACH-000397,-0.17761304447118806
ACH-000401,-0.046961356808529066
ACH-000402,-0.21793450050351248
ACH-000403,-0.08444090917437662
ACH-000404,-0.11908936935902001
ACH-000406,-0.11790253893829375
ACH-000407,0.002358425729356653
ACH-000408,-0.2856381609917392
ACH-000410,-0.2215609192482937
ACH-000411,-0.08970244156560908
ACH-000414,-0.1190376004511676
ACH-000415,-0.15139965630650207
ACH-000416,-0.1851203973774039
ACH-000420,-0.006048682271680435
ACH-000421,-0.595791434686234
ACH-000424,0.0654824516385289
ACH-000425,-0.405528266328308
ACH-000426,-0.5285371393678437
ACH-000427,-0.18501943974676996
ACH-000433,-0.048226323086984484
ACH-000435,-0.1446875865006937
ACH-000436,-0.3707291883576776
ACH-000444,-0.09112816046060496
ACH-000445,-0.36688872111751497
ACH-000448,-0.21976540198488714
ACH-000450,-0.1320200191365143
ACH-000452,0.04650431633810879
ACH-000454,-0.2860209791681765
ACH-000458,-0.1508778002065454
ACH-000459,-0.2359533410288896
ACH-000460,-0.2692981241776876
ACH-000461,-0.4937058163198624
ACH-000463,-0.0576496527984195
ACH-000464,-0.13571486699960347
ACH-000466,-0.15136280757805673
ACH-000467,-0.09329537102332801
ACH-000468,-0.2652711170126665
ACH-000469,-0.157167395819281
ACH-000470,-0.4094740656685389
ACH-000471,-0.5028010141771379
ACH-000472,-0.15707782383532887
ACH-000473,0.15298327852652832
ACH-000475,-0.12948438213526345
ACH-000476,-0.1026172848842925
ACH-000477,-0.24240378106709196
ACH-000479,-0.4582471762195817
ACH-000480,0.012239006925698138
ACH-000481,0.0068406979775281675
ACH-000483,-0.3257568517111306
ACH-000484,0.16824818113433934
ACH-000485,-0.27858915409073953
ACH-000486,-0.2395481352896075
ACH-000487,-0.2339192672918944
ACH-000488,-0.04851782962541306
ACH-000490,-0.3030804843113057
ACH-000491,-0.16228512765001132
ACH-000495,-0.04258321636613703
ACH-000496,-0.06727933065444001
ACH-000499,-0.08346191930138054
ACH-000500,-0.21545232454692867
ACH-000502,-0.2856923972736189
ACH-000503,-0.30872727103557496
ACH-000505,-0.10989215106407822
ACH-000507,-0.0970609461698629
ACH-000510,-0.12496895668229555
ACH-000511,-0.193262442746636
ACH-000512,-0.3285365372495189
ACH-000516,-0.15325572721237876
ACH-000517,-0.2155131212555812
ACH-000518,-0.11080381072534796
ACH-000520,-0.08024447288223811
ACH-000521,-0.2555808749204896
ACH-000522,-0.3071858789439209
ACH-000524,-0.1330014972171566
ACH-000527,-0.1729386548467197
ACH-000528,-0.2485397836923377
ACH-000537,-0.2348210249655424
ACH-000541,-0.3661154825713881
ACH-000542,0.06826947982064417
ACH-000544,-0.06825632800536256
ACH-000545,-0.043044699220624746
ACH-000547,-0.12825352501978507
ACH-000548,-0.2633510533211616
ACH-000549,-0.21124333573977055
ACH-000550,-0.0499423555457841
ACH-000552,-0.4922132047005012
ACH-000556,0.05246207408191327
ACH-000557,-0.102780081774546
ACH-000569,-0.2271764426527508
ACH-000570,-0.10081597331619846
ACH-000571,-0.12528504284778025
ACH-000573,-0.10431665992787524
ACH-000576,0.44885266560566267
ACH-000579,-0.2865027120219275
ACH-000580,-0.1218300975587526
ACH-000584,-0.35266553436699205
ACH-000585,-0.11556183579438167
ACH-000588,0.07230579487252972
ACH-000589,0.002750438678835093
ACH-000591,-0.14071434821448314
ACH-000593,-0.08939878190778441
ACH-000600,-0.11114058697616347
ACH-000601,-0.11078456353060016
ACH-000605,-0.26074226656178245
ACH-000606,-0.07705191830384805
ACH-000608,-0.09285447186581967
ACH-000614,0.05276168275998479
ACH-000616,-0.2554413698379494
ACH-000618,-0.15876571017066962
ACH-000619,-0.2154301343234601
ACH-000620,-0.3100848976243896
ACH-000621,-0.002846515284558864
ACH-000622,-0.1470193549485054
ACH-000623,-0.28356598581921433
ACH-000624,-0.1815237198847776
ACH-000627,-0.13611626167663302
ACH-000630,-0.14303939735951393
ACH-000631,-0.0991318024875638
ACH-000632,-0.3055783138030729
