,ACVR1B (91)
ACH-000004,0.05325907979214127
ACH-000005,0.05151199372155164
ACH-000007,0.08088990075339968
ACH-000009,0.036612711393361135
ACH-000011,0.11077099272449348
ACH-000012,-0.006495830566918342
ACH-000013,-0.0779529345028865
ACH-000014,-0.13331537881663452
ACH-000015,-0.10398983278179014
ACH-000017,-0.05452331068458737
ACH-000018,-0.19879714796614487
ACH-000019,-0.19107711799052268
ACH-000021,-0.09095958951207976
ACH-000022,-0.04644039984611045
ACH-000025,-0.3340658289055242
ACH-000028,-0.05322198636921386
ACH-000030,0.09492925086308934
ACH-000035,-0.20706227491534665
ACH-000036,0.020666075196753942
ACH-000037,-0.08968787937627556
ACH-000039,0.06034640973015915
ACH-000040,-0.1420763487673617
ACH-000041,0.037898643447840594
ACH-000042,0.025823693347697275
ACH-000045,-0.025697185428233137
ACH-000047,0.0014670009512863073
ACH-000052,0.025436201054839392
ACH-000053,-0.010430668450536144
ACH-000054,0.026930783678866737
ACH-000055,-0.023379229810229944
ACH-000060,-0.0620566649857325
ACH-000067,-0.06453708022463266
ACH-000070,-0.05818601065418875
ACH-000075,-0.1459002096575404
ACH-000078,-0.0925223929387052
ACH-000082,-0.09487853636147944
ACH-000085,0.060686170766350425
ACH-000086,-0.1797746359292683
ACH-000087,0.00029582318955463817
ACH-000092,-0.02904556947335565
ACH-000095,-0.11464174375591765
ACH-000097,-0.09804120860952023
ACH-000098,-0.01341977673734198
ACH-000099,0.0014065565816561985
ACH-000108,-0.008695527731041718
ACH-000113,0.02666455173777549
ACH-000116,-0.1031952723530485
ACH-000118,-0.12880821847147048
ACH-000120,-0.19413027103372
ACH-000123,-0.004725053815480365
ACH-000127,-0.0716489687062881
ACH-000128,-0.047193055401886085
ACH-000132,0.16372481004237652
ACH-000133,-0.1903843499532872
ACH-000137,-0.0309958547588968
ACH-000138,-0.1982552947155216
ACH-000142,-0.11103801221446903
ACH-000143,0.039978947334278925
ACH-000146,-0.0499431718981379
ACH-000148,0.06034379194056249
ACH-000150,-0.05215944756245814
ACH-000152,0.215505577893398
ACH-000153,-0.24252269659505704
ACH-000159,0.11627760538622685
ACH-000160,-0.14827893550036042
ACH-000163,-0.19793617281291612
ACH-000167,-0.3237930582293399
ACH-000168,0.17579197308489036
ACH-000169,-0.0291576654486974
ACH-000178,-0.016936611801675692
ACH-000183,-0.042785205015581855
ACH-000188,0.01650851858979001
ACH-000189,-0.31227872914342586
ACH-000190,-0.19383357743983987
ACH-000198,-0.0534365337314609
ACH-000203,-0.057873107695231324
ACH-000204,0.11849605525297915
ACH-000206,-0.13854351249915395
ACH-000207,-0.17703256995650962
ACH-000208,-0.1979529549773572
