,AMY2A (279)
ACH-000571,-0.3668971449815719
ACH-000573,-0.18353287922873274
ACH-000576,-0.3248236598307148
ACH-000579,-0.4752750368662738
ACH-000580,-0.18579552064737875
ACH-000584,-0.2806730593912027
ACH-000585,-0.1870621857441965
ACH-000588,-0.15594793669000487
ACH-000589,-0.3342665646110161
ACH-000591,-0.2579014233644763
ACH-000593,-0.2054760217415572
ACH-000600,-0.0733884331664623
ACH-000601,-0.09129213468609652
ACH-000605,-0.11274887039113934
ACH-000606,-0.29827031748376537
ACH-000608,-0.1989068176324273
ACH-000614,-0.2854052438097131
ACH-000616,-0.19641731017431166
ACH-000618,-0.120329528418066
ACH-000619,-0.2991623297056066
ACH-000620,-0.3139896854413585
ACH-000621,-0.260392749225882
ACH-000622,-0.3868254459370053
ACH-000623,-0.15738270505282215
ACH-000624,-0.15503948749018892
ACH-000627,-0.2021126834641942
ACH-000630,-0.357216131312907
ACH-000631,-0.3458831604751313
ACH-000632,-0.3159414465652725
ACH-000633,-0.2621814536927852
ACH-000637,-0.07506309303311734
ACH-000638,-0.16279896430435087
ACH-000646,-0.2430957019370869
ACH-000647,-0.11697767575362472
ACH-000648,-0.4162350395525508
ACH-000649,-0.4341535101817861
ACH-000651,-0.109506162422715
ACH-000652,-0.3456704957006835
ACH-000653,-0.4752984586936876
ACH-000657,-0.4121056609016885
ACH-000658,-0.2229256176915237
ACH-000661,-0.31203995546528696
ACH-000662,0.1502026464278387
ACH-000663,-0.16419629183568152
ACH-000665,-0.2687184816522788
ACH-000671,-0.2365440631066899
ACH-000672,-0.04897947162233899
ACH-000673,-0.2706433594220529
ACH-000676,-0.3604293180589849
ACH-000677,-0.3808429943171616
ACH-000681,-0.24289231598699354
ACH-000683,-0.08475993894611064
ACH-000684,-0.30051982432534763
ACH-000688,-0.2240291875681003
ACH-000693,-0.24152055398730896
ACH-000694,-0.24802373251548995
ACH-000695,-0.14573671398412594
ACH-000696,-0.4968918210094002
ACH-000697,-0.26123366853030155
ACH-000699,-0.08928566124655357
ACH-000701,-0.363329934532918
ACH-000706,-0.14170819937896587
ACH-000711,-0.14571850238435746
ACH-000713,-0.2368071060604909
ACH-000714,-0.2913285559467638
ACH-000718,-0.31945540110206017
ACH-000720,-0.3242097612921125
ACH-000721,-0.3677008312340342
ACH-000724,-0.14404282972785706
ACH-000725,-0.1732610204576606
ACH-000732,-0.1327347077767496
ACH-000734,-0.4065084092080392
ACH-000735,-0.18708684493130484
ACH-000736,-0.09704177607818512
ACH-000738,-0.3472996143189537
ACH-000746,-0.17054981319925555
ACH-000747,-0.21610937859712032
ACH-000748,-0.2818320194623692
ACH-000753,-0.2815670200784847
ACH-000756,-0.2570135761731231
ACH-000757,-0.02889830885575225
ACH-000758,-0.2606927893355617
ACH-000760,-0.1411952403484249
ACH-000762,-0.23133731209911124
ACH-000763,-0.2147192021703516
ACH-000764,-0.2485272092552101
ACH-000765,-0.18804499861699076
ACH-000766,-0.2752278789219597
ACH-000767,-0.0628812449619218
ACH-000768,-0.014997320502327672
ACH-000769,-0.2617789754762607
ACH-000770,-0.5298024467127209
ACH-000771,-0.183946018993751
ACH-000773,-0.1036116449482277
ACH-000776,-0.4758779179876579
ACH-000777,-0.257100147994882
ACH-000778,-0.3692860440876355
ACH-000781,-0.2617233135735311
ACH-000782,-0.217233110634234
ACH-000783,-0.4239405683561768
ACH-000784,-0.12623641529817198
ACH-000785,-0.05816331703312661
ACH-000787,-0.17894361497812805
ACH-000788,-0.16434386702975215
ACH-000791,-0.2045755294545908
ACH-000792,-0.2050692715457136
ACH-000794,-0.4282713420915294
ACH-000796,-0.29788598043207004
ACH-000798,-0.04039468159744688
ACH-000799,-0.1525922769075551
ACH-000800,0.036709548745642084
ACH-000802,-0.3872571167730727
ACH-000804,-0.5050196297386301
ACH-000805,-0.045781375811534734
ACH-000809,-0.4131162821090272
ACH-000810,-0.4433962148014189
ACH-000811,-0.33716249341963594
ACH-000817,-0.09923523239257716
ACH-000819,-0.3479881189032046
ACH-000820,-0.14613757202759806
ACH-000821,-0.3613182917159733
ACH-000822,-0.0870573244548347
ACH-000823,-0.3458748568614143
ACH-000824,-0.21787741453745751
ACH-000827,-0.15417953401177673
ACH-000829,-0.1501106513963122
ACH-000831,-0.09146661879021938
ACH-000832,-0.29718194495194605
ACH-000833,-0.2415233418884136
ACH-000834,-0.331573255243766
ACH-000835,-0.4067546189384291
ACH-000836,-0.32102023523105394
ACH-000837,-0.1634330114040986
ACH-000838,-0.42486123905941897
ACH-000839,-0.423607347348552
ACH-000840,-0.13603284475404093
ACH-000841,-0.4485532032519919
ACH-000843,-0.4594361058922428
ACH-000846,-0.24508078119264945
ACH-000847,-0.08471758943808581
ACH-000848,-0.06178014853728525
ACH-000849,-0.2420399818137735
ACH-000851,-0.41661293752233625
ACH-000855,-0.315077860629251
ACH-000856,-0.2520981851942325
ACH-000858,-0.16881419343042678
ACH-000859,-0.4643408787644129
ACH-000861,-0.20014583148359344
ACH-000862,-0.2591910351376062
ACH-000865,-0.16298362021242224
ACH-000866,-0.09995276811006144
ACH-000867,-0.16439903664803687
ACH-000869,-0.29539283207788297
ACH-000872,-0.2856264581152612
ACH-000873,-0.5323734295839817
ACH-000876,-0.19489884649679
ACH-000878,-0.15871405271622452
ACH-000880,-0.036665812727565916
ACH-000881,-0.19829698017619676
ACH-000882,-0.225449367800708
ACH-000884,-0.2075846552751738
ACH-000885,-0.10312073057314566
ACH-000887,-0.2312292941682059
ACH-000889,-0.2758239271770265
ACH-000896,-0.2847094500801559
ACH-000898,-0.14330941719084314
ACH-000900,-0.13180778741412896
ACH-000901,-0.1398310008979106
ACH-000905,-0.2355096417336325
ACH-000906,-0.2425775566635178
ACH-000907,-0.39514740361722267
ACH-000910,-0.12697302912214692
ACH-000911,-0.2485953634076169
ACH-000912,-0.19685318163639529
ACH-000913,-0.20343931844137395
ACH-000915,-0.4253414882273016
ACH-000916,-0.16622148736050693
ACH-000917,-0.07202428135011016
ACH-000920,0.16618401912888067
ACH-000921,-0.344129893140456
ACH-000924,-0.2557403855929277
ACH-000926,-0.3409927959231764
ACH-000928,-0.3058417236526466
ACH-000929,-0.33644649153966644
ACH-000932,-0.2959230626317913
ACH-000935,-0.4362585687563823
ACH-000936,-0.195792923809696
ACH-000937,-0.146846671645235
ACH-000938,-0.20423288062602013
ACH-000939,-0.2091438791184942
ACH-000941,-0.2493178702384441
ACH-000943,-0.15977258573367134
ACH-000946,-0.2261901685662532
ACH-000947,-0.1801795833988707
ACH-000948,-0.23985632986203806
ACH-000950,-0.07090002258992394
ACH-000953,-0.4574222644017692
ACH-000954,-0.015923581999389418
ACH-000957,-0.10854089652072613
ACH-000958,-0.09535845139723384
ACH-000960,-0.12264446007870165
ACH-000963,-0.4028331889862615
ACH-000968,-0.33632310138057664
ACH-000969,-0.2746838272818124
ACH-000972,-0.21035387164084626
ACH-000973,-0.23599901358240905
ACH-000974,-0.237574847102758
ACH-000978,-0.4510026457786098
ACH-000984,-0.3272179064125066
ACH-000986,-0.4517522101181222
ACH-000988,-0.2377572869788976
ACH-000993,-0.07814882947277664
ACH-000994,-0.3649595952889044
ACH-000996,-0.2671652801876249
ACH-001001,-0.4522128993039791
ACH-001020,-0.07766013685822246
ACH-001028,-0.3269102124121028
ACH-001031,-0.17726624149032447
ACH-001038,-0.0404940356175258
ACH-001048,-0.2706033628088117
ACH-001050,-0.3027582105902881
ACH-001053,-0.2489277917045677
ACH-001054,-0.2993902160748146
ACH-001061,-0.2581059613206981
ACH-001067,-0.1053624456183234
ACH-001075,-0.10336315323727342
ACH-001096,-0.3635556566325868
ACH-001111,-0.2896703158155342
ACH-001119,-0.20221674358014874
ACH-001128,-0.4231705877608136
ACH-001134,-0.12584351941555014
ACH-001151,-0.2809981600425732
ACH-001163,-0.20667507465405727
ACH-001164,-0.009929117880682868
ACH-001183,-0.21639836562858986
ACH-001192,-0.08837132359229341
ACH-001193,-0.24587545649604706
ACH-001196,0.043919932438019726
ACH-001197,-0.4601568130283262
ACH-001205,-0.2630743647132689
ACH-001211,-0.14645309728329045
ACH-001212,-0.10762882299014276
ACH-001228,-0.14663537617538888
ACH-001232,-0.1537216022491263
ACH-001239,-0.24884141641947535
ACH-001270,-0.3058575425854722
ACH-001274,-0.32173971598735457
ACH-001275,-0.3168283197431849
ACH-001277,-0.175468967482307
ACH-001278,-0.44558134919780296
ACH-001280,-0.046524120012558144
ACH-001283,-0.12797916698922068
ACH-001289,-0.3202929020325833
ACH-001300,-0.3874596395194401
ACH-001301,-0.3093610106305375
ACH-001302,-0.10753428691030696
ACH-001306,-0.4357160442077467
ACH-001318,-0.15128154168008484
ACH-001322,-0.18967616977445367
ACH-001328,-0.4545774699838562
ACH-001332,-0.2880985864397695
ACH-001336,-0.28618703188106404
ACH-001346,-0.33606395634163594
ACH-001353,-0.35111608447270803
ACH-001354,-0.2257068941474508
ACH-001367,-0.483565363231166
ACH-001368,-0.2630637627808856
ACH-001374,-0.1430692620821091
ACH-001377,-0.026840192162804286
ACH-001380,-0.14635920950946946
ACH-001391,-0.2229633639770653
ACH-001408,-0.1765384254201082
ACH-001430,-0.2385676450546955
ACH-001431,-0.1031320880545956
ACH-001450,-0.034592361109800164
ACH-001496,-0.1743755287828499
ACH-001500,-0.09950275185775627
ACH-001523,-0.31495986106833995
ACH-001532,-0.2434487471927357
ACH-001550,-0.07757710269299782
ACH-001552,-0.11529630862446212
ACH-001554,-0.2872711573867339
ACH-001654,-0.11275514018536692
ACH-001735,-0.20676576402539296
ACH-001736,-0.10240017940392043
ACH-001737,-0.15359365229596605
ACH-001740,-0.3554068807559305
ACH-001745,-0.13116828976038786
ACH-001765,-0.09762047260695783
