,TET2 (54790)
ACH-000004,0.21028329323177852
ACH-000005,0.12047087710500423
ACH-000007,-0.06632126813702564
ACH-000009,0.0847544853021793
ACH-000011,0.2684542591185969
ACH-000012,0.05648136582434035
ACH-000013,0.11548579491639994
ACH-000014,0.1075659129089992
ACH-000015,0.2033415227378408
ACH-000017,0.13731880093446222
ACH-000018,0.21434839172190875
ACH-000019,0.11730778649423787
ACH-000021,0.12494255478211133
ACH-000022,0.0460220810954215
ACH-000025,0.16792793504453546
ACH-000028,0.08852966345551944
ACH-000030,0.13457182462581085
ACH-000035,0.1393105526821545
ACH-000036,0.11185243965432567
ACH-000037,0.24330741503667044
ACH-000039,0.1774725226948623
ACH-000040,0.1561382303314478
ACH-000041,-0.08869236466561653
ACH-000042,0.07773717018574892
ACH-000045,0.21596033719423285
ACH-000047,0.21172934473471325
ACH-000052,0.05481041512527784
ACH-000053,0.1376558035001264
ACH-000054,0.13867590629815485
ACH-000055,0.21337038571216613
ACH-000060,0.08912568817280342
ACH-000067,0.09355587921281064
ACH-000070,-0.046089706732055806
ACH-000075,0.13820849537561433
ACH-000078,0.15152037734814214
ACH-000082,0.14102922565514778
ACH-000085,0.09099531598032518
ACH-000086,0.08127860117467596
ACH-000087,0.012119186238106159
ACH-000092,0.12578616609234256
ACH-000095,0.04496763387474165
ACH-000097,0.2331675445076822
ACH-000098,0.09344678217996773
ACH-000099,0.15236321417645168
ACH-000108,0.16181317277371648
ACH-000113,0.11265644983213717
ACH-000116,0.10126040545413308
ACH-000118,0.20530590364691345
ACH-000120,-0.01980472989113056
ACH-000123,0.2498018231965031
ACH-000127,0.1335091697712103
ACH-000128,0.07302790458651699
ACH-000132,0.16950129013252313
ACH-000133,0.2353404590186565
ACH-000137,0.09046348276745424
ACH-000138,0.18924219277977636
ACH-000142,0.04870086820591172
ACH-000143,-0.08125905125619587
ACH-000146,0.2252276999695494
ACH-000148,0.18161959680674333
ACH-000150,0.017467556414245657
ACH-000152,0.06124039878779745
ACH-000153,0.16189889772505978
ACH-000159,-0.030803276519558814
ACH-000160,0.23728773059456765
ACH-000163,0.2742077099603103
ACH-000167,0.5998802771349442
ACH-000168,0.3139694841084717
ACH-000169,0.117446605846148
ACH-000178,0.027976577417528282
ACH-000183,0.1460012767445365
ACH-000188,0.05545917944555548
ACH-000189,0.22805559337995834
ACH-000190,0.2696440691314298
ACH-000198,0.07516698100410701
ACH-000203,-0.31318014734299315
ACH-000204,0.2399374072922521
ACH-000206,-0.054143923503430606
ACH-000207,0.19476579867861213
ACH-000208,0.2949372649552513
ACH-000210,0.5677792999206638
ACH-000211,0.11198469570178217
ACH-000215,0.18469113368623996
ACH-000221,0.17059676754851014
ACH-000222,0.17384117162259896
ACH-000223,0.1018045972070692
ACH-000226,0.12490334927096924
ACH-000227,0.14375639059030493
ACH-000228,0.02596433031167196
ACH-000231,0.13133251503375012
ACH-000232,0.1840841955775215
ACH-000233,0.07524909626217076
ACH-000234,0.08590919310851362
ACH-000235,0.15295045826336656
ACH-000237,0.1655540419246329
ACH-000238,0.244808031497636
ACH-000242,-0.021215698580448517
ACH-000243,0.2315163016021992
ACH-000244,0.07638501069980072
ACH-000246,0.22371737048209472
ACH-000248,0.1383284447599524
ACH-000250,0.10673016170719853
ACH-000251,0.02424446965854408
ACH-000252,0.16216008034468754
ACH-000253,0.18503330830819964
ACH-000255,0.08535203887172026
ACH-000256,0.26048869832663235
ACH-000257,-0.10834319561457884
ACH-000258,0.2647456016113244
ACH-000259,0.2158426829476864
ACH-000260,0.13604924508232602
ACH-000261,0.10635705482295783
ACH-000262,-0.0922202925553358
ACH-000263,0.2560830122406867
ACH-000264,0.1689173850998593
ACH-000265,-0.008355491088424252
ACH-000266,0.0973278610459739
ACH-000272,0.1399019969529741
ACH-000274,0.18044084193111087
ACH-000277,0.03471578232731788
ACH-000278,0.27691657786915364
ACH-000279,0.10739226456702886
ACH-000280,0.11470928870952553
ACH-000281,-0.09566171457428507
ACH-000288,0.2171083324290501
ACH-000291,0.15859037695306352
ACH-000293,0.1890281882378146
ACH-000294,0.00929927484891353
ACH-000295,0.3951759619113274
ACH-000296,0.13723115022302868
ACH-000302,0.07461944020890103
ACH-000304,0.20280491918058613
ACH-000307,0.1018407708391944
ACH-000308,0.18451045553349107
ACH-000310,0.03156268213305838
ACH-000311,0.09431825946877567
ACH-000312,0.1947502493833297
ACH-000315,0.21442402102251315
ACH-000316,0.00744696775095679
ACH-000317,0.2335530902793099
ACH-000318,-0.024411245127105415
ACH-000319,0.3821423443496447
ACH-000320,0.19405062357450412
ACH-000322,0.0358696725565244
ACH-000323,0.07634791477770689
ACH-000324,0.09649056908441137
ACH-000329,0.12250879490624955
ACH-000330,0.025435155387117023
ACH-000331,0.2142227459047254
ACH-000332,0.0877773934633454
ACH-000334,0.1946116391682159
ACH-000335,0.07476821439320419
ACH-000336,0.3447161427842448
ACH-000337,0.20179961302685875
ACH-000338,0.5424029080000601
ACH-000339,0.13879534480925435
ACH-000341,0.045857055755608375
ACH-000348,0.1023977630571042
ACH-000350,0.15362536561704285
ACH-000352,0.17226911587753174
ACH-000356,-0.04022391661788075
ACH-000361,0.11997525622069395
ACH-000362,0.07567930174821727
ACH-000363,0.1849224666272049
ACH-000364,0.15311358070503306
ACH-000365,0.11268656547412607
ACH-000366,0.11088277217738544
ACH-000368,-0.01998556604009676
ACH-000374,0.014075699363015932
ACH-000375,0.2103286138669294
ACH-000376,0.14399563538967758
ACH-000381,0.07287978019689574
ACH-000383,0.17025122347238822
ACH-000387,0.12196477380439635
ACH-000389,0.12659056433996302
ACH-000390,0.15859201736691556
ACH-000393,0.07168394805325756
ACH-000395,0.1292811597192091
ACH-000396,0.11574494318931006
ACH-000397,0.15074866196269487
ACH-000401,0.27203673170689546
ACH-000402,-0.039014043977515456
ACH-000403,0.18845619425407614
ACH-000404,0.3358423782966693
ACH-000406,0.15846797783225744
ACH-000407,0.0549576089631978
ACH-000408,-0.026802225044126902
ACH-000410,0.1267018569641625
ACH-000411,0.16876632789605436
ACH-000414,0.1006774754604942
ACH-000415,0.08057105761619564
ACH-000416,0.093633594016595
ACH-000420,0.11253256706264274
ACH-000421,0.13593183075723986
ACH-000424,0.18901794208453102
ACH-000425,0.1057957806285405
ACH-000426,0.029100910105196606
ACH-000427,-0.01753516924464438
ACH-000433,0.2919707989843809
ACH-000435,0.033363837747728116
ACH-000436,0.12047083425453595
ACH-000444,0.2852738759629371
ACH-000445,0.12108971880081144
ACH-000448,0.08662209266084732
ACH-000450,0.027564815888984327
ACH-000452,0.17448689917538285
ACH-000454,0.07595373042974543
ACH-000458,0.046811730077919486
ACH-000459,0.242779509262029
ACH-000460,0.22718734562775986
ACH-000461,0.08055942196846445
ACH-000463,0.08985264736259127
ACH-000464,0.059078754023160686
ACH-000466,0.10536949341824786
ACH-000467,0.1913685468892996
ACH-000468,0.13723189550997394
ACH-000469,0.17993744178501436
ACH-000470,0.028358497555912982
ACH-000471,0.19600354372995493
ACH-000472,0.1525963919770993
ACH-000473,0.1622050912196221
ACH-000475,0.1208073553309752
ACH-000476,0.09060581462564264
ACH-000477,0.055222883157262204
ACH-000479,0.263827437603754
ACH-000480,0.03534503145908434
ACH-000481,0.14575886072069788
ACH-000483,-0.04367824433349249
ACH-000484,0.22801197487767802
ACH-000485,0.1502097533437404
ACH-000486,0.20886184957172027
ACH-000487,0.14255134179185192
ACH-000488,0.14596812434726
ACH-000490,0.24821881137725724
ACH-000491,0.1842109175103004
ACH-000495,0.2608437065547935
ACH-000496,0.13814863352411866
ACH-000499,0.2047919459352905
ACH-000500,0.19959948697994973
