,EXOC1 (55763)
ACH-000004,-0.4347813557531148
ACH-000005,-0.7379692480154079
ACH-000007,-0.7860099238260907
ACH-000009,-0.4280160221551772
ACH-000011,-0.36345016219936827
ACH-000012,-0.5047522945576913
ACH-000013,-0.4655983229047549
ACH-000014,-0.30383113307810256
ACH-000015,-0.411586820368094
ACH-000017,-0.4684073822045268
ACH-000018,-0.4607500300473925
ACH-000019,-0.31027807204427243
ACH-000021,-0.3443898075572175
ACH-000022,-0.3042231815493994
ACH-000025,-0.37637137631176176
ACH-000028,-0.44232174953489
ACH-000030,-0.6349036207195297
ACH-000035,-0.449224054902863
ACH-000036,-0.4394025692961552
ACH-000037,-0.3739621109395679
ACH-000039,-0.29996140021767265
ACH-000040,-0.3610861266862072
ACH-000041,-0.5340338002199817
ACH-000042,-0.2974591820901362
ACH-000045,-0.38460330431108747
ACH-000047,-0.5312599008955551
ACH-000052,-0.733486291496149
ACH-000053,-0.2857308627056566
ACH-000054,-0.6056110004092569
ACH-000055,-0.5583573358019166
ACH-000060,-0.5595448935453725
ACH-000067,-0.4625294533706163
ACH-000070,-0.4878856797008788
ACH-000075,-0.3472528575847737
ACH-000078,-0.5028905457813942
ACH-000082,-0.42609557624290295
ACH-000085,-0.3186266047869527
ACH-000086,-0.4353978771691133
ACH-000087,-0.4600998777698109
ACH-000092,-0.7310085130760087
ACH-000095,-0.25616406347741977
ACH-000097,-0.5094990023418521
ACH-000098,-0.459779587677702
ACH-000099,-0.4206775438161805
ACH-000108,-0.5137694910271526
ACH-000113,-0.4835730048403746
ACH-000116,-0.6176564763511758
ACH-000118,-0.4803536665243752
ACH-000120,-0.2471017528271388
ACH-000123,-0.5319635129160253
ACH-000127,-0.6564229761667221
ACH-000128,-0.3400219585769371
ACH-000132,-0.5152773996530094
ACH-000133,-0.5300666120092336
ACH-000137,-0.4191873307070281
ACH-000138,-0.14382061813061156
ACH-000142,-0.3610895742859652
ACH-000143,-0.5542284868043591
ACH-000146,-0.29372190248806884
ACH-000148,-0.5496330952121381
ACH-000150,-0.5531739899827146
ACH-000152,-0.7572786469785852
ACH-000153,-0.8622538313472723
ACH-000159,-0.5208825630605171
ACH-000160,-0.4512809910853578
ACH-000163,-0.3602131278149131
ACH-000167,-0.5484598292798236
ACH-000168,-0.3772666830668309
ACH-000169,-0.3882166818917316
ACH-000178,-0.6047070228737006
ACH-000183,-0.4558381129353332
ACH-000188,-0.5123565757853401
ACH-000189,-0.6333071146731684
ACH-000190,-0.4930409566194748
ACH-000198,-0.35032168622923465
ACH-000203,-0.3090450720740494
ACH-000204,-0.4449553482383025
ACH-000206,-0.6111515441165782
ACH-000207,-0.3003014403732553
ACH-000208,-0.4456566797458261
ACH-000210,-0.3500276576075496
ACH-000211,-0.4530351126787399
ACH-000215,-0.4227915045996533
ACH-000221,-0.5417977179951141
ACH-000222,-0.439886094446974
ACH-000223,-0.4455843505607015
ACH-000226,-0.32906555860976666
ACH-000227,-0.3761167014376343
ACH-000228,-0.6103183269263152
ACH-000231,-0.8082155158392053
ACH-000232,-0.2749786735460191
ACH-000233,-0.3886035883404645
ACH-000234,-0.5090548077234468
ACH-000235,-0.5308249865831184
ACH-000237,-0.4179214034391992
ACH-000238,-0.2858127055658797
ACH-000242,-0.4328416855948428
ACH-000243,-0.5326919788730107
ACH-000244,-0.5409857932130909
ACH-000246,-0.4611915892701365
ACH-000248,-0.6609743522947963
ACH-000250,-0.32972744433621537
ACH-000251,-0.5530021653795331
ACH-000252,-0.615231395437703
ACH-000253,-0.4072829659059562
ACH-000255,-0.5184389915230716
ACH-000256,-0.3426078513706985
ACH-000257,-0.5718508918615068
ACH-000258,-0.4551538145920056
ACH-000259,-0.5366700096800887
ACH-000260,-0.3496504195152252
ACH-000261,-0.5914966448277663
ACH-000262,-0.7672666170337507
ACH-000263,-0.15444632781363754
ACH-000264,-0.3379947456788552
ACH-000265,-0.4353506287844429
ACH-000266,-0.4098010918187961
ACH-000272,-0.5776291154546855
ACH-000274,-0.3443754124088514
ACH-000277,-0.3492568498200034
ACH-000278,-0.3781721672595503
ACH-000279,-0.2896247877473358
ACH-000280,-0.3398092912868264
ACH-000281,-0.3109883407928897
ACH-000288,-0.3954685430573936
ACH-000291,-0.4909909006976459
ACH-000293,-0.442110389014404
ACH-000294,-0.4987555037651946
ACH-000295,-0.37252992219837855
ACH-000296,-0.7627028720130131
ACH-000302,-0.5444143988526677
ACH-000304,-0.693451726236648
ACH-000307,-0.4997589608451589
ACH-000308,-0.4552798525029284
ACH-000310,-0.3825675261647615
ACH-000311,-0.7569574724782556
ACH-000312,-0.5061349260748419
ACH-000315,-0.6104516327822813
ACH-000316,-0.4766396598375711
ACH-000317,-0.4871435493591691
ACH-000318,-0.9137523804407496
ACH-000319,-0.6926826484348871
ACH-000320,-0.3616560551036572
ACH-000322,-0.5311139617356407
ACH-000323,-0.5814185984292572
ACH-000324,-0.5350248130314033
ACH-000329,-0.2730926858184892
ACH-000330,-0.4918045414201023
ACH-000331,-0.5775538941333168
ACH-000332,-0.498012062459817
ACH-000334,-0.338989502762887
ACH-000335,-0.3749103629390828
ACH-000336,-0.38401094187837104
ACH-000337,-0.4861476916091063
ACH-000338,-0.6183293751428636
ACH-000339,-0.6506262611837299
ACH-000341,-0.6230912147937483
ACH-000348,-0.43198400398934383
ACH-000350,-0.26147266940477176
ACH-000352,-0.6459108811636868
ACH-000356,-0.7700796558073905
ACH-000361,-0.5088139084112523
ACH-000362,-0.42378711527520596
ACH-000363,-0.4109711275987905
ACH-000364,-0.5401004374693503
ACH-000365,-0.24224906232309484
ACH-000366,-0.5692050186952536
ACH-000368,-0.4042992727023453
ACH-000374,-0.5427225777837797
ACH-000375,-0.3841845296682476
ACH-000376,-0.412162590697276
ACH-000381,-0.4114456010586393
ACH-000383,-0.4840238912185674
ACH-000387,-0.524378396800336
ACH-000389,-0.3612750718407031
