,SAMHD1 (25939)
ACH-000420,-0.209097298574786
ACH-000421,-0.2809651901601377
ACH-000424,-0.045988781795212486
ACH-000425,-0.16846680325129454
ACH-000426,-0.1823841088725199
ACH-000427,-0.2538852006369448
ACH-000433,-0.27291769712508673
ACH-000435,0.12657771998656964
ACH-000436,-0.1903662256734112
ACH-000444,-0.13310701088323565
ACH-000445,-0.3627837654547741
ACH-000448,-0.09726632141379477
ACH-000450,-0.2335199833375887
ACH-000452,-0.201848330939749
ACH-000454,0.031889377981390965
ACH-000458,-0.2372086091208205
ACH-000459,-0.14043037080105553
ACH-000460,-0.25964985553238745
ACH-000461,-0.19043353659022272
ACH-000463,-0.004822424354125659
ACH-000464,-0.18564790418896787
ACH-000466,-0.3297663413212281
ACH-000467,-0.2094037265899803
ACH-000468,-0.278250259400236
ACH-000469,-0.14641217954862487
ACH-000470,-0.07371565737210896
ACH-000471,-0.21850206188220064
ACH-000472,-0.14646487263235464
ACH-000473,-0.11721678996846956
ACH-000475,-0.18135100715965685
ACH-000476,-0.3646870142193752
ACH-000477,-0.1849299942193869
ACH-000479,-0.17323052489150867
ACH-000480,-0.11238473802238154
ACH-000481,-0.1676280274813175
ACH-000483,-0.12353799097165108
ACH-000484,-0.12137284999555435
ACH-000485,-0.1009882215541437
ACH-000486,-0.1673386776501791
ACH-000487,-0.6895569369108656
ACH-000488,-0.19845089236960495
ACH-000490,-0.27369624012361826
ACH-000491,-0.07592004246807811
ACH-000495,0.09365882734429154
ACH-000496,-0.32268454892739346
ACH-000499,-0.02184288004121666
ACH-000500,-0.32670992498085993
ACH-000502,-0.2699310518777474
ACH-000503,-0.06333217775703788
ACH-000505,-0.1108205372168302
ACH-000507,-0.18590504354217172
ACH-000510,-0.1937413868987882
ACH-000511,-0.1343591853500644
ACH-000512,-0.1015185571613331
ACH-000516,-0.20348655103269528
ACH-000517,-0.2063013372434909
ACH-000518,-0.2994604995981989
ACH-000520,-0.16504782631856738
ACH-000521,-0.14814475093973947
ACH-000522,-0.12718117941438875
ACH-000524,-0.10131261663263236
ACH-000527,-0.23752552841743954
ACH-000528,-0.10702747070663572
ACH-000537,-0.292768220033418
ACH-000541,-0.3913032126298635
ACH-000542,-0.1883931281788922
ACH-000544,-0.18244916865491734
ACH-000545,-0.033349418723503506
ACH-000547,-0.4273754433020519
ACH-000548,-0.16729781492353765
ACH-000549,-0.2408884045589684
ACH-000550,-0.3087878221759175
ACH-000552,-0.020504218894396548
ACH-000556,-0.2569885324708973
ACH-000557,-0.3044546553166701
ACH-000569,-0.2748830600783021
ACH-000570,-0.11691155306728875
ACH-000571,-0.219588481860505
ACH-000573,-0.08078288120934952
ACH-000576,-0.30935597221105426
ACH-000579,-0.17693040495989076
ACH-000580,-0.34693311423976064
ACH-000584,-0.13869198229178922
ACH-000585,-0.045550574866601176
ACH-000588,-0.1655138924937188
ACH-000589,-0.18936286659753995
ACH-000591,-0.2055556504588924
ACH-000593,-0.23863046125629744
ACH-000600,-0.2579462645242686
ACH-000601,-0.2481411950437906
ACH-000605,-0.20579462761314266
ACH-000606,-0.12232967430572908
ACH-000608,-0.2506023872725964
ACH-000614,-0.4566090532147242
ACH-000616,-0.9289132215451608
ACH-000618,-0.08822697387298772
ACH-000619,-0.07164361701069856
ACH-000620,-0.257895378340791
ACH-000621,-0.209931561794718
ACH-000622,-0.20329073571610745
ACH-000623,-0.21718875612571592
ACH-000624,-0.1514160384100714
ACH-000627,-0.3294030168392052
ACH-000630,-0.05176001777712837
ACH-000631,-0.22775353185809766
ACH-000632,-0.08372265428407018
ACH-000633,-0.3500897957760177
ACH-000637,0.08705404408215922
ACH-000638,-0.33050350799137873
ACH-000646,-0.2086540352266524
ACH-000647,-0.12179093722599706
ACH-000648,-0.4155484584301456
ACH-000649,-0.028754311504475605
ACH-000651,-0.07145280860875397
ACH-000652,-0.3114276877270685
ACH-000653,0.009010728922394406
ACH-000657,-0.14484648048614884
ACH-000658,-0.2506013384137732
ACH-000661,-0.2413979106605965
ACH-000662,-0.19934241313151704
ACH-000663,-0.37862205719762093
ACH-000665,-0.32031875715437874
ACH-000671,-0.2059393030608722
ACH-000672,0.02830281358344407
ACH-000673,-0.20110958479171898
ACH-000676,-0.04829430270720544
ACH-000677,-0.18176121802363945
ACH-000681,-0.150140155043873
ACH-000683,-0.17619150452641294
ACH-000684,-0.26280433443352386
ACH-000688,-0.0845068574704945
ACH-000693,-0.06472454844231705
ACH-000694,-0.013775829407326957
ACH-000695,-0.20621281513941025
ACH-000696,-0.13766669626479192
ACH-000697,-0.08245536711838251
ACH-000699,-0.18973530327528385
ACH-000701,-0.239996993086432
ACH-000706,-0.07103653870791554
ACH-000711,-0.1637436760813591
ACH-000713,-0.464775629444378
ACH-000714,-0.08888619788882897
ACH-000718,-0.4795304706864548
ACH-000720,-0.09505815875735232
ACH-000721,-0.1958606862552734
ACH-000724,-0.08215738219868858
ACH-000725,-0.3264587385652709
ACH-000732,-0.3996404503929773
ACH-000734,-0.07442941405175463
ACH-000735,-0.09033437253825907
ACH-000736,-0.3238697881142463
ACH-000738,-0.1776970019167816
ACH-000746,-0.20252580528752007
ACH-000747,-0.21006393443198826
ACH-000748,-0.170632637592193
ACH-000753,-0.13097489409164487
ACH-000756,0.04069488751524608
ACH-000757,-0.14776755928810212
ACH-000758,-0.3044271712458633
ACH-000760,-0.16966174735542713
ACH-000762,-0.13061230879847824
ACH-000763,-0.08046769378178185
ACH-000764,-0.3735095913286247
ACH-000765,-0.0672775649098977
ACH-000766,-0.7888588183239655
ACH-000767,-0.19302456368785376
ACH-000768,-0.23323479081347076
ACH-000769,-0.04695825105777822
ACH-000770,-0.31151352056036186
ACH-000771,-0.15725892765721505
ACH-000773,-0.3323674001470246
ACH-000776,-0.3779916689641874
ACH-000777,-0.14616287802692304
ACH-000778,-0.08120978237356287
ACH-000781,-0.18757284838735425
ACH-000782,-0.1137486134767886
ACH-000783,-0.1581775851551046
ACH-000784,-0.1079938320642678
ACH-000785,-0.044413153178935495
ACH-000787,-0.5083477712562227
ACH-000788,-0.18054953320815864
ACH-000791,-0.14773427560736369
ACH-000792,-0.09667150316076968
ACH-000794,0.01929826124442973
ACH-000796,-0.3152414474105631
ACH-000798,-0.09853375687578664
ACH-000799,-0.2411204500393878
ACH-000800,-0.10844093260552293
ACH-000802,-0.03986627469763816
ACH-000804,-0.029651074705066144
ACH-000805,-0.10701971532341134
ACH-000809,-0.074283077256603
ACH-000810,0.07057378910697296
ACH-000811,-0.18733461097564072
ACH-000817,-0.2639476647745664
ACH-000819,-0.18391090235914467
ACH-000820,-0.10642316942285276
ACH-000821,-0.18881425061652374
ACH-000822,-0.20219167666100415
ACH-000823,-0.2022360263890378
ACH-000824,-0.1147835681235524
ACH-000827,-0.1645341387241752
ACH-000829,-0.2103998406871596
ACH-000831,-0.21905763250117968
ACH-000832,-0.18008954828552914
ACH-000833,-0.14364220643397413
ACH-000834,-0.2210950096133661
ACH-000835,-0.06719873656052024
ACH-000836,-0.5056129599129122
ACH-000837,-0.1795478636711088
ACH-000838,-0.1481495815642211
ACH-000839,-0.16994634712787918
ACH-000840,-0.14485050123505785
ACH-000841,-0.19104960072896374
ACH-000843,-0.18415018109708603
ACH-000846,-0.14515554981141887
ACH-000847,-0.2324431189276677
ACH-000848,-0.11598960102478373
ACH-000849,-0.2497692014499693
ACH-000851,-0.4883547392095796
ACH-000855,-0.12638860310816688
ACH-000856,-0.15546508021766184
ACH-000858,-0.13141915226518522
ACH-000859,-0.16201307867001047
ACH-000861,-0.012956687587957412
ACH-000862,-0.1661383574798954
ACH-000865,-0.08654056530605432
ACH-000866,-0.21353082264919931
ACH-000867,-0.22668441546237525
ACH-000869,-0.1731113178832874
ACH-000872,-0.2868634013479709
ACH-000873,-0.1729326145497046
ACH-000876,-0.22204606924068893
ACH-000878,-0.2882705719570845
ACH-000880,-0.26310708358309753
ACH-000881,-0.03271531317574488
ACH-000882,-0.3090701932760076
ACH-000884,-0.1310559890096702
ACH-000885,-0.09715726943983764
ACH-000887,-0.034300203334877225
ACH-000889,-0.04569964791343857
ACH-000896,-0.12123994902426086
ACH-000898,-0.15239895867909334
ACH-000900,-0.10119318136141504
ACH-000901,-0.205420469469108
ACH-000905,-0.147589093791789
ACH-000906,-0.11971961250655208
ACH-000907,-0.2643163691798131
ACH-000910,-0.03293183362230697
ACH-000911,-0.2146498954707835
ACH-000912,-0.34548256782863485
ACH-000913,-0.09190311270703916
ACH-000915,-0.15814843223308986
ACH-000916,0.05813360606747711
ACH-000917,-0.029244723278959012
ACH-000920,0.08596335424909911
ACH-000921,-0.532765878523166
ACH-000924,-0.2260176276655657
ACH-000926,-0.2036544315707005
ACH-000928,-0.2969804160248287
ACH-000929,-0.07018381316610411
ACH-000932,-0.3069112322416464
ACH-000935,-0.13191878601034335
ACH-000936,-0.2267430753013352
ACH-000937,-0.1599447554491464
ACH-000938,-0.39463655343772575
ACH-000939,-0.2146408513927364
ACH-000941,-0.23961537615512835
ACH-000943,-0.3477015331372671
ACH-000946,0.13525334989645982
ACH-000947,-0.14658597809217275
ACH-000948,-0.0006626840649197577
ACH-000950,-0.2675130984058109
ACH-000953,-0.1862351970865898
ACH-000954,-0.3689274240642906
ACH-000957,0.0479015460137939
ACH-000958,-0.07362316874896814
ACH-000960,-0.14777160851961393
ACH-000963,-0.1479765271730894
ACH-000968,-0.28375907594043515
ACH-000969,-0.11693349822065525
ACH-000972,-0.003395938396185343
ACH-000973,-0.1201144019924477
ACH-000974,-0.17417707133494448
ACH-000978,-0.15774305390237808
ACH-000984,-0.0187783554911358
ACH-000986,-0.3750704053645488
ACH-000988,-0.2489757778603829
ACH-000993,-0.434169656271118
ACH-000994,-0.20682964717973354
ACH-000996,-0.06690249507586593
ACH-001001,0.03889362726654065
ACH-001020,-0.4251858373079323
ACH-001028,-0.22239980909097404
ACH-001031,-0.09716982237179153
ACH-001038,-0.1979166634868694
ACH-001048,-0.21502292566554612
ACH-001050,-0.2977794008357891
ACH-001053,-0.10848204306185412
ACH-001054,-0.21008875239700575
ACH-001061,-0.2748749192398565
ACH-001067,-0.3877280068282016
ACH-001075,-0.11246108699761016
ACH-001096,-0.10218840855179026
ACH-001111,-0.2982584368580816
ACH-001119,-0.12343680166705885
ACH-001128,-0.3171032652881501
ACH-001134,-0.20068090831193747
ACH-001151,-0.14683306627674014
ACH-001163,-0.2248981514143199
ACH-001164,-0.15394756370891788
ACH-001183,-0.18836211573009626
ACH-001192,-0.13746879158412706
ACH-001193,-0.06672926509726204
ACH-001196,-0.08195903286204483
ACH-001197,-0.23159765441542304
ACH-001205,0.028123475748969267
ACH-001211,-0.15477381530131087
ACH-001212,-0.18547600843641784
ACH-001228,-0.2327607533093511
ACH-001232,-0.09605547992815963
ACH-001239,-0.193173764270534
ACH-001270,-0.2043292067561581
ACH-001274,-0.0791209107217899
ACH-001275,-0.16082245101292772
ACH-001277,-0.27919036257561713
ACH-001278,-0.1330086160082054
ACH-001280,-0.23482734316041795
ACH-001283,0.004854075078775495
ACH-001289,0.014375172434825015
ACH-001300,-0.1800860205730996
ACH-001301,-0.19965467414740434
ACH-001302,-0.14805149533474588
ACH-001306,-0.16113112022861922
ACH-001318,-0.11959028470968025
ACH-001322,-0.030031354061046962
ACH-001328,-0.14838884185723786
ACH-001332,-0.24189675688989234
ACH-001336,-0.1111864384082852
ACH-001346,-0.10319295074141988
ACH-001353,-0.1138305554115436
ACH-001354,-0.1747105548651484
ACH-001367,-0.11674315276168667
ACH-001368,-0.2356857777026905
ACH-001374,-0.14550652370566913
ACH-001377,-0.2501801768240824
ACH-001380,-0.26575623221427364
ACH-001391,-0.06633381893883011
ACH-001408,0.05448551592053478
ACH-001430,-0.08561572606186536
ACH-001431,-0.3328576399072052
ACH-001450,0.0271304165715955
ACH-001496,-0.21228359534472435
ACH-001500,-0.4282361841687184
ACH-001523,-0.16059247382085085
ACH-001532,-0.21089808238510227
ACH-001550,-0.07862641480791509
ACH-001552,-0.1457873621252316
ACH-001554,-0.11480866197894142
ACH-001654,-0.10880889956767732
ACH-001735,-0.16259038662230865
ACH-001736,-0.1670958352450163
ACH-001737,-0.04111355988381669
ACH-001740,-0.11618394736483208
ACH-001745,-0.05409461995788975
ACH-001765,-0.04474989029775877
