,BCAR1 (9564)
ACH-000004,-0.5928615380229004
ACH-000005,-0.3819225675439619
ACH-000007,-0.4792666166178336
ACH-000009,-0.7442411767518607
ACH-000011,-0.7566141768691989
ACH-000012,-0.4118567626613365
ACH-000013,-0.4553437406102444
ACH-000014,-0.5235168741989072
ACH-000015,-0.5758815391601496
ACH-000017,-0.3452933482685566
ACH-000018,-0.7503189308637065
ACH-000019,-0.3785542465693515
ACH-000021,-0.388136068275731
ACH-000022,-0.6680759151201685
ACH-000025,-0.8973361863548266
ACH-000028,-0.3837761271716271
ACH-000030,-0.4443682327946279
ACH-000035,-0.6269319733193358
ACH-000036,-0.4267944837563337
ACH-000037,-0.5059372470832386
ACH-000039,-0.4915698979436711
ACH-000040,-0.725194042154544
ACH-000041,-0.3939241857169356
ACH-000042,-0.6760790325961243
ACH-000045,-0.5771015632360827
ACH-000047,-0.7625481024595474
ACH-000052,-0.5063989742859152
ACH-000053,-0.25732435002113946
ACH-000054,-0.8262408333767794
ACH-000055,-0.3154701697713901
ACH-000060,-0.9597203118352448
ACH-000067,-0.847843931544014
ACH-000070,-0.4814783757347229
ACH-000075,-0.7310420845951192
ACH-000078,-0.4285711116019373
ACH-000082,-0.7659219472756769
ACH-000085,-1.065975056175691
ACH-000086,-0.5901689594621596
ACH-000087,-0.452319421187183
ACH-000092,-0.6230513816011144
ACH-000095,-0.496530590318277
ACH-000097,-0.7500446273597269
ACH-000098,-0.9430346144767959
ACH-000099,-0.6203378190761719
ACH-000108,-0.7145667143000043
ACH-000113,-0.6120895533085644
ACH-000116,-0.3467690280041752
ACH-000118,-0.7629943750223648
ACH-000120,-0.9068225901383976
ACH-000123,-0.3548437706455962
ACH-000127,-0.7586870047670449
ACH-000128,-0.496512962566345
ACH-000132,-0.7979805240744884
ACH-000133,-0.6503752830222836
ACH-000137,-1.0726299612216028
ACH-000138,-0.8017625425778772
ACH-000142,-0.5032669125998325
ACH-000143,-0.7237071952125875
ACH-000146,-0.28231016052650937
ACH-000148,-0.6455187842721154
ACH-000150,-0.7243042222134047
ACH-000152,-0.564813217871885
ACH-000153,-0.8582318694202662
ACH-000159,-0.610915900295283
ACH-000160,-0.5278210145711596
ACH-000163,-0.19760796475228853
ACH-000167,-0.977579806868152
ACH-000168,-0.5403010200526596
ACH-000169,-0.5698274666854426
ACH-000178,-0.7368653538014641
ACH-000183,-0.639601862086298
ACH-000188,-0.598792699519701
ACH-000189,-0.3664948621697244
ACH-000190,-0.6139811163855595
ACH-000198,-0.6992248682398421
ACH-000203,-0.455059665092808
ACH-000204,-0.714709903503878
ACH-000206,-0.7719275143823592
ACH-000207,-0.4891110548380704
ACH-000208,-0.6889608419711863
ACH-000210,-0.6578483588681869
ACH-000211,-0.5073667444547416
ACH-000215,-0.3806026943354817
ACH-000221,-0.5570820427481747
ACH-000222,-0.8509684472654323
ACH-000223,-0.6925547986381726
ACH-000226,-0.4174426004956576
ACH-000227,-0.593365835378924
ACH-000228,-0.6015601886835684
ACH-000231,-0.42738601279316796
ACH-000232,-0.5718909645063706
ACH-000233,-0.3629868397785863
ACH-000234,-0.9808638873331488
ACH-000235,-0.8550642148326485
ACH-000237,-0.5666391092148336
ACH-000238,-0.3480254589560248
ACH-000242,-0.6655152665906888
ACH-000243,-0.5044784394500762
ACH-000244,-0.7400312595089862
ACH-000246,-0.8113148981149181
ACH-000248,-0.7312190202936121
ACH-000250,-0.5776851071702556
ACH-000251,-0.8003603409914962
ACH-000252,-0.8651348846005233
ACH-000253,-0.4530998761162986
ACH-000255,-0.8597636819181543
ACH-000256,-0.4181972619653752
ACH-000257,-1.0464788559422142
ACH-000258,-0.5850872533821732
ACH-000259,-0.4329610996377589
ACH-000260,-0.8787673662116497
ACH-000261,-0.666517760572223
ACH-000262,-0.7054293688445956
ACH-000263,-0.5064351714712876
ACH-000264,-0.6517901878815765
ACH-000265,-0.5730135353651036
ACH-000266,-0.7662616517369143
ACH-000272,-0.5483910689872232
ACH-000274,-0.32639137258607553
ACH-000277,-0.3568906605392789
ACH-000278,-0.5213092915259906
ACH-000279,-0.56641193272202
ACH-000280,-0.5042688992610895
ACH-000281,-0.7693044881091561
