,PXMP2 (5827)
ACH-000004,-0.15423424536126926
ACH-000005,0.10812249935555493
ACH-000007,-0.20168951419460115
ACH-000009,-0.17206861403526982
ACH-000011,-0.1235532213135062
ACH-000012,-0.0615807069780521
ACH-000013,-0.0723108497723122
ACH-000014,-0.1328088047705664
ACH-000015,-0.11393229737069267
ACH-000017,-0.13971136837000978
ACH-000018,-0.13352596898222874
ACH-000019,-0.0041708235624389476
ACH-000021,-0.15675057436689038
ACH-000022,-0.07784144198824178
ACH-000025,-0.114452497754752
ACH-000028,-0.051679117121104436
ACH-000030,-0.04744388515949095
ACH-000035,0.007539982652398789
ACH-000036,-0.26312259887057904
ACH-000037,-0.14423051101732842
ACH-000039,-0.13137796571514404
ACH-000040,-0.3287074095473839
ACH-000041,-0.1805699839296015
ACH-000042,-0.11581785024382653
ACH-000045,-0.08997990924701423
ACH-000047,-0.16149169660542587
ACH-000052,-0.2113339242199687
ACH-000053,-0.11616721567517473
ACH-000054,-0.2548204096221453
ACH-000055,0.04548088798720919
ACH-000060,-0.11474521517351688
ACH-000067,-0.20750197498182424
ACH-000070,-0.010012226930776844
ACH-000075,-0.2582636653537988
ACH-000078,-0.2745425827734627
ACH-000082,-0.21036950648639224
ACH-000085,0.022465942909536525
ACH-000086,-0.3013558812911319
ACH-000087,-0.09988519288377536
ACH-000092,-0.19610507139568925
ACH-000095,-0.17973578431305515
ACH-000097,-0.15762815889500026
ACH-000098,-0.13943492957533807
ACH-000099,-0.2075895547746452
ACH-000108,-0.14572539135352
ACH-000113,-0.03753557347019794
ACH-000116,-0.17344599421152154
ACH-000118,-0.09673151849008893
ACH-000120,-0.12699643837365154
ACH-000123,-0.0755587547512602
ACH-000127,-0.1862081205523662
ACH-000128,-0.2356038113037062
ACH-000132,-0.0932331279751169
ACH-000133,-0.19372003068858104
ACH-000137,0.06714824627151232
ACH-000138,-0.1231369987596451
ACH-000142,-0.3015347112109953
ACH-000143,-0.1951888737035352
ACH-000146,-0.10996826365643757
ACH-000148,-0.14580263239382918
ACH-000150,-0.3655401258067408
ACH-000152,-0.2169137993440345
ACH-000153,-0.020071919005497
ACH-000159,-0.10786964302215682
ACH-000160,-0.036022631346397216
ACH-000163,-0.03946664299357885
ACH-000167,0.004486533237554205
ACH-000168,-0.17742302317838068
ACH-000169,-0.1709275278802233
ACH-000178,-0.08344344042659496
ACH-000183,-0.1825081775610121
ACH-000188,-0.07329752116495364
ACH-000189,-0.2432473629330325
ACH-000190,-0.12200262652882457
ACH-000198,-0.011645456436246895
ACH-000203,-0.26490628832652713
ACH-000204,-0.0917280864830649
ACH-000206,0.05614079383934588
ACH-000207,0.004377991820337562
ACH-000208,0.125879920813256
ACH-000210,0.1186434826608594
ACH-000211,-0.1312431705589691
ACH-000215,-0.11767695656548605
ACH-000221,0.12435476941759124
ACH-000222,0.036620590716135416
ACH-000223,-0.2948385534033202
ACH-000226,-0.06819642047539269
ACH-000227,-0.36400910024063854
ACH-000228,-0.09904838443488068
ACH-000231,-0.20016137907777956
ACH-000232,-0.1641635925313503
ACH-000233,-0.13808186899606947
ACH-000234,-0.2530256182071168
ACH-000235,-0.10509329479985458
ACH-000237,-0.1368233565546135
ACH-000238,-0.08551235539174498
ACH-000242,-0.11070922378308544
ACH-000243,-0.07324673214191789
ACH-000244,-0.35820637708423897
ACH-000246,-0.1494726958987607
ACH-000248,-0.2049687694568918
ACH-000250,-0.15950221888047791
ACH-000251,0.06447971014979896
ACH-000252,-0.11277180132523915
