,FERD3L (222894)
ACH-000004,-0.0023208889113763165
ACH-000005,0.37655695919873533
ACH-000007,0.12684780527916895
ACH-000009,0.02101307292468757
ACH-000011,0.02317077811880273
ACH-000012,-0.08566538662050352
ACH-000013,0.02682362394655299
ACH-000014,-0.09104030547215176
ACH-000015,-0.058170058916483684
ACH-000017,0.12114715175380247
ACH-000018,-0.05765244249627233
ACH-000019,0.037464274079426166
ACH-000021,0.0014600077690238842
ACH-000022,0.0013699113857276192
ACH-000025,-0.08037570496352017
ACH-000028,-0.035183187027768084
ACH-000030,0.029174886196690137
ACH-000035,-0.1323151108429477
ACH-000036,0.1054945789279564
ACH-000037,0.059606703369643174
ACH-000039,0.1628520215903493
ACH-000040,0.016617615673973647
ACH-000041,0.0180964692528384
ACH-000042,-0.1254747316393972
ACH-000045,0.017686564117784444
ACH-000047,0.021707055305546417
ACH-000052,0.037580710993517855
ACH-000053,0.029823279302346076
ACH-000054,-0.0780604245276353
ACH-000055,0.05313523169001056
ACH-000060,-0.09041564245463804
ACH-000067,-0.0018116875588673532
ACH-000070,0.018359410703361285
ACH-000075,0.0213085333085884
ACH-000078,-0.09011452571480837
ACH-000082,0.08076743768443674
ACH-000085,-0.050717013220725984
ACH-000086,0.0682434369618791
ACH-000087,-0.0570298885351401
ACH-000092,0.11764430614999735
ACH-000095,-0.04011363416443674
ACH-000097,0.01787887221423548
ACH-000098,0.04457721170742705
ACH-000099,-0.01596558123029614
ACH-000108,-0.039263585125611365
ACH-000113,-0.059037123685557226
ACH-000116,-0.041461253580847256
ACH-000118,0.06713421229409472
ACH-000120,0.008643220137411929
ACH-000123,0.045911397013569874
ACH-000127,-0.045331317768734
ACH-000128,-0.19533891153114769
ACH-000132,0.16267083564539953
ACH-000133,0.15207880771630428
ACH-000137,0.13673746953287133
ACH-000138,0.06614008224457295
ACH-000142,0.07662918391093948
ACH-000143,0.02178727280852297
ACH-000146,0.0112641640349569
ACH-000148,0.018742314901784712
ACH-000150,-0.14751646302292484
ACH-000152,-0.09545135584351416
ACH-000153,0.21443519708145212
ACH-000159,0.020818178557996198
ACH-000160,-0.01976218491074612
ACH-000163,0.12372644093578535
ACH-000167,0.11581892771723418
ACH-000168,-0.18603473532427112
ACH-000169,0.036150223075859786
ACH-000178,-0.038294238809481816
ACH-000183,0.09168257297737456
ACH-000188,-0.044632188362087
ACH-000189,0.03441548280190428
ACH-000190,-0.0018207874064962788
ACH-000198,-0.10198618867357374
ACH-000203,0.2481237427763518
ACH-000204,0.09754303675175433
ACH-000206,0.14186492204966294
ACH-000207,0.04192116135202695
ACH-000208,0.10298859170152774
ACH-000210,0.015395100485926247
ACH-000211,0.09210761577558917
ACH-000215,0.008080266007666169
ACH-000221,0.02688652486942573
ACH-000222,0.09358243969120757
ACH-000223,0.04700306272184715
ACH-000226,0.03838036897804183
ACH-000227,-0.10350851450472616
ACH-000228,-0.00818504419583489
ACH-000231,0.013934884969857156
ACH-000232,0.0268214198853948
ACH-000233,0.02364903003204081
ACH-000234,0.012892969319670482
ACH-000235,-0.03888024075149418
ACH-000237,-0.036868523130306835
ACH-000238,0.053883462397420916
ACH-000242,-0.001248999137165759
ACH-000243,0.06816114333644087
ACH-000244,-0.08243201870619457
