,SAMD12 (401474)
ACH-000004,-0.018145756699131627
ACH-000005,0.10328466763732626
ACH-000007,0.08344255072131791
ACH-000009,-0.13807360237919253
ACH-000011,-0.06938744447634546
ACH-000012,-0.2836588003641171
ACH-000013,-0.10229422433524764
ACH-000014,-0.15288143665814044
ACH-000015,-0.20825696162732996
ACH-000017,-0.3155630300475458
ACH-000018,-0.1699682332591978
ACH-000019,-0.030200076355077918
ACH-000021,-0.07977454672792779
ACH-000022,-0.16154304773981798
ACH-000025,-0.1490495415600571
ACH-000028,-0.2376249243325797
ACH-000030,-0.11159006835486264
ACH-000035,-0.09763598752721353
ACH-000036,-0.20283808724966207
ACH-000037,-0.11358063346683366
ACH-000039,-0.1382144141152417
ACH-000040,-0.1835051369879109
ACH-000041,-0.01713935183605611
ACH-000042,-0.13663635481194408
ACH-000045,0.06244636418667515
ACH-000047,-0.17100430893616014
ACH-000052,-0.0039100234616055605
ACH-000053,-0.059750532838859935
ACH-000054,-0.2431102086485145
ACH-000055,0.011428192652822985
ACH-000060,-0.13529712158311244
ACH-000067,-0.16269814253877052
ACH-000070,-0.2404454569986592
ACH-000075,-0.054553594980094114
ACH-000078,0.08540029437490948
ACH-000082,-0.11446440866357953
ACH-000085,-0.10546033319759923
ACH-000086,-0.20877558650228373
ACH-000087,-0.4771966552128505
ACH-000092,-0.13921833804727235
ACH-000095,0.022153429187438827
ACH-000097,-0.24092764753584395
ACH-000098,-0.17146661248907222
ACH-000099,-0.12916683905725848
ACH-000108,-0.17841493909205505
ACH-000113,-0.10975752493360973
ACH-000116,-0.22815974507022224
ACH-000118,-0.31553602128853675
ACH-000120,-0.07394512509520736
ACH-000123,-0.08777619078196187
ACH-000127,-0.2134844373590468
ACH-000128,-0.0012434766859093726
ACH-000132,-0.20703567804772152
ACH-000133,-0.36955934781138816
ACH-000137,-0.2616781610094507
ACH-000138,-0.05815500435408081
ACH-000142,-0.09974401246743322
ACH-000143,-0.02916823001984312
ACH-000146,-0.2011076188500889
ACH-000148,-0.13613951868370364
ACH-000150,-0.5310820560452109
ACH-000152,-0.18125747427785172
ACH-000153,-0.0786879586782145
ACH-000159,-0.18323898213541184
ACH-000160,-0.0965258857339566
ACH-000163,-0.19380899637192966
ACH-000167,0.1479364006920642
ACH-000168,-0.08213159226851206
ACH-000169,-0.14341043878165655
ACH-000178,-0.14782414278381187
ACH-000183,-0.07955752257453835
ACH-000188,-0.08744441959078393
ACH-000189,0.20604182085815573
ACH-000190,-0.08960422542918678
ACH-000198,-0.058173379807402385
ACH-000203,-0.3973990725650729
ACH-000204,-0.4039580362063068
ACH-000206,-0.03156381965026125
ACH-000207,-0.13550510086015435
ACH-000208,0.19844746918883213
ACH-000210,-0.6224556318349707
ACH-000211,-0.12872265783644032
ACH-000215,-0.18811438091110255
