,GPAA1 (8733)
ACH-000334,0.007164870952642603
ACH-000335,-0.1967325880235284
ACH-000336,-0.24053016295098484
ACH-000337,-0.1581014044916327
ACH-000338,-0.027159541624160257
ACH-000339,-0.3012684663728261
ACH-000341,0.014473516568067071
ACH-000348,-0.18861434779824907
ACH-000350,-0.045535039150049784
ACH-000352,-0.21269603173536134
ACH-000356,0.07080595140486359
ACH-000361,-0.15757139115939678
ACH-000362,-0.1528584206398777
ACH-000363,-0.18419877571106386
ACH-000364,-0.33101322213489737
ACH-000365,0.00917686347360485
ACH-000366,-0.10438483709467007
ACH-000368,-0.23397552649778774
ACH-000374,-0.1416256789140491
ACH-000375,-0.143221973041309
ACH-000376,-0.05643244365568247
ACH-000381,-0.2772845200069485
ACH-000383,-0.12399775855905446
ACH-000387,-0.01903971713474912
ACH-000389,-0.3309350359055879
ACH-000390,-0.10314678488323308
ACH-000393,-0.19246176145546048
ACH-000395,-0.1984986245388735
ACH-000396,0.22120447452625489
ACH-000397,-0.2306364443201244
ACH-000401,0.0529644815039762
ACH-000402,-0.2646848934878128
ACH-000403,-0.2280724326275593
ACH-000404,-0.04807698894439616
ACH-000406,-0.023406266372399023
ACH-000407,0.034138629181470016
ACH-000408,-0.030809395253823212
ACH-000410,-0.3054318473574473
ACH-000411,-0.0487417230580957
ACH-000414,-0.20604790626411676
ACH-000415,-0.11680982104008795
ACH-000416,-0.20549452638656127
ACH-000420,-0.28262080159928865
ACH-000421,-0.09021336686695357
ACH-000424,-0.1349615046370095
ACH-000425,-0.07894606126195051
ACH-000426,-0.12914061094604812
ACH-000427,-0.1511559133238126
ACH-000433,-0.03203277582484309
ACH-000435,-0.07381480058256837
ACH-000436,-0.14785037849478422
ACH-000444,-0.08128838022372425
ACH-000445,-0.08594554594652401
ACH-000448,-0.13172612506296275
ACH-000450,0.13351327374776625
ACH-000452,-0.2426521038122263
ACH-000454,-0.02077188085487961
ACH-000458,-0.04942311222439782
ACH-000459,0.1430722653155415
ACH-000460,-0.10614950745805286
ACH-000461,-0.058479741762551773
ACH-000463,-0.0910672257525027
ACH-000464,-0.06306530212339179
ACH-000466,-0.30712899679158284
ACH-000467,-0.14480513686764693
ACH-000468,-0.07306956404492664
ACH-000469,-0.1147797199617037
ACH-000470,-0.11620575613985824
ACH-000471,-0.27578938641622386
ACH-000472,-0.045484072206602284
ACH-000473,-0.14754166895361853
ACH-000475,-0.24033018249003635
ACH-000476,-0.2816846234564626
ACH-000477,-0.2326608159190181
ACH-000479,-0.40690718663151537
ACH-000480,-0.07841335776827194
ACH-000481,-0.016086342748662174
ACH-000483,-0.0193301157668167
ACH-000484,-0.17338087086825227
ACH-000485,-0.11202212042795884
ACH-000486,-0.1963168887154694
ACH-000487,-0.0841306758380651
ACH-000488,0.04918166096711285
ACH-000490,-0.28103989938139745
ACH-000491,-0.009912078986389091
ACH-000495,-0.2790196146943532
ACH-000496,-0.12333314246843866
ACH-000499,-0.17364565331262988
ACH-000500,-0.24118015134429066
ACH-000502,-0.10670301828956474
ACH-000503,0.04417496732358723
ACH-000505,-0.09320065191222927
ACH-000507,-0.1544732039612761
ACH-000510,-0.1072332461369668
ACH-000511,-0.03515451667382508
ACH-000512,-0.265384429658727
ACH-000516,-0.10131042507512852
ACH-000517,-0.1596254422624666
ACH-000518,-0.0667318517742701
ACH-000520,-0.15255061149445326
ACH-000521,-0.3276639731414458
ACH-000522,-0.18450157737926332
ACH-000524,-0.17682105689512015
ACH-000527,-0.17917930242974087
ACH-000528,-0.2975077978262586
ACH-000537,-0.3589755894776876
ACH-000541,-0.09554546751978868
ACH-000542,-0.1621433937110395
ACH-000544,0.41509873773704864
ACH-000545,-0.17755596069444016
ACH-000547,-0.09917667808671764
ACH-000548,-0.07809621590283157
ACH-000549,-0.09681283423099557
ACH-000550,-0.2417393831784836
ACH-000552,-0.2984919728116227
ACH-000556,-0.11894088626492162
ACH-000557,-0.08620361803410981
ACH-000569,-0.3689322237378003
ACH-000570,-0.22574422947762174
ACH-000571,-0.05599191578142894
ACH-000573,-0.04812568509818483
ACH-000576,-0.008561740389972072
ACH-000579,-0.15386340217959546
ACH-000580,-0.0639727143268037
ACH-000584,-0.1877748010812452
ACH-000585,-0.17027266974697636
ACH-000588,-0.2411165774660931
ACH-000589,-0.03532710573971027
ACH-000591,0.006769480660977266
ACH-000593,-0.280598426961485
ACH-000600,-0.3164448218346861
ACH-000601,-0.1746769522036759
ACH-000605,-0.2017671384042335
ACH-000606,-0.0951407088271748
ACH-000608,-0.06474431138969991
ACH-000614,-0.19816584762002165
ACH-000616,0.0223143375290344
ACH-000618,-0.12032852958103175
ACH-000619,-0.2563783088824372
ACH-000620,-0.468470463513865
ACH-000621,-0.19715822771790095
ACH-000622,-0.1425215532562999
ACH-000623,0.014516614457226329
ACH-000624,-0.007332326666454816
ACH-000627,-0.12909670731823186
ACH-000630,-0.3872108059851149
ACH-000631,-0.2017306697095872
ACH-000632,-0.3126756702620898
ACH-000633,-0.17196361645304709
ACH-000637,-0.19325932811669885
ACH-000638,0.026642243610177824
ACH-000646,-0.3817899812815972
ACH-000647,-0.2325801603535321
ACH-000648,-0.25554014822421256
ACH-000649,-0.21312866911588849
ACH-000651,-0.07006834939924285
ACH-000652,-0.3160417341559203
ACH-000653,-0.3162734365275568
ACH-000657,-0.2033213515491845
ACH-000658,-0.5974994709266428
ACH-000661,0.025553034602630524
ACH-000662,-0.2227769539278826
ACH-000663,-0.23061471271359624
ACH-000665,-0.048778948885241945
ACH-000671,-0.4794164508880409
ACH-000672,-0.7093140751471639
ACH-000673,-0.041736080081742184
ACH-000676,0.049490815485347776
ACH-000677,-0.1326138809097613
ACH-000681,-0.3415385476992679
ACH-000683,-0.2681314179336581
ACH-000684,-0.24211566495349315
ACH-000688,0.006068503699661968
ACH-000693,-0.11211216912800452
ACH-000694,0.047295067786682014
ACH-000695,-0.12516418535663862
ACH-000696,-0.1446426291271347
ACH-000697,-0.5718602275530287
ACH-000699,-0.18718830469858533
ACH-000701,-0.1744254263418152
ACH-000706,-0.22093790820943845
ACH-000711,-0.05817397331569379
ACH-000713,-0.03151964813410445
ACH-000714,0.12040138552090512
ACH-000718,-0.1737358140026472
ACH-000720,-0.04909037929046989
ACH-000721,-0.08773752435226748
ACH-000724,-0.15744388058883887
ACH-000725,-0.04994348690605595
ACH-000732,-0.14202833220495953
ACH-000734,-0.17515665369339015
ACH-000735,0.032076965631858384
ACH-000736,0.0021142506555287075
ACH-000738,-0.2359117146524693
ACH-000746,-0.061041338936620636
ACH-000747,0.005804008964787076
ACH-000748,-0.08694561650143487
ACH-000753,-0.24771484646887265
ACH-000756,-0.22554057692360654
ACH-000757,-0.08371028749496143
ACH-000758,-0.10792240249160336
ACH-000760,0.056492924004153774
ACH-000762,-0.13666410135002222
ACH-000763,-0.16679887004619204
ACH-000764,-0.1775773447250515
ACH-000765,-0.16319812099964695
ACH-000766,-0.1739216966098118
ACH-000767,-0.2471081537377388
ACH-000768,-0.1809707085193976
ACH-000769,-0.20215392819606895
ACH-000770,-0.08824414407287061
ACH-000771,-0.3223669302932925
ACH-000773,-0.09262643978492456
ACH-000776,-0.12583205236474507
ACH-000777,-0.13378621277368138
ACH-000778,-0.07932583736209571
ACH-000781,-0.1835927176705137
ACH-000782,-0.13985517038544598
ACH-000783,-0.3556980985660568
ACH-000784,0.04464385232373197
ACH-000785,-0.17245019762288644
ACH-000787,-0.13170832835932733
ACH-000788,-0.012460371428787122
ACH-000791,0.02710282376790452
ACH-000792,-0.1453538548243576
ACH-000794,-0.1714560693067456
ACH-000796,-0.1708573598186949
ACH-000798,0.12152774733653432
ACH-000799,-0.2669315440965088
ACH-000800,-0.09811149179838256
ACH-000802,-0.01152757936453134
ACH-000804,-0.03207871907737153
ACH-000805,0.07150448116528035
ACH-000809,-0.3048523390067593
ACH-000810,0.03161246969042432
ACH-000811,-0.24590100405024684
ACH-000817,-0.1023780599413606
ACH-000819,-0.05501887783887858
ACH-000820,-0.44183093373113824
ACH-000821,-0.0451897523470706
ACH-000822,-0.027018704264171956
ACH-000823,-0.6693718759824032
ACH-000824,-0.21403032382041776
ACH-000827,-0.09807341181561363
ACH-000829,-0.1971206818857476
ACH-000831,0.031432432246487424
ACH-000832,-0.0856457559042662
ACH-000833,-0.12229722741194232
ACH-000834,-0.29224066413399685
ACH-000835,-0.14949998490985747
ACH-000836,-0.2392109484961793
ACH-000837,-0.20697179629232135
ACH-000838,-0.08109140466078707
ACH-000839,-0.3032561345676115
ACH-000840,-0.19021987311887167
ACH-000841,-0.08228722937278338
ACH-000843,0.06157539898280433
ACH-000846,-0.2102733936795746
ACH-000847,-0.18092680151551294
ACH-000848,-0.11879492433551338
ACH-000849,-0.2711133473102684
ACH-000851,-0.08027017212363483
ACH-000855,-0.21718855932591785
ACH-000856,-0.21916936121484865
ACH-000858,0.17208257915656353
ACH-000859,-0.20846625726165688
ACH-000861,-0.07194269945482247
ACH-000862,-0.1002613275629498
ACH-000865,-0.08182103831292084
ACH-000866,-0.10875777597360232
ACH-000867,-0.009817656421427892
ACH-000869,-0.11416169875011628
ACH-000872,-0.2315202169661663
ACH-000873,-0.17021513403529814
ACH-000876,0.02819753855601995
ACH-000878,-0.28588787870933363
ACH-000880,-0.6294501799708672
ACH-000881,-0.1895887398259012
ACH-000882,0.016323968335919894
ACH-000884,-0.14229011726155275
ACH-000885,-0.4954076586421834
ACH-000887,-0.17733322616081865
ACH-000889,0.03838953753668125
ACH-000896,-0.04325629767819199
ACH-000898,-0.12710742946887446
ACH-000900,-0.29628327649687075
ACH-000901,-0.09659934875127817
ACH-000905,-0.2107518651890938
ACH-000906,-0.09120493930111416
ACH-000907,-0.002911009339515276
ACH-000910,-0.2357292200296878
ACH-000911,-0.1142338761299891
ACH-000912,-0.032366392832246516
ACH-000913,-0.2573180874563873
ACH-000915,-0.11088987387967784
ACH-000916,-0.3068344912642603
ACH-000917,-0.14896267318789067
ACH-000920,-0.10005979722070446
ACH-000921,-0.09571948593852962
ACH-000924,-0.08401697745690792
ACH-000926,-0.1620630521320633
ACH-000928,-0.06424157759706302
ACH-000929,-0.15708277102489174
ACH-000932,-0.12357382411309792
ACH-000935,-0.013645417902034095
ACH-000936,-0.10104717358577343
ACH-000937,0.10023074701326466
ACH-000938,-0.0935861811776548
ACH-000939,-0.12779606678815558
ACH-000941,-0.0741406861138968
ACH-000943,-0.18834053989103428
ACH-000946,-0.12356085428449208
ACH-000947,-0.09756025286722507
ACH-000948,-0.1759457461277895
ACH-000950,-0.2221431164885616
ACH-000953,0.04685108850327134
ACH-000954,-0.0656199771330689
ACH-000957,-0.008349883760807891
ACH-000958,0.03195556177027892
ACH-000960,-0.03951486926580803
ACH-000963,-0.10526579595999948
ACH-000968,-0.18437131318415856
ACH-000969,-0.18991752099874615
ACH-000972,0.17282216300211775
ACH-000973,0.05932197568764285
ACH-000974,-0.2395634376212119
ACH-000978,0.25644915243332395
ACH-000984,-0.1004602120465634
ACH-000986,-0.10958901293640276
ACH-000988,-0.19068670223390724
ACH-000993,-0.1511175890986367
ACH-000994,-0.13918523084724913
ACH-000996,-0.0546164028349492
ACH-001001,-0.18514844992266166
ACH-001020,-0.20475385160928886
ACH-001028,-0.10706259623867438
ACH-001031,-0.0659740444838956
ACH-001038,-0.16567037059267276
ACH-001048,-0.2972212434274573
ACH-001050,-0.15384685759407102
ACH-001053,-0.4503721999814625
ACH-001054,0.052111041763971286
ACH-001061,-0.2086289075693795
ACH-001067,-0.2965420372331759
ACH-001075,-0.07041326090079209
ACH-001096,-0.09079637888096204
ACH-001111,0.14956795878916296
ACH-001119,-0.21328076714229705
ACH-001128,0.24812478372745125
ACH-001134,-0.05993077093024045
ACH-001151,-0.3877215667714046
ACH-001163,-0.15478321193889394
ACH-001164,-0.1848563238685016
ACH-001183,-0.3662226847921321
ACH-001192,-0.09735924677168076
ACH-001193,-0.2035405308559412
ACH-001196,-0.13987638670252112
ACH-001197,-0.06435103597698827
ACH-001205,-0.3041406472825089
ACH-001211,-0.2981027672691125
ACH-001212,-0.055015063385614064
ACH-001228,-0.11252163939319552
ACH-001232,-0.036872509089900515
ACH-001239,-0.2624388223456968
ACH-001270,-0.054775911279935176
ACH-001274,-0.19485257163716332
ACH-001275,-0.21045006124067653
ACH-001277,-0.2406523401478278
ACH-001278,-0.11360178337076066
ACH-001280,-0.09032373253168004
ACH-001283,-0.14488745922217836
ACH-001289,-0.06919078727826773
ACH-001300,-0.09936018586140898
ACH-001301,0.011726788196954168
ACH-001302,-0.11777765998977124
ACH-001306,-0.1017123152620652
ACH-001318,-0.08604176530034595
ACH-001322,-0.3569999967879541
ACH-001328,-0.2553558553041897
ACH-001332,-0.2253709121536856
ACH-001336,0.12092676385908445
ACH-001346,0.05792659196149552
ACH-001353,-0.2792561670708115
ACH-001354,0.09348663836492928
ACH-001367,-0.1691512951547764
ACH-001368,-0.2139636505958387
ACH-001374,-0.07084653412870259
ACH-001377,-0.06446669042541676
ACH-001380,-0.3595490775887621
ACH-001391,-0.3352508869244223
ACH-001408,-0.12434223434548612
ACH-001430,-0.1473091954870954
ACH-001431,-0.21901299022694604
ACH-001450,-0.0848650214836629
ACH-001496,-0.1862947628745188
ACH-001500,-0.1999120292384676
ACH-001523,-0.14732395046032132
ACH-001532,-0.12629262933262242
ACH-001550,-0.025864317224808458
ACH-001552,-0.15408082698061332
ACH-001554,-0.042181644734594674
ACH-001654,-0.13328698219466467
ACH-001735,-0.010685866544802308
ACH-001736,0.013454898089334477
ACH-001737,-0.02049479397752065
ACH-001740,0.007901115737570416
ACH-001745,-0.13601206324303244
ACH-001765,-0.1503946792736189
