,CLEC18B (497190)
ACH-000004,-0.247368247903772
ACH-000005,-0.005205041113606089
ACH-000007,-0.22270007631936972
ACH-000009,-0.1191899458051231
ACH-000011,-0.2069394954852469
ACH-000012,-0.30054316814935383
ACH-000013,-0.2501695535770989
ACH-000014,-0.35321260843154906
ACH-000015,-0.02329247582709363
ACH-000017,-0.4102559439180103
ACH-000018,-0.3670924742771837
ACH-000019,-0.20077187234701926
ACH-000021,-0.20788909228991198
ACH-000022,-0.046300724129960516
ACH-000025,-0.1645684110150133
ACH-000028,-0.03521166309964955
ACH-000030,-0.13306955497694034
ACH-000035,-0.12318333754572006
ACH-000036,-0.2628876298850736
ACH-000037,-0.33828921608564216
ACH-000039,-0.14719573653601736
ACH-000040,-0.2306237622108719
ACH-000041,-0.0013478559512546968
ACH-000042,-0.19105075773741506
ACH-000045,-0.3188134972808905
ACH-000047,-0.18489290770274847
ACH-000052,-0.26016044222191104
ACH-000053,-0.15928241989917238
ACH-000054,-0.2179378814331031
ACH-000055,-0.03186759636963407
ACH-000060,-0.07140527163794262
ACH-000067,-0.2065617254444216
ACH-000070,-0.2319387424678811
ACH-000075,-0.2188657395532844
ACH-000078,-0.291185390014852
ACH-000082,-0.10220261990503783
ACH-000085,-0.1621961370009868
ACH-000086,-0.30747915658985353
ACH-000087,-0.07164919976372182
ACH-000092,-0.16692426597145785
ACH-000095,-0.3908514218113838
ACH-000097,-0.2835823488330945
ACH-000098,-0.35954897603531866
ACH-000099,-0.2477190149149048
ACH-000108,-0.2928447325024817
ACH-000113,-0.2713280403103123
ACH-000116,0.009124000324439194
ACH-000118,-0.09135504237107622
ACH-000120,-0.2711201242554711
ACH-000123,-0.147458046835362
ACH-000127,-0.17073197550943245
ACH-000128,-0.2027615001895568
ACH-000132,-0.4563236812606834
ACH-000133,-0.21359266802662435
ACH-000137,-0.2301315370888337
ACH-000138,-0.2301218456924279
ACH-000142,-0.17958944549102798
ACH-000143,-0.13401126205375882
ACH-000146,-0.2735450812355696
ACH-000148,-0.26766701058134285
ACH-000150,-0.08022673457502587
ACH-000152,-0.2426090862841596
ACH-000153,-0.17263660977554576
ACH-000159,-0.1685422808695935
ACH-000160,-0.09797739531256043
ACH-000163,-0.2215617430321686
ACH-000167,-0.675251799173238
ACH-000168,-0.12085682747055315
ACH-000169,-0.23289912368108745
ACH-000178,-0.25751664198111124
ACH-000183,-0.16203367264381818
ACH-000188,-0.09665512309851854
ACH-000189,0.0988064702821704
ACH-000190,-0.13370282631014258
ACH-000198,-0.3522441881959466
ACH-000203,-0.3172875006279166
ACH-000204,-0.2715286554432273
ACH-000206,-0.10165266308914353
ACH-000207,-0.2904705257734941
ACH-000208,-0.012287279186945627
ACH-000210,-0.22679598065669065
ACH-000211,-0.2289950335825246
ACH-000215,-0.1939597438911431
ACH-000221,-0.27174119566806343
ACH-000222,-0.06561316858062896
ACH-000223,-0.21231047013372306
ACH-000226,-0.14416950829853092
ACH-000227,-0.3884686747365188
ACH-000228,-0.2544012793322825
ACH-000231,-0.1496649191346428
ACH-000232,-0.2915838941858116
ACH-000233,-0.4512283303256461
ACH-000234,-0.18278663494296005
ACH-000235,-0.17824359905638215
ACH-000237,-0.2721176253774702
ACH-000238,-0.17302846884387654
ACH-000242,-0.15575582154936954
ACH-000243,-0.17976610532413315
ACH-000244,-0.11833791024270394
ACH-000246,-0.06979300985286535
ACH-000248,-0.1817005308720155
ACH-000250,-0.19938895406587467
ACH-000251,0.06955324294474717
ACH-000252,-0.15633050903197668
ACH-000253,-0.3037717087018689
ACH-000255,-0.05241755499430464
ACH-000256,-0.2624038618636905
ACH-000257,-0.014691672729923904
ACH-000258,-0.1418610314598437
ACH-000259,-0.15504525017577095
ACH-000260,-0.2605821589838128
ACH-000261,-0.2471328343820168
ACH-000262,-0.14470261933876447
ACH-000263,-0.3502054057103953
ACH-000264,-0.23358776392541816
ACH-000265,-0.04234699368297594
ACH-000266,-0.23441972196178765
ACH-000272,-0.22015897094668696
ACH-000274,-0.1525183570866591
ACH-000277,-0.2465772031746989
ACH-000278,-0.3261097556908635
ACH-000279,-0.1333640786216232
ACH-000280,-0.3459089211422949
ACH-000281,-0.40421478757336576
ACH-000288,-0.1517842059268845
ACH-000291,-0.1403505041936912
ACH-000293,-0.14774607832137426
ACH-000294,-0.288013618377052
ACH-000295,-0.2599850126372867
ACH-000296,-0.08044204572429896
ACH-000302,-0.16865718599045
ACH-000304,-0.08485986713528558
ACH-000307,-0.21044749173437693
ACH-000308,-0.08388029185638503
ACH-000310,-0.34757361705973344
ACH-000311,-0.1260729773293381
ACH-000312,-0.2008824898589671
ACH-000315,-0.10571701019886258
ACH-000316,-0.30360984561336263
ACH-000317,-0.0712992376007862
ACH-000318,-0.1147278058547815
ACH-000319,-0.22500503151259998
ACH-000320,-0.2168407739295478
ACH-000322,-0.18604119659973728
ACH-000323,-0.2640683056984641
ACH-000324,-0.2727439333193741
