,TAGLN (6876)
ACH-000004,-0.1293732163460974
ACH-000005,0.06744828927020273
ACH-000007,-0.06568488913288023
ACH-000009,-0.052733022384444335
ACH-000011,-0.024881405594887468
ACH-000012,-0.05757943091256657
ACH-000013,-0.17582887368294275
ACH-000014,0.00827476304419692
ACH-000015,-0.02705026694255416
ACH-000017,-0.11604539019408913
ACH-000018,-0.09947810791699832
ACH-000019,-0.20421591537628989
ACH-000021,-0.017875158109626768
ACH-000022,-0.00951856189180503
ACH-000025,-0.04088272744308585
ACH-000028,0.005878205036487547
ACH-000030,-0.07009561669214938
ACH-000035,-0.1909771090182528
ACH-000036,-0.06762921581710214
ACH-000037,-0.3724735740916229
ACH-000039,0.027879273547346872
ACH-000040,-0.10445889979678516
ACH-000041,-0.246029648932776
ACH-000042,-0.07807915516305261
ACH-000045,-0.165796116598371
ACH-000047,-0.055647081845925664
ACH-000052,-0.026388224425381083
ACH-000053,-0.15477400223889434
ACH-000054,-0.04876366724093489
ACH-000055,-0.008318990350164994
ACH-000060,-0.08691143797381176
ACH-000067,0.22245431513693392
ACH-000070,-0.08844330001757747
ACH-000075,-0.26794217204742143
ACH-000078,-0.05790414222605916
ACH-000082,-0.3334969425825709
ACH-000085,-0.2684747373792509
ACH-000086,-0.06944926405516336
ACH-000087,-0.2718133070093918
ACH-000092,-0.09194325316771296
ACH-000095,-0.16121602695534584
ACH-000097,-0.16387117583656333
ACH-000098,-0.10276341414094704
ACH-000099,-0.10713958215382574
ACH-000108,-0.032529267232824496
ACH-000113,-0.08284084695331452
ACH-000116,-0.105997604349718
ACH-000118,-0.039421427794863684
ACH-000120,-0.13399847379101815
ACH-000123,-0.07082099938647618
ACH-000127,-0.1192110395262624
ACH-000128,-0.07347839643355701
ACH-000132,-0.2108396282204901
ACH-000133,-0.14065554002665945
ACH-000137,-0.13969221429852433
ACH-000138,-0.11146526125196576
ACH-000142,-0.05284289543019528
ACH-000143,0.01943903880699836
ACH-000146,-0.16623486274824667
ACH-000148,-0.15579696183147845
ACH-000150,-0.07079828767366966
ACH-000152,-0.3011423663450633
ACH-000153,-0.14540507542868905
ACH-000159,-0.11013715288113704
ACH-000160,-0.0105440602203629
ACH-000163,-0.05681927381025913
ACH-000167,-0.21518650358641864
ACH-000168,-0.14476797154544133
ACH-000169,-0.11950498329390148
ACH-000178,-0.19477336652795565
ACH-000183,-0.09086887635434944
ACH-000188,-0.1673808517413375
ACH-000189,-0.21218479381686686
ACH-000190,-0.034913793626688464
ACH-000198,-0.06938281976231217
ACH-000203,0.05357853093465477
ACH-000204,-0.04016087548302858
ACH-000206,-0.16535584901646427
ACH-000207,-0.05838967848278494
ACH-000208,-0.0015469580681541743
ACH-000210,-0.4174460933942196
ACH-000211,-0.07800606208557029
ACH-000215,-0.06039265318536161
ACH-000221,-0.05469445935560225
ACH-000222,-0.04613901740921754
ACH-000223,-0.10862917600159833
ACH-000226,-0.1475422720295914
ACH-000227,-0.20959660531490568
ACH-000228,-0.1486632614134288
ACH-000231,-0.14512286155732435
ACH-000232,-0.05475532466714076
ACH-000233,-0.09382151659909252
ACH-000234,-0.1753654015900925
ACH-000235,-0.04209522363471521
ACH-000237,-0.12800202461100915
ACH-000238,-0.131745609352095
ACH-000242,-0.4115344290757179
ACH-000243,-0.007211596002177555
ACH-000244,-0.2491426501875107
ACH-000246,-0.1871248263692473
ACH-000248,-0.02708906919142228
ACH-000250,-0.1148589178503821
ACH-000251,-0.005280466053234941
ACH-000252,0.03663147228560719
ACH-000253,-0.17499707591933242
ACH-000255,-0.10357166467624668
ACH-000256,-0.13505739863716504
ACH-000257,-0.2793278210565209
ACH-000258,0.11227156770989624
ACH-000259,-0.0642005279807457
ACH-000260,-0.06302599997729312
ACH-000261,0.006501219630444239
ACH-000262,-0.03543105947479285
ACH-000263,-0.06591578704872597
ACH-000264,-0.15470328572936298
ACH-000265,-0.007063182277468291
ACH-000266,-0.1146129437783895
ACH-000272,-0.090853997479743
ACH-000274,-0.1303960434504402
ACH-000277,-0.2500815321476929
ACH-000278,-0.12836466828046106
ACH-000279,-0.14836731413601592
ACH-000280,-0.15695771351189206
ACH-000281,-0.17053121673322366
ACH-000288,-0.05925972156083725
ACH-000291,-0.09395716568661153
ACH-000293,-0.1507457635685075
ACH-000294,-0.13475389839049615
ACH-000295,0.05223845765690212
ACH-000296,-0.041983424105976934
ACH-000302,-0.029013278443865524
ACH-000304,-0.0603988743731923
ACH-000307,-0.08976564826415888
ACH-000308,-0.10887777619020478
ACH-000310,-0.16943245845258514
ACH-000311,0.1056969832555582
ACH-000312,-0.35873660303656063
ACH-000315,-0.2323068573320905
ACH-000316,-0.18321068416967792
ACH-000317,-0.23074332129390385
ACH-000318,-0.03336563347559128
ACH-000319,-0.058760931921940984
ACH-000320,-0.026117739078727657
ACH-000322,-0.23663928230448866
ACH-000323,-0.08187121621755901
ACH-000324,-0.20128913358979644
ACH-000329,-0.020857705019075263
ACH-000330,-0.2494454972189689
ACH-000331,-0.07479634816736891
ACH-000332,-0.16203965070965073
ACH-000334,-0.16905475533750502
ACH-000335,-0.09945584841718512
ACH-000336,-0.37994629283755255
ACH-000337,-0.0027175505048936182
ACH-000338,0.2341085376232548
ACH-000339,-0.08284267133966908
ACH-000341,-0.10195500437133352
ACH-000348,-0.11327271026179025
ACH-000350,-0.22485790596898692
ACH-000352,-0.07245219180703992
ACH-000356,-0.040678884152092136
ACH-000361,-0.29165444327671564
ACH-000362,-0.09010534032560387
ACH-000363,-0.2585723198025305
ACH-000364,0.050257307061201885
ACH-000365,-0.1421206210807217
ACH-000366,0.014571707336438469
ACH-000368,-0.09963621910211623
ACH-000374,-0.2063594589357199
ACH-000375,-0.19666361368829288
ACH-000376,-0.1836874077220964
ACH-000381,-0.3270985115597313
ACH-000383,-0.08929558832628191
ACH-000387,-0.06585225096745707
ACH-000389,-0.028556768236697786
ACH-000390,-0.03826518545037686
ACH-000393,-0.11369254164330055
ACH-000395,-0.08205927234916699
ACH-000396,-0.09857225529236276
ACH-000397,-0.2518990167176355
ACH-000401,0.07389333803344454
ACH-000402,-0.2683739587825499
ACH-000403,-0.2038262414376526
ACH-000404,-0.045273572166039215
ACH-000406,-0.15830606809227066
ACH-000407,-0.11590931371100485
ACH-000408,-0.07465901807941322
ACH-000410,-0.02216105405462816
ACH-000411,-0.11240153947340403
ACH-000414,-0.07805151148236034
ACH-000415,-0.1383582123513648
ACH-000416,-0.06462815330420155
ACH-000420,-0.020119716343436303
ACH-000421,-0.202963643977613
ACH-000424,-0.03030898859492504
ACH-000425,-0.08930177832217467
ACH-000426,0.03331385811624495
ACH-000427,-0.2980944428611462
ACH-000433,-0.054936527517893435
ACH-000435,-0.030878166452297413
ACH-000436,-0.12718718187524114
ACH-000444,-0.06255275153815472
