,CAMP (820)
ACH-000004,-0.10516888539046552
ACH-000005,0.10591951175583693
ACH-000007,-0.0423839750180588
ACH-000009,-0.1038904459384376
ACH-000011,-0.07173034041898949
ACH-000012,-0.16904288113673713
ACH-000013,-0.022130332757961783
ACH-000014,-0.04228401505904603
ACH-000015,-0.23998327342095765
ACH-000017,-0.0013898545474449748
ACH-000018,-0.03568424946698225
ACH-000019,0.006409786864824481
ACH-000021,-0.015045720843294644
ACH-000022,-0.2281296727956333
ACH-000025,0.052182248296379116
ACH-000028,-0.044885269836466984
ACH-000030,-0.09072947508643901
ACH-000035,-0.09907193400064232
ACH-000036,-0.1503611637936511
ACH-000037,0.1476617325831456
ACH-000039,0.004176919276072453
ACH-000040,-0.1256316838619028
ACH-000041,-0.037347793979414165
ACH-000042,-0.1192944403708463
ACH-000045,-0.1345974468207002
ACH-000047,-0.0527237272499802
ACH-000052,-0.019485701942206758
ACH-000053,-0.0809725695436355
ACH-000054,-0.09272422457989364
ACH-000055,-0.09193921565065408
ACH-000060,-0.1155239479848084
ACH-000067,-0.043152618930171416
ACH-000070,0.003981897591912504
ACH-000075,-0.19789578779632205
ACH-000078,-0.05436092368390235
ACH-000082,-0.013191415456207757
ACH-000085,-0.1432466172001885
ACH-000086,-0.05294084977636082
ACH-000087,0.16807931562939651
ACH-000092,-0.10343461909105993
ACH-000095,-0.09150192911915836
ACH-000097,-0.04316572221061015
ACH-000098,-0.06431100349640204
ACH-000099,-0.03569736545909718
ACH-000108,0.01772952744483914
ACH-000113,-0.0666411824269175
ACH-000116,-0.1295781706910551
ACH-000118,-0.1357331811253643
ACH-000120,-0.17359694616150034
ACH-000123,-0.06154447032962344
ACH-000127,-0.08293235253691962
ACH-000128,-0.1714592488486468
ACH-000132,-0.016001227164844527
ACH-000133,-0.1435617709453086
ACH-000137,-0.05554078074231611
ACH-000138,-0.03351525886390221
ACH-000142,-0.02440605658019273
ACH-000143,-0.10565606029490973
ACH-000146,-0.034354319558663415
ACH-000148,-0.0034996805597545017
ACH-000150,-0.14276455865508342
ACH-000152,-0.0008446700785202668
ACH-000153,0.062234166409000126
ACH-000159,-0.0730234683844501
ACH-000160,-0.07894167370759439
ACH-000163,-0.2792410362961181
ACH-000167,0.09944100026699168
ACH-000168,-0.07999154652145099
ACH-000169,-0.07666079017514801
ACH-000178,-0.08494099125197313
ACH-000183,-0.0280858473541939
ACH-000188,-0.1476209056550666
ACH-000189,-0.1161243930809509
ACH-000190,-0.014419166578446909
ACH-000198,-0.11295135851186172
ACH-000203,-0.01837273449265269
