,CDV3 (55573)
ACH-000004,-0.20151425676536847
ACH-000005,-0.060871303961285275
ACH-000007,-0.20201135009309906
ACH-000009,-0.3653484180074325
ACH-000011,-0.2156455617472144
ACH-000012,-0.013981684579834673
ACH-000013,-0.2581831993813155
ACH-000014,-0.1966760563896842
ACH-000015,-0.2374211125541993
ACH-000017,-0.17862371972279034
ACH-000018,-0.3703968750633026
ACH-000019,-0.29376214785604593
ACH-000021,-0.3424704650622793
ACH-000022,-0.005292470217902015
ACH-000025,-0.3408251074326452
ACH-000028,-0.4414678468158278
ACH-000030,-0.20837188427782846
ACH-000035,-0.2359432115505073
ACH-000036,-0.2285556337595609
ACH-000037,-0.227452569675754
ACH-000039,-0.19201847211078452
ACH-000040,-0.34406253665952274
ACH-000041,-0.2759750858073983
ACH-000042,-0.2388397342410891
ACH-000045,-0.05554206568089105
ACH-000047,-0.1275631497214765
ACH-000052,-0.3517805056831364
ACH-000053,-0.1774576678219263
ACH-000054,-0.3513485434348369
ACH-000055,-0.25185595061459626
ACH-000060,-0.1838850859122023
ACH-000067,-0.3214290912905231
ACH-000070,-0.2068969319018157
ACH-000075,-0.3926752958617337
ACH-000078,-0.3355203702239627
ACH-000082,-0.22461553919315372
ACH-000085,-0.2451779748981523
ACH-000086,-0.25271857275514065
ACH-000087,-0.31038767111953514
ACH-000092,-0.20160014685518896
ACH-000095,-0.2857339520193349
ACH-000097,-0.29670550738038626
ACH-000098,-0.14780585621908487
ACH-000099,-0.20357710514553007
ACH-000108,-0.36759084907360623
ACH-000113,-0.1856192619270608
ACH-000116,-0.3689670292788076
ACH-000118,-0.11903549750404263
ACH-000120,-0.10591047009617206
ACH-000123,-0.21927618360288004
ACH-000127,-0.11432470848323707
ACH-000128,-0.4536553655752986
ACH-000132,-0.3173844727243353
ACH-000133,-0.2802365918312118
ACH-000137,-0.29338964173590193
ACH-000138,-0.010973991322423821
ACH-000142,-0.36407416483775024
ACH-000143,-0.5163704037956985
ACH-000146,-0.2324963904956063
ACH-000148,-0.21156937400833006
ACH-000150,-0.2648725777476407
ACH-000152,-0.4236434856015972
ACH-000153,-0.4088002245784581
ACH-000159,-0.2813606448801974
ACH-000160,-0.25305492009433883
ACH-000163,-0.1460043749008664
ACH-000167,-0.20374833908592105
ACH-000168,-0.13369095282700874
ACH-000169,-0.23256739574805044
ACH-000178,-0.33254182099197765
ACH-000183,-0.15404259127286146
ACH-000188,-0.2616323259816901
ACH-000189,-0.3115835826619892
ACH-000190,-0.2684254900510137
ACH-000198,-0.5472940366055967
ACH-000203,0.2110452433718456
ACH-000204,-0.21831825061377533
ACH-000206,-0.16826527241535955
ACH-000207,-0.23072115219804684
ACH-000208,-0.2600196155175894
ACH-000210,-0.468291152945665
ACH-000211,-0.29317034631794464
ACH-000215,-0.2931931969559903
ACH-000221,-0.14477665432488468
ACH-000222,-0.24438628244782554
ACH-000223,-0.29092624553989505
ACH-000226,-0.11353840609447062
ACH-000227,-0.3029025212578073
ACH-000228,-0.3193844592489054
ACH-000231,-0.2108095394844359
ACH-000232,-0.4267102445870584
ACH-000233,-0.279972400209347
ACH-000234,-0.2467920556102419
ACH-000235,-0.35229281913560523
ACH-000237,-0.2525845882391004
ACH-000238,-0.09410341115826863
ACH-000242,0.04718572267573032
ACH-000243,-0.0928962882143058
ACH-000244,-0.2215200371583712
ACH-000246,-0.2654422880759568
ACH-000248,-0.2331220298427741
ACH-000250,-0.2518556607364392
ACH-000251,-0.3270536924159332
ACH-000252,-0.4493026224796857
ACH-000253,-0.3467124413337885
ACH-000255,-0.3272262765858628
ACH-000256,-0.26578345242823703
ACH-000257,-0.09856018203398996
ACH-000258,0.01404911479980708
ACH-000259,-0.2762893945871153
ACH-000260,-0.17253936534077213
ACH-000261,-0.2605416592925825
ACH-000262,-0.2215467097867132
ACH-000263,-0.2498652056191681
ACH-000264,-0.2774591650639454
ACH-000265,-0.2351228973911657
ACH-000266,-0.07188529564483062
ACH-000272,-0.4307631475927212
ACH-000274,-0.2532782143038778
ACH-000277,-0.23393046886527
ACH-000278,-0.20454370120200716
ACH-000279,-0.3010471592805955
ACH-000280,-0.11441246686105565
ACH-000281,-0.2555615863894621
ACH-000288,-0.2793831082824855
ACH-000291,-0.10853665691611178
ACH-000293,-0.18668981716503807
ACH-000294,0.0509706419306984
ACH-000295,-0.4137634294324009
ACH-000296,-0.14928100437302608
ACH-000302,-0.4241878289935003
ACH-000304,-0.3396275141608508
ACH-000307,-0.1754013480414936
ACH-000308,-0.198795174755206
ACH-000310,-0.1514123416318139
ACH-000311,-0.23857486351700466
ACH-000312,-0.3008847935109733
ACH-000315,-0.2190088670144163
ACH-000316,-0.1629027331960142
ACH-000317,-0.4202406675128399
ACH-000318,-0.10808152135178244
ACH-000319,-0.15474575346839095
