,SETD6 (79918)
ACH-000004,0.006025576436855138
ACH-000005,0.03740749494870395
ACH-000007,0.16675200258022535
ACH-000009,0.005489519652025308
ACH-000011,0.004804999980797918
ACH-000012,-0.061080845288351025
ACH-000013,-0.043341074967016696
ACH-000014,0.045357135616901516
ACH-000015,0.0033694222557474644
ACH-000017,-0.10555101089865893
ACH-000018,-0.060966366203231676
ACH-000019,-0.003223465484802242
ACH-000021,-0.10576507299397983
ACH-000022,-0.12207406365967367
ACH-000025,-0.01029060990194396
ACH-000028,-0.052930077829100905
ACH-000030,-0.11673802312790207
ACH-000035,-0.16698823220816505
ACH-000036,0.11808981976964955
ACH-000037,-0.16337388381690393
ACH-000039,-0.1448506771014816
ACH-000040,-0.032277723411912214
ACH-000041,0.16948754667503607
ACH-000042,0.025089622761979253
ACH-000045,0.09896650409093816
ACH-000047,-0.048338916344180326
ACH-000052,-0.12318628723728108
ACH-000053,-0.053784297125255634
ACH-000054,-0.06190712633560948
ACH-000055,0.001632724841507037
ACH-000060,0.006662060174957588
ACH-000067,0.19169249526476026
ACH-000070,0.08421187627140778
ACH-000075,-0.09327808631642824
ACH-000078,-0.058694851259245576
ACH-000082,0.04064463158857229
ACH-000085,-0.030136161239130464
ACH-000086,-0.14755046031326305
ACH-000087,0.10716771526832734
ACH-000092,0.06416281761662274
ACH-000095,0.09219234765556926
ACH-000097,0.0203955466898868
ACH-000098,-0.17137976819940787
ACH-000099,0.018572052819075112
ACH-000108,0.012871264232467922
ACH-000113,0.006721158150210008
ACH-000116,-0.0010954073515024203
ACH-000118,-0.058630360312720085
ACH-000120,-0.016955925280753716
ACH-000123,-0.024467259408615303
ACH-000127,-0.023043724388731413
ACH-000128,0.05391835612839265
ACH-000132,0.01684442273448986
ACH-000133,0.053131428098071636
ACH-000137,-0.10533783742468107
ACH-000138,0.14870628461001334
ACH-000142,-0.10440557692718824
ACH-000143,0.020841871313359926
ACH-000146,0.05259754465663912
ACH-000148,0.09652902318008573
ACH-000150,0.047318913093964375
ACH-000152,-0.17403233065758286
ACH-000153,-0.3431060649444554
ACH-000159,0.06263288855086557
ACH-000160,0.2843519316844571
ACH-000163,0.15323306827149996
ACH-000167,0.6498656652896476
ACH-000168,0.09887650886831394
ACH-000169,-0.16945013381738805
ACH-000178,-0.012702639289287464
ACH-000183,-0.09083476900868308
ACH-000188,0.05459258276102948
ACH-000189,0.21444721197964792
ACH-000190,0.27029382974557353
ACH-000198,-0.021633452803540672
ACH-000203,-0.10836823080784774
ACH-000204,-0.181112091846474
ACH-000206,-0.09516825686927533
ACH-000207,0.09765089695084947
ACH-000208,0.059678850929278215
ACH-000210,-0.4121192842300121
ACH-000211,-0.06780339180977389
ACH-000215,-0.034619614636100166
ACH-000221,0.04010229839252102
ACH-000222,0.08052951508467164
ACH-000223,-0.05243116403806235
ACH-000226,-0.18472713187256698
ACH-000227,-0.014208808892351632
ACH-000228,0.1647646786193319
ACH-000231,-0.11428410615543125
ACH-000232,-0.0393612295923503
ACH-000233,0.03761361258342323
ACH-000234,-6.124153455217988e-05
ACH-000235,-0.02417843427246958
ACH-000237,-0.00540135975746594
ACH-000238,0.06413787587724812
ACH-000242,0.022544069881997583
ACH-000243,0.015167609002328743
ACH-000244,0.08151418873783653
ACH-000246,0.05206761231029572
ACH-000248,-0.02784239476116304
ACH-000250,-0.011207921325453393
ACH-000251,-0.025366747682289442
ACH-000252,-0.08552379569666838
ACH-000253,0.07370719758131009
ACH-000255,0.07590394564714313
ACH-000256,-0.004581052502125154
ACH-000257,-0.5039497883482933
ACH-000258,-0.007949561049768326
ACH-000259,-0.03227183070858952
ACH-000260,-0.10412254254193272
ACH-000261,-0.008379588394822163
ACH-000262,0.005531538420698859
ACH-000263,0.12040775579781965
ACH-000264,-0.024170868718285183
ACH-000265,-0.024307792086751552
ACH-000266,-0.01818859049745643
