,TNN (63923)
ACH-000004,-0.14805685574644778
ACH-000005,0.08197184911244701
ACH-000007,-0.19487662390178576
ACH-000009,-0.15872408806316454
ACH-000011,0.10742113973923166
ACH-000012,-0.1084985915307798
ACH-000013,-0.16129356439846784
ACH-000014,-0.060000625438319764
ACH-000015,-0.11059417275506167
ACH-000017,0.0893890798891781
ACH-000018,-0.054957608924366415
ACH-000019,-0.07496878134871175
ACH-000021,-0.016026034338440825
ACH-000022,-0.07215401783899893
ACH-000025,-0.12119567179757755
ACH-000028,-0.03067583156797877
ACH-000030,-0.07198972956728078
ACH-000035,-0.07103837392827332
ACH-000036,0.007470604715660261
ACH-000037,-0.0972909622763893
ACH-000039,-0.03133902790389436
ACH-000040,-0.040534826631633
ACH-000041,-0.07554015927690141
ACH-000042,0.07459653295288061
ACH-000045,-0.1024970765789338
ACH-000047,-0.14207055881323827
ACH-000052,0.06485186271752913
ACH-000053,-0.1963445410613683
ACH-000054,-0.15047880209394748
ACH-000055,0.005926140395033932
ACH-000060,-0.05040797181900556
ACH-000067,-0.2141188651497535
ACH-000070,0.06784159603065615
ACH-000075,-0.034647048859602896
ACH-000078,0.021894719755959014
ACH-000082,-0.12315568974847055
ACH-000085,-0.16889882405011786
ACH-000086,-0.23458263363955434
ACH-000087,-0.07356531628244327
ACH-000092,-0.11619470115463075
ACH-000095,-0.06805810706250733
ACH-000097,-0.06603106059797605
ACH-000098,-0.05545937466876664
ACH-000099,0.05593114174530661
ACH-000108,-0.015340182688094502
ACH-000113,-0.1550427169583337
ACH-000116,-0.09814469887336466
ACH-000118,0.08513939560942801
ACH-000120,-0.0878919303593327
ACH-000123,-0.14635592675050615
ACH-000127,0.048762043152881
ACH-000128,0.09347671751672823
ACH-000132,-0.05785923948870422
ACH-000133,0.02018067966093817
ACH-000137,-0.09579751647732343
ACH-000138,-0.0256414453273456
ACH-000142,-0.13934130579660664
ACH-000143,-0.11479113244791447
ACH-000146,-0.18969882061650425
ACH-000148,-0.32026420036825626
ACH-000150,0.10970708211249357
ACH-000152,-0.032434813985921164
ACH-000153,-0.1518508584949151
ACH-000159,-0.15085261977883194
ACH-000160,-0.07131453814463919
ACH-000163,-0.21794581589146564
ACH-000167,-0.02872535735239533
ACH-000168,0.07236123159993109
ACH-000169,-0.20709958307377035
ACH-000178,-0.056491052248952775
ACH-000183,-0.1973066613122246
ACH-000188,-0.14302107592402802
ACH-000189,-0.1085981062006865
ACH-000190,-0.07036674146789346
ACH-000198,-0.10348342356919488
ACH-000203,-0.2996221255416485
ACH-000204,-0.5790396883906639
ACH-000206,-0.2853563602925329
ACH-000207,-0.06076298888565159
ACH-000208,0.09748560458718376
ACH-000210,-0.028532118094648087
ACH-000211,-0.03464849466816205
ACH-000215,-0.08382185934954091
ACH-000221,-0.07721532079199303
ACH-000222,-0.3343266423058488
ACH-000223,-0.14084190170219812
ACH-000226,-0.07718344787516672
ACH-000227,-0.009590726641738214
ACH-000228,-0.104201631520753
ACH-000231,0.048660585048455766
ACH-000232,-0.14099916524676284
ACH-000233,-0.02171073504439314
ACH-000234,-0.03738611562041285
ACH-000235,-0.09078949765702936
ACH-000237,-0.025411669360304732
ACH-000238,-0.003203145398543768
ACH-000242,-0.2385645561364137
ACH-000243,-0.05775887183097726
ACH-000244,-0.16441932473752646
ACH-000246,0.03182172742403448
ACH-000248,-0.11083030482867104
ACH-000250,0.03242933928857635
ACH-000251,0.17266152052194364
ACH-000252,-0.06491102076735943
ACH-000253,-0.08020154504254129
ACH-000255,-0.10560036154480344
ACH-000256,-0.012631168943429028
ACH-000257,-0.2737410068057854
ACH-000258,-0.2674142963080062
ACH-000259,-0.193658177585678
ACH-000260,-0.19657516436516115
ACH-000261,-0.10185755324755533
ACH-000262,0.04027517491557837
ACH-000263,-0.3392216947608553
ACH-000264,-0.19661172251409725
ACH-000265,-0.07949131603659558
ACH-000266,-0.0664596464602343
ACH-000272,-0.12649794770191616
ACH-000274,-0.07072330287706623
ACH-000277,-0.057276280790142464
ACH-000278,0.06087904416078425
ACH-000279,-0.09936624936667768
ACH-000280,0.01435601298478214
ACH-000281,-0.08468269486787487
ACH-000288,-0.09594194881352258
ACH-000291,-0.0922909311685686
ACH-000293,-0.23554149749707345
ACH-000294,-0.19729639458034304
ACH-000295,-0.060001206909493135
ACH-000296,-0.13326669821659268
ACH-000302,-0.12187451906367106
ACH-000304,-0.049721015973512674
ACH-000307,-0.06023567323462761
