,NUBP2 (10101)
ACH-000004,-0.9898254707020144
ACH-000005,-0.4542856745692436
ACH-000007,-0.7530558959618833
ACH-000009,-0.6364758145409389
ACH-000011,-0.5195117183226643
ACH-000012,-0.6919438168585732
ACH-000013,-0.4526182189607431
ACH-000014,-0.7251541636868314
ACH-000015,-0.8902412088480995
ACH-000017,-0.5261034405259171
ACH-000018,-1.0150927571055244
ACH-000019,-0.40980082534746215
ACH-000021,-0.6815588537800654
ACH-000022,-0.410761177985105
ACH-000025,-0.5589953227031385
ACH-000028,-0.7507874819202068
ACH-000030,-0.6460222672334971
ACH-000035,-0.6646016232182532
ACH-000036,-0.6624612732406009
ACH-000037,-0.5137575283374153
ACH-000039,-0.4633533448445018
ACH-000040,-0.8005235876826119
ACH-000041,-0.7980191213403278
ACH-000042,-0.5346818650845845
ACH-000045,-0.5206633674297786
ACH-000047,-0.5936684277022081
ACH-000052,-0.7273802377006541
ACH-000053,-0.31210090665084417
ACH-000054,-0.5917940831688515
ACH-000055,-0.29557192456316955
ACH-000060,-0.7684999639882933
ACH-000067,-0.6681287916048825
ACH-000070,-0.5983627325761716
ACH-000075,-0.44129535487271704
ACH-000078,-0.8972457209828677
ACH-000082,-0.511929710050072
ACH-000085,-0.6981654219735326
ACH-000086,-0.841871339878231
ACH-000087,-0.49709857083891296
ACH-000092,-0.8824962322196777
ACH-000095,-0.6431242883790552
ACH-000097,-0.3820559929434355
ACH-000098,-0.8799612254387944
ACH-000099,-0.6251619663577993
ACH-000108,-0.4561477333642221
ACH-000113,-0.6881682036178633
ACH-000116,-0.8104919819738262
ACH-000118,-0.4880468202788869
ACH-000120,-0.6937822248953119
ACH-000123,-0.7583029262346475
ACH-000127,-0.7631878527062665
ACH-000128,-0.7492177796626354
ACH-000132,-0.8965055868958522
ACH-000133,-0.7454143547399004
ACH-000137,-0.9268057625577466
ACH-000138,-0.7321625620995154
ACH-000142,-0.5480183314391508
ACH-000143,-0.7645623989660412
ACH-000146,-0.4727897611574002
ACH-000148,-0.7522074064611809
ACH-000150,-0.7636027487981233
ACH-000152,-0.6225250446859968
ACH-000153,-0.7551643226674609
ACH-000159,-0.6169226467582501
ACH-000160,-0.41306184297873
ACH-000163,-0.6938627106227571
ACH-000167,-0.3711962607977442
ACH-000168,-0.8007774020372743
ACH-000169,-0.6256576287803871
ACH-000178,-0.6536130823947583
ACH-000183,-0.6537816358678589
ACH-000188,-0.6334908258061668
ACH-000189,-0.4176109186106436
ACH-000190,-0.8337844265690895
ACH-000198,-0.5412186910518846
ACH-000203,-1.347879272573453
ACH-000204,-0.4023365299907203
ACH-000206,-0.5383679590834507
ACH-000207,-0.3166002513899376
ACH-000208,-0.6215061770654304
ACH-000210,-0.8836095228302729
ACH-000211,-0.7598822076439998
ACH-000215,-0.7551719675444994
ACH-000221,-1.1704134501222458
ACH-000222,-0.7130834289211821
ACH-000223,-0.7959900261430767
ACH-000226,-0.7062038169569071
ACH-000227,-0.8087628747374881
ACH-000228,-0.6549659625378454
ACH-000231,-0.7061971085128117
ACH-000232,-0.6733976307624722
ACH-000233,-0.5368211740670751
ACH-000234,-0.5407598430738595
ACH-000235,-0.6113482454007431
ACH-000237,-0.9136970806469346
ACH-000238,-0.35823067419372834
ACH-000242,-0.2542940403480225
ACH-000243,-0.7042269358196038
ACH-000244,-0.652323500659291
ACH-000246,-0.586379883181536
ACH-000248,-0.8888096816728435
ACH-000250,-0.7696625221795355
ACH-000251,-0.8182366507487823
ACH-000252,-0.7839681513851218
ACH-000253,-0.40947804323197107
ACH-000255,-0.7820754057742421
ACH-000256,-0.7175226158049861
ACH-000257,-0.6863230026978162
ACH-000258,-0.7543270577926541
ACH-000259,-0.6646494106836791
ACH-000260,-0.5996948017736355
ACH-000261,-0.9065033894392576
ACH-000262,-0.7778194915069367
ACH-000263,-0.3958872308834797
