,MAVS (57506)
ACH-000004,-0.03687927910914628
ACH-000005,-0.021968560568550743
ACH-000007,0.1541653774687453
ACH-000009,0.16092909177091172
ACH-000011,0.1807514030394244
ACH-000012,0.08428974339291001
ACH-000013,0.0775725641704139
ACH-000014,0.16216535216712372
ACH-000015,0.15028034758453415
ACH-000017,0.15394802108654748
ACH-000018,0.05332114479293501
ACH-000019,0.18173558294751868
ACH-000021,0.18275764340475195
ACH-000022,0.20456917233705865
ACH-000025,0.3305377893022045
ACH-000028,0.15903515688910866
ACH-000030,0.22026416167174084
ACH-000035,0.06230413651872791
ACH-000036,0.13160264271436178
ACH-000037,0.17720081413243086
ACH-000039,0.2947555205453689
ACH-000040,0.1449421937499149
ACH-000041,0.18826229451247145
ACH-000042,-0.10230715449071384
ACH-000045,0.10801566362887308
ACH-000047,0.1137812465329414
ACH-000052,-0.09507245669967132
ACH-000053,0.14458890544216133
ACH-000054,0.17855314185371354
ACH-000055,0.17915739628326854
ACH-000060,0.05923947072725776
ACH-000067,0.11632297510070833
ACH-000070,0.2812058888741405
ACH-000075,0.142032911641639
ACH-000078,0.06725557383866923
ACH-000082,-0.05551788832130018
ACH-000085,-0.0032153430299201326
ACH-000086,0.09333012820293048
ACH-000087,0.17236548679654762
ACH-000092,0.06714236484106613
ACH-000095,0.10207531579690986
ACH-000097,0.10172380680929977
ACH-000098,0.1336790157052629
ACH-000099,0.06377873985989607
ACH-000108,0.019353955886321998
ACH-000113,0.12306542729984615
ACH-000116,0.23427918416870425
ACH-000118,0.1069971293418871
ACH-000120,0.14967447516553056
ACH-000123,0.16221077756504834
ACH-000127,0.013065447570678191
ACH-000128,0.0043243427030614685
ACH-000132,0.1622742720190732
ACH-000133,-0.027897056338260656
ACH-000137,0.1873085892115489
ACH-000138,0.16681634075453372
ACH-000142,0.2890638684500286
ACH-000143,0.14213020232879384
ACH-000146,0.08178136309401103
ACH-000148,0.2001396787984764
ACH-000150,-0.12926115906498736
ACH-000152,0.22102354792292986
ACH-000153,0.12740084016977682
