,NES (10763)
ACH-000004,-0.2418505906231324
ACH-000005,0.011298010511552358
ACH-000007,-0.1457519355212217
ACH-000009,-0.2566182938849044
ACH-000011,-0.026454371656847275
ACH-000012,-0.3149604340899189
ACH-000013,-0.2173116790217382
ACH-000014,-0.17655233057010994
ACH-000015,-0.17013656627801296
ACH-000017,-0.10928554357138656
ACH-000018,-0.28367980875647997
ACH-000019,-0.19267581922821025
ACH-000021,-0.2065271724447548
ACH-000022,-0.08504545033818224
ACH-000025,-0.18463667137666792
ACH-000028,-0.12841994843585344
ACH-000030,-0.1774265329439283
ACH-000035,-0.239011343302736
ACH-000036,-0.25392593790453005
ACH-000037,-0.1501845413328111
ACH-000039,-0.1707111183195668
ACH-000040,-0.2383787370131807
ACH-000041,-0.09355245987329364
ACH-000042,-0.19643530711063328
ACH-000045,-0.1742438202794626
ACH-000047,-0.3560236215508106
ACH-000052,0.030495691709399843
ACH-000053,-0.3189888917091794
ACH-000054,-0.1629820995449592
ACH-000055,-0.15825527025724054
ACH-000060,-0.07161281712531793
ACH-000067,-0.08037156262795847
ACH-000070,-0.35340923932671703
ACH-000075,0.025020809906821168
ACH-000078,-0.1552960726372464
ACH-000082,-0.17581977630554102
ACH-000085,-0.1337518943416272
ACH-000086,-0.30619291689090017
ACH-000087,-0.13246792482518405
ACH-000092,-0.2637139656799385
ACH-000095,-0.1844968105645301
ACH-000097,-0.25853712212526503
ACH-000098,-0.23136370389548386
ACH-000099,-0.14201351230379566
ACH-000108,-0.20364625727328856
ACH-000113,-0.22552992802046115
ACH-000116,-0.21936234969712295
ACH-000118,-0.11225853906110347
ACH-000120,-0.19290269912454944
ACH-000123,-0.1744995465238207
ACH-000127,-0.2639392528716966
ACH-000128,-0.04884326008717926
ACH-000132,-0.057874256059174414
ACH-000133,-0.14003571786265825
ACH-000137,-0.1912713157666892
ACH-000138,-0.1648476429503543
ACH-000142,-0.14529618727619886
ACH-000143,-0.25635579385057444
ACH-000146,-0.12801463902175272
ACH-000148,-0.2442361462523916
ACH-000150,-0.2706528709934205
ACH-000152,-0.20221762382435954
ACH-000153,-0.30448105773589035
ACH-000159,-0.14897361377948098
ACH-000160,-0.16159383437200053
ACH-000163,-0.2656985657829906
ACH-000167,0.14077835239800196
ACH-000168,-0.12419063464663885
ACH-000169,-0.1183503696016765
ACH-000178,-0.07911256774341557
ACH-000183,0.030653720294417836
ACH-000188,-0.21010884704819352
ACH-000189,-0.1683198342473575
ACH-000190,-0.2026529890125688
ACH-000198,-0.2128807239674624
ACH-000203,-0.2700287639654987
ACH-000204,-0.3737990881712085
ACH-000206,-0.1823837328128209
ACH-000207,-0.10068091432745213
ACH-000208,0.06981778743235605
ACH-000210,-0.2097735882109608
ACH-000211,-0.17054540484356198
ACH-000215,-0.2738324846266761
ACH-000221,-0.16410591957805984
ACH-000222,-0.2152510357447439
ACH-000223,-0.05020026957554115
ACH-000226,-0.28965488798298605
ACH-000227,-0.11103124055785302
ACH-000228,-0.2374811574340429
ACH-000231,-0.22200419337249194
ACH-000232,-0.19869645115952767
ACH-000233,-0.15978132831488467
ACH-000234,-0.2588791507299291
ACH-000235,-0.2421258490290604
ACH-000237,-0.05339447000793174
ACH-000238,-0.08413731721680921
ACH-000242,-0.4057442818573616
ACH-000243,-0.13299824755303025
ACH-000244,-0.2578868505541636
ACH-000246,-0.26103835406451764
ACH-000248,-0.11822113759322513
ACH-000250,-0.2505965261682903
ACH-000251,-0.11205395639664087
ACH-000252,-0.14077865341056442
ACH-000253,-0.2349782017890479
ACH-000255,-0.28101294304745106
ACH-000256,-0.1832198747556075
ACH-000257,-0.26242473158690993
ACH-000258,-0.08776304466963697
ACH-000259,-0.19481525456783005
ACH-000260,-0.17105890954785466
ACH-000261,-0.131768844639285
ACH-000262,-0.050467297528991935
ACH-000263,-0.06501215117965184
ACH-000264,-0.2618156209834526
ACH-000265,-0.18875631065961104
ACH-000266,-0.1583326733847657
ACH-000272,-0.16188133803511093
ACH-000274,-0.030394683461231833
ACH-000277,-0.11966706993795365
ACH-000278,-0.10310970760485297
ACH-000279,-0.11892912358905156
ACH-000280,-0.33226303331022194
ACH-000281,-0.2614588398817842
ACH-000288,-0.4065608130806786
ACH-000291,-0.12658038149447914
ACH-000293,-0.24365048560008165
ACH-000294,-0.2385548966344976
ACH-000295,-0.11255730719070657
ACH-000296,-0.2667454943453331
ACH-000302,-0.21112329447724731
ACH-000304,-0.11152601561735002
ACH-000307,-0.16000106987435936
ACH-000308,-0.2540957002481569
ACH-000310,-0.1884589856835607
ACH-000311,-0.3108686261389817
ACH-000312,-0.3496223950009669
ACH-000315,-0.3028955742823706
ACH-000316,0.008979235882461337
ACH-000317,-0.19656181875155976
ACH-000318,-0.21027750606280496
ACH-000319,-0.09579469786502974
ACH-000320,-0.3190172235910264
ACH-000322,-0.2667845873098415
ACH-000323,-0.08771341158798159
ACH-000324,-0.18281089880175372
ACH-000329,-0.19875822930762896
ACH-000330,-0.08989923623008708
ACH-000331,-0.013729854033877649
ACH-000332,-0.1649821022144432
ACH-000334,-0.10434766712038147
ACH-000335,-0.07748112052158318
ACH-000336,-0.3376391351228113
ACH-000337,-0.2730386530066716
ACH-000338,-0.3863324439779092
ACH-000339,-0.07849681753581034
ACH-000341,-0.2489219435094576
ACH-000348,-0.1973628883863113
ACH-000350,-0.33091313692641444
ACH-000352,-0.2157382909300491
ACH-000356,-0.1431872679980279
ACH-000361,-0.317982688749854
ACH-000362,-0.142150680515653
ACH-000363,-0.18405658807111366
ACH-000364,-0.10606734258762952
ACH-000365,-0.2424359204770868
ACH-000366,-0.2271179747991733
ACH-000368,-0.2923179123712698
ACH-000374,-0.11137754786461422
ACH-000375,-0.15103431332058942
ACH-000376,-0.18012518452109708
ACH-000381,-0.3329814040986104
ACH-000383,-0.21675651911164506
ACH-000387,-0.16120697314057625
ACH-000389,-0.1441792837613455
ACH-000390,-0.1485987601586287
ACH-000393,-0.07367515814918195
ACH-000395,-0.07443107521507443
ACH-000396,-0.04854276645256538
ACH-000397,-0.185324939175134
ACH-000401,0.03232400600949044
ACH-000402,-0.3306967311597717
ACH-000403,-0.19571876687489725
ACH-000404,0.03544037977360575
ACH-000406,-0.1731550530664078
ACH-000407,-0.2485954605344888
ACH-000408,-0.08992021462185021
ACH-000410,-0.014571767634671634
ACH-000411,-0.20374456209270106
ACH-000414,-0.1873951508407186
ACH-000415,-0.2399018862371172
ACH-000416,-0.2587375027561691
ACH-000420,-0.030629644690292543
ACH-000421,-0.22315602387360828
ACH-000424,-0.0574216522427087
ACH-000425,-0.0701699684411193
ACH-000426,-0.3277335584607187
ACH-000427,-0.3194631639945381
ACH-000433,-0.16673915424745595
ACH-000435,-0.09506479219236863
ACH-000436,-0.3444436230619951
ACH-000444,-0.07191430307580758
ACH-000445,-0.1227008399456061
ACH-000448,-0.11786054222623965
ACH-000450,-0.09916906918823257
ACH-000452,-0.14677756254880447
ACH-000454,-0.1871143739628316
ACH-000458,-0.22486428530938385
ACH-000459,-0.13604435389927896
ACH-000460,-0.16248781766104786
ACH-000461,-0.3428144232150768
ACH-000463,-0.3430153044378507
ACH-000464,-0.1819182775805601
ACH-000466,-0.1590580226063708
ACH-000467,-0.3265581435108878
ACH-000468,-0.2618642829833493
ACH-000469,-0.31041250355659245
ACH-000470,-0.025284377638232026
ACH-000471,-0.13975414977355533
ACH-000472,-0.14616968969146032
ACH-000473,-0.2305259822976533
ACH-000475,-0.1424685843855671
ACH-000476,-0.1617814569943672
ACH-000477,-0.14606207194859816
ACH-000479,-0.03394710967511134
ACH-000480,-0.14548804113049196
ACH-000481,-0.15701609010112474
ACH-000483,-0.07144274927081923
ACH-000484,-0.21253180968398835
ACH-000485,-0.24429829132186365
ACH-000486,-0.20327934255983626
ACH-000487,-0.2591468081259498
ACH-000488,-0.1400040340412796
ACH-000490,-0.20090063984513945
ACH-000491,-0.3354231708792351
ACH-000495,-0.07043889396828865
ACH-000496,-0.15743160091498676
ACH-000499,-0.14542021741933644
ACH-000500,-0.2887785038199066
ACH-000502,-0.3195755632990605
ACH-000503,-0.30881504319846875
ACH-000505,-0.2460902269350573
ACH-000507,-0.2131348564357161
ACH-000510,-0.3460980913900992
ACH-000511,-0.0911658160802304
ACH-000512,-0.2879899375250046
ACH-000516,-0.08212892753870753
ACH-000517,-0.18854782211073864
ACH-000518,-0.2585190273538224
ACH-000520,-0.0004927844080680426
ACH-000521,-0.351383819915818
ACH-000522,-0.2347079272023733
ACH-000524,-0.263468635533868
ACH-000527,-0.18321341786460607
ACH-000528,-0.21362516810244625
ACH-000537,-0.08199051627366376
ACH-000541,-0.11159143591095656
ACH-000542,-0.21416940159483588
ACH-000544,-0.13918784992398012
ACH-000545,-0.2359313419592415
ACH-000547,-0.2672501214088703
ACH-000548,-0.2917475481153629
ACH-000549,-0.15686388862767384
ACH-000550,-0.15915212365877973
ACH-000552,-0.30607555970547384
ACH-000556,-0.2760116361935993
ACH-000557,-0.2271549161433648
ACH-000569,-0.4596283056645873
ACH-000570,-0.12153338236488714
ACH-000571,-0.20250666495183425
ACH-000573,-0.1061121606971783
ACH-000576,-0.14330835910645567
ACH-000579,0.005670187700849241
ACH-000580,-0.18306794868753906
ACH-000584,-0.13742805145130715
ACH-000585,-0.17984694471920507
ACH-000588,-0.21412789658296189
ACH-000589,-0.09446399648496577
ACH-000591,0.13356543369800478
ACH-000593,-0.2913392909931824
ACH-000600,-0.1605533403198782
ACH-000601,-0.25726965756506104
ACH-000605,-0.22101769836796115
ACH-000606,-0.2441263355191369
ACH-000608,-0.17152224641533825
ACH-000614,-0.07372570527546092
ACH-000616,0.017414570441018754
ACH-000618,-0.13868227977616526
ACH-000619,-0.27838970804021645
ACH-000620,-0.16042759891005048
ACH-000621,-0.1389134218600369
ACH-000622,-0.10253674550028148
ACH-000623,-0.12490598372214165
ACH-000624,-0.1378702038565072
ACH-000627,-0.2835604694808473
ACH-000630,-0.2473657852321822
ACH-000631,-0.0685427671639305
ACH-000632,0.034590936001107936
ACH-000633,-0.12786346075101349
ACH-000637,-0.07374045834768657
ACH-000638,-0.14530133285377794
ACH-000646,-0.021495253343024604
ACH-000647,-0.2419828171239861
ACH-000648,-0.15031309067323906
ACH-000649,-0.12297727750826115
ACH-000651,-0.27765338421929736
ACH-000652,-0.3753022062315722
ACH-000653,0.045419349971505873
ACH-000657,-0.3115140037839428
ACH-000658,-0.2844555149911354
ACH-000661,-0.08059689811147809
ACH-000662,0.10726221709639384
ACH-000663,-0.08257125970480939
ACH-000665,-0.11351758507541508
ACH-000671,-0.19890279806085526
ACH-000672,-0.1366999389707883
ACH-000673,-0.21285571850239174
ACH-000676,-0.17144620077419098
ACH-000677,-0.2004243193500182
ACH-000681,-0.1724222954683038
ACH-000683,-0.4611156823520648
ACH-000684,-0.3940132511132373
ACH-000688,-0.14131338750174932
ACH-000693,-0.2284452420925179
ACH-000694,-0.13444680174590276
ACH-000695,-0.34494762236251103
ACH-000696,-0.15579938380977387
ACH-000697,-0.11234505472304028
ACH-000699,-0.07446819665716872
ACH-000701,-0.1929285944578925
ACH-000706,-0.3043974724923611
ACH-000711,-0.2192709889557076
ACH-000713,-0.15620670917212753
ACH-000714,-0.3673663328301991
ACH-000718,-0.1267922354607391
ACH-000720,-0.16101199640300487
ACH-000721,-0.1476496536848879
ACH-000724,-0.2198480235316785
ACH-000725,-0.2827523447934426
ACH-000732,-0.2496002592194555
ACH-000734,-0.2203625182099004
ACH-000735,-0.1482499818592319
ACH-000736,-0.06861393339551547
ACH-000738,-0.10744182288236773
ACH-000746,-0.12617446254614706
ACH-000747,-0.25324034063427825
ACH-000748,-0.2706641491100364
ACH-000753,-0.2763959287089521
ACH-000756,-0.09626597441653938
ACH-000757,-0.34745758415947386
ACH-000758,-0.2785457836871372
ACH-000760,-0.15484516081559532
ACH-000762,-0.3110728373649311
ACH-000763,-0.19080734467980087
ACH-000764,-0.40386366180591066
ACH-000765,-0.2748398441434625
ACH-000766,-0.13686383168398628
ACH-000767,-0.41035444948374217
ACH-000768,-0.10865755295222156
ACH-000769,-0.19263618008085445
ACH-000770,-0.1235627451514198
ACH-000771,-0.18759648559115533
ACH-000773,-0.2974254584546528
ACH-000776,-0.2630619850994017
ACH-000777,-0.24926546356825324
ACH-000778,-0.18220874196947487
ACH-000781,-0.21204212215078447
ACH-000782,-0.11129111902959887
ACH-000783,-0.39877684365463945
ACH-000784,-0.20437729984778924
ACH-000785,-0.1572409800248346
ACH-000787,-0.2383450780442657
ACH-000788,-0.1930110597168476
ACH-000791,-0.22174904260845024
ACH-000792,-0.21409538883811505
ACH-000794,-0.11627401355116775
ACH-000796,-0.0881589486710838
ACH-000798,-0.12579010825862008
ACH-000799,-0.3112015777189501
ACH-000800,-0.3944921532351585
ACH-000802,-0.2660351377486884
ACH-000804,0.0366631478642298
ACH-000805,-0.2407569182598488
ACH-000809,-0.17061907917835634
ACH-000810,-0.3038115761862361
ACH-000811,-0.21462481865884886
ACH-000817,-0.19767616663371096
ACH-000819,-0.13002526851976284
ACH-000820,-0.36895124224481385
ACH-000821,-0.23502880834925674
ACH-000822,-0.2426366676352812
ACH-000823,-0.16117169608685994
ACH-000824,-0.4039356755140624
ACH-000827,-0.18831250932890556
ACH-000829,-0.040370424483912204
ACH-000831,-0.1026016565882642
ACH-000832,-0.039020773102805634
ACH-000833,-0.18676393226843488
ACH-000834,-0.2293166841405113
ACH-000835,-0.2273389728140608
ACH-000836,-0.19616158085474447
ACH-000837,-0.06509827247663325
ACH-000838,-0.4137671364486549
ACH-000839,-0.10693744303353296
ACH-000840,-0.2834044601517529
ACH-000841,-0.1565378800988736
ACH-000843,-0.3099265052081689
ACH-000846,-0.2353245861127409
ACH-000847,-0.2657083700764236
ACH-000848,-0.05957512449158319
ACH-000849,0.04288253489522293
ACH-000851,-0.1604623069527493
ACH-000855,-0.2629406501498354
ACH-000856,-0.19471796921769405
