,SSH1 (54434)
ACH-000004,-0.15018787155945834
ACH-000005,-0.26434536227379074
ACH-000007,-0.03962608533305165
ACH-000009,-0.22334005711932664
ACH-000011,-0.013703548240116842
ACH-000012,-0.14242758179161288
ACH-000013,-0.16259058634090814
ACH-000014,-0.07563928390847023
ACH-000015,-0.1606478437803258
ACH-000017,-0.2949824620151201
ACH-000018,-0.24988055771896614
ACH-000019,-0.11671473421555653
ACH-000021,-0.2348723666599384
ACH-000022,-0.18051492782122813
ACH-000025,-0.22099401067537766
ACH-000028,-0.20335836744092112
ACH-000030,-0.19663193748461494
ACH-000035,-0.1083670007508466
ACH-000036,-0.16940712449647313
ACH-000037,-0.3911992507540417
ACH-000039,-0.2614880597676741
ACH-000040,-0.2358151921131632
ACH-000041,-0.16588442770962128
ACH-000042,-0.3061474418226937
ACH-000045,-0.13782487454419787
ACH-000047,-0.1958675038836564
ACH-000052,-0.2285482636472411
ACH-000053,-0.20617905980911827
ACH-000054,-0.2735286627084776
ACH-000055,-0.30439098712983825
ACH-000060,-0.15243396174718232
ACH-000067,-0.2999971201522688
ACH-000070,0.06728597528958337
ACH-000075,-0.04044871380771763
ACH-000078,-0.2926258321236317
ACH-000082,-0.1394624807796054
ACH-000085,-0.1668692496284953
ACH-000086,-0.19834812129932614
ACH-000087,-0.21648829407844786
ACH-000092,-0.06661422158763608
ACH-000095,-0.13396455973183158
ACH-000097,-0.2817597464309243
ACH-000098,-0.15436671861211718
ACH-000099,-0.18072428937336396
ACH-000108,-0.1905394669094518
ACH-000113,-0.09353531567844617
ACH-000116,-0.1493624276957819
ACH-000118,-0.0712462120810685
ACH-000120,0.023526433448119825
ACH-000123,-0.2427220531766784
ACH-000127,-0.25551642543804026
ACH-000128,-0.235881716717284
ACH-000132,0.006473260266382818
ACH-000133,-0.15829548751478956
ACH-000137,-0.2736156894687801
ACH-000138,-0.13481956171715445
ACH-000142,-0.287824884147348
ACH-000143,-0.2693859113796381
ACH-000146,-0.10904939355319476
ACH-000148,-0.0797422413095315
ACH-000150,-0.3825059905332272
ACH-000152,-0.29621478222562
ACH-000153,-0.3979309527089581
ACH-000159,-0.17744678094468772
ACH-000160,-0.1396835065680277
ACH-000163,-0.185564381828196
ACH-000167,-0.12145816098473634
ACH-000168,-0.2783762420720636
ACH-000169,-0.23796429593007
ACH-000178,-0.07772713005621715
ACH-000183,-0.27678011664042884
ACH-000188,-0.11143412301597833
ACH-000189,-0.24816982614112426
ACH-000190,-0.5476397690685857
ACH-000198,-0.2496537237062824
ACH-000203,-0.30877377315598603
ACH-000204,-0.2297883450205355
ACH-000206,-0.07455540665133249
ACH-000207,-0.10452782927142447
ACH-000208,0.14706986374171568
ACH-000210,-0.3976469284890189
ACH-000211,-0.1641722606928365
ACH-000215,-0.21688150300493209
ACH-000221,-0.177644485976581
ACH-000222,-0.2018283340190703
ACH-000223,-0.2243216209694602
ACH-000226,-0.15451169890955593
ACH-000227,-0.2514795112312678
ACH-000228,-0.056304991722031815
ACH-000231,-0.35216523158857505
ACH-000232,-0.21876920852048767
ACH-000233,-0.2198867521558277
ACH-000234,-0.23713141776054786
ACH-000235,-0.2685578630285495
ACH-000237,-0.340415618519907
ACH-000238,-0.3328800876983858
ACH-000242,0.05748909823139413
ACH-000243,-0.2418659926835532
ACH-000244,-0.037487319287884194
ACH-000246,-0.14937731798324466
ACH-000248,-0.2073055921569655
ACH-000250,-0.21353473363605005
ACH-000251,-0.370110564493476
ACH-000252,-0.2578923492762502
ACH-000253,-0.28306519857293844
ACH-000255,-0.08945937739750216
ACH-000256,-0.314828098639005
ACH-000257,-0.3402098501492954
ACH-000258,-0.2382004515880749
ACH-000259,-0.08895392088246015
ACH-000260,-0.1162167199704818
ACH-000261,-0.24008866464476405
ACH-000262,-0.07834065768904121
ACH-000263,-0.22817733195492815
ACH-000264,-0.16057400556639426
ACH-000265,-0.10926222273822488
ACH-000266,-0.16467968590669274
ACH-000272,-0.15446659550779954
ACH-000274,-0.16861623194519493
ACH-000277,-0.08615478098381837
ACH-000278,-0.3371714375123326
ACH-000279,-0.3030419544155898
ACH-000280,-0.013969113455379595
ACH-000281,-0.19042686541928125
ACH-000288,-0.18995183063564472
ACH-000291,-0.2097430872665393
ACH-000293,-0.2057746015236449
ACH-000294,-0.016888972707985738
ACH-000295,-0.38198865805985294
ACH-000296,-0.2033181884330452
ACH-000302,-0.20609982355754286
ACH-000304,-0.2757775694789993
ACH-000307,-0.2011469659313056
ACH-000308,-0.22750800060926654
ACH-000310,-0.16745966619287025
ACH-000311,-0.16357002195441525
ACH-000312,-0.16645643463489718
ACH-000315,-0.020621657032662104
ACH-000316,-0.3015120649888616
ACH-000317,-0.02851983967368693
ACH-000318,-0.19714531834156485
ACH-000319,0.036966678074037015
ACH-000320,-0.20215711639865108
ACH-000322,-0.2642213612889549
ACH-000323,-0.4788394694800411
ACH-000324,-0.04770583561195667
ACH-000329,-0.2882198093474508
ACH-000330,-0.1723268623889797
ACH-000331,-0.1711921317951437
ACH-000332,-0.2391760727084555
ACH-000334,-0.0641879301757795
ACH-000335,-0.36000902620757963
ACH-000336,-0.35335466462042714
ACH-000337,-0.13781976193134296
ACH-000338,-0.21719399629853056
ACH-000339,-0.1893479527935109
ACH-000341,-0.17584695301325876
ACH-000348,-0.17305739848156573
ACH-000350,-0.2294690660809371
ACH-000352,-0.1588228765255287
ACH-000356,-0.07683457115040271
ACH-000361,0.03287427084464729
ACH-000362,-0.1505873715099831
ACH-000363,-0.2444030013044148
ACH-000364,-0.06772250875064986
ACH-000365,-0.2116895708299528
ACH-000366,-0.2791420390591258
ACH-000368,-0.32984419315311764
ACH-000374,-0.1696947381536901
ACH-000375,-0.0420533773169744
ACH-000376,-0.1493980398688305
ACH-000381,-0.2327672651493807
ACH-000383,-0.26139035337135863
ACH-000387,-0.08655765201436827
ACH-000389,-0.09475008373706384
ACH-000390,-0.2762108900059968
ACH-000393,-0.11711371378038445
ACH-000395,-0.16907867497003934
ACH-000396,-0.02314933711265334
ACH-000397,-0.22175432651549498
ACH-000401,-0.4349318287298405
ACH-000402,-0.2501805826723877
ACH-000403,-0.17555684751138134
ACH-000404,-0.03427760589166313
ACH-000406,-0.21058186054875944
ACH-000407,-0.3720676042524238
ACH-000408,-0.19872953858706768
ACH-000410,-0.37252580230047744
ACH-000411,-0.11489310057252396
ACH-000414,-0.2365030592909509
ACH-000415,-0.2011603949456216
ACH-000416,-0.3199452316358198
ACH-000420,-0.20136759821535052
ACH-000421,-0.1608914486941336
ACH-000424,-0.006439050506957611
ACH-000425,-0.20228183237453068
ACH-000426,-0.1041041901451114
ACH-000427,-0.22132277607579667
ACH-000433,-0.15277108049103633
ACH-000435,-0.5073024071027185
ACH-000436,-0.4018687660566029
ACH-000444,-0.16547060563870136
ACH-000445,-0.17716175986088584
ACH-000448,-0.21294462701842196
ACH-000450,-0.18796813288859265
ACH-000452,-0.22006642511031274
ACH-000454,-0.2714171420718373
ACH-000458,0.030449917851651718
ACH-000459,-0.010585228640001271
ACH-000460,-0.2877455217777445
ACH-000461,-0.1833327643814248
ACH-000463,-0.12981530610166672
ACH-000464,-0.1644368531738669
ACH-000466,-0.1573726697000661
ACH-000467,-0.2406335824417771
ACH-000468,-0.1880420909878069
ACH-000469,-0.1155796701112438
ACH-000470,-0.2309161848212095
ACH-000471,-0.1994147769068921
ACH-000472,-0.24707116336472584
ACH-000473,-0.11065014976988476
ACH-000475,-0.21906389010900368
