,NOA1 (84273)
ACH-000159,-0.3340799384263116
ACH-000160,-0.4944043819023338
ACH-000163,-0.2188602305384872
ACH-000167,-0.035081787574551035
ACH-000168,-0.03266811662732461
ACH-000169,-0.2446797077747886
ACH-000178,-0.19951914287112865
ACH-000183,-0.22372714768318205
ACH-000188,-0.13728922351306871
ACH-000189,-0.03251079847105697
ACH-000190,-0.4629080910812842
ACH-000198,-0.3825705115624841
ACH-000203,0.15332560359285502
ACH-000204,-0.34119952503484113
ACH-000206,-0.18624254233424
ACH-000207,-0.3090978882996259
ACH-000208,-0.2807204510919185
ACH-000210,-0.4516770245190303
ACH-000211,-0.18966478005522186
ACH-000215,-0.2874441172722864
ACH-000221,-0.7299731685358455
ACH-000222,-0.05987554571088185
ACH-000223,-0.20435526326094475
ACH-000226,-0.20431708570847185
ACH-000227,-0.3150424231801371
ACH-000228,-0.2629114511906981
ACH-000231,-0.07719656493099274
ACH-000232,-0.04412585897051946
ACH-000233,-0.4011133409499663
ACH-000234,-0.2643442112003165
ACH-000235,-0.0018244972229840481
ACH-000237,-0.05007123024428629
ACH-000238,-0.21787412245674084
ACH-000242,-0.07297984163253357
ACH-000243,-0.24208144343716645
ACH-000244,-0.2694197742399501
ACH-000246,-0.3497484551689011
ACH-000248,-0.4106209932105025
ACH-000250,-0.08233966667597907
ACH-000251,-0.015700106517613478
ACH-000252,-0.20968010500688525
ACH-000253,-0.047272097344371565
ACH-000255,-0.3793516331574709
ACH-000256,-0.2995440974408523
ACH-000257,-0.5528758988112095
ACH-000258,-0.2326691011930324
ACH-000259,-0.6813306680645035
ACH-000260,-0.15468816182633946
ACH-000261,-0.26473773580734805
ACH-000262,-0.2169923641540714
ACH-000263,-0.35931899770945724
ACH-000264,-0.336130543639352
ACH-000265,-0.4779487129255634
ACH-000266,-0.13156003872208608
ACH-000272,-0.3305183640687372
ACH-000274,-0.197621613699116
ACH-000277,-0.2444034681985745
ACH-000278,-0.18628504502766133
ACH-000279,-0.3358078924490401
ACH-000280,-0.10610008602377484
ACH-000281,-0.4737606888296309
ACH-000288,-0.3380399397301173
ACH-000291,-0.12481286826382725
ACH-000293,-0.4024089611852746
ACH-000294,0.24378012559691445
ACH-000295,-0.4525748317893026
ACH-000296,-0.15965854796281434
ACH-000302,-0.2082228741248373
ACH-000304,-0.4284074669345548
ACH-000307,-0.2039186126304949
ACH-000308,-0.2481141805292497
ACH-000310,-0.061060291955118966
ACH-000311,-0.4548089161566152
ACH-000312,-0.2981672218939631
ACH-000315,-0.08362691457077111
ACH-000316,-0.3704495403680853
ACH-000317,-0.08225022970385246
ACH-000318,-0.3778339403269376
ACH-000319,-0.11173213304089552
ACH-000320,-0.17135074828962218
ACH-000322,-0.4363103844025888
ACH-000323,-0.4007673445239067
ACH-000324,-0.0013587665156190119
ACH-000329,-0.30482906182282504
ACH-000330,-0.5645820076383211
ACH-000331,-0.17169670992063782
ACH-000332,-0.06908061184023187
ACH-000334,-0.3289371041666163
ACH-000335,-0.3235794230521656
ACH-000336,-0.9132537769816964
ACH-000337,-0.2436561353954484
ACH-000338,-0.2905454653816261
ACH-000339,-0.12199012734168985
ACH-000341,-0.3310077950088968
ACH-000348,-0.2708782652686112
ACH-000350,-0.2332169497431312
ACH-000352,-0.709747221035558
ACH-000356,-0.5825351948233841
ACH-000361,-0.48150062069700894
ACH-000362,-0.025956488600714363
ACH-000363,-0.12314962011019152
ACH-000364,-0.4025877358044285
ACH-000365,-0.09324923862538588
ACH-000366,-0.22048780006906601
ACH-000368,-0.3887841652961737
ACH-000374,-0.4035647102371092
ACH-000375,-0.28123423237390965
ACH-000376,-0.3789430205940271
ACH-000381,-0.25519791509962914
ACH-000383,-0.2120861911850712
ACH-000387,-0.1550116793763423
ACH-000389,0.036791737665497114
ACH-000390,-0.4007848872451418
ACH-000393,-0.2300770455882616
ACH-000395,-0.14832558245813365
ACH-000396,-0.3845385072675783
ACH-000397,-0.18790150145896087
ACH-000401,-0.2532995420929435
ACH-000402,-0.019129548923229253
ACH-000403,-0.19085220473782305
ACH-000404,-0.3891727290702334
ACH-000406,-0.361193707159008
ACH-000407,-0.3052479691871744
ACH-000408,-0.1754637733740362
ACH-000410,-0.3595252767062473
ACH-000411,-0.07601913379749138
ACH-000414,-0.21276231484599306
ACH-000415,-0.3071875499696561
ACH-000416,-0.1501468663379952
ACH-000420,-0.3721802513436655
ACH-000421,-0.2724132162977425
ACH-000424,-0.5285258959573761
ACH-000425,-0.17385552447934538
ACH-000426,-0.26890893570856894
ACH-000427,-0.2777872899552117
ACH-000433,-0.23255036585181635
ACH-000435,-0.2902630215536505
ACH-000436,-0.07791521863078646
ACH-000444,-0.21121447109472435
ACH-000445,-0.3382763070490837
ACH-000448,-0.2409342982573429
ACH-000450,-0.5021333122610495
ACH-000452,-0.3063592740046099
ACH-000454,-0.5551870273004459
ACH-000458,-0.1451842387843584
ACH-000459,-0.6355320894522671
ACH-000460,-0.11199496608408001
ACH-000461,-0.3189296536872873
ACH-000463,-0.1496646763345807
ACH-000464,-0.2657512616983894
ACH-000466,-0.21608917303290864
ACH-000467,-0.3028655150927861
ACH-000468,-0.30049295738890336
ACH-000469,-0.4415131033372765
ACH-000470,-0.16268473413445078
ACH-000471,-0.02626795718511093
ACH-000472,-0.2363144191045665
ACH-000473,-0.08877126464698312
ACH-000475,-0.3750258231167259
ACH-000476,-0.3682275478023581
ACH-000477,-0.2785641761755038
ACH-000479,-0.4502336469487149
ACH-000480,-0.4984561450037279
ACH-000481,-0.2778205832788005
ACH-000483,-0.4999908353444649
ACH-000484,-0.07541859512897314
ACH-000485,-0.2931527555271052
ACH-000486,-0.20898811720634886
ACH-000487,-0.27663797582019856
ACH-000488,-0.5944307769812793
ACH-000490,-0.2790002729572535
ACH-000491,-0.5221429524911775
ACH-000495,-0.17247229850735055
ACH-000496,-0.3038253245994027
ACH-000499,-0.6215170110698027
ACH-000500,-0.456702425073697
ACH-000502,-0.16770756016078342
ACH-000503,-0.1362443099070078
ACH-000505,-0.183042284013048
ACH-000507,-0.6761798543413747
ACH-000510,-0.269864145571603
ACH-000511,-0.1412248645010956
ACH-000512,-0.6278664385930082
ACH-000516,-0.15772120877117005
ACH-000517,-0.24636903403233065
ACH-000518,-0.18865492785156326
ACH-000520,-0.3420176283299801
ACH-000521,-0.12660380733555526
ACH-000522,-0.37301506449874894
ACH-000524,-0.16228732652978306
ACH-000527,-0.13272913573400089
ACH-000528,-0.5165213677214261
ACH-000537,-0.250955669680572
ACH-000541,-0.10210266159302102
ACH-000542,-0.18280158211949749
ACH-000544,-0.3559180344263527
ACH-000545,-0.29267392343770426
ACH-000547,-0.09651131937142453
ACH-000548,-0.19563614979369628
ACH-000549,-0.2952898832454029
ACH-000550,-0.1859352114034884
ACH-000552,-0.3880675968854973
ACH-000556,-0.680358881356062
ACH-000557,-0.31805299212669075
ACH-000569,-0.3405331023382597
ACH-000570,-0.4126641179295742
ACH-000571,-0.1584446391769303
ACH-000573,-0.23833826520202195
ACH-000576,-0.020352078564805302
ACH-000579,-0.5308658550064945
ACH-000580,-0.13866995492995832
ACH-000584,-0.2849979568165197
ACH-000585,-0.15256744982663634
ACH-000588,-0.41180934872304104
ACH-000589,-0.28438886658272666
ACH-000591,-0.3617107050002433
ACH-000593,-0.1963113209981567
ACH-000600,-0.388224829803314
ACH-000601,-0.7055500469571876
ACH-000605,-0.4961724692355676
ACH-000606,-0.3410633182280216
ACH-000608,-0.3708592401673505
ACH-000614,-0.2059206032041469
ACH-000616,-0.28971729970532284
ACH-000618,-0.4112476142005721
ACH-000619,-0.33656121923862725
ACH-000620,-0.27879143620638625
ACH-000621,-0.2809650961413807
ACH-000622,-0.2761524904898756
ACH-000623,-0.2019719413194696
ACH-000624,-0.19364622335037884
ACH-000627,-0.2626939033657356
ACH-000630,-0.3372420611030455
ACH-000631,-0.21183769384785686
ACH-000632,-0.2313526638628308
ACH-000633,-0.4547566791425869
ACH-000637,-0.3691510717799272
ACH-000638,-0.20790365292903099
ACH-000646,-0.1144776790349014
ACH-000647,-0.4030732786538847
ACH-000648,-0.12164548605704252
ACH-000649,-0.12108302034869288
ACH-000651,-0.371530081270766
ACH-000652,-0.06773214615470614
ACH-000653,-0.12096318807996992
ACH-000657,-0.4689939841905059
ACH-000658,-0.07023522699162174
ACH-000661,-0.5809363216396051
ACH-000662,-0.6172615102200507
ACH-000663,-0.345187055101414
ACH-000665,-0.3213056156964867
ACH-000671,-0.43165225153259457
ACH-000672,-0.15626436343838954
ACH-000673,-0.15341203431786676
ACH-000676,-0.4099864371685649
ACH-000677,-0.4357698173397522
ACH-000681,-0.23694759537547194
ACH-000683,-0.3868637154048908
ACH-000684,-0.5135299347353979
ACH-000688,-0.2876904706209456
ACH-000693,-0.8251110170696412
ACH-000694,-0.5551810234620354
ACH-000695,-0.08618357781564592
ACH-000696,-0.30628179103645675
ACH-000697,-0.7493525644268595
ACH-000699,-0.25753733852137617
ACH-000701,-0.045702982249970985
ACH-000706,-0.4431296048817174
ACH-000711,-0.09239276743400024
ACH-000713,-0.3279690230781017
ACH-000714,0.06074223741894815
ACH-000718,-0.18060821556509013
ACH-000720,-0.1985854144731372
ACH-000721,-0.12738765949694428
ACH-000724,-0.4875607954961621
ACH-000725,-0.34578411631512584
ACH-000732,-0.034830924630251295
ACH-000734,-0.4688832437564439
ACH-000735,-0.107624177308872
ACH-000736,-0.09648886599690644
ACH-000738,-0.5430835538393274
ACH-000746,-0.3052179141961608
ACH-000747,-0.5221917602851955
ACH-000748,-0.26483418523252883
ACH-000753,-0.2499139760865719
ACH-000756,-0.1345607013521237
ACH-000757,-0.4275109853222157
ACH-000758,-0.5382519430164581
ACH-000760,-0.5207087471277018
ACH-000762,-0.11521306357036545
ACH-000763,-0.34972361512022937
ACH-000764,-0.14222688837035755
ACH-000765,-0.28967492717292714
ACH-000766,-0.29357359665996396
ACH-000767,-0.4272485452931791
ACH-000768,-0.214490545518433
ACH-000769,-0.6134903754199792
ACH-000770,-0.06377125125111707
ACH-000771,-0.4583282920775822
ACH-000773,-0.012227934974861413
ACH-000776,-0.1958041901866043
ACH-000777,-0.3532694580351842
ACH-000778,-0.34868251538878603
ACH-000781,-0.09553561902668048
ACH-000782,-0.0854052248289712
ACH-000783,-0.1367616449442555
ACH-000784,-0.5615062692926193
ACH-000785,-0.3328381409168755
ACH-000787,-0.2536876253693265
ACH-000788,-0.17516976120446806
ACH-000791,-0.3029534813052689
ACH-000792,-0.2511168790467977
ACH-000794,-0.18989256886403885
ACH-000796,-0.08894137915325273
ACH-000798,-0.22546967228539105
ACH-000799,-0.3714538495119804
ACH-000800,-0.5587052047306607
ACH-000802,-0.2374925614630748
ACH-000804,-0.6558038997053597
ACH-000805,-0.4032979494240412
ACH-000809,-0.26785036693852604
ACH-000810,-0.32669320898013626
ACH-000811,-0.20827057522128076
ACH-000817,-0.17299770763656305
ACH-000819,-0.08562733705758828
ACH-000820,-0.2409117312902237
ACH-000821,-0.29783972558641764
ACH-000822,-0.1923287523705975
ACH-000823,-0.3065441219901833
ACH-000824,-0.2758373526546997
ACH-000827,-0.1540806675485092
ACH-000829,0.17122186653131466
ACH-000831,-0.16678318057928854
ACH-000832,-0.379939043716416
ACH-000833,-0.5117391829509617
ACH-000834,-0.7526634940629056
ACH-000835,-0.27938421992488405
ACH-000836,-0.1588026708741978
ACH-000837,-0.7541231690529837
ACH-000838,-0.2624454055688806
ACH-000839,-0.3711999710109204
ACH-000840,-0.3035060070252993
ACH-000841,-0.1855671794839208
ACH-000843,-0.33912068781793586
ACH-000846,-0.4566639752588022
ACH-000847,-0.6285989510644618
ACH-000848,-0.3034230163997435
ACH-000849,-0.2525697643606622
ACH-000851,-0.3044310696718842
ACH-000855,-0.5122223080898716
ACH-000856,-0.3053636556697035
ACH-000858,-0.5405954728624703
ACH-000859,-0.2730347977282291
ACH-000861,-0.3169352102506787
ACH-000862,-0.4412525096003624
ACH-000865,-0.44515557508774295
ACH-000866,-0.4781792016070924
ACH-000867,-0.3339487940403306
ACH-000869,-0.4209079957161606
ACH-000872,-0.24229002113899914
ACH-000873,-0.2995340557558637
ACH-000876,-0.4580501786305306
ACH-000878,-0.3404810468478928
ACH-000880,0.17762587024012524
ACH-000881,-0.4431642107778373
ACH-000882,-0.4352407941172871
ACH-000884,-0.3973183616302377
ACH-000885,-0.3644193252168169
ACH-000887,-0.3174366748308338
ACH-000889,-0.10828581200019732
ACH-000896,-0.16499927211321164
ACH-000898,-0.3192553620543766
ACH-000900,-0.5737051718744862
ACH-000901,-0.2086939140159237
ACH-000905,-0.2794683348351897
ACH-000906,-0.4657472288367338
ACH-000907,-0.3257348466249063
ACH-000910,-0.3174726831394165
ACH-000911,-0.3725180504715369
ACH-000912,-0.055145545063500265
ACH-000913,-0.274789386408066
ACH-000915,-0.3601508637104565
ACH-000916,-0.054591465113152535
ACH-000917,-0.2420872044799597
ACH-000920,-0.3021860220141824
ACH-000921,-0.7955625894213343
ACH-000924,-0.5921206251683477
ACH-000926,-0.2490516732932545
ACH-000928,-0.31324584421427903
ACH-000929,-0.3508127750205907
ACH-000932,-0.22433417076099169
ACH-000935,-0.2383788017123821
ACH-000936,-0.28352291093421905
ACH-000937,-0.14325041700813207
ACH-000938,-0.3579755544719357
ACH-000939,-0.8498248352498483
ACH-000941,-0.33618167580657937
ACH-000943,-0.5671002844413144
ACH-000946,-0.275736003707276
ACH-000947,-0.9157583987906788
ACH-000948,-0.4513616523910569
ACH-000950,-0.0738595510591687
ACH-000953,-0.2372102206411896
ACH-000954,-0.3088659043228645
ACH-000957,-0.6009981483483374
ACH-000958,-0.1825720916730365
ACH-000960,-0.2188584457414696
ACH-000963,-0.3328603538536289
ACH-000968,-0.3237560071771204
ACH-000969,-0.19535478473252
ACH-000972,-0.2681514079201063
ACH-000973,-0.13842836978009965
ACH-000974,-0.09199622866417184
ACH-000978,-0.2464498400828428
ACH-000984,-0.274142278218805
ACH-000986,-0.11319481491694662
ACH-000988,-0.3076291141509738
ACH-000993,-0.24745887511573256
ACH-000994,-0.44895645829886177
ACH-000996,-0.15790346524033105
ACH-001001,-0.6177487904550183
ACH-001020,0.0060711516547250965
ACH-001028,-0.3000982082358812
ACH-001031,-0.34646617992077217
ACH-001038,-0.5750387033197896
ACH-001048,-0.20987989870129806
ACH-001050,-0.1164170074102145
ACH-001053,-0.12928097418356851
ACH-001054,-0.5088347857463158
ACH-001061,-0.3818258366900265
ACH-001067,-0.26820776742269425
ACH-001075,-0.206241250047716
ACH-001096,-0.5555525806475831
ACH-001111,-0.17977946559406485
ACH-001119,-0.5491655748058225
ACH-001128,-0.38184757814293896
ACH-001134,-0.21569627583329154
ACH-001151,-0.200133245779018
ACH-001163,-0.1557044246705496
ACH-001164,-0.3437699791563881
ACH-001183,-0.02268461449210346
ACH-001192,-0.2238063331852688
ACH-001193,0.01823839947696941
ACH-001196,0.1522186368723575
ACH-001197,-0.009274462412104171
ACH-001205,-0.28917516574792945
ACH-001211,-0.40168950905296463
ACH-001212,-0.22237377447948528
ACH-001228,-0.2702745026463481
ACH-001232,-0.3973116950673097
ACH-001239,-0.552790677480829
ACH-001270,-0.18104515310341665
ACH-001274,-0.10695418285382742
ACH-001275,-0.6459352446265364
ACH-001277,-0.3123083821914651
ACH-001278,-0.6462918664394112
ACH-001280,-0.07484235980115303
ACH-001283,-0.24890809082478346
ACH-001289,-0.04081839989783385
ACH-001300,-0.2407261297989044
ACH-001301,-0.0962220031814058
ACH-001302,-0.2775927739093351
ACH-001306,-0.21586171701177406
ACH-001318,-0.5134827718144312
ACH-001322,-0.4167163102320925
ACH-001328,-0.31915911505621264
ACH-001332,-0.5661981868210556
ACH-001336,-0.3035655618607221
ACH-001346,-0.28320676906433306
ACH-001353,-0.06576822652777903
ACH-001354,-0.19891397225106894
ACH-001367,-0.6092672610829192
ACH-001368,-0.42186291151887395
ACH-001374,-0.3578236102166478
ACH-001377,-0.2218090273809446
ACH-001380,-0.5277921856568422
ACH-001391,-0.19906458275841385
ACH-001408,0.052049847086878924
ACH-001430,-0.2456509539840405
ACH-001431,-0.033940953761834806
ACH-001450,-0.3889493723949221
ACH-001496,-0.2091023463436747
ACH-001500,-0.6818848633806686
ACH-001523,-0.5341657283508432
ACH-001532,-0.3476144534511319
ACH-001550,-0.4587017232002032
ACH-001552,-0.192493541398778
ACH-001554,-0.35513071829596105
ACH-001654,-0.16292653790111086
ACH-001735,-0.007214147730153547
ACH-001736,-0.34969447721795965
ACH-001737,-0.0197510623524202
ACH-001740,-0.10744937575266254
ACH-001745,-0.15699524177000734
ACH-001765,-0.30129220179938004
