,MZT2B (80097)
ACH-000004,0.2394288282827788
ACH-000005,0.2875590577367609
ACH-000007,-0.2876736853334953
ACH-000009,-0.12781175422038735
ACH-000011,-0.1494082943133119
ACH-000012,-0.06031939752741688
ACH-000013,0.012073364002320322
ACH-000014,-0.0715966242810319
ACH-000015,-0.049163737322634564
ACH-000017,-0.3237320985273081
ACH-000018,-0.18514037057248692
ACH-000019,-0.1755731962255935
ACH-000021,0.02475061018490064
ACH-000022,0.008082270987785006
ACH-000025,-0.2742805101279758
ACH-000028,-0.10345370094605924
ACH-000030,-0.08684377565832638
ACH-000035,-0.02213094079403309
ACH-000036,-0.0945599142952217
ACH-000037,-0.13352902120289062
ACH-000039,-0.10126921241249713
ACH-000040,-0.4081375893035065
ACH-000041,-0.0930433252387709
ACH-000042,-0.03548359868454816
ACH-000045,-0.13152553145463433
ACH-000047,-0.10602774878841743
ACH-000052,-0.4903490366072868
ACH-000053,-0.08271904845341231
ACH-000054,-0.1198067295398418
ACH-000055,-0.1601692576911656
ACH-000060,-0.3008950689470271
ACH-000067,-0.08958393012087383
ACH-000070,-0.298306752774948
ACH-000075,-0.1633419928745042
ACH-000078,0.035365503179072284
ACH-000082,-0.2304956260335497
ACH-000085,-0.06710256038438653
ACH-000086,-0.11144827324070247
ACH-000087,0.005919315102623822
ACH-000092,-0.21026326126363634
ACH-000095,0.011260427646604823
ACH-000097,-0.05122543994908079
ACH-000098,-0.16117093150607265
ACH-000099,-0.13466422845636486
ACH-000108,0.02226332945907316
ACH-000113,0.07085562196319678
ACH-000116,-0.1010007970018816
ACH-000118,-0.02174944874112899
ACH-000120,-0.044443044607674086
ACH-000123,-0.05516523390760525
ACH-000127,0.09785226641106504
ACH-000128,-0.13455633831383154
ACH-000132,-0.2093131541867068
ACH-000133,-0.2273283325149717
ACH-000137,-0.004125585933780271
ACH-000138,-0.056095283406736494
ACH-000142,-0.01837219826457933
ACH-000143,-0.15899439393435005
ACH-000146,-0.07467735871898104
ACH-000148,-0.03479856414241556
ACH-000150,-0.12370563862383607
ACH-000152,-0.09991328204048364
ACH-000153,-0.40297654703833935
ACH-000159,-0.1702366449307583
ACH-000160,-0.08925832920915074
ACH-000163,-0.33717295887175003
ACH-000167,-0.14003139247498128
ACH-000168,0.017029999442051212
ACH-000169,-0.14217710166979627
ACH-000178,-0.007512280412282996
ACH-000183,-0.04748781347976691
ACH-000188,-0.04743075271836194
ACH-000189,0.06830665620759513
ACH-000190,-0.34037093360455256
ACH-000198,-0.009802265515777328
ACH-000203,-0.01915469427208159
ACH-000204,-0.2016059315885425
ACH-000206,-0.4661641616100528
ACH-000207,-0.2538124955060817
ACH-000208,-0.1898131054545766
ACH-000210,-0.011038617114065142
ACH-000211,-0.2601356263632322
ACH-000215,-0.10509079930190594
ACH-000221,-0.05100537659796549
ACH-000222,-0.2586694456611526
ACH-000223,-0.26336075102277345
ACH-000226,-0.08046681781245431
ACH-000227,-0.12274021721819715
ACH-000228,-0.16360752600944625
ACH-000231,-0.1857563908640219
ACH-000232,-0.016114001147358187
ACH-000233,-0.05753507670313784
ACH-000234,-0.1628402838657309
ACH-000235,-0.13314829569881864
ACH-000237,-0.2658504307954031
ACH-000238,-0.06943944054579303
ACH-000242,-0.4591641270052677
ACH-000243,-0.13262229895849514
ACH-000244,-0.055340629451493685
ACH-000246,-0.09412504033724553
ACH-000248,-0.2539247523895906
ACH-000250,-0.05640276175041105
ACH-000251,0.04861134749144025
ACH-000252,-0.31692540461178664
ACH-000253,-0.1572399902394111
ACH-000255,-0.19703970903967388
ACH-000256,-0.10360049511621056
ACH-000257,0.17601032946926862
ACH-000258,0.08823490823472495
ACH-000259,-0.1414170889256365
ACH-000260,-0.05421968026458805
ACH-000261,-0.11167190252931247
ACH-000262,-0.19540497165993426
ACH-000263,-0.08054908674670329
ACH-000264,-0.14332898224311594
ACH-000265,-0.03277218441797295
ACH-000266,-0.1380536649864494
ACH-000272,-0.13554751573401538
ACH-000274,-0.1090138103571854
ACH-000277,-0.03813036227568172
ACH-000278,-0.026685915465998286
ACH-000279,-0.12724452423063395
ACH-000280,0.0041027605939531935
ACH-000281,-0.13156016455693215
ACH-000288,-0.2089112853495325
ACH-000291,-0.12607040077074613
ACH-000293,-0.17045969188101193
ACH-000294,0.05836530502829153
ACH-000295,-0.05029250698110306
ACH-000296,0.0875384252786472
ACH-000302,-0.060887959609822434
ACH-000304,0.08135732620539693
ACH-000307,-0.2368144726430626
ACH-000308,-0.12379530549314713
ACH-000310,-0.10639452060293547
ACH-000311,-0.10381821853206452
ACH-000312,-0.1893010638292197
ACH-000315,0.1464816160222364
ACH-000316,-0.02891755687942358
ACH-000317,0.0051069600360110975
ACH-000318,-0.11774928125514893
ACH-000319,0.07687148188986499
ACH-000320,-0.2213431993290954
ACH-000322,-0.2924763232267073
ACH-000323,-0.06247028731915516
ACH-000324,-0.07833370274240205
ACH-000329,-0.17589217840179028
ACH-000330,-0.18182133524068067
ACH-000331,-0.2306027700769674
ACH-000332,-0.1454146198685509
ACH-000334,0.09253549702155876
ACH-000335,-0.4470847963061536
ACH-000336,-0.0250942427530908
ACH-000337,-0.08624556957315725
ACH-000338,0.04521976699386943
ACH-000339,-0.15146587309392076
ACH-000341,-0.3158375600007396
ACH-000348,-0.17016084654507152
ACH-000350,-0.11140585358519668
ACH-000352,-0.16332323233120624
ACH-000356,0.017988729698498532
ACH-000361,-0.2174850131274604
ACH-000362,0.05742407096219861
ACH-000363,0.017397937554885515
ACH-000364,-0.16330330351490002
ACH-000365,-0.02029225934572482
ACH-000366,-0.1769131123442971
