,NABP1 (64859)
ACH-000004,0.15257632115835454
ACH-000005,-0.14089327989737935
ACH-000007,0.1068132617429921
ACH-000009,-0.09704058202170504
ACH-000011,0.06628889576867444
ACH-000012,-0.04346435400909822
ACH-000013,0.0748445419688142
ACH-000014,0.02659522233613551
ACH-000015,0.028479202395407438
ACH-000017,-0.025710780012764764
ACH-000018,-0.14681839086739587
ACH-000019,-0.06011540824163554
ACH-000021,0.042621873295015
ACH-000022,0.0042430131992626735
ACH-000025,0.047989988655567285
ACH-000028,-0.06357968722495423
ACH-000030,0.04151226733561685
ACH-000035,0.013865144955284486
ACH-000036,0.01969495649307996
ACH-000037,0.06958482011565452
ACH-000039,-0.18374207927020436
ACH-000040,0.011351896649950044
ACH-000041,0.08744043135054977
ACH-000042,0.11792409556784132
ACH-000045,0.09179917345842274
ACH-000047,0.02101387775392176
ACH-000052,0.0395054886418366
ACH-000053,0.04369137573104308
ACH-000054,0.025801696873576842
ACH-000055,0.18790756244866436
ACH-000060,0.05975932666471771
ACH-000067,0.00762371538593499
ACH-000070,0.0930244158094573
ACH-000075,0.016664853689472837
ACH-000078,0.08234820232747099
ACH-000082,0.03488495536646025
ACH-000085,0.06447565490358115
ACH-000086,-0.018676292349178496
ACH-000087,0.00820572145043158
ACH-000092,0.04739548307805988
ACH-000095,-0.003067559489142733
ACH-000097,-0.0099227205189695
ACH-000098,0.009134592329746869
ACH-000099,0.04607935194453154
ACH-000108,0.0623435582294427
ACH-000113,0.10515562130313544
ACH-000116,0.0946063790100208
ACH-000118,0.048122011144540566
ACH-000120,0.14380853450684214
ACH-000123,-0.0010803571874587793
ACH-000127,0.04522769798516295
ACH-000128,-0.05405050262884891
ACH-000132,0.02243482467489784
ACH-000133,-0.1375626662864461
ACH-000137,-0.025615077705146615
ACH-000138,0.0939438903809097
ACH-000142,0.14906091489256187
ACH-000143,-0.013662935484476878
ACH-000146,0.04385352759958979
ACH-000148,0.029072971517684638
ACH-000150,0.056070331298193415
ACH-000152,0.08752467396798634
ACH-000153,0.22321310692946134
ACH-000159,0.17062804498719236
ACH-000160,0.10541695762662508
ACH-000163,0.17574812971900144
ACH-000167,0.015843621869502517
ACH-000168,0.057039513605552476
ACH-000169,0.061176669836649225
ACH-000178,0.06109684039942556
ACH-000183,-0.024966944395829246
ACH-000188,0.08339055429576038
ACH-000189,0.09366223185049667
ACH-000190,-0.015888925208000143
ACH-000198,0.052990898249394916
ACH-000203,0.19876811332384314
ACH-000204,0.00020980609019714122
ACH-000206,0.007307703469402009
ACH-000207,-0.13671246957215516
ACH-000208,0.16763902303741846
ACH-000210,-0.007586668862165484
ACH-000211,0.07967648466689291
ACH-000215,-0.03754181697317505
ACH-000221,0.11954591870555935
ACH-000222,0.17412499154776545
ACH-000223,0.0017521208961356974
ACH-000226,-0.0696385506589616
ACH-000227,-0.025547448718856204
ACH-000228,0.18007017298333242
ACH-000231,0.05147260745158773
ACH-000232,0.10649946990038836
ACH-000233,-0.1744215170856138
ACH-000234,-0.08839003106341389
ACH-000235,-0.05584248085260293
ACH-000237,-0.02684065204114765
ACH-000238,0.13465040030796085
ACH-000242,0.18873558725381828
ACH-000243,0.0856463013151282
ACH-000244,0.2164300885958333
ACH-000246,0.033756200001344966
ACH-000248,-0.09594990247988533
ACH-000250,0.01581050843760452
ACH-000251,0.011553802552265137
ACH-000252,-0.20102518697766492
ACH-000253,0.2553319987413082
ACH-000255,0.0940306938950481
ACH-000256,0.2840679370306395
ACH-000257,-0.017033001944261463
ACH-000258,0.2492961727917867
ACH-000259,0.10925086785445326
ACH-000260,0.016947747757328338
ACH-000261,0.0595541091481032
ACH-000262,0.13505327358732533
ACH-000263,-0.1292854499180362
ACH-000264,0.1299246779058328
ACH-000265,0.0821554520683982
ACH-000266,0.01098349345118487
ACH-000272,0.04904946484427395
ACH-000274,-0.04126915979008943
ACH-000277,0.04786959558441379
ACH-000278,0.14318190077489915
ACH-000279,-0.047925628334528576
ACH-000280,0.011886285611625056
ACH-000281,0.005056964561206581
ACH-000288,0.023082927603007567
ACH-000291,0.053124327079344495
ACH-000293,0.15241228977785698
ACH-000294,-0.013196199904841869
ACH-000295,0.1112541296751656
ACH-000296,-0.01301675736182775
ACH-000302,0.04427981765835328
ACH-000304,-0.1702897959183592
ACH-000307,0.013364346157184416
ACH-000308,0.07085910617576087
ACH-000310,0.12799759179336107
ACH-000311,0.2643408198424438
ACH-000312,0.21955664339243144
ACH-000315,-0.10972875357108718
ACH-000316,0.03786715170718834
ACH-000317,0.1136411559757744
ACH-000318,-0.022959627655332486
