,DUOXA2 (405753)
ACH-000004,-0.23043969801466305
ACH-000005,-0.011349938978512268
ACH-000007,-0.2786713727749672
ACH-000009,-0.1736490894504368
ACH-000011,-0.11418566267800626
ACH-000012,-0.2884806088852344
ACH-000013,-0.12865678759498805
ACH-000014,-0.25079502780603424
ACH-000015,-0.08767378522576011
ACH-000017,-0.20646577410919406
ACH-000018,0.1026537705484594
ACH-000019,-0.2258711267983323
ACH-000021,-0.10092993509060373
ACH-000022,-0.07606582436506164
ACH-000025,-0.2527662047455802
ACH-000028,-0.06399297528656556
ACH-000030,-0.13975932148768191
ACH-000035,-0.1829631130606098
ACH-000036,-0.11635421474106952
ACH-000037,-0.1080136355550126
ACH-000039,-0.28077051242152634
ACH-000040,-0.1274177630726778
ACH-000041,-0.07932996604077804
ACH-000042,-0.22528468646167926
ACH-000045,-0.3808695554154067
ACH-000047,-0.2773456231037411
ACH-000052,-0.24097773073889195
ACH-000053,-0.2854336874370339
ACH-000054,-0.11418621824564525
ACH-000055,-0.22120617247910065
ACH-000060,-0.2031755794957513
ACH-000067,-0.3019781839936488
ACH-000070,-0.3242693048449911
ACH-000075,-0.02025909655650309
ACH-000078,-0.019423874860507718
ACH-000082,-0.26995706412150017
ACH-000085,-0.023682234975960687
ACH-000086,-0.2346608899663241
ACH-000087,-0.0542255753714338
ACH-000092,-0.2632465997051566
ACH-000095,-0.1247050592142075
ACH-000097,-0.08283979093033796
ACH-000098,-0.11975144723924218
ACH-000099,-0.19485214048985652
ACH-000108,-0.34519749780780634
ACH-000113,-0.0005005342285148898
ACH-000116,-0.04500660263557904
ACH-000118,-0.1339843213954887
ACH-000120,-0.19795748550316994
ACH-000123,-0.1093383511145252
ACH-000127,-0.07069470136963486
ACH-000128,-0.11273703959690345
ACH-000132,-0.3393896896583161
ACH-000133,-0.025623077374456182
ACH-000137,-0.2334879283529475
ACH-000138,-0.036285936813813265
ACH-000142,-0.07809806899158904
ACH-000143,-0.3675008161247299
ACH-000146,-0.21900183424091435
ACH-000148,-0.2499323577831947
ACH-000150,-0.16546259554771167
ACH-000152,0.008647193003006523
ACH-000153,-0.04214726529489481
ACH-000159,-0.1141666926882671
ACH-000160,-0.4236832939802915
ACH-000163,-0.10951289877076506
ACH-000167,-0.2880380073768801
ACH-000168,-0.3351890015416026
ACH-000169,-0.21583495106680226
ACH-000178,-0.18646949616485112
ACH-000183,-0.2922201781781598
ACH-000188,-0.10126917758949233
ACH-000189,-0.008231349530867862
ACH-000190,-0.09528903049263077
ACH-000198,-0.15447298620212518
ACH-000203,-0.8667642767977475
ACH-000204,-0.1261691788539027
ACH-000206,-0.102594197208265
ACH-000207,-0.1258019265134102
ACH-000208,-0.007855730992532315
ACH-000210,-0.08456649456225086
ACH-000211,-0.1429543787856144
ACH-000215,-0.09575810938149787
ACH-000221,-0.3479681832279651
ACH-000222,-0.20307073115088234
ACH-000223,-0.2599478305333904
ACH-000226,-0.3875384109310248
ACH-000227,-0.21077519619989651
ACH-000228,-0.2277664258472512
ACH-000231,-0.14970910286026498
ACH-000232,-0.12090357964930533
ACH-000233,-0.2423468432691529
ACH-000234,-0.2354816940248263
ACH-000235,-0.2004465624050709
ACH-000237,-0.24364626991896896
ACH-000238,-0.23102493412779745
ACH-000242,-0.17482558891864872
ACH-000243,-0.22676099991695345
ACH-000244,0.05274128197768209
ACH-000246,-0.15421786857588315
ACH-000248,-0.1739202543579978
ACH-000250,-0.10007330944592563
ACH-000251,-0.2608222920894008
ACH-000252,-0.1514552319385479
ACH-000253,-0.17057769854552515
ACH-000255,-0.3256371395136276
ACH-000256,-0.1676938336527922
ACH-000257,-0.15716180487803158
ACH-000258,-0.3050776367179317
ACH-000259,-0.16997203982315884
ACH-000260,-0.2658818358830181
ACH-000261,-0.2567970981866631
ACH-000262,0.002947102190242988
ACH-000263,-0.14415285944580494
ACH-000264,-0.15704875547511826
ACH-000265,-0.2709757017944641
ACH-000266,-0.2041859953852563
ACH-000272,-0.2830846711901829
ACH-000274,-0.24677797563495946
ACH-000277,-0.2611469296031629
ACH-000278,-0.20315843610845416
ACH-000279,-0.22660524319991165
ACH-000280,-0.20671894746267525
ACH-000281,-0.05201536210910413
ACH-000288,-0.16763666766139135
ACH-000291,-0.1514600671037616
ACH-000293,-0.09054697086723172
ACH-000294,-0.24410911000033975
ACH-000295,0.057487556990886216
ACH-000296,-0.30117803875868393
ACH-000302,-0.30478043581096403
ACH-000304,-0.20959853117293145
ACH-000307,-0.23487576192458395
ACH-000308,-0.08689258562806876
ACH-000310,-0.31119836043618593
ACH-000311,-0.12891662174081356
ACH-000312,-0.20459394078671125
ACH-000315,-0.1369225286952072
ACH-000316,-0.16690970399933389
ACH-000317,-0.1193354666232204
ACH-000318,-0.15460962770906309
ACH-000319,-0.2924232711994762
ACH-000320,-0.2736079953134011
ACH-000322,-0.17962444708655878
ACH-000323,-0.0044910684797902535
ACH-000324,-0.1032838646294692
ACH-000329,-0.07071521927295706
ACH-000330,-0.09921071479398827
ACH-000331,-0.1631812544384057
ACH-000332,-0.11978969218298155
ACH-000334,-0.2827394468419199
ACH-000335,-0.02891922510003377
ACH-000336,-0.06541978291565101
ACH-000337,-0.3685658329882943
ACH-000338,-0.20213624432657545
ACH-000339,-0.15972346542995067
ACH-000341,-0.23835768148736736
ACH-000348,-0.31347097914117283
ACH-000350,-0.3958302374362964
ACH-000352,-0.26623797033374325
ACH-000356,-0.12320662436655412
ACH-000361,-0.0824081762949832
ACH-000362,-0.16136056112523553
ACH-000363,-0.19269128797683874
ACH-000364,0.1180424143207352
ACH-000365,-0.2703298406337111
ACH-000366,-0.15085511578845182
