,MEX3C (51320)
ACH-000004,-0.08635030687275967
ACH-000005,-0.25665178223634144
ACH-000007,0.01333804717975445
ACH-000009,-0.08765401532421406
ACH-000011,-0.3190702719303283
ACH-000012,-0.1453552954396954
ACH-000013,-0.1045279505249187
ACH-000014,0.04774188530406129
ACH-000015,0.08737767114426592
ACH-000017,-0.039736936680753496
ACH-000018,0.10614843129317646
ACH-000019,-0.23403354871048734
ACH-000021,-0.06455860530704131
ACH-000022,0.02280283002182196
ACH-000025,-0.2103308752350076
ACH-000028,-0.06634448355155771
ACH-000030,-0.14762824139915898
ACH-000035,0.025309504773503168
ACH-000036,-0.1683187771007083
ACH-000037,-0.1415605055925205
ACH-000039,-0.112902162057204
ACH-000040,-0.13296112261719298
ACH-000041,-0.25080046350074764
ACH-000042,-0.08607774637337844
ACH-000045,0.005735606179995767
ACH-000047,-0.04370729962520479
ACH-000052,0.03557998629894614
ACH-000053,-0.04870433814772118
ACH-000054,-0.0970911614902776
ACH-000055,-0.18880388061061454
ACH-000060,-0.2560463198879473
ACH-000067,-0.1342096772561856
ACH-000070,-0.15685871720999048
ACH-000075,-0.07855164495849981
ACH-000078,-0.08100443831216797
ACH-000082,-0.05796927936840698
ACH-000085,-0.1454481805695431
ACH-000086,0.14451426717220525
ACH-000087,-0.062354134320559626
ACH-000092,-0.05793262373203671
ACH-000095,-0.18737058780035015
ACH-000097,-0.16684350588426905
ACH-000098,-0.001833491744933722
ACH-000099,-0.13111388034096036
ACH-000108,0.039911399828792056
ACH-000113,-0.302946106191228
ACH-000116,-0.12951169081475644
ACH-000118,-0.005442756806086504
ACH-000120,-0.09800060830594126
ACH-000123,-0.0343734566288884
ACH-000127,-0.03232502938282748
ACH-000128,-0.2809560904697325
ACH-000132,-0.28287561059056154
ACH-000133,-0.003752493719621223
ACH-000137,0.1138884454268117
ACH-000138,-0.0835085784994752
ACH-000142,0.0010356665452738206
ACH-000143,-0.03821235119990893
ACH-000146,-0.02743615201793194
ACH-000148,-0.0057868218701638465
ACH-000150,-0.061973404134650134
ACH-000152,-0.040209415210546266
ACH-000153,0.10066153589090376
ACH-000159,-0.03883339103182048
ACH-000160,-0.06509547333374417
ACH-000163,-0.05043616710700128
ACH-000167,-0.251450453522623
ACH-000168,-0.138915052246073
ACH-000169,-0.18836957135490326
ACH-000178,-0.21122293872891607
ACH-000183,-0.13842655589484426
ACH-000188,-0.044337995896949464
ACH-000189,-0.041708383355208656
ACH-000190,-0.07031284722086473
ACH-000198,0.014655546907019675
ACH-000203,-0.024292013820314054
ACH-000204,-0.14267001569721574
ACH-000206,-0.17318740098169216
ACH-000207,-0.1149711309534254
ACH-000208,-0.13951206399976107
ACH-000210,-0.08802915704677534
ACH-000211,-0.0834272810822892
ACH-000215,-0.06101579766551731
ACH-000221,-0.14464318543015814
ACH-000222,-0.20651512071989275
ACH-000223,-0.19963142439128914
ACH-000226,-0.1561949269774237
ACH-000227,-0.11834985231165808
ACH-000228,-0.2926299144548081
ACH-000231,-0.14238147666338946
ACH-000232,-0.0819767277218436
ACH-000233,-0.17398795123310568
ACH-000234,-0.05825837063230134
ACH-000235,-0.018569223294384398
ACH-000237,-0.13246606963225474
ACH-000238,-0.1653578882972688
ACH-000242,0.08168700755121712
ACH-000243,-0.11396433617053495
ACH-000244,-0.16461652268925706
ACH-000246,-0.2321617893804155
ACH-000248,0.06759819548522936
ACH-000250,-0.2193705323091889
ACH-000251,-0.06625871669162134
ACH-000252,-0.11625936017515015
ACH-000253,-0.0629246559568607
ACH-000255,0.02812985665883561
ACH-000256,-0.3488497330366297
ACH-000257,-0.008665588226165649
ACH-000258,-0.2159172756791071
ACH-000259,-0.049990543673737016
ACH-000260,-0.07912670881146573
ACH-000261,-0.17568471898600085
ACH-000262,-0.19053647171807855
ACH-000263,-0.4009413462881224
ACH-000264,-0.1714305856847355
ACH-000265,0.03197981911212834
ACH-000266,-0.06981868729342723
ACH-000272,-0.07415449240525497
ACH-000274,-0.22557913734694304
ACH-000277,-0.13055908433710528
ACH-000278,-0.28568308636544115
ACH-000279,-0.059422441159182125
ACH-000280,0.12052646769078824
ACH-000281,-0.2395244534741888
ACH-000288,0.08149520430574538
ACH-000291,-0.11234476774091454
ACH-000293,-0.1391664815021422
ACH-000294,-0.061933794185473026
ACH-000295,0.0839430225146132
ACH-000296,-0.21688924082497665
ACH-000302,-0.0531130500697899
ACH-000304,-0.011260938378315065
ACH-000307,0.011596018748216969
ACH-000308,-0.08704047473086088
ACH-000310,-0.16486167471663798
ACH-000311,0.01465081270585055
ACH-000312,-0.09485553898729132
ACH-000315,0.10299702009837028
ACH-000316,-0.051926599419364665
ACH-000317,-0.03880349356765947
ACH-000318,-0.028393629479849018
ACH-000319,-0.07125735556332456
ACH-000320,-0.270191709170963
ACH-000322,-0.029539397104165695
ACH-000323,-0.0323639590071668
ACH-000324,-0.13013434630055426
ACH-000329,-0.13828777820980712
ACH-000330,-0.016881910215743434
ACH-000331,-0.1304253348682765
ACH-000332,-0.23180741795261806
ACH-000334,-0.008037577535658254
ACH-000335,-0.16700808634160466
ACH-000336,0.025756821654439783
ACH-000337,-0.3030162363382069
ACH-000338,0.3610537894237548
ACH-000339,-0.14230557130868907
ACH-000341,-0.059094641781979214
ACH-000348,-0.056345940204847525
ACH-000350,0.049573016280741185
ACH-000352,-0.07823743242889097
ACH-000356,-0.0816889327498708
ACH-000361,-0.09457676500233954
ACH-000362,-0.1666431946142696
ACH-000363,-0.18689069775894307
ACH-000364,-0.15014939452570011
ACH-000365,0.17766913780795754
ACH-000366,-0.07113650532196919
ACH-000368,-0.2018338301531681
ACH-000374,0.06882862460181367
ACH-000375,-0.25952449893388924
ACH-000376,-0.10152806723436963
ACH-000381,-0.05162205404645274
ACH-000383,-0.11829708691692825
ACH-000387,0.015889163182857245
ACH-000389,-0.017561423303879727
ACH-000390,-0.10661548759664814
ACH-000393,-0.15424637762429352
ACH-000395,0.15382365986149246
ACH-000396,-0.1905731407195686
ACH-000397,-0.17405689057952467
ACH-000401,-0.1342525347288526
ACH-000402,-0.0388117210439751
ACH-000403,-0.18893239416987784
ACH-000404,0.11452744595780323
ACH-000406,-0.06158927446045043
ACH-000407,0.04677158893901073
ACH-000408,0.1588211247444754
ACH-000410,-0.07673499562621929
ACH-000411,-0.057784661640689815
ACH-000414,-0.05376122296391807
ACH-000415,-0.20505526400903376
ACH-000416,-0.023872919094142398
ACH-000420,-0.04891228352377526
ACH-000421,-0.13828637620926426
ACH-000424,-0.1251373161627516
ACH-000425,-0.19843190465880992
ACH-000426,0.11107514359470247
ACH-000427,-0.15758835695973886
ACH-000433,-0.11392099638143875
ACH-000435,-0.28774867889740363
ACH-000436,0.056980745871404524
ACH-000444,-0.15745489637596335
ACH-000445,-0.00014412360596524873
ACH-000448,-0.029107772544820783
ACH-000450,0.1148105255150132
ACH-000452,-0.09195439310637044
ACH-000454,0.10589245041284512
ACH-000458,-0.16212400642238572
ACH-000459,-0.04045701733853161
ACH-000460,0.0071865709637208815
ACH-000461,0.1227600391897313
ACH-000463,-0.08806346034255913
ACH-000464,-0.01261974166836878
ACH-000466,-0.27529336836371626
ACH-000467,-0.08834829490604325
ACH-000468,-0.0155419341559318
ACH-000469,-0.1584264107952383
ACH-000470,-0.0857901359798737
ACH-000471,-0.17788560192202127
ACH-000472,-0.1272462199262553
ACH-000473,-0.06308481317926701
ACH-000475,-0.1309634326220109
ACH-000476,-0.1772997469755493
ACH-000477,-0.22130638762856525
ACH-000479,0.059178416980850725
ACH-000480,-0.03912271473323061
