,SBSN (374897)
ACH-000004,-0.015544921819295482
ACH-000005,0.13102327075716394
ACH-000007,-0.061630027813478684
ACH-000009,-0.07279275174419803
ACH-000011,-0.0056420542635430854
ACH-000012,-0.15456615165545395
ACH-000013,-0.41316772884490105
ACH-000014,-0.00898106741018056
ACH-000015,-0.17069957310143166
ACH-000017,0.021480178191656242
ACH-000018,0.06199225142149405
ACH-000019,-0.18343417978807672
ACH-000021,-0.21306581166455985
ACH-000022,-0.15628172085785996
ACH-000025,0.040674801694424965
ACH-000028,-0.10539528801329102
ACH-000030,-0.2236906863191641
ACH-000035,-0.2661388427722127
ACH-000036,-0.08645670664681883
ACH-000037,0.0962246293989349
ACH-000039,-0.04741020430434792
ACH-000040,-0.07158679430582543
ACH-000041,-0.06893242830255293
ACH-000042,-0.013142813851957643
ACH-000045,-0.1587968285230419
ACH-000047,-0.06855562403658604
ACH-000052,0.14729226021637315
ACH-000053,-0.17938770529325448
ACH-000054,-0.16039570461349892
ACH-000055,-0.07602600767977054
ACH-000060,0.03767686180623386
ACH-000067,-0.07434501098118687
ACH-000070,0.09564620581962116
ACH-000075,-0.2466205488516316
ACH-000078,-0.2533493771482018
ACH-000082,-0.02870220389371092
ACH-000085,-0.2124743430038595
ACH-000086,-0.2533619739965575
ACH-000087,0.12213561878990516
ACH-000092,-0.22069431107888948
ACH-000095,-0.020747673874807557
ACH-000097,-0.08859532982974018
ACH-000098,-0.20914786078410505
ACH-000099,-0.08161286340817027
ACH-000108,-0.04949757592333512
ACH-000113,-0.043797858581602615
ACH-000116,-0.03747551765417366
ACH-000118,-0.05940107538645693
ACH-000120,-0.1570934023644489
ACH-000123,-0.19101663306755984
ACH-000127,-0.1497501025201883
ACH-000128,-0.055591957656265484
ACH-000132,-0.1343671549510937
ACH-000133,-0.09541363049111384
ACH-000137,-0.2799883996456233
ACH-000138,-0.19798050032978767
ACH-000142,-0.03922860152543127
ACH-000143,-0.3558334749718308
ACH-000146,-0.09082670075068056
ACH-000148,-0.019245643435503917
ACH-000150,-0.05934544853747955
ACH-000152,-0.12496627197365096
ACH-000153,-0.24749369107926336
ACH-000159,-0.05992393664223169
ACH-000160,0.01897083428546158
ACH-000163,-0.030523851867213236
ACH-000167,0.09774735033200392
ACH-000168,-0.003023952990883813
ACH-000169,0.14710902725479785
ACH-000178,-0.08774490294261117
ACH-000183,0.01679687387197602
ACH-000188,-0.02841433644891817
ACH-000189,0.12656638783811824
ACH-000190,0.13357197995291772
ACH-000198,-0.08752157573045469
ACH-000203,-0.15969329384769534
ACH-000204,-0.011444333484126608
ACH-000206,-0.09178086411840987
ACH-000207,-0.14215758375565954
ACH-000208,0.3527611242081158
ACH-000210,0.08167016434928095
ACH-000211,-0.09724451980163112
ACH-000215,-0.04857814351880388
ACH-000221,-0.1304931337395242
ACH-000222,-0.37057643693019576
ACH-000223,0.037839306117970005
ACH-000226,-0.19191250072338767
ACH-000227,-0.2121627619782208
ACH-000228,-0.11159255341114986
ACH-000231,0.05391290208867538
ACH-000232,-0.09049928446163097
ACH-000233,-0.07531696419435803
ACH-000234,-0.008397050692542197
ACH-000235,-0.035721550361965754
ACH-000237,-0.05234402313917677
ACH-000238,-0.02309304620024072
