,HOXC6 (3223)
ACH-000004,-0.2128483029507256
ACH-000005,-0.3102631480614294
ACH-000007,-0.2401848869592655
ACH-000009,-0.22660595717171844
ACH-000011,-0.18176068300025566
ACH-000012,-0.12687735094419328
ACH-000013,-0.2612471531363096
ACH-000014,-0.03067987502992225
ACH-000015,-0.23576717832482744
ACH-000017,-0.39084840478288535
ACH-000018,-0.190673908262232
ACH-000019,-0.1768952652514033
ACH-000021,-0.16810552630089012
ACH-000022,-0.19628348624732106
ACH-000025,-0.21302846787350235
ACH-000028,-0.2295742224112376
ACH-000030,-0.16415053837616006
ACH-000035,-0.055761161468759236
ACH-000036,-0.1818007857590512
ACH-000037,-0.3332931416739945
ACH-000039,-0.19942231439299413
ACH-000040,-0.25214998936362265
ACH-000041,-0.4020926300162631
ACH-000042,-0.11872306108824078
ACH-000045,-0.18206923926574206
ACH-000047,-0.1463399030256231
ACH-000052,-0.21567233622553286
ACH-000053,-0.17322205036637955
ACH-000054,-0.14777870537163806
ACH-000055,-0.1912332904090595
ACH-000060,-0.03026849951182946
ACH-000067,-0.4256431061047415
ACH-000070,-0.16430174106443335
ACH-000075,-0.2982088813714946
ACH-000078,-0.002972452431769729
ACH-000082,-0.16996265314697706
ACH-000085,-0.5892473719182459
ACH-000086,-0.2742093174443392
ACH-000087,-0.18953135649732528
ACH-000092,-0.09749143440397656
ACH-000095,-0.15878105039568535
ACH-000097,-0.2634088677834688
ACH-000098,-0.17280619358622462
ACH-000099,-0.16575350923512347
ACH-000108,-0.23655279093684325
ACH-000113,-0.1916053799722192
ACH-000116,-0.15553096784994147
ACH-000118,-0.2132947320567424
ACH-000120,-0.07307005909285537
ACH-000123,-0.16245387822669471
ACH-000127,-0.2623384213375176
ACH-000128,-0.2364571009193376
ACH-000132,0.01201969819274404
ACH-000133,-0.40578808505850333
ACH-000137,-0.2784690547207209
ACH-000138,-0.22307416774358746
ACH-000142,-0.0946865537658256
ACH-000143,-0.02245759431243645
ACH-000146,-0.1997061843406662
