,MPLKIP (136647)
ACH-000206,-0.2745506675630975
ACH-000207,-0.0657309013705539
ACH-000208,-0.37433939383551945
ACH-000210,-0.02722539138502503
ACH-000211,-0.09362904159555274
ACH-000215,-0.027636006674635186
ACH-000221,0.025627726828605785
ACH-000222,-0.06753527674047131
ACH-000223,-0.12463524420117834
ACH-000226,-0.1191868537808828
ACH-000227,-0.029058885296506045
ACH-000228,-0.33451873611055394
ACH-000231,-0.24372356050325994
ACH-000232,-0.14779988735926172
ACH-000233,-0.0465693333493632
ACH-000234,-0.2403739627306189
ACH-000235,-0.19990173139893044
ACH-000237,-0.2885243329263593
ACH-000238,-0.1730374161604683
ACH-000242,-0.26499158366542364
ACH-000243,-0.1859795887468098
ACH-000244,-0.16511992034367198
ACH-000246,-0.1683157889025377
ACH-000248,0.03230425348253732
ACH-000250,-0.01830447489605329
ACH-000251,0.05766715352898918
ACH-000252,-0.12817232147571836
ACH-000253,-0.12491606328133335
ACH-000255,-0.2141130556163333
ACH-000256,-0.008776121164602321
ACH-000257,-0.032386770595891165
ACH-000258,-0.08946809431561435
ACH-000259,-0.059103695256723016
ACH-000260,-0.17728185504477045
ACH-000261,-0.1532208321180631
ACH-000262,-0.20917684962497465
ACH-000263,-0.03552461419375436
ACH-000264,-0.10566497162436933
ACH-000265,-0.10031011493322432
ACH-000266,-0.15306196667256514
ACH-000272,-0.17717921119800778
ACH-000274,-0.20100225447401154
ACH-000277,-0.010510933403805049
ACH-000278,-0.24908131232983305
ACH-000279,-0.08697102369646023
ACH-000280,-0.07859691358459996
ACH-000281,0.024697720240959918
ACH-000288,-0.2300991486262085
ACH-000291,-0.1074054836020602
ACH-000293,-0.14103764235517274
ACH-000294,-0.31593930692373184
ACH-000295,-0.19954890147889864
ACH-000296,-0.04372611919494016
ACH-000302,0.011735363618968916
ACH-000304,-0.1411548901375806
ACH-000307,-0.173378010970369
ACH-000308,-0.1318513780430772
ACH-000310,-0.20012312251616973
ACH-000311,0.1369969250164872
ACH-000312,-0.025421060042593244
ACH-000315,-0.21482564232232645
ACH-000316,-0.07339488037232582
ACH-000317,0.0978919161075607
ACH-000318,-0.13992886301410476
ACH-000319,-0.24438165186093325
ACH-000320,-0.006781151059243614
ACH-000322,-0.16592457236239144
ACH-000323,-0.1661720395624163
ACH-000324,-0.09419451657208276
ACH-000329,-0.21220678348205385
ACH-000330,-0.1070927395227005
ACH-000331,-0.11523275639303646
ACH-000332,-0.11961093760901195
ACH-000334,-0.05429158370769077
ACH-000335,-0.07525187887191782
ACH-000336,-0.051141567573817284
ACH-000337,-0.3520661316339904
ACH-000338,-0.014110332425071882
ACH-000339,-0.4140142092965203
ACH-000341,-0.1043896947049446
ACH-000348,-0.12868754003326496
ACH-000350,-0.09949136572627656
ACH-000352,-0.2161866118364172
ACH-000356,-0.2083894686410148
ACH-000361,-0.13400051388321754
ACH-000362,-0.09402694579841313
ACH-000363,-0.006265506735763398
ACH-000364,-0.3112628763674848
ACH-000365,-0.005293673245425108
ACH-000366,-0.07071308369832158
ACH-000368,-0.15512120533232251
ACH-000374,-0.12964132800748088
ACH-000375,-0.44782737704642295
ACH-000376,-0.18959266443250267
ACH-000381,-0.018686699108252592
ACH-000383,-0.07417143861347564
ACH-000387,0.017248850705692032
ACH-000389,-0.14054766222850998
ACH-000390,-0.06590996142515011
ACH-000393,-0.09637335054089104
ACH-000395,-0.2199603277009396
ACH-000396,-0.12176717359356246
ACH-000397,-0.14863050488626892
ACH-000401,-0.06745374756704085
ACH-000402,-0.1433134206422198
ACH-000403,-0.1093374281341987
ACH-000404,-0.19378926697997487
ACH-000406,-0.04655748146837867
ACH-000407,-0.1883234721439723
ACH-000408,-0.23975682137386894
ACH-000410,-0.30988558225644264
ACH-000411,-0.2330604426387048
ACH-000414,-0.018502244309885344
ACH-000415,-0.08133956662627959
ACH-000416,-0.14922469966626858
ACH-000420,-0.20425375608506904
ACH-000421,-0.1000383897559428
ACH-000424,-0.2215490750111157
ACH-000425,-0.19837956511733015
ACH-000426,-0.2325231597384219
ACH-000427,-0.06409105651018969
ACH-000433,-0.1715478695872151
ACH-000435,-0.08720581847624995
ACH-000436,-0.0909412840202353
ACH-000444,-0.006487574253595474
ACH-000445,-0.13543609542728366
ACH-000448,-0.04057213588584981
ACH-000450,-0.1478751896532052
ACH-000452,-0.2906841122283603
ACH-000454,-0.05430934837038213
ACH-000458,-0.06156852793855989
ACH-000459,-0.15862751235620354
ACH-000460,-0.1653075920695796
ACH-000461,0.08111370802012355
ACH-000463,-0.007034286623371687
ACH-000464,0.031759706904153195
ACH-000466,-0.04844613576149358
ACH-000467,-0.1040728788647918
ACH-000468,-0.10878411573988347
ACH-000469,-0.15574646628451247
ACH-000470,-0.1441432057620652
ACH-000471,-0.122563317777857
ACH-000472,-0.10308280728802233
ACH-000473,-0.03383503958437737
ACH-000475,-0.006878751192398255
ACH-000476,-0.05299982322618147
ACH-000477,-0.1430492038769336
ACH-000479,-0.2969895400571156
ACH-000480,0.08689603168077185
ACH-000481,-0.07922428938162893
ACH-000483,-0.14576068588833904
ACH-000484,-0.2148944487962384
ACH-000485,0.03081331228541157
ACH-000486,-0.16569781762067592
ACH-000487,-0.2595926801869174
ACH-000488,-0.04468926712463253
ACH-000490,-0.3082094003591885
ACH-000491,-0.04698077161873795
ACH-000495,-0.2086012815517127
ACH-000496,-0.0972541950282056
ACH-000499,0.04473385043706984
ACH-000500,0.13390865416164685
ACH-000502,-0.11279600135981778
ACH-000503,0.08716166714551593
ACH-000505,-0.1652840642867858
ACH-000507,-0.17618866147415896
ACH-000510,-0.10527441899257108
ACH-000511,-0.046779302896828655
ACH-000512,0.040012684954435086
ACH-000516,-0.22652555305216585
ACH-000517,-0.057739981341480964
ACH-000518,-0.04437895914143822
ACH-000520,-0.19668897301677546
ACH-000521,-0.1205116207029434
ACH-000522,-0.28378950592437824
ACH-000524,-0.0693965340986054
ACH-000527,-0.05500229531386063
ACH-000528,-0.07478475262425079
ACH-000537,-0.004928343153813838
ACH-000541,-0.249026340526878
ACH-000542,-0.11078236077293488
ACH-000544,-0.17981635791119185
ACH-000545,-0.13916499005588967
ACH-000547,-0.1705321351723065
ACH-000548,-0.23335588149968603
ACH-000549,-0.1462201415001896
ACH-000550,-0.17684141975730325
ACH-000552,-0.15318852323626314
ACH-000556,0.003396036702002793
ACH-000557,-0.10432132776004438
ACH-000569,-0.0339380607556473
ACH-000570,-0.044490310817251334
ACH-000571,-0.00134525014854064
ACH-000573,-0.17104367674190424
ACH-000576,-0.1467837548736257
ACH-000579,0.09961460905570013
ACH-000580,-0.1433648294314886
ACH-000584,-0.19096822813570086
ACH-000585,-0.14222278579531153
ACH-000588,-0.044717559970196614
ACH-000589,0.05781410439331033
ACH-000591,-0.13171747330334166
ACH-000593,-0.13773180627504394
ACH-000600,-0.09634457819806587
ACH-000601,-0.10364726463223556
ACH-000605,-0.09121915892015132
ACH-000606,-0.1703584124401679
ACH-000608,-0.17021945319037998
ACH-000614,-0.10043459605510456
ACH-000616,-0.18376391052070976
ACH-000618,-0.10850544371009874
ACH-000619,-0.10804005357234474
ACH-000620,-0.07507134493812692
ACH-000621,-0.1053756847980253
ACH-000622,-0.1886327928780946
ACH-000623,-0.12115232639262445
ACH-000624,-0.1270025912624536
ACH-000627,-0.20296645920486764
ACH-000630,-0.04443155834574407
ACH-000631,-0.2538396696341898
ACH-000632,-0.1059086323740294
ACH-000633,-0.057310086312559336
ACH-000637,0.05225370583580567
ACH-000638,-0.09250641229624007
ACH-000646,-0.05813014597769697
ACH-000647,-0.10124752779292746
ACH-000648,-0.062217832819722776
ACH-000649,-0.1221109912257035
ACH-000651,-0.012026419320040038
ACH-000652,-0.05600590381036425
ACH-000653,-0.12022548682403415
ACH-000657,-0.1130089010565674
ACH-000658,-0.10470893949078908
ACH-000661,-0.2357498023703165
ACH-000662,0.06689652480299739
ACH-000663,-0.07421954949676368
ACH-000665,-0.12625988281217393
ACH-000671,-0.06620735038503697
ACH-000672,0.1536808725365178
ACH-000673,-0.2052298470986844
ACH-000676,-0.09267631035089964
ACH-000677,-0.047912471197820376
ACH-000681,0.0913649265764531
ACH-000683,-0.15135772003805348
ACH-000684,-0.2782717658746052
ACH-000688,-0.08020518112348707
ACH-000693,-0.0642501942708377
ACH-000694,-0.043828612422504576
ACH-000695,0.13396281897856074
ACH-000696,-0.12494836017489146
ACH-000697,-0.11105724425633963
ACH-000699,-0.03595731566151657
ACH-000701,-0.2208452168426368
ACH-000706,0.04377037825214266
ACH-000711,0.009763984317594015
ACH-000713,-0.4897057496030769
ACH-000714,-0.18937316221007755
ACH-000718,-0.11301959841248445
ACH-000720,-0.23499308900838936
ACH-000721,-0.05925408975526381
ACH-000724,-0.19244563500999712
ACH-000725,0.030486358536074974
ACH-000732,-0.31511041529225786
ACH-000734,-0.0399819714882246
ACH-000735,-0.14388096953766225
ACH-000736,-0.08635287789861182
ACH-000738,-0.10133103806266827
ACH-000746,-0.09740400788554256
ACH-000747,-0.010852597081815251
ACH-000748,0.0023523183505561158
ACH-000753,-0.291775042528445
ACH-000756,0.02179986100369561
ACH-000757,-0.06622231425118122
ACH-000758,-0.09933624088406408
ACH-000760,-0.2409305258236264
ACH-000762,-0.20470334390255385
ACH-000763,-0.23707500265688386
ACH-000764,-0.2961050797192855
ACH-000765,-0.07068681410281871
ACH-000766,-0.03776526158322967
ACH-000767,-0.041725241391770314
ACH-000768,-0.29193758789697033
ACH-000769,-0.14421902256258828
ACH-000770,-0.13165808071231452
ACH-000771,-0.0907639142995625
ACH-000773,-0.1606702641249551
ACH-000776,0.08146335502140566
ACH-000777,-0.02503645393795873
ACH-000778,-0.15427151203575545
ACH-000781,-0.01675376977392573
ACH-000782,-0.07001970958255127
ACH-000783,-0.05545971124918843
ACH-000784,0.016673738670591368
ACH-000785,-0.2629704753454664
ACH-000787,-0.05063177560575547
ACH-000788,-0.1279866820708427
ACH-000791,-0.13159008119950344
ACH-000792,-0.07445501285172698
ACH-000794,-0.1957695519729114
ACH-000796,-0.21863278343043369
ACH-000798,0.24148165244916986
ACH-000799,-0.3901719783333651
ACH-000800,-0.06780403406195618
ACH-000802,-0.171736548126883
ACH-000804,-0.0781460819819477
ACH-000805,0.053626246366086434
ACH-000809,-0.14095526296960906
ACH-000810,-0.3257504481550149
ACH-000811,-0.1712016018762818
ACH-000817,-0.12454258185582626
ACH-000819,-0.1943436857532071
ACH-000820,-0.11283825133966645
ACH-000821,-0.3278083054441341
ACH-000822,-0.12827834270596725
ACH-000823,-0.1069580181446917
ACH-000824,-0.10166407154322547
ACH-000827,-0.10982159749168498
ACH-000829,-0.02094217311194515
ACH-000831,-0.07245617211494214
ACH-000832,-0.21594331900220756
ACH-000833,-0.09240237155754384
ACH-000834,-0.07874478784179473
ACH-000835,-0.18569676411487754
ACH-000836,-0.12411702934561525
ACH-000837,-0.15061548275426462
ACH-000838,0.030043074973809977
ACH-000839,-0.233693837602552
ACH-000840,-0.07569706762252149
ACH-000841,0.07110487122616634
ACH-000843,-0.08965970511783722
ACH-000846,-0.02534567361804773
ACH-000847,-0.04197785523286137
ACH-000848,0.08572565879452618
ACH-000849,-0.14438866707057768
ACH-000851,-0.10372692815068284
ACH-000855,-0.06883296185755576
ACH-000856,-0.01826587089117729
ACH-000858,-0.10022517639642238
ACH-000859,-0.12346132399793315
ACH-000861,-0.18610657685562168
ACH-000862,-0.07528006299449333
ACH-000865,-0.10463913248447188
ACH-000866,-0.13619289130528675
ACH-000867,-0.08945332811116204
ACH-000869,-0.07139557283737705
ACH-000872,-0.1539120559886062
ACH-000873,-0.06791286394785379
ACH-000876,-0.08206852086258169
ACH-000878,0.03695873664928757
ACH-000880,0.1040171335621265
ACH-000881,-0.10804130170232387
ACH-000882,-0.2153965885254035
ACH-000884,-0.1701459456012168
ACH-000885,-0.1279978020218995
ACH-000887,-0.1118586397268538
ACH-000889,-0.10488212252375358
ACH-000896,-0.09867060526841748
ACH-000898,-0.12551094730546186
ACH-000900,-0.22983623829043964
ACH-000901,-0.18420520705498009
ACH-000905,-0.15356152518297303
ACH-000906,-0.11625500399738672
ACH-000907,-0.24735463617337905
ACH-000910,0.014094457858362944
ACH-000911,-0.26084318858004585
ACH-000912,-0.10989555503961353
ACH-000913,-0.100993194767479
ACH-000915,-0.1105773759565594
ACH-000916,-0.2521328878447816
ACH-000917,-0.10557051928092072
ACH-000920,0.1685682053424846
ACH-000921,-0.18089707610211495
ACH-000924,-0.06418840030198839
ACH-000926,-0.16767756332355396
ACH-000928,-0.041193833726505466
ACH-000929,-0.08597271416779463
ACH-000932,-0.13745534814815438
ACH-000935,-0.16880132318834828
ACH-000936,-0.12534264179144802
ACH-000937,-0.02026386917579904
ACH-000938,-0.09730975642095248
ACH-000939,-0.007563479258982409
ACH-000941,-0.04495572416017215
ACH-000943,-0.22291439150486
ACH-000946,-0.1387580290037226
ACH-000947,-0.05198791245753577
ACH-000948,-0.2426680613025428
ACH-000950,-0.23637259480664266
ACH-000953,0.04333045721657163
ACH-000954,-0.23023129141138246
ACH-000957,-0.17820346267895149
ACH-000958,-0.2334758083441965
ACH-000960,-0.17958758429397156
ACH-000963,-0.004342838942886775
ACH-000968,0.01883959659642381
ACH-000969,-0.04386257952891756
ACH-000972,-0.4748262590635137
ACH-000973,-0.15121011799030018
ACH-000974,0.031727267135456275
ACH-000978,-0.14588087590954024
ACH-000984,-0.02157259371650061
ACH-000986,-0.058999880595361036
ACH-000988,-0.05709615174412954
ACH-000993,0.006086447913236823
ACH-000994,-0.026743829282883408
ACH-000996,-0.16782652507360182
ACH-001001,-0.15833215266090184
ACH-001020,0.20127330973074212
ACH-001028,-0.05017152513805661
ACH-001031,-0.06708414547215084
ACH-001038,-0.055220742847491434
ACH-001048,-0.3016752089139845
ACH-001050,-0.1192321004615215
ACH-001053,-0.07545165575989117
ACH-001054,-0.2519269871609249
ACH-001061,-0.1842714752273132
ACH-001067,0.08367228454280723
ACH-001075,-0.11194099305542647
ACH-001096,-0.02232017351365948
ACH-001111,-0.3094560846783078
ACH-001119,-0.24952332244068245
ACH-001128,-0.15139890625560812
ACH-001134,-0.2206005014860118
ACH-001151,-0.3025151418656105
ACH-001163,-0.31570584575003663
ACH-001164,-0.17664028066168014
ACH-001183,0.02473523462657224
ACH-001192,-0.010256496364750749
ACH-001193,-0.355822081248354
ACH-001196,-0.2276774682355837
ACH-001197,-0.007091357592135166
ACH-001205,-0.10017224848235852
ACH-001211,-0.17285371884463524
ACH-001212,0.008413610879981508
ACH-001228,-0.07070085638429603
ACH-001232,-0.22960347174301174
ACH-001239,-0.029984736879626887
ACH-001270,-0.06803787256056429
ACH-001274,-0.12508565464064472
ACH-001275,-0.22239971667741446
ACH-001277,-0.22327973724288291
ACH-001278,-0.0373092336685076
ACH-001280,-0.14864972971940404
ACH-001283,-0.1427855026646975
ACH-001289,-0.09901593859403654
ACH-001300,-0.021599839668984197
ACH-001301,-0.01711553834585858
ACH-001302,-0.03399033106887416
ACH-001306,-0.2857840195703502
ACH-001318,-0.2007485847383096
ACH-001322,-0.3049058159718743
ACH-001328,-0.15067535949653
ACH-001332,-0.07279852301168663
ACH-001336,-0.19283585951322574
ACH-001346,-0.036290374901912587
ACH-001353,-0.1943599736871216
ACH-001354,-0.28377956858089803
ACH-001367,-0.15472250862304027
ACH-001368,-0.12745008246386866
ACH-001374,0.2606114867877102
ACH-001377,-0.06403558116189971
ACH-001380,-0.1676509333606974
ACH-001391,-0.2496138094011636
ACH-001408,-0.1686505267411372
ACH-001430,-0.3829286656626559
ACH-001431,-0.10614654757406522
ACH-001450,-0.2833080905819795
ACH-001496,-0.12960526492870547
ACH-001500,-0.10693044382333547
ACH-001523,-0.2617232513323773
ACH-001532,-0.4006538870367793
ACH-001550,-0.0589295419454585
ACH-001552,-0.1252880870667697
ACH-001554,-0.10645114151119106
ACH-001654,-0.021169152570717692
ACH-001735,-0.10063423759115936
ACH-001736,-0.1940728146219916
ACH-001737,-0.10082717459463704
ACH-001740,0.051733928207049806
ACH-001745,-0.09645455494705718
ACH-001765,-0.12938740420638825
