,ADAP1 (11033)
ACH-000004,0.1701759494016897
ACH-000005,0.06756604691873434
ACH-000007,-0.22535139607888566
ACH-000009,-0.11048466860648193
ACH-000011,-0.24873303662317944
ACH-000012,-0.2995526334602975
ACH-000013,-0.032487360587450505
ACH-000014,-0.18713465666075174
ACH-000015,-0.14372932904819247
ACH-000017,-0.1321436178312084
ACH-000018,-0.04072508243562552
ACH-000019,-0.221545153677975
ACH-000021,-0.09107598804051664
ACH-000022,-0.11374712185004965
ACH-000025,-0.047939711546397125
ACH-000028,-0.1979052356421243
ACH-000030,-0.05510728083871692
ACH-000035,0.03713155651521464
ACH-000036,-0.2490181073205936
ACH-000037,-0.1745682493272505
ACH-000039,-0.16156182550171028
ACH-000040,-0.1952119302644528
ACH-000041,-0.05396635235854733
ACH-000042,-0.2568344402227591
ACH-000045,-0.04621347652366073
ACH-000047,-0.2579303849698427
ACH-000052,-0.034050234931976064
ACH-000053,-0.09551447990716926
ACH-000054,-0.13554931499283288
ACH-000055,-0.013281387758336831
ACH-000060,-0.14096932260927644
ACH-000067,-0.061488277078856235
ACH-000070,0.0888978972464265
ACH-000075,0.042625198853898136
ACH-000078,-0.18018998899012745
ACH-000082,-0.16377376819711295
ACH-000085,-0.3094699182323959
ACH-000086,-0.050365916028091234
ACH-000087,-0.31555096520185183
ACH-000092,-0.16242928701747664
ACH-000095,-0.19851945826675552
ACH-000097,-0.22474265056367315
ACH-000098,-0.07061569620687498
ACH-000099,-0.21901207756834207
ACH-000108,-0.1896936620704533
ACH-000113,-0.24459679732627415
ACH-000116,-0.12898467917250786
ACH-000118,0.04933097162692356
ACH-000120,-0.19581891191970555
ACH-000123,-0.189795431292438
ACH-000127,-0.08498274274026185
ACH-000128,-0.12142794569440145
ACH-000132,-0.07321758854880793
ACH-000133,-0.24865977181494514
ACH-000137,-0.21726743652230227
ACH-000138,-0.16457399892806934
ACH-000142,-0.19494796418837967
ACH-000143,-0.09867261361833396
ACH-000146,-0.18273533709458034
ACH-000148,-0.18398834455920196
ACH-000150,-0.03575030933578265
ACH-000152,-0.1025102813618227
ACH-000153,0.01897666962007168
ACH-000159,-0.2083043050694351
ACH-000160,-0.2473175966803032
ACH-000163,-0.26729165168510644
ACH-000167,-0.10491761902784166
ACH-000168,-0.124890275393662
ACH-000169,-0.16467929965098438
ACH-000178,-0.179919474455166
ACH-000183,-0.02058832152693652
ACH-000188,-0.06118805693272401
ACH-000189,0.019331979484017943
ACH-000190,0.1436769351107207
ACH-000198,-0.10794023906055876
ACH-000203,-0.09767221823107612
ACH-000204,-0.29355063653455804
ACH-000206,-0.16315017646867525
ACH-000207,-0.2264335339310456
ACH-000208,-0.3831418711934266
ACH-000210,-0.13480571954403545
ACH-000211,-0.10252534809888712
ACH-000215,-0.2130597796767244
ACH-000221,-0.051838112017106766
ACH-000222,0.014255752913982575
ACH-000223,-0.010077924378004649
ACH-000226,0.01686340883355559
ACH-000227,-0.15626064598805828
ACH-000228,-0.020930201162286315
ACH-000231,0.016507630293497253
ACH-000232,-0.042808018240510094
ACH-000233,-0.03050686599972817
ACH-000234,-0.12751537492339365
ACH-000235,-0.2179014325616444
ACH-000237,-0.07225683087609792
ACH-000238,-0.3286767258119257
ACH-000242,0.07689579608016378
ACH-000243,-0.09090710360549377
ACH-000244,-0.3103162639267896
ACH-000246,-0.24290897993701904
ACH-000248,-0.15339727383634053
ACH-000250,-0.157407823017934
ACH-000251,0.016818399115959594
ACH-000252,-0.016441423428894587
ACH-000253,-0.058778627755795475
ACH-000255,0.015147704893699624
ACH-000256,-0.08933164621905694
ACH-000257,-0.07873555842828409
ACH-000258,-0.12857635034443618
ACH-000259,-0.26329388477903143
ACH-000260,-0.10579459842771548
ACH-000261,-0.14830285933202858
ACH-000262,-0.15613783675152165
ACH-000263,-0.2549653818116007
ACH-000264,-0.08124718224568978
ACH-000265,0.039693197157168514
ACH-000266,-0.2843962037748632
ACH-000272,-0.11738839873678895
ACH-000274,-0.24700370411303565
ACH-000277,-0.03552916490781343
ACH-000278,-0.2133821383162501
ACH-000279,-0.024976387458801198
ACH-000280,-0.21720704380151384
ACH-000281,-0.4978831278615413
ACH-000288,-0.22583375763651445
ACH-000291,-0.0936102431225896
ACH-000293,-0.02561256702646358
ACH-000294,-0.14338794645290748
ACH-000295,-0.024829322975554232
ACH-000296,-0.1488555662244527
ACH-000302,0.016599752054803924
ACH-000304,-0.3061630645737295
ACH-000307,0.09517842813140534
ACH-000308,-0.13021935060035386
ACH-000310,-0.24018600775711801
ACH-000311,-0.07015333863806564
ACH-000312,-0.2851970218098933
ACH-000315,-0.3114890643249599
ACH-000316,-0.05405112338087962
ACH-000317,-0.012977554905017426
ACH-000318,-0.11164920521517656
ACH-000319,0.06961257987590687
ACH-000320,-0.007671546461750005
ACH-000322,-0.30998397616438983
ACH-000323,-0.2311789968457727
ACH-000324,-0.12543133050022298
ACH-000329,-0.14321687985179124
ACH-000330,0.00357830912687235
ACH-000331,-0.12436672421243833
ACH-000332,-0.2473103226619461
ACH-000334,0.14646089065684129
ACH-000335,-0.15920887833272862
ACH-000336,-0.2908794147963837
ACH-000337,-0.08770225246067181
ACH-000338,0.11262524292887488
ACH-000339,-0.08174953134128995
ACH-000341,0.04653678588865568
ACH-000348,-0.026190262358915844
ACH-000350,-0.29767702706183263
ACH-000352,-0.02619939066789892
ACH-000356,0.09270015876507104
ACH-000361,-0.1027468692252369
ACH-000362,-0.10619547641868454
ACH-000363,-0.21074699747239192
ACH-000364,-0.09507388584145232
ACH-000365,-0.14303229402588724
ACH-000366,0.014934569115937213
ACH-000368,0.008097917875174837
ACH-000374,0.015409889318917257
ACH-000375,-0.0623268722818363
ACH-000376,-0.10679306083599116
ACH-000381,-0.08106443715939436
ACH-000383,-0.32738035912952984
ACH-000387,0.0964701548212043
ACH-000389,-0.2446881395170307
ACH-000390,-0.1531004574202295
ACH-000393,-0.11826759768268133
ACH-000395,-0.22059734676563475
ACH-000396,-0.1796277876012459
ACH-000397,-0.2219186992413956
ACH-000401,-0.032048413144974225
ACH-000402,-0.2632478096339401
ACH-000403,-0.3508083714417423
ACH-000404,-0.19849338203529607
ACH-000406,-0.0573391947479019
ACH-000407,-0.1450217052303974
ACH-000408,0.14781258953822515
ACH-000410,-0.0305055027546665
ACH-000411,-0.3130106128497302
ACH-000414,-0.09027393534138246
ACH-000415,-0.05940947140212996
ACH-000416,-0.13039158669010908
ACH-000420,-0.1236019436950704
ACH-000421,-0.11004325229245107
ACH-000424,-0.13199242147690235
ACH-000425,-0.08633098408002404
ACH-000426,0.00965163577290302
ACH-000427,-0.0609162458184353
ACH-000433,-0.028875621608671707
ACH-000435,0.13703678361682625
ACH-000436,-0.34179433705907875
ACH-000444,-0.13077054496399032
ACH-000445,-0.21350152788067409
ACH-000448,-0.10525555456813256
ACH-000450,-0.12633152278299814
ACH-000452,-0.14519020140128258
ACH-000454,-0.04855100852273442
ACH-000458,0.03996531438216328
ACH-000459,-0.22347154855324128
ACH-000460,-0.16652669656791425
ACH-000461,-0.09342206100298964
ACH-000463,-0.2921187947282768
ACH-000464,-0.11501549422850295
ACH-000466,-0.459317518529231
ACH-000467,-0.22117391896799493
ACH-000468,-0.11611218740601767
ACH-000469,-0.13017486983079146
ACH-000470,0.007962466751338836
ACH-000471,-0.11981215094775903
ACH-000472,-0.2005286461317737
ACH-000473,-0.13386762880866915
ACH-000475,-0.16695382860547373
ACH-000476,-0.3922612948107115
ACH-000477,-0.00534957467588941
ACH-000479,-0.1669547860904376
ACH-000480,-0.09862907628366152
ACH-000481,-0.03660127005048643
ACH-000483,0.1153009440840793
ACH-000484,-0.4075205387826734
ACH-000485,-0.18908302157607199
ACH-000486,-0.04003362501729837
ACH-000487,-0.10368342585670098
ACH-000488,-0.14091356461858498
ACH-000490,-0.16178542404276924
ACH-000491,-0.2744304893124941
ACH-000495,-0.23107577322000744
ACH-000496,-0.3741759553571717
ACH-000499,0.18338030137196026
ACH-000500,-0.4774798489314596
ACH-000502,-0.18174829619213756
ACH-000503,0.08431959431904815
ACH-000505,-0.1001286283506672
ACH-000507,-0.1757011063532967
