,FEM1C (56929)
ACH-000004,-0.11727103279446975
ACH-000005,-0.1566063150659028
ACH-000007,0.15400599172981946
ACH-000009,-0.0405477562961515
ACH-000011,-0.1760149839391474
ACH-000012,-0.2549596244772622
ACH-000013,-0.07360524455322251
ACH-000014,-0.35046152202794123
ACH-000015,-0.18294235292667774
ACH-000017,-0.055728665807669935
ACH-000018,0.17551534077553302
ACH-000019,-0.08849507030521216
ACH-000021,-0.18253120971900508
ACH-000022,-0.1822001109786674
ACH-000025,-0.497175709892802
ACH-000028,0.01860000365649805
ACH-000030,-0.2098050677343523
ACH-000035,-0.23777696353959116
ACH-000036,-0.18370201218558735
ACH-000037,-0.18782003518185333
ACH-000039,-0.21172248217668654
ACH-000040,-0.2268716365239846
ACH-000041,0.05376284652336572
ACH-000042,-0.17001539306709576
ACH-000045,-0.16766839594972902
ACH-000047,-0.16431230383665818
ACH-000052,-0.12396905916977992
ACH-000053,-0.12239957592385355
ACH-000054,-0.14655253657441106
ACH-000055,-0.03184907528885493
ACH-000060,-0.08530022298079892
ACH-000067,-0.2840379199139448
ACH-000070,-0.15936086620693268
ACH-000075,-0.14407859813493712
ACH-000078,-0.0924354998981199
ACH-000082,-0.21471585176778712
ACH-000085,-0.24703911229278175
ACH-000086,-0.19815078008192566
ACH-000087,-0.18374807240151209
ACH-000092,-0.1349387937228012
ACH-000095,-0.2349960073660952
ACH-000097,-0.10318862170737897
ACH-000098,-0.16989315944236072
ACH-000099,-0.08675766935081561
ACH-000108,-0.14516898648757842
ACH-000113,-0.1714977632865633
ACH-000116,-0.2089592616534552
ACH-000118,-0.1773492813233188
ACH-000120,-0.06560200008856827
ACH-000123,-0.15288505512971207
ACH-000127,-0.13635753440453008
ACH-000128,-0.10759704582195573
ACH-000132,-0.14592664088854193
ACH-000133,-0.12281658763112895
ACH-000137,-0.2354361154700785
ACH-000138,-0.3002280065934113
ACH-000142,0.042460247979393566
ACH-000143,0.07455945744555548
ACH-000146,-0.1694461222112874
ACH-000148,-0.15910880020639062
ACH-000150,-0.2367078395562089
ACH-000152,-0.20564193492891505
ACH-000153,-0.2015867236179236
ACH-000159,-0.10898146393042077
ACH-000160,-0.2382944698127285
ACH-000163,-0.02633147285252533
ACH-000167,-0.3204614708790956
ACH-000168,0.113861253034791
ACH-000169,-0.3130614067496326
ACH-000178,-0.3915055736777499
ACH-000183,-0.3869779355663464
ACH-000188,-0.018852548836782317
ACH-000189,-0.3535895814407101
ACH-000190,-0.32324000039714257
ACH-000198,-0.2623328011631785
ACH-000203,-0.18524444672941856
ACH-000204,-0.018272625269412028
ACH-000206,-0.17243911365553413
ACH-000207,-0.09506903263659884
ACH-000208,-0.2992336455723631
ACH-000210,-0.09110881394503292
ACH-000211,-0.04431896389628558
ACH-000215,-0.03158888469148015
ACH-000221,0.018675309161984763
ACH-000222,-0.039439330537821296
ACH-000223,-0.14732272259919324
ACH-000226,-0.18034262173412852
ACH-000227,-0.1636262674349574
ACH-000228,-0.07974668290779323
ACH-000231,-0.12958810571117838
ACH-000232,-0.13910203381014816
ACH-000233,-0.09754491608964372
ACH-000234,-0.07191324305632922
ACH-000235,-0.21745046300110304
ACH-000237,-0.12962014039355824
ACH-000238,-0.3027220113920162
ACH-000242,-0.11296690709396615
ACH-000243,-0.1562528501167441
ACH-000244,-0.4650281002135477
ACH-000246,-0.12685022549718372
ACH-000248,-0.09359444324497596
ACH-000250,-0.14098827859730165
ACH-000251,-0.3060438610409001
