,SCUBE2 (57758)
ACH-000004,0.15459359287840332
ACH-000005,-0.046006203999309804
ACH-000007,0.030125360306838045
ACH-000009,0.07408127781772389
ACH-000011,0.2211438015294488
ACH-000012,0.08112115151413939
ACH-000013,0.15636648029544342
ACH-000014,0.1383112893823255
ACH-000015,0.10667741126340448
ACH-000017,0.278361821994781
ACH-000018,0.19438243083918985
ACH-000019,0.18080782897516992
ACH-000021,0.08717715560676981
ACH-000022,0.1878137169608338
ACH-000025,0.11252509924117324
ACH-000028,0.13080269029466585
ACH-000030,0.1423735484662611
ACH-000035,0.1237484270304073
ACH-000036,0.03595690158143114
ACH-000037,0.17507877921452147
ACH-000039,0.02038252769988896
ACH-000040,0.038529510739380685
ACH-000041,0.4085090748779181
ACH-000042,0.08804662134408474
ACH-000045,0.05770602634091945
ACH-000047,0.09339933018353733
ACH-000052,0.2516638962380168
ACH-000053,0.13695037861160853
ACH-000054,0.1895923647121237
ACH-000055,0.18351103862590626
ACH-000060,0.17964805203905956
ACH-000067,0.3552775133591997
ACH-000070,0.08505655867733046
ACH-000075,0.19257690510627604
ACH-000078,0.07435865093073996
ACH-000082,0.20201484778424733
ACH-000085,0.2798065534903475
ACH-000086,0.08504553830318244
ACH-000087,0.18815993959088395
ACH-000092,0.17943192202082195
ACH-000095,0.16148513535001813
ACH-000097,0.2365792895412906
ACH-000098,0.15549119801601136
ACH-000099,0.13652057912526988
ACH-000108,0.10311272665585228
ACH-000113,0.15406592977681038
ACH-000116,0.2653003611624504
ACH-000118,0.17509801222178895
ACH-000120,0.10515538697433788
ACH-000123,0.05127873019110885
ACH-000127,0.16186164234452266
ACH-000128,0.22697502693208704
ACH-000132,0.18138541426400934
ACH-000133,0.11022941010710262
ACH-000137,0.2041272542646209
ACH-000138,0.15516246339260198
ACH-000142,0.1290962017111226
ACH-000143,0.26092162820088605
ACH-000146,0.1902724934544975
ACH-000148,0.13219665060797348
ACH-000150,0.12720399968485427
ACH-000152,0.2037827989245008
ACH-000153,0.20706098973615975
ACH-000159,0.1561804583507008
ACH-000160,0.04175312891955292
ACH-000163,0.2285879038405351
ACH-000167,0.06348948252032542
ACH-000168,0.2464135904395422
ACH-000169,0.10836390532528148
ACH-000178,0.24824726462195826
ACH-000183,0.2787876862146877
ACH-000188,0.15087061611343153
ACH-000189,-0.02507203419319789
ACH-000190,0.12459738941118086
ACH-000198,0.21177985261744006
ACH-000203,0.34520293871897945
ACH-000204,0.3840797807783571
ACH-000206,0.22298279208911967
ACH-000207,0.17720527395696745
ACH-000208,0.053628952372218486
ACH-000210,0.0661577071056922
ACH-000211,0.11248881028916363
ACH-000215,0.185512938717794
ACH-000221,0.3068939973118465
ACH-000222,0.3715581202003208
ACH-000223,0.1933039994297323
ACH-000226,0.243791022421372
ACH-000227,0.038464944695487766
ACH-000228,0.2023593146619741
ACH-000231,0.15457564358928044
ACH-000232,0.15809592490482458
ACH-000233,0.1852803040794296
ACH-000234,0.19562910424770455
ACH-000235,0.1832866557393382
ACH-000237,0.2437889437015192
ACH-000238,0.2500542004248845
ACH-000242,0.40745620455614895
ACH-000243,0.21449411180600345
ACH-000244,0.03026729199682247
ACH-000246,0.08455489383850748
ACH-000248,0.30480531052069604
ACH-000250,0.12502749927487272
ACH-000251,0.3172937802332627
ACH-000252,0.11819098358730487
ACH-000253,0.20037072116123836
ACH-000255,0.08029813263844449
ACH-000256,-0.027516870622718792
ACH-000257,0.2048132207687853
ACH-000258,0.37075570885668097
ACH-000259,0.20479645869179286
ACH-000260,0.11323360844115216
ACH-000261,0.06430480222786482
ACH-000262,0.2354589860164795
ACH-000263,0.009972047514284163
ACH-000264,0.2443144108123932
ACH-000265,0.187099102818276
ACH-000266,0.2270394806106113
ACH-000272,0.247298898746368
ACH-000274,0.146275716856191
ACH-000277,0.18713262376959872
ACH-000278,0.3140782530365026
ACH-000279,0.14569941767164826
ACH-000280,0.16959941090912636
ACH-000281,0.2427256978054176
ACH-000288,0.1059596613100566
ACH-000291,0.20794343190560946
ACH-000293,0.1022805132298994
ACH-000294,0.054271745040463316
ACH-000295,0.03157735406122407
ACH-000296,0.24494620152410546
ACH-000302,0.21201325145138186
ACH-000304,0.010696294527721978
ACH-000307,0.060077811223188775
ACH-000308,0.1303697939930389
ACH-000310,0.1444586450496961
ACH-000311,0.2546990783337764
ACH-000312,0.2431551332250639
ACH-000315,0.08062809367938878
ACH-000316,-0.0059285808563012115
ACH-000317,0.24075373717983944
ACH-000318,0.1377037532113044
ACH-000319,0.08027185437503999
ACH-000320,0.02945184049069286
ACH-000322,0.019868444246676702
ACH-000323,0.10867468629295417
ACH-000324,0.0572800346791243
ACH-000329,0.2068346619428764
ACH-000330,0.11387436405566075
ACH-000331,0.2686006152706908
ACH-000332,0.21132424469890693
ACH-000334,0.12852312902712762
ACH-000335,0.2661993565832297
ACH-000336,0.4135244103390261
ACH-000337,0.21341457863829785
ACH-000338,-0.24812939769273676
ACH-000339,0.17961204976122805
ACH-000341,0.13132760098719684
ACH-000348,0.09593192237909533
ACH-000350,0.17967144493604012
ACH-000352,0.1846120614292204
ACH-000356,-0.006851181970570783
ACH-000361,-0.037364114407775866
ACH-000362,0.06849213961010177
ACH-000363,0.07374480431750081
ACH-000364,0.1261066609843372
ACH-000365,0.08420695238289204
ACH-000366,0.16158736885527022
ACH-000368,0.2204813663996013
ACH-000374,0.1813688771524096
ACH-000375,0.18136769739730424
ACH-000376,0.16233313053329096
ACH-000381,0.25069598022653194
ACH-000383,0.13832289089099936
ACH-000387,0.19028455487614007
ACH-000389,0.10900055994607903
ACH-000390,0.14913763046056827
ACH-000393,0.09897943988667687
ACH-000395,0.22721339718696665
ACH-000396,0.1620423013237239
ACH-000397,0.1733182308276693
ACH-000401,0.1067033407530482
ACH-000402,0.3967422948772137
ACH-000403,0.17438097644793765
ACH-000404,0.16140281271715914
ACH-000406,0.1655945651015068
ACH-000407,0.103483556924372
ACH-000408,0.13774345497407964
ACH-000410,0.12433995379723042
ACH-000411,0.22930928591767225
ACH-000414,0.2810239700486717
ACH-000415,0.1968118686363036
ACH-000416,0.1571573860042254
ACH-000420,0.3090289501270855
ACH-000421,0.12013356431485858
ACH-000424,-0.0428355869140459
ACH-000425,0.13342246521700415
ACH-000426,0.30169131538856875
ACH-000427,0.1153218778236579
ACH-000433,0.14225384543176392
ACH-000435,0.08845296422810932
ACH-000436,0.18905997470658364
ACH-000444,0.1204292648376612
ACH-000445,0.21825327146042448
ACH-000448,0.1900296548169156
ACH-000450,0.00976367495077748
ACH-000452,0.19675055463655908
ACH-000454,0.16574350469729235
ACH-000458,0.2957889766993945
ACH-000459,0.1984669290303903
ACH-000460,0.04035530169038834
ACH-000461,0.16256422406342586
ACH-000463,0.1462980710953832
ACH-000464,0.11863416094572872
ACH-000466,0.1327367332152951
ACH-000467,0.26257024994971395
ACH-000468,0.27558966655294204
ACH-000469,0.1251378539380205
ACH-000470,0.08352268392503191
ACH-000471,0.15530359384476572
