,GANC (2595)
ACH-000004,0.04184151697990413
ACH-000005,0.001980607585264538
ACH-000007,0.18313238555567715
ACH-000009,-0.054762778626547694
ACH-000011,0.1153403320700646
ACH-000012,-0.042672035593144066
ACH-000013,0.023469967502068843
ACH-000014,-0.09941204554127388
ACH-000015,0.03618444699161977
ACH-000017,0.03955278497453022
ACH-000018,0.1310924621984656
ACH-000019,0.05589623160718743
ACH-000021,0.000755424947498011
ACH-000022,-0.0043021279969475065
ACH-000025,0.011486187973359414
ACH-000028,0.239898601205338
ACH-000030,0.010506488023608427
ACH-000035,-0.005737610404054794
ACH-000036,-0.00936520566371352
ACH-000037,0.10919740458515988
ACH-000039,0.1664837672737729
ACH-000040,-0.0151423171305379
ACH-000041,-0.04027550470309242
ACH-000042,0.07260822176629766
ACH-000045,0.031370333886776944
ACH-000047,-0.012595453205961615
ACH-000052,0.09903399652036443
ACH-000053,0.015225230427848704
ACH-000054,0.04095145536594812
ACH-000055,0.008306841109651108
ACH-000060,0.12503973984858385
ACH-000067,0.11900473705960035
ACH-000070,-0.1169413005046316
ACH-000075,-0.005483121734895257
ACH-000078,0.03702752235796648
ACH-000082,0.011905562110431304
ACH-000085,-0.05129781941364549
ACH-000086,0.02997759821756265
ACH-000087,0.1870164242921599
ACH-000092,-0.001303100847803168
ACH-000095,0.111393220239487
ACH-000097,-0.08291482032831254
ACH-000098,0.08523907364311922
ACH-000099,-0.03430443906609945
ACH-000108,-0.03679282922068027
ACH-000113,0.07941566230168208
ACH-000116,0.020528070016418036
ACH-000118,0.1368938992501268
ACH-000120,-0.014244941559524715
ACH-000123,0.10375489251095056
ACH-000127,0.03181405705054957
ACH-000128,0.1165756047445671
ACH-000132,0.026506138343952605
ACH-000133,0.11426186024443268
ACH-000137,0.014259178674352675
ACH-000138,0.1008058534996261
ACH-000142,0.0996787478405676
ACH-000143,-0.023787878059683427
ACH-000146,-0.02749381118171978
ACH-000148,-0.008308085690591268
ACH-000150,-0.057974659976565736
ACH-000152,0.0920775013877505
ACH-000153,-0.2166184190628356
ACH-000159,0.08294383677309541
ACH-000160,-0.08939079089724647
ACH-000163,-0.019862145566725373
ACH-000167,0.2432271440806996
ACH-000168,0.09148450802465337
ACH-000169,-0.08128931387380556
ACH-000178,0.07027498520559497
ACH-000183,0.002936656822399717
ACH-000188,0.08384842873633264
ACH-000189,0.15121985300266536
ACH-000190,-0.08758375345952152
ACH-000198,0.04681450952694332
ACH-000203,0.09292898842007627
ACH-000204,-0.10225656204228213
ACH-000206,-0.025567992256781743
ACH-000207,0.048165156036328455
ACH-000208,0.08262944138444088
ACH-000210,-0.2231754020233194
ACH-000211,0.07437821478028192
ACH-000215,0.022528160385006563
ACH-000221,-0.2104939413371491
ACH-000222,-0.047698018604166566
ACH-000223,-0.08485312843699921
ACH-000226,-0.025199781510834702
ACH-000227,-0.1531381656668967
ACH-000228,-0.057420933368919125
ACH-000231,-0.1060582988030039
ACH-000232,0.04354077984554717
ACH-000233,-0.045872868684942426
ACH-000234,0.07210355574923928
ACH-000235,0.011703708046357276
ACH-000237,0.11475409317670472
ACH-000238,0.058218241996469536
ACH-000242,-0.12310894896394226
ACH-000243,-0.08242875120773524
ACH-000244,0.06621765747373368
ACH-000246,-0.00905990108119816
ACH-000248,0.046647720315891636
ACH-000250,0.013484065311009959
ACH-000251,0.1853857071861444
ACH-000252,0.0899474295070699
ACH-000253,-0.04709404312825289
ACH-000255,-0.11905318746487052
ACH-000256,-0.005130279127212691
ACH-000257,0.1530974753623753
ACH-000258,0.05263257074925255
ACH-000259,-0.0184282249364056
ACH-000260,-0.03731490390934119
ACH-000261,0.026850093035393596
ACH-000262,0.029841099035454267
ACH-000263,0.2371075169642161
ACH-000264,0.012314222030928258
ACH-000265,-0.08758776053867558
ACH-000266,-0.07928204994305073
ACH-000272,0.0552441120089112
ACH-000274,-0.0031940486883396987
ACH-000277,0.08391486228088384
ACH-000278,0.03537998185965372
ACH-000279,-0.015946951574047723
ACH-000280,0.1685587107917044
ACH-000281,0.2575930201395821
ACH-000288,0.08003783530076598
ACH-000291,0.04685481770767228
ACH-000293,0.05809258238733954
ACH-000294,0.1058180561980143
ACH-000295,-0.02376623805889322
ACH-000296,0.003362658803448005
ACH-000302,-0.07863745719226424
ACH-000304,0.31289399413494673
ACH-000307,-0.0090168045700669
ACH-000308,0.022202766464749026
ACH-000310,0.002636100007745405
ACH-000311,-0.015475936486341409
ACH-000312,-0.07328337897165252
ACH-000315,-0.3000488281276374
ACH-000316,0.04236051833766753
ACH-000317,0.20542785078392856
ACH-000318,0.021375013708712497
ACH-000319,0.1215524892880004
ACH-000320,-0.020369372733532027
ACH-000322,0.07646280046553121
ACH-000323,0.06878400884024523
ACH-000324,0.07024854943868132
ACH-000329,0.1759194201969221
ACH-000330,-0.10904186954228808
ACH-000331,0.07967056324237383
ACH-000332,0.061965245984625335
ACH-000334,0.0260187387515613
ACH-000335,0.17033651104767228
ACH-000336,0.018340118139195144
