,SPRTN (83932)
ACH-000004,-0.5531673198910919
ACH-000005,-0.4273638304007403
ACH-000007,-0.32401642243429835
ACH-000009,-0.6184115245647889
ACH-000011,-0.5249108044362365
ACH-000012,-0.6419281056533311
ACH-000013,-0.7834069014566071
ACH-000014,-0.5194222982773936
ACH-000015,-0.6123523763978446
ACH-000017,-0.7284517489936023
ACH-000018,-0.7265862902583009
ACH-000019,-0.5460456389178987
ACH-000021,-0.6942252310199938
ACH-000022,-0.8653315673312725
ACH-000025,-0.5447050730016713
ACH-000028,-0.5671012911662439
ACH-000030,-0.4005172906302896
ACH-000035,-0.4554303956346606
ACH-000036,-0.6372081287982676
ACH-000037,-0.4134389818983976
ACH-000039,-0.7288271063145595
ACH-000040,-0.6167710646489005
ACH-000041,-0.7542445387597086
ACH-000042,-0.5121016654792738
ACH-000045,-0.6467087448000977
ACH-000047,-0.8564060228983249
ACH-000052,-0.7881936280185589
ACH-000053,-0.6792481139269324
ACH-000054,-0.6571622316408223
ACH-000055,-0.6966096965208832
ACH-000060,-0.5585574498528845
ACH-000067,-0.7992998309294631
ACH-000070,-0.4591997169520053
ACH-000075,-0.4729915941466337
ACH-000078,-0.7931463461462243
ACH-000082,-0.4708361669154285
ACH-000085,-0.3277170845259285
ACH-000086,-0.8643217123788297
ACH-000087,-0.7672174271918513
ACH-000092,-0.7656191207881564
ACH-000095,-0.6994105745437266
ACH-000097,-0.38043674017746293
ACH-000098,-0.5773748824002183
ACH-000099,-0.8732292940133941
ACH-000108,-0.6604013400554554
ACH-000113,-0.4444220336054458
ACH-000116,-0.7266560171393783
ACH-000118,-0.4891678727024841
ACH-000120,-0.5507964026477108
ACH-000123,-0.5122725890220229
ACH-000127,-0.5713205593765005
ACH-000128,-0.6846658499181706
ACH-000132,-0.7313288025359056
ACH-000133,-0.4071960893540716
ACH-000137,-0.8238889594971375
ACH-000138,-0.6029618149260726
ACH-000142,-0.6380139582615216
ACH-000143,-0.8798261873075582
ACH-000146,-0.356563534881304
ACH-000148,-0.6609052361045402
ACH-000150,-0.982236751197509
ACH-000152,-0.5915312085187292
ACH-000153,-0.8464861105821416
ACH-000159,-0.4710101390518778
ACH-000160,-0.3551160779073157
ACH-000163,-0.4439053048118109
ACH-000167,-0.6331906310555098
ACH-000168,-0.4700656179963016
ACH-000169,-0.7628223011041955
ACH-000178,-0.74077310035862
ACH-000183,-0.4868337469362313
ACH-000188,-0.4724923775950174
ACH-000189,-0.6530322285224512
ACH-000190,-0.562931031525481
ACH-000198,-0.6121496505878374
ACH-000203,-0.8090944582282147
ACH-000204,-0.6067961677621739
ACH-000206,-0.5388825261204329
ACH-000207,-0.6534582826859124
ACH-000208,-0.5956381990885893
ACH-000210,-0.856541715734234
ACH-000211,-0.5320903248298732
ACH-000215,-0.6960215924733691
ACH-000221,-0.6094887336361063
ACH-000222,-0.6626852853429486
ACH-000223,-0.5458856164874079
ACH-000226,-0.4806034738671534
ACH-000227,-0.593721661769692
ACH-000228,-0.9769488437505071
ACH-000231,-0.970828651223975
ACH-000232,-0.7312119574742159
ACH-000233,-0.3560660386919981
ACH-000234,-0.5941558621776082
ACH-000235,-0.8248762492385028
ACH-000237,-0.4829510187188697
ACH-000238,-0.5331893989351599
ACH-000242,-0.7876142038500609
ACH-000243,-0.8346237935895774
ACH-000244,-0.6539897205134367
ACH-000246,-0.769500526392491
ACH-000248,-0.4927334099617111
ACH-000250,-0.7206173498532013
ACH-000251,-1.1112653026912855
ACH-000252,-0.6617489517548676
ACH-000253,-0.5420080911645927
ACH-000255,-0.7242893415869779
ACH-000256,-0.5543117104641585
ACH-000257,-0.6917785974802382
ACH-000258,-0.5918116625214641
ACH-000259,-0.5818414984134082
ACH-000260,-0.6495435305128561
ACH-000261,-0.6819774940554608
ACH-000262,-0.3520895942686957
ACH-000263,-0.8093780091120218
ACH-000264,-0.7347387631520359
ACH-000265,-0.5669591759616227
ACH-000266,-0.868112654420222
ACH-000272,-0.6095291815418606
ACH-000274,-0.5208832386387482
ACH-000277,-0.5926250487255715
