,NFE2L2 (4780)
ACH-000004,-0.25041533259399296
ACH-000005,-0.5215920235445399
ACH-000007,-0.21977635045216387
ACH-000009,-0.13191680263685512
ACH-000011,-0.7830460149090063
ACH-000012,-0.20063710834306614
ACH-000013,-0.25379424837793185
ACH-000014,-0.19724513605569996
ACH-000015,-0.08957718368388635
ACH-000017,-0.3328072119866464
ACH-000018,-0.2948550759781411
ACH-000019,-0.2033193520957842
ACH-000021,-0.013851217711540593
ACH-000022,-0.15919149134248034
ACH-000025,-0.2714429104129037
ACH-000028,-0.3229387558509894
ACH-000030,-0.5037822503934988
ACH-000035,-0.21366458767445196
ACH-000036,-0.4695471534734407
ACH-000037,-0.10735788896377872
ACH-000039,-0.14740648111571228
ACH-000040,-0.3650596599466287
ACH-000041,-0.11828208988000688
ACH-000042,-0.17820211381266965
ACH-000045,-0.2326386160422902
ACH-000047,-0.2703663912441044
ACH-000052,-0.3405056712177987
ACH-000053,-0.17449123688321694
ACH-000054,-0.1194484668822222
ACH-000055,-0.12670399077255093
ACH-000060,-0.1764348682034573
ACH-000067,-0.33971302747721793
ACH-000070,-0.2351895174704145
ACH-000075,-0.3227972356090271
ACH-000078,-0.16425647441579652
ACH-000082,-0.2855376332295294
ACH-000085,-0.3411488109090893
ACH-000086,-0.19946553446001228
ACH-000087,-0.39294262988372136
ACH-000092,-0.5909059835462236
ACH-000095,-0.21347124670567366
ACH-000097,-0.2255336299878139
ACH-000098,-0.6863821916574359
ACH-000099,-0.1017457399124463
ACH-000108,-0.07706933532103319
ACH-000113,-0.18931685070143406
ACH-000116,-0.16490546387628946
ACH-000118,-0.07336987705158428
ACH-000120,-0.14503739254950093
ACH-000123,-0.17808893938631065
ACH-000127,-0.2213492291348692
ACH-000128,-0.26551755245501074
ACH-000132,-0.3449252269608444
ACH-000133,-0.2227948065550651
ACH-000137,-0.2942308895967561
ACH-000138,-0.0011003145943305887
ACH-000142,-0.3504078392792156
ACH-000143,-0.16372932037043794
ACH-000146,-0.18703681688760013
ACH-000148,-0.15164217144094622
ACH-000150,-0.2618867774483897
ACH-000152,-0.1431412189574696
ACH-000153,-0.2591654032975009
ACH-000159,-0.2029886345281859
ACH-000160,-0.41788034777569416
ACH-000163,-0.4080943596759616
ACH-000167,-0.8268389959231727
ACH-000168,-0.2404955391355178
ACH-000169,-0.19400932956216188
ACH-000178,-0.2400386076270809
ACH-000183,-0.3598749489163475
ACH-000188,-0.3003025096816474
ACH-000189,-0.15522309781767146
ACH-000190,-0.152373027242525
ACH-000198,-0.2576198304057279
ACH-000203,-0.586732143604641
ACH-000204,-0.3499447782180247
ACH-000206,-0.03054067318098588
ACH-000207,-0.4664975187567187
ACH-000208,-0.16437733633570967
ACH-000210,-0.3423257674299459
ACH-000211,-0.2169630648803816
ACH-000215,-0.3024860258842067
ACH-000221,-0.2475477368104753
ACH-000222,-0.23481358183962164
ACH-000223,-0.13052812499990074
ACH-000226,-0.05296649793348896
ACH-000227,-0.13187098336891204
ACH-000228,-0.2564208525702339
ACH-000231,-0.21071776585625426
ACH-000232,-0.39255707185811184
ACH-000233,-0.22328513594310806
ACH-000234,-1.0066793067409272
ACH-000235,-0.23866936214946405
ACH-000237,-0.7324931297447536
ACH-000238,-0.2891553859727505
ACH-000242,-0.27976458539773186
ACH-000243,-0.17804616431595854
ACH-000244,-0.2011050643474237
ACH-000246,-0.3455438477652313
ACH-000248,-0.3270550502659041
ACH-000250,-0.3857044891372398
ACH-000251,-0.548426568955092
ACH-000252,-0.12529745252643662
ACH-000253,-0.20874110958642675
ACH-000255,-0.1289485055926632
ACH-000256,-0.10429060944697227
ACH-000257,-0.08703686886680764
ACH-000258,-0.1350305211661574
ACH-000259,-0.06438542218425425
ACH-000260,-0.05770049038671628
ACH-000261,-0.1002945074010407
ACH-000262,-0.1513848018913477
ACH-000263,0.1084781945993849
ACH-000264,-0.13326679470881012
ACH-000265,-0.04623857660083905
ACH-000266,-0.29814087221317226
ACH-000272,-0.11633014017694705
ACH-000274,-0.13844959379693972
ACH-000277,-0.2698239368605896
ACH-000278,-0.2219192452251384
ACH-000279,-0.16875136381448885
ACH-000280,-0.4849443675670674
ACH-000281,-0.4922608242475052
ACH-000288,-0.24053860793979784
ACH-000291,-0.3874368492982136
ACH-000293,-0.2872080350154283
ACH-000294,-0.20260705082424774
ACH-000295,-0.2388479636052021
ACH-000296,-0.3993415786024683
ACH-000302,-0.3245952278572434
ACH-000304,-0.03841133222296851
ACH-000307,-0.3156643781250162
ACH-000308,-0.161031097974882
ACH-000310,-0.16303876979396764
ACH-000311,-0.9178089453764888
ACH-000312,0.0005102617311022979
ACH-000315,-0.03430524842497882
ACH-000316,-0.4498838848296115
ACH-000317,-0.2711601694258761
ACH-000318,-0.23901270734105615
ACH-000319,-0.17040198065194867
ACH-000320,0.0875664864626761
ACH-000322,-0.28836626424513623
ACH-000323,-0.13018068395280533
ACH-000324,-0.194082573640002
ACH-000329,-0.17438367807545505
ACH-000330,-0.17265054875705982
ACH-000331,-0.30236945293148504
ACH-000332,-0.3360841282470878
ACH-000334,-0.08649106757721503
ACH-000335,-0.19512030623664067
ACH-000336,-0.05992351204449276
ACH-000337,-0.2357399421016183
ACH-000338,-0.4012779443989085
ACH-000339,-0.038418871657030285
ACH-000341,-0.29379940051300873
ACH-000348,-0.2783334305698373
ACH-000350,-0.2426265623138185
ACH-000352,-0.0958002642188393
ACH-000356,-0.03523130329527888
ACH-000361,0.002965572526562166
ACH-000362,-0.11536186162286395
ACH-000363,-0.2365363680506675
ACH-000364,-0.38475512202830175
ACH-000365,-0.1435077433977088
ACH-000366,-0.16588527693063804
ACH-000368,-0.4582300594757301
ACH-000374,-0.24280383766035776
ACH-000375,-0.1703900016959717
ACH-000376,-0.4962753593469599
ACH-000381,-0.12325384493534
ACH-000383,-0.19906126727299234
ACH-000387,-0.21377120480589246
ACH-000389,-0.35277903841432184
ACH-000390,-1.0577051262444743
ACH-000393,-0.23749397218797946
ACH-000395,-0.16315968894832694
ACH-000396,-0.4059593058351665
ACH-000397,-0.31062466936387045
ACH-000401,0.12209074663210127
ACH-000402,-0.5895035554329731
ACH-000403,-0.3277527043697762
ACH-000404,-0.31211201153419577
ACH-000406,-0.14534486778039707
ACH-000407,-0.1900549646632788
ACH-000408,-0.10683542660671533
ACH-000410,-0.26419488791789186
ACH-000411,-0.2525081468163149
ACH-000414,-0.7790977198430696
ACH-000415,-0.23947780824131695
ACH-000416,-0.6179203524944507
ACH-000420,-0.1804824863265659
ACH-000421,-0.20634558708426856
ACH-000424,-0.036229420439679715
ACH-000425,-0.15405332615846454
ACH-000426,-0.20540464959981386
ACH-000427,-0.3339109691849461
ACH-000433,-0.3611937711366539
ACH-000435,-0.3233559410447857
ACH-000436,-0.17350609603945388
ACH-000444,-0.18051510987628872
ACH-000445,-0.15306946717766756
ACH-000448,-0.18920558880815405
ACH-000450,-0.22637823585483366
ACH-000452,-0.1811343674178833
ACH-000454,-0.7782043846533404
ACH-000458,-0.1679105489957749
ACH-000459,-0.2779251318668756
ACH-000460,-0.2163762449050548
ACH-000461,-0.12858159413931206
ACH-000463,-0.775582157750323
ACH-000464,-0.3057031449876093
ACH-000466,-0.2836943796464079
ACH-000467,-0.07104908106175198
ACH-000468,-0.19153779486009212
ACH-000469,-0.1841408490643565
ACH-000470,-0.2048053102734897
ACH-000471,-0.8120097711038274
ACH-000472,-0.17288480793435254
ACH-000473,-0.2942320926513913
ACH-000475,-1.0311760923552855
ACH-000476,-0.16898860345335948
ACH-000477,-0.15866546465975112
ACH-000479,-0.06724434459569828
ACH-000480,-0.4766657095575648
ACH-000481,-0.4238898304235567
ACH-000483,-0.1156654078542295
