,MARCH9 (92979)
ACH-000004,-0.1844384593574171
ACH-000005,-0.6681250130025256
ACH-000007,-0.3531897376559407
ACH-000009,-0.2389910414814544
ACH-000011,-0.4217873863270994
ACH-000012,-0.2238323374586632
ACH-000013,-0.20115417679310835
ACH-000014,-0.21242970299394406
ACH-000015,-0.286836868932676
ACH-000017,-0.34977261274870497
ACH-000018,-0.31036363199982503
ACH-000019,-0.2440977360690276
ACH-000021,-0.3819411863947338
ACH-000022,-0.2378981447250445
ACH-000025,-0.4460190201349232
ACH-000028,-0.28760060990125885
ACH-000030,-0.2980103734829248
ACH-000035,-0.16783876314521246
ACH-000036,-0.32444491708007434
ACH-000037,-0.4447127136346193
ACH-000039,-0.3197965481081128
ACH-000040,-0.33559943924045416
ACH-000041,-0.4397372222412597
ACH-000042,-0.2757163724914527
ACH-000045,-0.37105395230484817
ACH-000047,-0.31034546338643626
ACH-000052,-0.39925435671456205
ACH-000053,-0.23882558218135555
ACH-000054,-0.29103985731662224
ACH-000055,-0.2262252074118864
ACH-000060,-0.2472259130801064
ACH-000067,-0.4035488891089311
ACH-000070,-0.2423075932399328
ACH-000075,-0.3973583025137506
ACH-000078,-0.3265199635243405
ACH-000082,-0.9501567328906322
ACH-000085,-0.4524039957870298
ACH-000086,-0.5697752224949687
ACH-000087,-0.21732739720589328
ACH-000092,-0.32627538116896043
ACH-000095,-0.2822757642575772
ACH-000097,-0.3860150931014136
ACH-000098,-0.12954140848058476
ACH-000099,-0.3495879921093785
ACH-000108,-0.15908257771799947
ACH-000113,-0.2305017624936236
ACH-000116,-0.19183270935115693
ACH-000118,-0.34721888823971875
ACH-000120,-0.2478952856941217
ACH-000123,-0.2271627537838097
ACH-000127,-0.2611952882298976
ACH-000128,-0.4458776968257169
ACH-000132,-0.14022524191277122
ACH-000133,-0.4460452932119112
ACH-000137,-0.4268254192585457
ACH-000138,-0.3387218388401533
ACH-000142,-0.4131608909681893
ACH-000143,-0.21115053667769304
ACH-000146,-0.2983717232054233
ACH-000148,-0.30283604536527714
ACH-000150,-0.4738555093080466
ACH-000152,-0.3239817889979309
ACH-000153,-0.29157868906848594
ACH-000159,-0.3174791358808584
ACH-000160,-0.4168849372043571
ACH-000163,-0.5577197597407021
ACH-000167,-0.4842878482044407
ACH-000168,-0.3410364304530478
ACH-000169,-0.3269340770870298
ACH-000178,-0.4608855365861427
ACH-000183,-0.2457136670516194
ACH-000188,-0.2534165120581832
ACH-000189,-0.2733440428748609
ACH-000190,-0.21366331193431454
ACH-000198,-0.1537692378475192
ACH-000203,-0.2944046248779356
ACH-000204,-0.3486977114966109
ACH-000206,-0.2572187775765853
ACH-000207,-0.15387809116540482
ACH-000208,-0.6850987867093061
ACH-000210,-0.3398776286137067
ACH-000211,-0.4106462986008027
ACH-000215,-0.3661921289647824
ACH-000221,-0.1439899401205662
ACH-000222,-0.3025062075087793
