,AFF3 (3899)
ACH-000004,-0.02931541954286997
ACH-000005,0.0652608023231893
ACH-000007,-0.13105760156915025
ACH-000009,-0.13888375875253206
ACH-000011,0.1003888442591259
ACH-000012,-0.12351016660693535
ACH-000013,-0.2195885565634672
ACH-000014,-0.3252465707826606
ACH-000015,-0.1863028260719874
ACH-000017,-0.15855008416715008
ACH-000018,-0.2289404588726583
ACH-000019,-0.2704700701403688
ACH-000021,-0.051761540971625435
ACH-000022,-0.05334381805626008
ACH-000025,-0.10642854461385434
ACH-000028,-0.11601480073897412
ACH-000030,-0.16933361789847445
ACH-000035,-0.2223017446797393
ACH-000036,-0.09666055688170926
ACH-000037,-0.17963522345406252
ACH-000039,-0.01700473423019966
ACH-000040,-0.06623309303704117
ACH-000041,-0.3127392575794644
ACH-000042,-0.10705089628307426
ACH-000045,-0.2537574288339327
ACH-000047,-0.04341657693527493
ACH-000052,-0.15843838411381433
ACH-000053,-0.058653752953987885
ACH-000054,-0.062430481366973725
ACH-000055,-0.07266106276691396
ACH-000060,-0.14461855466224444
ACH-000067,-0.015672504736636825
ACH-000070,-0.21488057171323466
ACH-000075,-0.14688126848608996
ACH-000078,-0.24835438814018745
ACH-000082,-0.15054458086610875
ACH-000085,-0.07421098518153729
ACH-000086,-0.3028034962277934
ACH-000087,-0.2370286103733157
ACH-000092,-0.24774588424702085
ACH-000095,-0.13320990419232934
ACH-000097,-0.16935946378614022
ACH-000098,-0.30070216378400794
ACH-000099,-0.20767252301520006
ACH-000108,-0.1532358312639543
ACH-000113,-0.3244322464595609
ACH-000116,-0.11661539056350168
ACH-000118,-0.11539624545588965
ACH-000120,-0.2451333915365866
ACH-000123,-0.1857742797269554
ACH-000127,-0.28395121969537873
ACH-000128,-0.29542781023162107
ACH-000132,-0.11640807195711865
ACH-000133,-0.15490518149081345
ACH-000137,-0.20953306832291166
ACH-000138,-0.04268443081346268
ACH-000142,-0.15176602502687495
ACH-000143,-0.2885463759557262
ACH-000146,-0.09124245352089448
ACH-000148,-0.028148085742591224
ACH-000150,0.08345670053809602
ACH-000152,-0.22377252444892454
ACH-000153,0.13904354747418382
ACH-000159,-0.1284447453859258
ACH-000160,0.06597236344603799
ACH-000163,-0.1679335997636206
ACH-000167,0.2666390597300889
ACH-000168,-0.2328499107994638
ACH-000169,-0.08464122935000244
ACH-000178,-0.1493951327249204
ACH-000183,-0.0930691764117827
ACH-000188,-0.05939932492967258
ACH-000189,-0.06058856516487154
ACH-000190,0.016711526787850255
ACH-000198,-0.3565863255658785
ACH-000203,-0.2440504587714582
ACH-000204,-0.3096661865200403
ACH-000206,-0.3484323851466613
ACH-000207,-0.10169142622811274
ACH-000208,0.11821527703990953
ACH-000210,-0.2910982500700157
ACH-000211,-0.1153923786974893
ACH-000215,-0.12334165681220448
ACH-000221,-0.4301762077537888
ACH-000222,-0.024352526165512898
ACH-000223,-0.15868399752946816
ACH-000226,-0.21981606417012448
ACH-000227,-0.05350966327956034
ACH-000228,-0.20303809343309687
ACH-000231,-0.16950877197344202
ACH-000232,-0.244716705075506
ACH-000233,-0.1661929724580436
ACH-000234,-0.2910809532894534
ACH-000235,-0.1149117129421962
ACH-000237,-0.1505475946397801
ACH-000238,-0.036844748569540994
ACH-000242,-0.24664579921104285
ACH-000243,-0.13888585299118664
ACH-000244,-0.12567299178232666
ACH-000246,-0.2702300486467742
ACH-000248,-0.1584430987148352
ACH-000250,-0.20199239130695326
ACH-000251,0.039731975226444984
ACH-000252,-0.05105211089349437
ACH-000253,-0.07522363498270605
ACH-000255,-0.5332206341405176
ACH-000256,-0.17278709997560426
ACH-000257,-0.09107266370275327
ACH-000258,-0.05079239617364771
ACH-000259,-0.2001349209510896
ACH-000260,-0.2341509124973128
ACH-000261,-0.1442659335816227
ACH-000262,-0.07546877192810499
ACH-000263,-0.21728597937715655
ACH-000264,-0.1346794197663996
ACH-000265,-0.12398426645320434
ACH-000266,-0.07255972292541908
ACH-000272,-0.1153827898385975
ACH-000274,-0.17155954151352076
ACH-000277,0.029296126073934836
ACH-000278,0.002917606581608391
ACH-000279,-0.2077335590314643
ACH-000280,-0.1840600756998035
ACH-000281,-0.228268311065656
ACH-000288,-0.11361453971338825
ACH-000291,-0.3914096309996472
ACH-000293,-0.19898333318382574
ACH-000294,-0.14229269067085934
ACH-000295,0.08781876747167923
ACH-000296,-0.022814539307140967
ACH-000302,-0.14329289754222949
ACH-000304,-0.0063543897434655845
ACH-000307,-0.3301344586982824
ACH-000308,-0.1799189572982656
ACH-000310,-0.15011263298941102
ACH-000311,-0.08739247282701401
ACH-000312,-0.21294200874102712
ACH-000315,-0.2702824328807312
ACH-000316,-0.07009129330479716
ACH-000317,-0.4590295938857169
ACH-000318,-0.411633258117244
ACH-000319,-0.04989247686968068
ACH-000320,-0.2158366895078964
ACH-000322,-0.2337786288731685
ACH-000323,-0.12492645851337494
ACH-000324,-0.2347953666682335
ACH-000329,-0.25061648676900417
ACH-000330,-0.23356775694692605
ACH-000331,-0.16893531839960235
ACH-000332,-0.09245791709299504
ACH-000334,-0.18363303396808986
ACH-000335,-0.008318550377569015
ACH-000336,-0.1346992152459713
ACH-000337,-0.2161472873642009
ACH-000338,0.06616150707468632
ACH-000339,-0.15707190113247546
ACH-000341,-0.1245263418832891
ACH-000348,-0.16029193880901585
ACH-000350,-0.14308816682101416
ACH-000352,-0.1639499436122283
ACH-000356,-0.11605087980397752
ACH-000361,-0.3868562622552009
ACH-000362,-0.6327187205842474
ACH-000363,-0.14490849467097605
ACH-000364,-0.1542229825637906
ACH-000365,-0.22501521190413684
ACH-000366,-0.23368093674773585
ACH-000368,-0.0575334884317638
ACH-000374,-0.25761262810295354
ACH-000375,-0.050089472459702064
ACH-000376,-0.03441080919614035
ACH-000381,-0.19253889589097492
ACH-000383,-0.07893334320068048
ACH-000387,-0.02128916641213438
ACH-000389,-0.12139376184252765
ACH-000390,-0.22112737058899865
ACH-000393,-0.33843364307583546
ACH-000395,-0.16787796801935378
ACH-000396,-0.37340586714419066
ACH-000397,-0.10220968460069124
ACH-000401,-0.17109693647726554
ACH-000402,-0.18877818365998897
ACH-000403,-0.12924594603936326
ACH-000404,-0.19520443265704104
ACH-000406,-0.13924670212604146
ACH-000407,-0.1848602405125732
ACH-000408,-0.0013234877105589152
ACH-000410,-0.28350287224241155
ACH-000411,-0.0900949930706221
ACH-000414,-0.12696312423719114
ACH-000415,-0.2434170512194705
ACH-000416,-0.07279936586107738
ACH-000420,-0.2584105861353961
ACH-000421,-0.15825424602559607
ACH-000424,-0.2960342500226703
ACH-000425,-0.14646791630871672
ACH-000426,-0.15983693253012335
ACH-000427,-0.05801184977484985
ACH-000433,-0.14483125117912832
ACH-000435,-0.03936703373445742
ACH-000436,-0.14911820540900264
ACH-000444,-0.046377516208089976
ACH-000445,-0.16714524704907555
ACH-000448,-0.23986150955311414
ACH-000450,-0.11147453672666156
ACH-000452,-0.13299626602456388
ACH-000454,-0.17379462544447058
ACH-000458,-0.11099253801071232
ACH-000459,-0.12038591700477548
ACH-000460,-0.11159244474986037
ACH-000461,-0.19412891764658072
ACH-000463,-0.20099432954649535
ACH-000464,-0.14968944246969385
ACH-000466,-0.285695498451412
ACH-000467,-0.1626947090053692
ACH-000468,-0.1111686051449037
ACH-000469,0.02704105440307361
ACH-000470,-0.2410956089657851
ACH-000471,-0.1747099481125938
ACH-000472,-0.10364725132062172
ACH-000473,-0.10025536625934964
ACH-000475,-0.2536757342046944
ACH-000476,-0.1460362415381641
ACH-000477,-0.23720411943641745
ACH-000479,-0.3798058242766969
ACH-000480,-0.15509430914930444
ACH-000481,-0.19092841416245707
ACH-000483,-0.08035203279847099
ACH-000484,-0.2401705656671975
ACH-000485,-0.09951390108810694
ACH-000486,-0.1690137066110618
ACH-000487,-0.16469077129479864
ACH-000488,-0.1708796503514895
ACH-000490,-0.09914353148551484
ACH-000491,-0.07850258127381747
ACH-000495,-0.1928555441656446
ACH-000496,-0.4091310935753685
ACH-000499,-0.30866558535306915
ACH-000500,-0.4636810587351776
ACH-000502,-0.07115207254243712
ACH-000503,-0.2650203554287873
ACH-000505,-0.20158538024828931
ACH-000507,-0.20426708284355694
ACH-000510,-0.24490061733971466
ACH-000511,-0.02731428468347192
ACH-000512,-0.16319005786257804
ACH-000516,-0.2295388925802478
ACH-000517,-0.04792360917761534
ACH-000518,-0.10546607384322956
ACH-000520,-0.3614975240922019
ACH-000521,-0.24063736240108344
ACH-000522,-0.13392101779713067
ACH-000524,-0.12255525939369095
ACH-000527,-0.05854325879888809
ACH-000528,-0.06907023604862236
ACH-000537,-0.21612426786743047
ACH-000541,-0.288486597181553
ACH-000542,-0.020388740537338045
ACH-000544,0.06519524337560087
ACH-000545,-0.1719920804248617
ACH-000547,-0.3361326808680861
ACH-000548,-0.2704031644376521
ACH-000549,-0.4923060054598783
ACH-000550,-0.08686942199333404
ACH-000552,-0.2224577347677982
ACH-000556,-0.1809715218656202
ACH-000557,-0.1971539202872774
ACH-000569,-0.049165604999327685
ACH-000570,-0.19896643908569744
ACH-000571,-0.10048686260185953
ACH-000573,-0.28517103510242303
ACH-000576,-0.017304972956857713
ACH-000579,-0.2452730032463983
ACH-000580,-0.1331704432652942
ACH-000584,-0.13962400930261046
ACH-000585,-0.23619845069756945
ACH-000588,-0.28023479395016143
ACH-000589,-0.3094157259815186
ACH-000591,-0.18917556010933367
ACH-000593,-0.06909795126561563
ACH-000600,-0.2034637118232062
ACH-000601,-0.11531911347874604
ACH-000605,-0.1323523701189859
ACH-000606,-0.11026432994902977
ACH-000608,-0.145055194034061
ACH-000614,-0.32572509485890155
ACH-000616,-0.14968409423888684
ACH-000618,-0.2243334833394962
ACH-000619,-0.15795727420410205
ACH-000620,-0.196253077593679
ACH-000621,-0.09997503856170054
ACH-000622,-0.1972670755021669
ACH-000623,-0.2017528992034022
ACH-000624,-0.0800090363553838
ACH-000627,-0.12675533331272812
ACH-000630,-0.2597256598815338
ACH-000631,0.017166829856955463
ACH-000632,-0.1685968471691165
ACH-000633,-0.17597915647102724
ACH-000637,-0.18156720585704406
ACH-000638,-0.18174127911778126
ACH-000646,-0.11346605599173325
ACH-000647,-0.1370849763207709
ACH-000648,-0.053832275989486124
ACH-000649,-0.1988384524134085
ACH-000651,-0.2180913010921542
ACH-000652,-0.1690149413605595
ACH-000653,-0.29029992199171073
ACH-000657,-0.1290747255289819
ACH-000658,-0.13393969822800253
ACH-000661,-0.17720826788010718
ACH-000662,-0.4206549012635873
ACH-000663,-0.27051145652950903
ACH-000665,-0.17130761717422932
ACH-000671,-0.2789969286555257
ACH-000672,-0.22254203529497107
ACH-000673,-0.20281108571974807
ACH-000676,-0.2961386069197337
ACH-000677,-0.3081730497072959
ACH-000681,-0.24512556137616376
ACH-000683,-0.11964268995559417
ACH-000684,-0.0972271411405124
ACH-000688,-0.08916230111743267
ACH-000693,-0.17633243782408525
ACH-000694,-0.16971476252371093
ACH-000695,-0.22328339245691745
ACH-000696,-0.10404090089886056
ACH-000697,-0.07738170300310572
