,ENG (2022)
ACH-000004,0.03529056771396484
ACH-000005,-0.07116819770439542
ACH-000007,-0.15065191088488306
ACH-000009,-0.15630645728617293
ACH-000011,0.028657358702516574
ACH-000012,-0.043083856071446255
ACH-000013,0.0254627720418235
ACH-000014,-0.007837682510431605
ACH-000015,-0.07924427554975177
ACH-000017,0.1225720989015224
ACH-000018,-0.1380257838293335
ACH-000019,-0.08773242119575192
ACH-000021,-0.06481521105246173
ACH-000022,-0.18837513368506936
ACH-000025,-0.0330666769185036
ACH-000028,0.06633509925031819
ACH-000030,-0.01663798289281621
ACH-000035,-0.051057218737127805
ACH-000036,0.07375161033529022
ACH-000037,-0.043755935365392684
ACH-000039,-0.009973833389277922
ACH-000040,0.07464045994905233
ACH-000041,-0.12096325665766608
ACH-000042,-0.0033963791638474557
ACH-000045,-0.03365649068740058
ACH-000047,0.1490857511414173
ACH-000052,-0.08138322598864965
ACH-000053,0.01536368804583085
ACH-000054,-0.14193245297221255
ACH-000055,0.05678971009660055
ACH-000060,0.031607918113140565
ACH-000067,0.03607211255578908
ACH-000070,-0.035254117247681384
ACH-000075,0.14495193850350396
ACH-000078,-0.15078374611918055
ACH-000082,-0.023641634843538616
ACH-000085,0.1556258896785042
ACH-000086,-0.03142365028646765
ACH-000087,0.058757117421031714
ACH-000092,0.0548478368853537
ACH-000095,0.024977022416112497
ACH-000097,-0.0029496851031413605
ACH-000098,-0.041312918916043787
ACH-000099,0.049886859326541536
ACH-000108,-0.0001914545792475125
ACH-000113,-0.017102199143290496
ACH-000116,0.00432820254915501
ACH-000118,0.02940434730840631
ACH-000120,-0.22590874108376546
ACH-000123,-0.11594175697948984
ACH-000127,-0.034698762970139733
ACH-000128,-0.04138548153160471
ACH-000132,0.015438993221187362
ACH-000133,0.02274465391932453
ACH-000137,0.0669618916336697
ACH-000138,0.045933415458209184
ACH-000142,-0.009042487206265165
ACH-000143,0.04218801966482608
ACH-000146,-0.00810861177742257
ACH-000148,0.020668845785960045
ACH-000150,0.03489040452806089
ACH-000152,0.008184465332112414
ACH-000153,-0.1332734262134692
ACH-000159,0.14782702414205676
ACH-000160,0.04632170240603886
ACH-000163,-0.129453383781881
ACH-000167,-0.1142534452451099
ACH-000168,-0.15615897715222804
ACH-000169,-0.09184493115028536
ACH-000178,-0.015128318744738441
ACH-000183,-0.026333527517607317
ACH-000188,-0.03593714265443422
ACH-000189,0.07388630900426932
ACH-000190,-0.13133605434871007
ACH-000198,-0.024897580507595555
ACH-000203,0.4013872017281697
ACH-000204,-0.10629521500384023
ACH-000206,-0.006990332257080197
ACH-000207,-0.027098817093973413
ACH-000208,-0.3233585752144825
ACH-000210,-0.0074892157908998435
ACH-000211,-0.02020156155303817
ACH-000215,0.0024092803510956137
ACH-000221,-0.048897497176599705
ACH-000222,0.056468037836869066
ACH-000223,0.023920541809814976
ACH-000226,0.06096497852309121
ACH-000227,0.04466504271259955
ACH-000228,-0.03686211748774326
ACH-000231,0.00376857769670044
ACH-000232,0.0887144656198451
ACH-000233,0.06474293278447535
ACH-000234,-0.10845447514917617
ACH-000235,-0.02716884718236529
ACH-000237,-0.09906823309450244
ACH-000238,-0.023468584604049072
ACH-000242,0.08131236913565795
ACH-000243,0.10486568953392364
ACH-000244,-0.10404152867210424
ACH-000246,-0.03684512912994119
ACH-000248,0.04067288580704995
ACH-000250,-0.06419199976241342
ACH-000251,0.07523534572307211
ACH-000252,-0.054951858928307305
ACH-000253,0.02225301992036487
ACH-000255,0.043435787571228464
ACH-000256,-0.05661903693743736
ACH-000257,-0.0445189507350481
ACH-000258,0.03620138503519515
ACH-000259,-0.07363254300316466
ACH-000260,-0.0704967782895539
ACH-000261,-0.02046289216603593
ACH-000262,-0.0690987628432725
ACH-000263,-0.14770183438509787
ACH-000264,-0.056891213072283266
ACH-000265,0.05249263198651339
ACH-000266,0.028194652004232424
ACH-000272,0.04064650561856318
ACH-000274,-0.08517537636430758
ACH-000277,-0.061007868237034066
ACH-000278,-0.0774823725546133
ACH-000279,-0.005134752875215403
ACH-000280,0.042420050046173
ACH-000281,-0.017285901166476852
ACH-000288,0.19133040743928026
ACH-000291,-0.05078981524987705
ACH-000293,0.05066638959759693
ACH-000294,-0.04511008223534653
ACH-000295,-0.12387016766387116
ACH-000296,-0.031860239306401895
ACH-000302,0.037766118205472834
ACH-000304,0.13055840739710306
ACH-000307,-0.015032135525409437
ACH-000308,-0.0007540232854852567
ACH-000310,-0.017063901818606012
ACH-000311,0.10187034492475354
ACH-000312,-0.12357649605598507
ACH-000315,-0.021363158601030267
ACH-000316,0.0825781475175017
ACH-000317,0.03225983506282635
ACH-000318,-0.056854422030856076
ACH-000319,-0.10495095405060233
ACH-000320,0.14657341228254225
ACH-000322,0.014324941483826716
ACH-000323,0.06304670113269563
ACH-000324,-0.061260152733786224
ACH-000329,0.06433206137769358
ACH-000330,-0.16508658232550175
ACH-000331,0.13605210072970567
ACH-000332,0.03675640242389499
ACH-000334,0.10460912919660012
ACH-000335,0.06626356053866969
ACH-000336,0.09313198925395337
ACH-000337,-0.05905987783428258
ACH-000338,0.4676031283662188
ACH-000339,0.02108118113701507
ACH-000341,0.13963745283584042
ACH-000348,0.03158554639188972
ACH-000350,-0.010657847073575146
ACH-000352,-0.04799739790781127
ACH-000356,0.1340063728212719
ACH-000361,0.19318519936953288
ACH-000362,-0.03864135105366892
ACH-000363,-0.1705782959647235
ACH-000364,0.11870508906409975
ACH-000365,-0.027251415069978455
ACH-000366,-0.02082787265414428
ACH-000368,-0.05140818502527582
ACH-000374,0.04674536616219747
ACH-000375,-0.11906942946453301
ACH-000376,-0.027563949263098943
ACH-000381,-0.03938058506303665
ACH-000383,-0.0651829579835791
ACH-000387,-0.02055329324472674
ACH-000389,-0.12508502006096694
ACH-000390,-0.01842525206845106
ACH-000393,-0.04109317176159394
ACH-000395,-0.19001223630108274
ACH-000396,0.28753060458073004
ACH-000397,0.04435071240955011
