,ANKRD20A2 (441430)
ACH-000004,-1.1316944414700891
ACH-000005,-1.0299847699947116
ACH-000007,-0.7758297042241896
ACH-000009,-0.836592304134312
ACH-000011,-0.8776680553024586
ACH-000012,-0.6910379038070626
ACH-000013,-0.6054633955872595
ACH-000014,-0.7368402939481957
ACH-000015,-0.8462259282821414
ACH-000017,-0.5401085255230931
ACH-000018,-0.8024646380575063
ACH-000019,-0.6063260627688917
ACH-000021,-0.9520894237383404
ACH-000022,-0.8283835716739777
ACH-000025,-0.7063477132200601
ACH-000028,-0.6117712746029683
ACH-000030,-0.9247969296903582
ACH-000035,-0.5913211731563341
ACH-000036,-0.7631863704638082
ACH-000037,-0.8554593037394573
ACH-000039,-0.6538769168212286
ACH-000040,-0.7985385957764419
ACH-000041,-0.8245162180362402
ACH-000042,-0.7531226124300696
ACH-000045,-0.5964498924076316
ACH-000047,-0.6974966909386288
ACH-000052,-0.7120849128107671
ACH-000053,-0.4941026630523513
ACH-000054,-0.7998328058358876
ACH-000055,-0.6641675435690689
ACH-000060,-0.8297063239660352
ACH-000067,-0.9038619951202478
ACH-000070,-0.9061406031014544
ACH-000075,-0.8665619453602824
ACH-000078,-0.7371753404423111
ACH-000082,-0.5043574315164773
ACH-000085,-0.9681328048546826
ACH-000086,-0.7682514690808788
ACH-000087,-1.1039041907045442
ACH-000092,-0.8484473704057242
ACH-000095,-0.6685794698707871
ACH-000097,-1.0918843475042759
ACH-000098,-0.7428448088871387
ACH-000099,-0.7671801600505549
ACH-000108,-0.9138822386013288
ACH-000113,-0.5953913330078592
ACH-000116,-0.8004529912533388
ACH-000118,-0.7064951167803573
ACH-000120,-0.6810609664528666
ACH-000123,-0.7647557267059454
ACH-000127,-0.9403184797279224
ACH-000128,-0.6529867810951394
ACH-000132,-0.9895474617194268
ACH-000133,-0.6918837979037571
ACH-000137,-0.7609595338153223
ACH-000138,-0.9291924165560272
ACH-000142,-0.5922698918459616
ACH-000143,-0.7593438229462542
ACH-000146,-0.6755838884780685
ACH-000148,-0.8283116456972534
ACH-000150,-1.0919962730509147
ACH-000152,-0.6220828655119829
ACH-000153,-0.999622425965594
ACH-000159,-0.9275128666318508
ACH-000160,-0.8259189358961438
ACH-000163,-0.9337508202993706
ACH-000167,-1.217168690823321
ACH-000168,-0.6375878941562477
ACH-000169,-0.8287766607473309
ACH-000178,-0.904036024987364
ACH-000183,-0.9611367240658316
ACH-000188,-0.9705927848138534
ACH-000189,-1.1262034708431874
ACH-000190,-0.7118629083462559
ACH-000198,-0.8534830828692843
ACH-000203,-0.913514338561514
ACH-000204,-0.8984629391298953
ACH-000206,-0.3856480835326602
ACH-000207,-0.5672164553219358
ACH-000208,-0.8691007267002889
ACH-000210,-1.002940298506212
ACH-000211,-0.7076621337999216
ACH-000215,-1.0269539236839258
ACH-000221,-0.9345460372846548
ACH-000222,-0.9568109364022416
ACH-000223,-0.7875317595716901
ACH-000226,-0.7556742427877118
ACH-000227,-0.914018018784145
ACH-000228,-0.8453415167189648
ACH-000231,-0.8772954875842339
ACH-000232,-0.9601995022414096
ACH-000233,-0.5830724186961191
ACH-000234,-0.9044472962863792
ACH-000235,-0.8472568996086862
ACH-000237,-0.8195916023842683
ACH-000238,-1.1238066696075126
ACH-000242,-1.044075250360361
ACH-000243,-0.7628536979788711
ACH-000244,-0.8691087899889525
ACH-000246,-0.8803561427861125
ACH-000248,-0.7482268063500976
ACH-000250,-0.730606541233787
ACH-000251,-0.9381891465801878
ACH-000252,-0.8853708125772529
ACH-000253,-0.8157817529819266
ACH-000255,-0.7448856308907649
ACH-000256,-0.7708544890822729
ACH-000257,-0.8262920271437303
ACH-000258,-0.8238419849098441
ACH-000259,-0.7861948479460813
ACH-000260,-0.7946291549474284
ACH-000261,-0.6640988075384795
ACH-000262,-0.8277942646337295
ACH-000263,-0.7438876063116221
ACH-000264,-1.288864384463594
ACH-000265,-0.7717603866913242
ACH-000266,-0.8703376762724764
ACH-000272,-0.9240945404387586
ACH-000274,-1.1029182440087546
ACH-000277,-0.4542067490282718
ACH-000278,-1.0021908327786369
ACH-000279,-0.927385749577052
ACH-000280,-0.7080984026081328
ACH-000281,-0.8260109918936535
ACH-000288,-0.7170851129600364
ACH-000291,-0.9604495024352008
ACH-000293,-0.5322953024662689
ACH-000294,-0.7077934611147286
ACH-000295,-0.8507064084312689
ACH-000296,-0.8597173357757061
ACH-000302,-0.8539077425096948
ACH-000304,-1.07586979490977
ACH-000307,-0.792278285298923
ACH-000308,-1.2386921465495064
ACH-000310,-0.8922525296924165
ACH-000311,-0.7528237847481544
ACH-000312,-0.7299233593015251
ACH-000315,-0.4783185731926454
ACH-000316,-0.8339746871941497
ACH-000317,-1.079954952516026
ACH-000318,-0.7631058193155129
ACH-000319,-0.6434088639456049
ACH-000320,-0.9440414940577184
ACH-000322,-0.9384367767060048
ACH-000323,-0.7603292601937067
ACH-000324,-0.9269523028849131
ACH-000329,-0.7022061765578518
ACH-000330,-0.6968238938877339
ACH-000331,-0.7499793093899596
ACH-000332,-0.8233281989764282
ACH-000334,-0.5453841606154747
ACH-000335,-0.7611403455106355
ACH-000336,-0.7489964564674942
ACH-000337,-1.0165584742696654
ACH-000338,-0.8610478731366318
ACH-000339,-0.9450310852275724
ACH-000341,-0.7291732738463192
ACH-000348,-0.7707061492966427
ACH-000350,-0.9186713301669428
ACH-000352,-0.7546893142225932
ACH-000356,-0.7898333212308704
ACH-000361,-0.7140496320268993
ACH-000362,-0.7352415024298841
ACH-000363,-0.7091303737760509
ACH-000364,-0.7513385238192607
ACH-000365,-0.7124761487330078
ACH-000366,-0.7846646984117017
ACH-000368,-0.6924975854998843
ACH-000374,-1.1629038495785122
ACH-000375,-0.5992970298769934
ACH-000376,-0.8458916056279158
ACH-000381,-0.8265721624443364
ACH-000383,-0.7435670316677127
ACH-000387,-0.8607997534563996
ACH-000389,-0.7361786189052469
ACH-000390,-0.9072098082935824
ACH-000393,-0.9139384966466608
ACH-000395,-0.7836957019528215
ACH-000396,-1.0026846602812478
ACH-000397,-0.9901910823207049
