,DPAGT1 (1798)
ACH-000337,-1.305191451555767
ACH-000338,-0.9629627013187954
ACH-000339,-1.366031433306503
ACH-000341,-0.7876216208953882
ACH-000348,-1.7138846746614864
ACH-000350,-1.5823718496451258
ACH-000352,-1.1575756721781234
ACH-000356,-1.3200387023866418
ACH-000361,-1.5714505044379985
ACH-000362,-1.401274945218458
ACH-000363,-0.9908159207767808
ACH-000364,-1.4964073556475916
ACH-000365,-1.4464058733121017
ACH-000366,-1.6069567855207636
ACH-000368,-1.5982019316149854
ACH-000374,-1.6543007542911785
ACH-000375,-1.4413940978500197
ACH-000376,-1.4353946479048385
ACH-000381,-1.442474306310788
ACH-000383,-1.3384835233425632
ACH-000387,-1.5655978538862199
ACH-000389,-1.2919729454550328
ACH-000390,-1.520053941229817
ACH-000393,-1.4645171294800574
ACH-000395,-1.3555874569562725
ACH-000396,-1.725640525673481
ACH-000397,-1.7044878399938008
ACH-000401,-1.8053340612008155
ACH-000402,-1.3262248263457097
ACH-000403,-1.2526940528603312
ACH-000404,-1.5142774273172002
ACH-000406,-1.6909133829221152
ACH-000407,-1.516826267401607
ACH-000408,-1.724306475503438
ACH-000410,-1.3445615286355723
ACH-000411,-1.698106241054688
ACH-000414,-1.8155911478535287
ACH-000415,-1.6672973410291116
ACH-000416,-1.5031646536575185
ACH-000420,-1.4426952829442496
ACH-000421,-1.3204937481624408
ACH-000424,-1.3478216000356953
ACH-000425,-1.2783461005379817
ACH-000426,-1.4222094735213378
ACH-000427,-1.1450237784784558
ACH-000433,-1.4585278875884882
ACH-000435,-1.6365926959764958
ACH-000436,-1.2419589602126857
ACH-000444,-1.2858332973188888
ACH-000445,-1.3266394846365683
ACH-000448,-1.2938485371138957
ACH-000450,-1.7900945065406797
ACH-000452,-1.6442938418150923
ACH-000454,-1.4785227701525248
ACH-000458,-1.5402350153277786
ACH-000459,-1.1223951381425747
ACH-000460,-1.320812357340343
ACH-000461,-1.297177492103034
ACH-000463,-1.489816847708345
ACH-000464,-1.4087630067103836
ACH-000466,-1.9284379885353171
ACH-000467,-1.5732619379616004
ACH-000468,-1.4529495472831064
ACH-000469,-1.4131041480219697
ACH-000470,-1.5030203756947191
ACH-000471,-1.431486828383369
ACH-000472,-1.3172454678648329
ACH-000473,-1.6847386039219403
ACH-000475,-1.3693517442889742
ACH-000476,-1.5444154074763712
ACH-000477,-2.2241095510001583
ACH-000479,-1.6317487184684094
ACH-000480,-1.5405381926382515
ACH-000481,-0.8460348024871767
ACH-000483,-1.2454599120559862
ACH-000484,-1.2838284469952697
ACH-000485,-1.3667974538260197
ACH-000486,-1.5439121442616488
ACH-000487,-1.4998058822573097
ACH-000488,-1.3017661094316184
ACH-000490,-1.4513062526273992
ACH-000491,-1.1025535763296772
ACH-000495,-1.2635445520757065
ACH-000496,-1.5784650085879095
ACH-000499,-1.3981868985023669
ACH-000500,-2.0678173118583416
ACH-000502,-1.4768522476851136
ACH-000503,-1.745931492804954
ACH-000505,-1.4472357833177976
ACH-000507,-1.4596270101209483
ACH-000510,-1.2546404315036537
ACH-000511,-1.264747790008132
ACH-000512,-0.97306808351513
ACH-000516,-1.4157736985765867
ACH-000517,-1.5288932166983231
ACH-000518,-1.675855502363953
ACH-000520,-1.3289461123034836
ACH-000521,-1.5091332281751584
ACH-000522,-1.4051778661438947
ACH-000524,-1.4371561442479837
ACH-000527,-1.4967368048434766
ACH-000528,-1.1964786504203635
ACH-000537,-1.6078703023947158
ACH-000541,-1.033180651894304
ACH-000542,-1.2225067317542693
ACH-000544,-1.4321291905006994
ACH-000545,-1.4717222321989427
ACH-000547,-1.3573588284088776
ACH-000548,-1.4161816001147605
ACH-000549,-1.5229498414922338
ACH-000550,-1.6245637331620086
ACH-000552,-1.3760894505107135
ACH-000556,-1.4262873942399548
ACH-000557,-1.549178236436643
ACH-000569,-1.3641327773787182
ACH-000570,-1.6368635004602348
ACH-000571,-1.7659099236549383
ACH-000573,-1.6094826962052873
ACH-000576,-1.562110625769597
ACH-000579,-1.4314675672132375
ACH-000580,-1.8203207263899277
ACH-000584,-1.4764399112591455
ACH-000585,-1.6578972613773977
ACH-000588,-1.6141183997445758
ACH-000589,-1.4452775337402888
ACH-000591,-1.3642325632539702
ACH-000593,-1.3790571601941877
ACH-000600,-1.3815948913658267
ACH-000601,-1.3370752943625572
ACH-000605,-1.3755117895792597
ACH-000606,-1.627295938256187
ACH-000608,-0.9932404390793468
ACH-000614,-1.847484806841624
ACH-000616,-1.3809022988154058
ACH-000618,-1.6154280828221883
ACH-000619,-1.5912331069833159
ACH-000620,-1.522386660119527
ACH-000621,-1.14483367844254
ACH-000622,-1.3241043337064116
ACH-000623,-1.6878639572696637
ACH-000624,-1.2301219707834994
ACH-000627,-1.1281384681858249
ACH-000630,-1.353074519361988
ACH-000631,-1.3192150086137948
ACH-000632,-1.6752153062537378
ACH-000633,-1.508810203651744
ACH-000637,-1.8089543386439724
ACH-000638,-1.423499085292137
ACH-000646,-1.8407857601571345
ACH-000647,-1.4099156388751608
ACH-000648,-1.6874123019654819
ACH-000649,-1.4412257923855958
ACH-000651,-1.3544041292682918
ACH-000652,-1.4768832368408968
ACH-000653,-1.0683057792390154
ACH-000657,-1.3398492144418674
ACH-000658,-1.3993402286252319
ACH-000661,-2.0231434074198367
ACH-000662,-1.2954288884043246
ACH-000663,-1.7718663591407564
ACH-000665,-1.5521731263413114
ACH-000671,-1.4833422508742309
ACH-000672,-1.7667425408205977
ACH-000673,-1.381475739077398
ACH-000676,-1.3067373585427557
ACH-000677,-1.0793019225421554
ACH-000681,-1.6658406457784098
ACH-000683,-1.5991366682342845
ACH-000684,-1.5974304173085732
ACH-000688,-1.6090858632001699
ACH-000693,-1.321537902550021
ACH-000694,-1.4995800629119087
ACH-000695,-1.155365184829097
ACH-000696,-1.4170897449480555
ACH-000697,-1.0854059915917642
ACH-000699,-1.159236256793282
ACH-000701,-1.2316198155106322
ACH-000706,-1.5497434234876677
ACH-000711,-1.3170266579412828
ACH-000713,-1.6325566496363608
ACH-000714,-1.5927154834164947
ACH-000718,-1.3575217356985296
ACH-000720,-1.4336372046043773
ACH-000721,-1.4219156563599695
ACH-000724,-1.4472256732805149
ACH-000725,-0.7346525359084146
ACH-000732,-1.5283950177089816
ACH-000734,-1.3968672245317184
ACH-000735,-1.3011557116291643
ACH-000736,-1.4359418986843289
ACH-000738,-1.2761736649364963
ACH-000746,-1.4994637626530816
ACH-000747,-1.370974333250709
ACH-000748,-1.3739788363252046
ACH-000753,-1.5699318288482758
ACH-000756,-1.4118629510204699
ACH-000757,-1.1806375390471704
ACH-000758,-1.3154133954968923
ACH-000760,-1.3036887006705158
ACH-000762,-1.4536989856897065
ACH-000763,-1.3560694759795302
ACH-000764,-1.1217978735312677
ACH-000765,-1.886353657881149
ACH-000766,-1.5363064859785436
ACH-000767,-0.8024735344139734
ACH-000768,-1.3992965704939384
ACH-000769,-1.4609723309912648
ACH-000770,-1.421290132477547
ACH-000771,-1.5867122367686108
ACH-000773,-1.141317799955886
ACH-000776,-1.5100261887657471
ACH-000777,-1.6021577276550634
ACH-000778,-2.551876866731311
ACH-000781,-1.6030948762759512
ACH-000782,-1.4295060023448438
ACH-000783,-0.9872902669177134
ACH-000784,-1.4742785486993897
ACH-000785,-0.9686561067556828
ACH-000787,-1.4373484731855122
ACH-000788,-1.4410643283605318
ACH-000791,-1.6005955924873922
ACH-000792,-1.6695897750008228
ACH-000794,-1.4182921926425154
ACH-000796,-1.4190200914859163
ACH-000798,-1.1144498299699774
ACH-000799,-1.0995797568640344
ACH-000800,-1.738935306608333
ACH-000802,-1.518092764624443
ACH-000804,-1.9001944329961908
ACH-000805,-1.2202584705954824
ACH-000809,-1.20859042969938
ACH-000810,-1.731146773686508
ACH-000811,-1.6375569618709145
ACH-000817,-1.46144646261573
ACH-000819,-1.3409913475287918
ACH-000820,-1.5343947734459475
ACH-000821,-0.97605665640572
ACH-000822,-1.3861479360495723
ACH-000823,-1.4760528832004922
ACH-000824,-1.6668808453192419
ACH-000827,-1.512883077589905
ACH-000829,-1.1991646136725738
ACH-000831,-1.365749349719078
ACH-000832,-1.2766695976098328
ACH-000833,-1.3672110749663549
ACH-000834,-1.4305079665610168
ACH-000835,-1.2723979856295815
ACH-000836,-1.5005334370538006
ACH-000837,-1.585900095171635
ACH-000838,-1.4842691841203626
ACH-000839,-1.342403941141885
ACH-000840,-1.1689377836017572
ACH-000841,-1.6861652702947552
ACH-000843,-1.5229645798238984
ACH-000846,-1.299704701966561
ACH-000847,-1.356804190333084
ACH-000848,-1.4311544379576235
ACH-000849,-1.5183813588836022
ACH-000851,-1.1026754196277022
ACH-000855,-1.8176392910004813
ACH-000856,-1.4059417800506466
ACH-000858,-1.3620326613208704
ACH-000859,-1.3299547484655725
ACH-000861,-1.687332301265415
ACH-000862,-1.5860256517380358
ACH-000865,-1.6471021904944043
ACH-000866,-1.386373857243202
ACH-000867,-1.190441585368133
ACH-000869,-1.2159129868309917
ACH-000872,-1.6611647424552192
ACH-000873,-1.3567584597390927
ACH-000876,-0.8878718275956025
ACH-000878,-1.6174742925539627
ACH-000880,-1.434131437310825
ACH-000881,-1.6496096892700065
ACH-000882,-1.440303536263139
ACH-000884,-1.4827234317657445
ACH-000885,-1.1869450852011552
ACH-000887,-1.3039896783743086
ACH-000889,-1.3987506658577815
ACH-000896,-1.6182803541505468
ACH-000898,-0.8918202232036879
ACH-000900,-1.1557401672771583
ACH-000901,-1.654279588107163
ACH-000905,-1.290921336580045
ACH-000906,-1.3536396431030124
ACH-000907,-1.4220660405373853
ACH-000910,-1.1433295079604282
ACH-000911,-1.3736881127586484
ACH-000912,-1.4501704622430964
ACH-000913,-1.2922996805018931
ACH-000915,-1.2866147528111207
ACH-000916,-0.6275415411249234
ACH-000917,-1.5547539188079715
ACH-000920,-1.6014879593956657
ACH-000921,-1.280699728559907
ACH-000924,-1.1883854997310377
ACH-000926,-1.3847731493975204
ACH-000928,-1.343694642438314
ACH-000929,-1.6748761753856984
ACH-000932,-1.3903166369130735
ACH-000935,-1.4343733459758201
ACH-000936,-1.3203450454583832
ACH-000937,-1.648274780549318
ACH-000938,-1.5003742841027825
ACH-000939,-1.9258492683923385
ACH-000941,-1.6048349224733192
ACH-000943,-1.5790012157990212
ACH-000946,-1.3730136829471344
ACH-000947,-1.4324554957188167
ACH-000948,-1.5557295113664042
ACH-000950,-1.698325630727039
ACH-000953,-1.3774294838766479
ACH-000954,-1.1204388806441308
ACH-000957,-1.4612963302217283
ACH-000958,-1.3669414696404127
ACH-000960,-1.695089993953901
ACH-000963,-0.8901829390211707
ACH-000968,-1.757496715763358
ACH-000969,-1.1541241717137498
ACH-000972,-0.8843526846614423
ACH-000973,-1.3519031096696106
ACH-000974,-1.386947365170092
ACH-000978,-1.6909053778546128
ACH-000984,-1.4645294409228151
ACH-000986,-1.3641973447268518
ACH-000988,-2.012947099794892
ACH-000993,-1.5598615472160406
ACH-000994,-1.4317927559825332
ACH-000996,-1.221117675936874
ACH-001001,-1.3951803315408693
ACH-001020,-1.018183921291624
ACH-001028,-1.3253338250609652
ACH-001031,-1.515607592719483
ACH-001038,-1.2529973390834288
ACH-001048,-1.4743171599619334
ACH-001050,-1.3322244429191168
ACH-001053,-1.3287267110636276
ACH-001054,-1.3342019831457532
ACH-001061,-1.523922381959807
ACH-001067,-1.1069735277350212
ACH-001075,-1.4691348940437623
ACH-001096,-1.4752464477630411
ACH-001111,-1.1591307272754072
ACH-001119,-1.5011589028727532
ACH-001128,-1.304152155796222
ACH-001134,-0.9273889732824988
ACH-001151,-1.5843095393642417
ACH-001163,-1.270833816888867
ACH-001164,-1.4322543922220952
ACH-001183,-1.4488504935304125
ACH-001192,-1.434856751913551
ACH-001193,-1.7235856430259462
ACH-001196,-1.5759358913858583
ACH-001197,-1.3107366321124607
ACH-001205,-1.3992756612632131
ACH-001211,-1.2160987809573158
ACH-001212,-1.4548523848267794
ACH-001228,-1.5909698520048898
ACH-001232,-1.6448794258540809
ACH-001239,-1.3601750499785772
ACH-001270,-1.3922985862892907
ACH-001274,-1.3820064845544495
ACH-001275,-1.2215573983254329
ACH-001277,-1.5145266348037332
ACH-001278,-1.413699636020998
ACH-001280,-0.7614514858181833
ACH-001283,-1.7566728593618819
ACH-001289,-1.3457215761142287
ACH-001300,-1.401135017684783
ACH-001301,-1.3095223254982005
ACH-001302,-1.0660697794555127
ACH-001306,-1.2811404275556304
ACH-001318,-1.5650965237793315
ACH-001322,-1.1109265575833769
ACH-001328,-1.3928108374258292
ACH-001332,-1.3605280757733849
ACH-001336,-1.4276913142803946
ACH-001346,-1.5740550648714131
ACH-001353,-1.527579952555415
ACH-001354,-1.3096156486320802
ACH-001367,-1.1734193173078384
ACH-001368,-1.4199389951939256
ACH-001374,-1.5804046219765866
ACH-001377,-1.5226987605708304
ACH-001380,-1.2037469947733808
ACH-001391,-1.2315969539222988
ACH-001408,-1.7504433430589568
ACH-001430,-1.3416543702366162
ACH-001431,-1.7325075942589276
ACH-001450,-1.55095162132256
ACH-001496,-1.4179553752762697
ACH-001500,-1.1802566961441563
ACH-001523,-1.6591459989529438
ACH-001532,-1.2113033884111597
ACH-001550,-1.7484611269269283
ACH-001552,-1.5721761023305367
ACH-001554,-1.6612883238027287
ACH-001654,-1.497248855130316
ACH-001735,-1.3710762272983683
ACH-001736,-1.5208471853673833
ACH-001737,-1.607643812707346
ACH-001740,-1.4637626955102188
ACH-001745,-1.2704290320208655
ACH-001765,-1.3080986726215906
