,TLE6 (79816)
ACH-000004,-0.009423395291439587
ACH-000005,-0.07111593708276404
ACH-000007,-0.02868084549027788
ACH-000009,0.01939055035715118
ACH-000011,0.010120334009397035
ACH-000012,-0.03703599351319243
ACH-000013,-0.16315123981344107
ACH-000014,-0.04617884069860837
ACH-000015,-0.16573356601201608
ACH-000017,-0.07241451831150111
ACH-000018,-0.15868228545518834
ACH-000019,-0.07819819116016644
ACH-000021,-0.08591286556020672
ACH-000022,0.01265830896763693
ACH-000025,-0.1041494694590859
ACH-000028,-0.2184931396415136
ACH-000030,-0.08887020131614178
ACH-000035,-2.8997028789858288e-05
ACH-000036,-0.07247155531082848
ACH-000037,0.01091385473444668
ACH-000039,-0.11004438339136216
ACH-000040,-0.05406306061655074
ACH-000041,-0.04775905032838229
ACH-000042,0.04089787644145774
ACH-000045,-0.0878379964083593
ACH-000047,-0.033611430894946025
ACH-000052,0.12891825104090915
ACH-000053,-0.11021945963303208
ACH-000054,-0.07002812160510259
ACH-000055,-0.1749870880445631
ACH-000060,0.04731862074642442
ACH-000067,-0.15962065191084496
ACH-000070,0.047344444440718975
ACH-000075,-0.1509112767791743
ACH-000078,-0.17190501470883146
ACH-000082,-0.0762211329470482
ACH-000085,-0.2541875896377431
ACH-000086,-0.09597114051683266
ACH-000087,0.029031076762681494
ACH-000092,0.02467189228961931
ACH-000095,-0.1319158487085291
ACH-000097,-0.039356986782274866
ACH-000098,-0.1486881381231335
ACH-000099,0.0039031614391722078
ACH-000108,-0.029633704705526582
ACH-000113,-0.04569276055284405
ACH-000116,-0.09649531248582073
ACH-000118,3.213867874474204e-05
ACH-000120,0.057451794998095974
ACH-000123,-0.14117751820129587
ACH-000127,-0.17419551214883858
ACH-000128,0.05739414864532299
ACH-000132,-0.06026056946856333
ACH-000133,-0.14504000595279706
ACH-000137,-0.15885881896006998
ACH-000138,-0.1385378741481076
ACH-000142,-0.16501371235144732
ACH-000143,-0.17189145458381988
ACH-000146,-0.10681960588246424
ACH-000148,-0.09099847180904352
ACH-000150,-0.38327906799803996
ACH-000152,0.04492400652737765
ACH-000153,-0.17341887524981686
ACH-000159,-0.1049321880663076
ACH-000160,0.08663816539254365
ACH-000163,-0.14690881294231
ACH-000167,0.002392291179568616
ACH-000168,-0.09970799192773501
ACH-000169,-0.026730488647525724
ACH-000178,-0.03818872270319952
ACH-000183,-0.10474576991155184
ACH-000188,-0.011596273115889177
ACH-000189,-0.27087729347143186
ACH-000190,-0.050746468176871916
ACH-000198,0.04149301097951366
ACH-000203,0.4624285404644452
ACH-000204,-0.006802633164160535
ACH-000206,-0.07640556153455733
ACH-000207,-0.15221576759627028
ACH-000208,0.12875630044074515
ACH-000210,-0.12329816464432025
ACH-000211,-0.0876853867145414
ACH-000215,-0.03615756709857594
ACH-000221,0.06864210703906462
ACH-000222,-0.09158845378113067
ACH-000223,0.07198919547286135
ACH-000226,-0.13884989268905484
ACH-000227,0.09897020611331743
ACH-000228,-0.0761764526795599
ACH-000231,0.06828383629088171
ACH-000232,-0.1073883373809016
ACH-000233,-0.09907363607156547
ACH-000234,-0.06342604065220465
ACH-000235,-0.05618639636865934
ACH-000237,-0.16954763333506473
ACH-000238,-0.08684313288046545
ACH-000242,0.4030674882793365
ACH-000243,-0.002768459254039692
ACH-000244,-0.07398071170584304
ACH-000246,-0.0662171737564811
ACH-000248,-0.02861165647605224
ACH-000250,-0.02278747748202173
ACH-000251,-0.17319553296352094
ACH-000252,-0.13367817065043822
ACH-000253,-0.09291080512546444
ACH-000255,-0.09293096393303228
ACH-000256,-0.11019845691127017
ACH-000257,-0.18491063876548128
ACH-000258,-0.010652148610863716
ACH-000259,-0.07398377838457251
ACH-000260,-0.11900768197360065
ACH-000261,-0.09003112789501823
ACH-000262,-0.05927621013933291
ACH-000263,-0.3520570155233098
ACH-000264,-0.04090234625721462
ACH-000265,0.06076562130124601
ACH-000266,-0.08215961562502018
ACH-000272,-0.03986416413884004
ACH-000274,-0.1918320818977144
ACH-000277,-0.03712230667630049
ACH-000278,-0.10264082708304456
ACH-000279,-0.06634302029038175
ACH-000280,-0.33277803601772393
ACH-000281,-0.07030267668514402
ACH-000288,-0.00996348239049492
ACH-000291,-0.025123278824743918
ACH-000293,-0.15155661925693392
ACH-000294,-0.1806610303417581
ACH-000295,-0.08955789061693709
ACH-000296,0.023596711485381196
ACH-000302,-0.05624765031145156
ACH-000304,-0.27574618737448703
ACH-000307,-0.04082983179730208
ACH-000308,-0.05839039373256324
ACH-000310,-0.25663085631419696
ACH-000311,-0.17147049389960908
ACH-000312,-0.07282540978066454
ACH-000315,-0.21932107527112926
ACH-000316,0.059617079936765564
ACH-000317,-0.028520007059580826
ACH-000318,0.06537479202308506
ACH-000319,-0.1409504736353242
ACH-000320,0.0665959930912879
ACH-000322,-0.08952292337828692
ACH-000323,-0.2328041469174652
ACH-000324,-0.2365719098698572
ACH-000329,-0.04955670903691523
ACH-000330,-0.0016126457074769867
ACH-000331,-0.12868102972380216
ACH-000332,-0.06733612242074533
ACH-000334,-0.11687968579531045
ACH-000335,0.1365346125679935
ACH-000336,0.20908221388235612
ACH-000337,-0.03565616613081017
ACH-000338,-0.5245359323021243
ACH-000339,-0.057773113964580326
ACH-000341,-0.25324230664451164
ACH-000348,-0.10666627523990628
ACH-000350,-0.06423647363874396
ACH-000352,0.02347404705043749
ACH-000356,-0.05708657248736751
ACH-000361,-0.2565253137967697
ACH-000362,-0.03009117755009044
ACH-000363,-0.06907273706716048
ACH-000364,-0.07418181092793306
ACH-000365,-0.03682718476414202
ACH-000366,-0.07457853091509695
ACH-000368,0.009348674864983713
ACH-000374,0.07025857615207727
ACH-000375,-0.25088724460088363
ACH-000376,-0.056369709925583114
ACH-000381,-0.27832954566081186
ACH-000383,-0.09820857022544284
ACH-000387,-0.027097025757982486
ACH-000389,-0.09800383216236047
ACH-000390,-0.14470847416407698
ACH-000393,-0.10910896349974053
ACH-000395,-0.07109849156139236
ACH-000396,0.031611698728857864
ACH-000397,-0.061356902985106876
ACH-000401,-0.007158756960187891
ACH-000402,-0.18960776209064845
ACH-000403,-0.0517909927216886
ACH-000404,-0.09729435328871093
ACH-000406,-0.06344996079023643
ACH-000407,-0.04689583419735208
ACH-000408,0.04335094756512167
ACH-000410,-0.050114710783923835
ACH-000411,-0.1616865059182558
ACH-000414,-0.057950648331989464
ACH-000415,-0.07608204561743838
ACH-000416,-0.057373515737943824
ACH-000420,0.10035339104246288
ACH-000421,-0.1822073638861635
ACH-000424,-0.1276580745540495
ACH-000425,-0.11147604390818383
ACH-000426,-0.3043888283579197
ACH-000427,0.1425431071305322
ACH-000433,-0.2666796760853075
ACH-000435,0.03281335585215612
ACH-000436,-0.03445041253608288
ACH-000444,-0.020533005013583943
ACH-000445,-0.15504906706305122
ACH-000448,-0.04792879213692018
ACH-000450,0.01816478007810069
ACH-000452,-0.1118937403147795
ACH-000454,-0.0927016444903472
ACH-000458,-0.05530675977713315
ACH-000459,-0.02152268098437246
ACH-000460,0.008342108286265616
ACH-000461,-0.3261225859755277
ACH-000463,-0.06173260374668666
ACH-000464,-0.041727947717373384
ACH-000466,-0.16214459402346035
ACH-000467,0.034463033193873116
ACH-000468,-0.14496922874423124
ACH-000469,-0.1451423807053362
ACH-000470,0.10834415064493748
ACH-000471,0.06684929997005336
ACH-000472,-0.021674321807951268
ACH-000473,-0.03550731053879199
ACH-000475,-0.10594883015730634
ACH-000476,-0.1570113120917233
ACH-000477,0.04338263194762333
ACH-000479,0.4320564579927576
ACH-000480,-0.1863554132469856
ACH-000481,-0.06416359767423188
ACH-000483,-0.08277436954681583
ACH-000484,-0.0573322129099237
ACH-000485,-0.03401273464061833
ACH-000486,-0.03447890527129732
ACH-000487,-0.0226979621074746
ACH-000488,-0.08479207195031653
ACH-000490,-0.047039771007368864
ACH-000491,0.01420158114208758
ACH-000495,0.07585392633344636
ACH-000496,-0.1145187676113568
ACH-000499,-0.3703373356486508
ACH-000500,-0.28664832228780673
ACH-000502,-0.07588700203974634
ACH-000503,-0.044468353436829415
ACH-000505,-0.13249154726158635
ACH-000507,-0.15733786547732714
ACH-000510,-0.07922246832595987
ACH-000511,-0.15721260551496585
ACH-000512,-0.03783321028401941
ACH-000516,-0.10619575131459373
ACH-000517,-0.1275055143575035
ACH-000518,-0.30569989287773297
ACH-000520,-0.12785297246323887
ACH-000521,0.10046781536907186
ACH-000522,-0.12155207080736105
ACH-000524,-0.1808951033416564
ACH-000527,-0.11248420438378667
ACH-000528,-0.1875342493089652
ACH-000537,0.06417270101854843
ACH-000541,-0.36927536787556775
ACH-000542,-0.11560763738097332
ACH-000544,-0.13020270482309873
ACH-000545,-0.09586247091611184
ACH-000547,-0.08379696283715415
ACH-000548,-0.07698014369172683
ACH-000549,-0.2795366405556252
ACH-000550,0.044470275475665164
ACH-000552,-0.11352808909650405
ACH-000556,-0.15591186836227766
ACH-000557,-0.07154841339355905
ACH-000569,0.16386035245605887
ACH-000570,-0.1214667308244149
ACH-000571,-0.18077968996522345
ACH-000573,-0.024216831674215955
ACH-000576,-0.17061971702626086
ACH-000579,-0.10028147690324472
ACH-000580,-0.03288343190138316
ACH-000584,-0.07651632667980937
ACH-000585,-0.19163640801356507
ACH-000588,-0.13653947206163786
ACH-000589,-0.0256403583358737
ACH-000591,-0.07504811369705129
ACH-000593,0.025424415886184038
ACH-000600,-0.21898043919990684
ACH-000601,-0.020799777504459625
ACH-000605,-0.1234534436207775
ACH-000606,-0.026199387677262
ACH-000608,-0.2262501703860297
ACH-000614,-0.06903684078757022
ACH-000616,-0.08721329524194972
ACH-000618,-0.07648747630670559
ACH-000619,-0.11969165815646267
ACH-000620,-0.2016629859077078
ACH-000621,-0.08177819028492356
ACH-000622,-0.15808555871879929
ACH-000623,-0.08634996750331984
ACH-000624,0.0132033376270121
ACH-000627,-0.09676775460732316
ACH-000630,-0.1177488785831608
ACH-000631,0.19151400896212792
ACH-000632,0.03262750640327588
ACH-000633,-0.2699642380581724
ACH-000637,-0.1156131449450924
ACH-000638,-0.2561346540294167
ACH-000646,-0.2095134013969004
ACH-000647,-0.019829945020154748
ACH-000648,-0.06982523165029089
ACH-000649,-0.1282091492879505
ACH-000651,-0.10405324749234038
ACH-000652,-0.14603166852124458
ACH-000653,-0.06041921131437448
ACH-000657,-0.10945113909894026
ACH-000658,-0.11892222133771355
ACH-000661,0.034907398138688546
ACH-000662,-0.1165479448680564
ACH-000663,-0.027512098365426497
ACH-000665,-0.13330775847834073
