,MEF2A (4205)
ACH-000004,-0.0533232006366996
ACH-000005,0.08060124173080815
ACH-000007,0.053426278389228386
ACH-000009,-0.16402826136339588
ACH-000011,0.09956609898730936
ACH-000012,0.011597640813984502
ACH-000013,0.024480241306799686
ACH-000014,0.008908670892860512
ACH-000015,-0.05998231636125756
ACH-000017,0.02231537943846547
ACH-000018,0.021058426753889244
ACH-000019,0.0988058401358528
ACH-000021,-0.04852415862712155
ACH-000022,0.037747218832465325
ACH-000025,-0.029527502461827594
ACH-000028,-0.06078482947116495
ACH-000030,0.07108244821112401
ACH-000035,-0.017368319458826182
ACH-000036,0.0913424154846184
ACH-000037,0.010571241907748751
ACH-000039,0.2216122081166156
ACH-000040,0.003949533415682438
ACH-000041,-0.16226650354319924
ACH-000042,-0.0025603467340674932
ACH-000045,-0.1958603072144659
ACH-000047,0.11267352405973527
ACH-000052,0.07842570205072415
ACH-000053,0.049903158133949035
ACH-000054,0.021611517139075723
ACH-000055,0.04201974244131736
ACH-000060,0.1457371579276836
ACH-000067,0.07420042006289827
ACH-000070,-0.05729369769973437
ACH-000075,-0.02205458466010881
ACH-000078,-0.093376595446473
ACH-000082,0.0573543587643082
ACH-000085,0.06398377259686926
ACH-000086,-0.10425984406728854
ACH-000087,0.07445343590213109
ACH-000092,0.07885575630616799
ACH-000095,-0.16463525136483306
ACH-000097,0.04483987095720125
ACH-000098,0.07879543468999828
ACH-000099,-0.09169009395195944
ACH-000108,-0.08331760104951144
ACH-000113,-0.09015548239198634
ACH-000116,-0.003912238128165472
ACH-000118,0.08995020147288406
ACH-000120,-0.09102789281003344
ACH-000123,0.006094002537205445
ACH-000127,0.09961137678328776
ACH-000128,-0.024347194814729047
ACH-000132,-0.05665515486045322
ACH-000133,0.026041139911682082
ACH-000137,0.02897463426533467
ACH-000138,0.06997019879760924
ACH-000142,-0.054619989823678834
ACH-000143,-0.16106575435872433
ACH-000146,-0.08476918937825507
ACH-000148,0.03855710072551286
ACH-000150,0.09471955161858653
ACH-000152,0.06743067201151115
ACH-000153,0.14122799939936426
ACH-000159,-0.005442533105535968
ACH-000160,-0.002396297007277457
ACH-000163,-0.007096353436811077
ACH-000167,-0.09312935869771316
ACH-000168,-0.2441631455186052
ACH-000169,0.039165405386773516
ACH-000178,0.173130292144049
ACH-000183,-0.09042369488777682
ACH-000188,0.07324070288651706
ACH-000189,-0.037127192077694236
ACH-000190,-0.04899065252733239
ACH-000198,-0.0028360164589940843
ACH-000203,0.17052593602990507
ACH-000204,-0.32460281878007585
ACH-000206,0.02350919026723659
ACH-000207,-0.024737024148512192
ACH-000208,-0.09712103993061864
ACH-000210,0.0028325465586016853
ACH-000211,-0.02105900611338897
ACH-000215,0.038805715137919035
ACH-000221,0.10640032478943484
ACH-000222,0.06778120563660511
ACH-000223,0.0003309571071467763
ACH-000226,0.06967820178006763
ACH-000227,0.009181922029389169
ACH-000228,0.04659271994138103
ACH-000231,-0.0026141644520470573
ACH-000232,-0.04546194412776311
ACH-000233,0.11065385134305812
ACH-000234,-0.014265828397593541
ACH-000235,-0.016688526629708524
ACH-000237,-0.025068856691930208
ACH-000238,-0.024672840520059063
ACH-000242,-0.3471166636392118
ACH-000243,0.042058109150300026
