,RAD21L1 (642636)
ACH-000004,-0.2278248795000117
ACH-000005,0.2019379393974172
ACH-000007,0.009711622047032315
ACH-000009,-0.17521755936493058
ACH-000011,-0.2669477247541527
ACH-000012,-0.1452623464086563
ACH-000013,-0.16516844607755646
ACH-000014,-0.21096939982905646
ACH-000015,-0.094465905806429
ACH-000017,-0.29741252271265106
ACH-000018,-0.2797335195071559
ACH-000019,-0.09688351680331718
ACH-000021,-0.11095906557115497
ACH-000022,-0.10951569022402116
ACH-000025,-0.0804113114939222
ACH-000028,-0.17400191705830062
ACH-000030,-0.16702295335032216
ACH-000035,-0.049597372117281886
ACH-000036,-0.23169684213782185
ACH-000037,-0.17756148654082274
ACH-000039,-0.3202791048867052
ACH-000040,-0.27996307167431433
ACH-000041,-0.17729178338250046
ACH-000042,-0.2750938114610521
ACH-000045,-0.1672045827734943
ACH-000047,-0.17775411685437978
ACH-000052,-0.15872160259472315
ACH-000053,-0.11771916528522232
ACH-000054,-0.16596249995013174
ACH-000055,-0.16728204521108342
ACH-000060,-0.2091332286521624
ACH-000067,-0.22516099853191734
ACH-000070,-0.11118555890888494
ACH-000075,0.03900131970637934
ACH-000078,-0.16756923047807729
ACH-000082,-0.23146766851107084
ACH-000085,-0.19557446647494733
ACH-000086,-0.12407734673415165
ACH-000087,-0.2530956364106136
ACH-000092,-0.12874280952973338
ACH-000095,-0.14465471196267102
ACH-000097,-0.2273988661440813
ACH-000098,-0.17195249294567175
ACH-000099,-0.14272747956955886
ACH-000108,-0.13357831889954186
ACH-000113,-0.2100908625950484
ACH-000116,-0.06408774354752221
ACH-000118,-0.15150171137420518
ACH-000120,-0.14403188599973846
ACH-000123,-0.23213203399661955
ACH-000127,-0.15678125960327505
ACH-000128,0.04076261969209361
ACH-000132,-0.1165409447384632
ACH-000133,-0.08429604188747168
ACH-000137,-0.1220457313967865
ACH-000138,-0.17633921894949836
ACH-000142,-0.07970895447326502
ACH-000143,-0.19339574185974004
ACH-000146,-0.1774525077987315
ACH-000148,-0.1684829705417182
ACH-000150,-0.2421615568180565
ACH-000152,-0.1910920392084391
ACH-000153,-0.2861646694719235
ACH-000159,-0.1514038464742737
ACH-000160,-0.20054597299014745
ACH-000163,-0.12259056246790848
ACH-000167,-0.2436577509188544
ACH-000168,-0.3342426973265668
ACH-000169,-0.12593736576389658
ACH-000178,-0.1862628038104033
ACH-000183,-0.12052408625019095
ACH-000188,-0.062324570115128784
ACH-000189,-0.30968374242517904
ACH-000190,-0.06337752664276829
ACH-000198,-0.1382903361488878
ACH-000203,-0.35913181029579866
ACH-000204,-0.16316700205472176
ACH-000206,-0.13163691359042856
ACH-000207,-0.15188513819499413
ACH-000208,-0.12909424543473316
ACH-000210,0.006338856522997421
ACH-000211,-0.14158363202173613
ACH-000215,-0.1907364669510634
ACH-000221,-0.16027498230348258
ACH-000222,-0.211212460762518
ACH-000223,-0.16180136264502068
ACH-000226,-0.037718489669547384
ACH-000227,-0.2878602492129793
ACH-000228,-0.21546360524939334
ACH-000231,-0.19060706050144502
ACH-000232,-0.17962125715629967
ACH-000233,-0.0856860558336178
ACH-000234,-0.20227107659576835
ACH-000235,-0.13965938638763978
ACH-000237,-0.11718026767668233
ACH-000238,-0.22138602100232907
ACH-000242,-0.24229606708583404
ACH-000243,-0.23164564355384065
ACH-000244,-0.12108207069019772
ACH-000246,-0.08389399278804871
ACH-000248,-0.18860890401233316
ACH-000250,-0.17503925748070104
ACH-000251,-0.4251099743229777
ACH-000252,-0.2933749838879016
ACH-000253,-0.1779532991744504
ACH-000255,-0.03609035107627191
ACH-000256,-0.264706114838671
ACH-000257,-0.09918246678121036
ACH-000258,-0.2612332143504563
ACH-000259,-0.2065692609844149
ACH-000260,-0.1452999563037434
ACH-000261,-0.15449567337582867
ACH-000262,-0.3144943219653346
ACH-000263,-0.27471720298830543
ACH-000264,-0.19349169434770672
