,CHST3 (9469)
ACH-000004,-0.15666665001936214
ACH-000005,-0.11813532543364715
ACH-000007,-0.04604871435560773
ACH-000009,-0.029229335382312056
ACH-000011,0.0914678179335228
ACH-000012,0.035684689978266994
ACH-000013,0.15787081794055385
ACH-000014,-0.008599819537650452
ACH-000015,0.07538815623269478
ACH-000017,0.028191117311620807
ACH-000018,0.21112244360140253
ACH-000019,0.11617574685631035
ACH-000021,0.022428994687581017
ACH-000022,-0.022768654835972454
ACH-000025,-0.04436434077565687
ACH-000028,0.012259419523499708
ACH-000030,-0.1994699535120964
ACH-000035,-0.06081503637012393
ACH-000036,-0.03320156059093062
ACH-000037,-0.09209610290064063
ACH-000039,-0.09733717516355313
ACH-000040,0.04986519870847663
ACH-000041,0.04408888090869592
ACH-000042,-0.11456227804407973
ACH-000045,0.01622915771493252
ACH-000047,0.12833618084217213
ACH-000052,0.13126695487862014
ACH-000053,0.0660171822753179
ACH-000054,0.004779445547875679
ACH-000055,-0.069922405291667
ACH-000060,-0.059564451408141664
ACH-000067,-0.07358264208323258
ACH-000070,-0.12812069066682905
ACH-000075,0.0863867850796979
ACH-000078,0.06968717195524267
ACH-000082,0.0703248826598492
ACH-000085,-0.34145998737579564
ACH-000086,-0.19757926381812613
ACH-000087,0.00033357972706946965
ACH-000092,0.10558977219444862
ACH-000095,-0.02754132177374104
ACH-000097,0.001006032934488802
ACH-000098,-0.09827676637064436
ACH-000099,0.06371290546748755
ACH-000108,-0.030411491011586408
ACH-000113,-0.02998695013668034
ACH-000116,0.1045891703762518
ACH-000118,-0.05920360900958916
ACH-000120,-0.005384579909234662
ACH-000123,-0.01948162479760248
ACH-000127,-0.0009494583217670863
ACH-000128,-0.2485276119502761
ACH-000132,0.10129027000699782
ACH-000133,0.07978271767582347
ACH-000137,-0.02336904920651015
ACH-000138,0.04494171308341119
ACH-000142,-0.0073524864972096034
ACH-000143,-0.0703719364131915
ACH-000146,3.0466868440236833e-05
ACH-000148,-0.05280282142688945
ACH-000150,0.05082511220933004
ACH-000152,0.02463151662157021
ACH-000153,0.1493106129532929
ACH-000159,-0.043565636934606834
ACH-000160,-0.1101992885292304
ACH-000163,-0.052489633589374585
ACH-000167,0.15629677170187936
ACH-000168,-0.017936036535121182
ACH-000169,-0.0012455742153615675
ACH-000178,-0.0017126026645331608
ACH-000183,0.005480928353157711
ACH-000188,-0.0063677953881669394
ACH-000189,-0.0322475010127405
ACH-000190,0.0739097696844465
ACH-000198,0.03313700950610442
ACH-000203,-0.04514621527409436
ACH-000204,-0.024494507724430282
ACH-000206,0.1913783593877052
ACH-000207,-0.13877443174029158
ACH-000208,0.09045935072534736
ACH-000210,-0.2601857939729552
ACH-000211,-0.0431981660495712
ACH-000215,-0.006292241709906974
ACH-000221,0.02083487278187407
ACH-000222,-0.09337027168004564
ACH-000223,-0.012765290334185594
ACH-000226,-0.12534136806749838
ACH-000227,0.0014894412602634824
ACH-000228,0.027368324199715598
ACH-000231,-0.012231430870294923
ACH-000232,0.08326369912318553
ACH-000233,-0.08348657612359395
ACH-000234,0.054081005957552664
ACH-000235,-0.036935515914738384
ACH-000237,-0.05183628322597782
ACH-000238,-0.1599456283545325
ACH-000242,0.10933925600811392
ACH-000243,-0.0068022053026697395
ACH-000244,0.0602314875876856
ACH-000246,0.0433385469536144
ACH-000248,-0.17066091822925916
ACH-000250,0.005020596729978575
ACH-000251,-0.10963742090063423
ACH-000252,-0.09492809670036112
ACH-000253,0.049531318116045935
ACH-000255,-0.08330145821102572
ACH-000256,-0.18796442757082366
ACH-000257,0.05371364295461084
ACH-000258,0.04051237953509346
ACH-000259,-0.04645678457393355
ACH-000260,0.013328027223944357
ACH-000261,0.04667971779699527
ACH-000262,-0.12717761544748138
ACH-000263,-0.1644439124421405
ACH-000264,0.0412852431054958
ACH-000265,0.03853939221540795
ACH-000266,0.021476516394409662
ACH-000272,0.0787301369139598
ACH-000274,0.03612583344874691
ACH-000277,0.00043986260130970636
ACH-000278,0.07790250115886814
ACH-000279,-0.1258495208385893
ACH-000280,0.04118393624316475
ACH-000281,-0.03003617230539665
ACH-000288,-0.02338134872290809
ACH-000291,0.022250690937896073
ACH-000293,0.056041729991119074
ACH-000294,-0.11446436324794534
ACH-000295,0.08498131298625508
ACH-000296,-0.11878504790535965
ACH-000302,-0.009677326012036728
ACH-000304,0.30663177359497884
ACH-000307,-0.1696383609518014
ACH-000308,-0.011235856627775395
ACH-000310,0.006497123744005707
ACH-000311,-0.1402431986856486
ACH-000312,0.015490149892616647
ACH-000315,-0.169173874755212
ACH-000316,0.015438105715889326
ACH-000317,0.1277298022890815
ACH-000318,-0.036821707025771235
ACH-000319,0.0709395958065545
ACH-000320,0.04125071949386163
ACH-000322,-0.04333458640294635
ACH-000323,-0.15659552550700456
ACH-000324,-0.06067899412852374
ACH-000329,-0.06812024548126652
ACH-000330,0.1389726593021368
ACH-000331,-0.058852310077872186
ACH-000332,-0.019667085495093817
ACH-000334,0.022950308366545158
ACH-000335,-0.06388478658327566
ACH-000336,-0.04765639068683245
ACH-000337,-0.055220979849461733
ACH-000338,-0.3395834610924792
ACH-000339,0.014620384047991031
