,FPGT (8790)
ACH-000004,0.1594670403459153
ACH-000005,0.09061144992861353
ACH-000007,0.052524392018466065
ACH-000009,0.006682059456645254
ACH-000011,-0.05038702740612308
ACH-000012,-0.08292325852368537
ACH-000013,-0.02962772538441341
ACH-000014,-0.003728322133183111
ACH-000015,-0.053305158501783176
ACH-000017,0.027869017148364983
ACH-000018,-0.11275795205553375
ACH-000019,-0.061204181843386676
ACH-000021,-0.1910676059460528
ACH-000022,0.04913765740602339
ACH-000025,-0.08131596569567084
ACH-000028,0.05640931987908498
ACH-000030,0.011694978008045366
ACH-000035,0.02124043445035926
ACH-000036,0.049325893493568806
ACH-000037,0.04607337749855292
ACH-000039,-0.14020110982492084
ACH-000040,0.0781672948498638
ACH-000041,0.03756620985870344
ACH-000042,0.144981155715875
ACH-000045,-0.016903475278102528
ACH-000047,-0.04435674775049984
ACH-000052,0.017472839984135187
ACH-000053,0.019448044205047216
ACH-000054,0.028409559869922395
ACH-000055,0.04866219006808343
ACH-000060,-0.05985216340284188
ACH-000067,0.005600469343663387
ACH-000070,-0.03582597082787605
ACH-000075,0.2013929629117999
ACH-000078,-0.12211335396091845
ACH-000082,-0.045249934645700346
ACH-000085,-0.04877003392960949
ACH-000086,-0.08479475392215459
ACH-000087,-0.17759519415129496
ACH-000092,0.0008978807563211412
ACH-000095,-0.0696961558064038
ACH-000097,-0.13099932569431438
ACH-000098,-0.05964504982224781
ACH-000099,-0.07099453588736884
ACH-000108,0.14717777042180893
ACH-000113,-0.014335476129940319
ACH-000116,0.03249564936904305
ACH-000118,-0.03043730755868416
ACH-000120,-0.037509699981556614
ACH-000123,-0.028209764025492023
ACH-000127,-0.061439830141744825
ACH-000128,0.017109027936383824
ACH-000132,-0.0518823563524651
ACH-000133,-0.12707034590487568
ACH-000137,-0.18118415456684725
ACH-000138,-0.016747076151897626
ACH-000142,0.05708012858976131
ACH-000143,0.0704331291696086
ACH-000146,0.09828538654342106
ACH-000148,-0.12979810693405325
ACH-000150,-0.0012116785957853322
ACH-000152,-0.0930182003316136
ACH-000153,0.02553609770602844
ACH-000159,-0.029825045637364836
ACH-000160,-0.16340188716843082
ACH-000163,0.13364036039380892
ACH-000167,-0.1099657173211651
ACH-000168,-0.01371134700865812
ACH-000169,0.06877584318793831
ACH-000178,0.09963559339907174
ACH-000183,-0.05106542858585282
ACH-000188,0.05607017591857668
ACH-000189,-0.047407469656128416
ACH-000190,-0.08522089516177478
ACH-000198,0.0020016676195488982
ACH-000203,-0.2570434248654825
ACH-000204,0.060194166672737574
ACH-000206,0.09883264712064764
ACH-000207,0.05344467523572451
ACH-000208,-0.1516454945378803
ACH-000210,-0.2347352335641647
ACH-000211,-0.05158770251401407
ACH-000215,0.007924993088595038
ACH-000221,0.028319099155345164
ACH-000222,0.17201213219095554
ACH-000223,-0.007357336102216777
ACH-000226,0.07993180015547789
ACH-000227,0.11592716297889127
ACH-000228,-0.02760673410217633
ACH-000231,0.016336015143978356
ACH-000232,-0.11817180346521455
ACH-000233,0.05098487083523884
ACH-000234,-0.038635410258215236
ACH-000235,-0.025417554866165933
ACH-000237,-0.12222611137200873
ACH-000238,0.09479688609906099
ACH-000242,-0.15383346165514486
ACH-000243,-0.012058776443000277
ACH-000244,0.05121923397364261
ACH-000246,-0.05554298390834065
ACH-000248,0.0035619232692875326
ACH-000250,0.03316142015164008
ACH-000251,-0.007104643559863564
ACH-000252,0.09597289794201193
ACH-000253,0.05373144154842748
ACH-000255,0.01964405437005309
ACH-000256,0.12438776349153535
ACH-000257,-0.08353235551456062
ACH-000258,-0.08941413859825936
ACH-000259,-0.004644137363125664
ACH-000260,-0.07820864835443707
ACH-000261,-0.04710057109065472
ACH-000262,-0.2559757270282064
ACH-000263,0.2573703444328822
ACH-000264,-0.0034623733434442803
ACH-000265,-0.044888724962865584
ACH-000266,0.11516282328395128
ACH-000272,-0.07262344551929953
ACH-000274,-0.06844753439153521
ACH-000277,0.016188748277415198
ACH-000278,-0.12196349736301815
ACH-000279,-0.09378723323258796
ACH-000280,-0.08825771004550785
ACH-000281,0.11206491325048026
ACH-000288,0.047611337256695335
ACH-000291,0.05549938259780083
ACH-000293,0.060269310884145576
ACH-000294,-0.012197186035368849
ACH-000295,0.17727176328287506
ACH-000296,-0.0988547734653325
ACH-000302,-0.07150735645857352
ACH-000304,-0.05550990953361234
ACH-000307,0.014640914796265276
ACH-000308,0.0246000833275512
ACH-000310,-0.15407885426882054
ACH-000311,0.008930208436667982
ACH-000312,0.03780349647616997
ACH-000315,0.1680041645044124
ACH-000316,-0.02266827339714748
ACH-000317,0.037141514887720335
ACH-000318,0.042801538530178165
ACH-000319,-0.100244866120618
ACH-000320,-0.048041823112806505
ACH-000322,0.10276966853712044
ACH-000323,-0.10036612318076127
ACH-000324,-0.038545759984789534
