,TLDC1 (57707)
ACH-000004,-0.17088676134848774
ACH-000005,-0.6112931520773918
ACH-000007,-0.10188562592424287
ACH-000009,-0.14449406268236664
ACH-000011,-0.2008200025955918
ACH-000012,-0.3004648002695541
ACH-000013,-0.15332252570596358
ACH-000014,-0.19094962692479373
ACH-000015,-0.2356600424791001
ACH-000017,-0.10616863018861486
ACH-000018,-0.01181740674171718
ACH-000019,-0.1234185636972616
ACH-000021,-0.2410130357791326
ACH-000022,-0.13696369277001352
ACH-000025,-0.3687489257479799
ACH-000028,-0.03671432390506759
ACH-000030,-0.10990392806732946
ACH-000035,-0.03839889964817435
ACH-000036,-0.3910420481266344
ACH-000037,-0.2649795300645993
ACH-000039,-0.3548511153029505
ACH-000040,-0.09970272990244644
ACH-000041,-0.1212653571967839
ACH-000042,-0.20753337095428348
ACH-000045,-0.11586902839228587
ACH-000047,-0.4605906395551553
ACH-000052,-0.2706767242547282
ACH-000053,-0.09885141810782992
ACH-000054,-0.0574521281653128
ACH-000055,-0.2290696940485525
ACH-000060,-0.06060706091576925
ACH-000067,-0.053076558836383465
ACH-000070,-0.3603179866907394
ACH-000075,-0.17174583081114886
ACH-000078,-0.026501449280688042
ACH-000082,-0.12886296933379027
ACH-000085,-0.21699064124706935
ACH-000086,-0.2230640676790176
ACH-000087,-0.15395649129886094
ACH-000092,-0.16555533023569752
ACH-000095,-0.2625950803613944
ACH-000097,-0.226347747995418
ACH-000098,-0.2595438789444713
ACH-000099,0.003425832063027261
ACH-000108,-0.3362502060536957
ACH-000113,-0.14199893533135974
ACH-000116,-0.1723830075345231
ACH-000118,-0.10446293480135743
ACH-000120,0.029223956996738226
ACH-000123,-0.24241713779432664
ACH-000127,-0.2498802312556291
ACH-000128,-0.3822227017346556
ACH-000132,-0.08834958335164565
ACH-000133,-0.13770650824314118
ACH-000137,-0.0896082105272403
ACH-000138,-0.3058121270673897
ACH-000142,-0.1439016870647584
ACH-000143,-0.07132726336777083
ACH-000146,-0.13592812568876791
ACH-000148,-0.17622189755612494
ACH-000150,-0.3785663024484536
ACH-000152,-0.20737196125038546
ACH-000153,-0.03951987602246485
ACH-000159,-0.18381137426154756
ACH-000160,-0.03036647259192582
ACH-000163,-0.1575632496625791
ACH-000167,-0.0466077859791234
ACH-000168,-0.31339586997253205
ACH-000169,-0.2483389968979892
ACH-000178,-0.21467899629945544
ACH-000183,-0.05664281075193803
ACH-000188,-0.1160296060349414
ACH-000189,-0.3299633524920853
ACH-000190,-0.15552254831982576
ACH-000198,-0.16142254857284874
ACH-000203,0.4819901116112098
ACH-000204,-0.061905577841856525
ACH-000206,-0.05901333601161572
ACH-000207,-0.15684802431926206
ACH-000208,-0.2433960552903872
ACH-000210,-0.16431413746811893
ACH-000211,-0.2662888158000768
ACH-000215,-0.2518212873138225
ACH-000221,-0.2952320756229152
ACH-000222,-0.41273520145744536
ACH-000223,-0.05674234917783081
ACH-000226,-0.15079038171290898
ACH-000227,-0.1093021873820314
ACH-000228,-0.14675669600574046
ACH-000231,-0.1782163585694063
ACH-000232,-0.1777851480771695
ACH-000233,-0.05821124342584901
ACH-000234,-0.0627238908969875
ACH-000235,-0.2302132154962796
ACH-000237,-0.17943389360647946
ACH-000238,-0.1908256410194001
ACH-000242,-0.379351742632906
ACH-000243,-0.08115460349071378
ACH-000244,-0.4761128966340983
ACH-000246,-0.22022294744991625
ACH-000248,-0.023521048591598436
ACH-000250,-0.2385948099738108
ACH-000251,-0.11394247682682485
ACH-000252,-0.0890847972525196
ACH-000253,-0.23258884729535234
ACH-000255,-0.04351934042436004
ACH-000256,-0.2934772291007112
ACH-000257,-0.23157888883730526
ACH-000258,-0.459546794465057
ACH-000259,-0.20021462290075526
ACH-000260,-0.2397862792261859
ACH-000261,-0.18382602742754367
ACH-000262,-0.2217152038010059
ACH-000263,-0.08728206595141635
ACH-000264,-0.2306261401563177
ACH-000265,-0.1788382479578986
ACH-000266,-0.23353471692555544
ACH-000272,-0.2271856425416075
ACH-000274,-0.20509786679061232
ACH-000277,-0.24214482647834054
ACH-000278,-0.17433025234297536
ACH-000279,-0.2752677967961656
ACH-000280,-0.413900827318777
ACH-000281,-0.25790591166224497
ACH-000288,-0.28817424178939904
