,EIF3E (3646)
ACH-000004,-0.9317552492218494
ACH-000005,-1.0094465584679009
ACH-000007,-1.2438151151473669
ACH-000009,-1.0973753234871941
ACH-000011,-1.3976884905963558
ACH-000012,-1.2949618215512897
ACH-000013,-1.1721543652499793
ACH-000014,-1.2517663296691868
ACH-000015,-1.1797394875439156
ACH-000017,-1.777829412607412
ACH-000018,-1.135773719722397
ACH-000019,-0.7822846639048223
ACH-000021,-1.0687807957211355
ACH-000022,-0.9679548475198216
ACH-000025,-0.9930276691706748
ACH-000028,-0.8647501290814864
ACH-000030,-0.935556638826064
ACH-000035,-1.0029262245523876
ACH-000036,-1.0779186099597848
ACH-000037,-0.7120589710408618
ACH-000039,-1.2684446242001566
ACH-000040,-1.0137001836828277
ACH-000041,-0.9275549282961152
ACH-000042,-0.7964983328656915
ACH-000045,-0.968825413748502
ACH-000047,-0.9789627605476421
ACH-000052,-0.8191358906075106
ACH-000053,-1.1662602403895044
ACH-000054,-1.1253618234614016
ACH-000055,-0.7422373953560408
ACH-000060,-0.7156928577794245
ACH-000067,-1.104045766042123
ACH-000070,-0.7979533107109511
ACH-000075,-0.8652007648129909
ACH-000078,-1.0671967694421778
ACH-000082,-1.0268406819217786
ACH-000085,-0.9557547491250886
ACH-000086,-0.6947100378274588
ACH-000087,-1.3414038567108582
ACH-000092,-0.9898344768288372
ACH-000095,-1.000866360542355
ACH-000097,-1.1722174787663868
ACH-000098,-0.9965390784475432
ACH-000099,-1.1580420971421874
ACH-000108,-1.0253974562118178
ACH-000113,-0.9794551097908728
ACH-000116,-1.2942176642064709
ACH-000118,-1.1038231260158162
ACH-000120,-0.9995608460988926
ACH-000123,-1.1322694137469385
ACH-000127,-1.169498646170565
ACH-000128,-1.4353815757640789
ACH-000132,-1.1493738078459306
ACH-000133,-0.8989259240027231
ACH-000137,-0.9775286741717698
ACH-000138,-1.2801461841088746
ACH-000142,-1.2046020383254876
ACH-000143,-1.22622063810254
ACH-000146,-1.1116045683036049
ACH-000148,-0.8045252763187575
ACH-000150,-1.2777989888204522
ACH-000152,-1.0716466850979658
ACH-000153,-1.0658167034314574
ACH-000159,-1.2577434658557196
ACH-000160,-1.2269861672095703
ACH-000163,-1.1614236833974505
ACH-000167,-2.037030484406556
ACH-000168,-0.9450360626791452
ACH-000169,-1.166895811266231
ACH-000178,-0.9770172233687408
ACH-000183,-1.1206807660509337
ACH-000188,-0.8836620872642956
ACH-000189,-0.8554785238263292
ACH-000190,-1.2494344239890485
ACH-000198,-1.1418121374991257
ACH-000203,-0.975763448974742
ACH-000204,-0.8178866717794483
ACH-000206,-1.1194595175971411
ACH-000207,-0.6238491110659881
ACH-000208,-0.9977234902189444
ACH-000210,-1.1292091792968784
ACH-000211,-1.047369850195242
ACH-000215,-0.986788813348425
ACH-000221,-1.0552478433711454
ACH-000222,-1.0665183112460186
ACH-000223,-0.8179646535006125
ACH-000226,-0.9671672385194456
ACH-000227,-1.0993137062817004
ACH-000228,-0.8444691784314456
ACH-000231,-1.177283957750516
ACH-000232,-1.1887876264520965
ACH-000233,-1.1404153634460137
ACH-000234,-1.199049305055283
