,ARL5A (26225)
ACH-000004,0.13341291983457512
ACH-000005,0.12418583637696437
ACH-000007,0.2692146477410224
ACH-000009,0.059122886589957416
ACH-000011,-0.07626564140465247
ACH-000012,0.031914075736638806
ACH-000013,0.0500230411110299
ACH-000014,0.15153329305615926
ACH-000015,0.03767147756286051
ACH-000017,0.0903906718615172
ACH-000018,0.19565379757618065
ACH-000019,0.028020882298647708
ACH-000021,0.06477874448458701
ACH-000022,-0.0566203228078947
ACH-000025,0.07040918089186353
ACH-000028,0.08606560197426312
ACH-000030,0.04131865169841077
ACH-000035,0.26691633427592665
ACH-000036,-0.06995582617088238
ACH-000037,0.08742957927704595
ACH-000039,-0.09663689505109486
ACH-000040,-0.0724141830636948
ACH-000041,-0.054979866750598926
ACH-000042,0.0588397743327608
ACH-000045,0.13358531842529506
ACH-000047,0.06780426059978016
ACH-000052,-0.003082682161474537
ACH-000053,0.07707368381556956
ACH-000054,0.06498562138369836
ACH-000055,0.046008312497587474
ACH-000060,0.002573848558282291
ACH-000067,0.02800037976941078
ACH-000070,0.16660027978294867
ACH-000075,0.02001230084893034
ACH-000078,0.053322830931841717
ACH-000082,0.09191048375925456
ACH-000085,0.012175735004512156
ACH-000086,-0.020215450640991603
ACH-000087,-0.06678593259658411
ACH-000092,-0.052133596100614785
ACH-000095,-0.02114723348106156
ACH-000097,0.01051262527710179
ACH-000098,-0.07391321713211355
ACH-000099,0.08096563214113775
ACH-000108,0.04175021048724125
ACH-000113,0.13761336631690393
ACH-000116,0.07031436397405065
ACH-000118,0.07951335154157617
ACH-000120,0.1594058564059393
ACH-000123,0.018206528760044482
ACH-000127,0.05652212920565649
ACH-000128,0.032062063474746674
ACH-000132,-0.03688063317733031
ACH-000133,0.017068705102079057
ACH-000137,0.012310754776931887
ACH-000138,0.1635127111608597
ACH-000142,0.19880403865078888
ACH-000143,0.09623453119066976
ACH-000146,0.08346324634629836
ACH-000148,0.05372455872204608
ACH-000150,0.08598217665500407
ACH-000152,-0.020254939173929058
ACH-000153,0.2438513009748316
ACH-000159,-0.02532249726783755
ACH-000160,-0.05097115582847881
ACH-000163,-0.05394769016363903
ACH-000167,0.04974345816381225
ACH-000168,-0.027584989299472836
ACH-000169,0.08996223017347356
ACH-000178,0.003029593111242696
ACH-000183,-0.04822595892674219
ACH-000188,0.0729440420500406
ACH-000189,0.009131831930650008
ACH-000190,0.030405936045844517
ACH-000198,0.0002528259916895453
ACH-000203,0.13977408204385933
ACH-000204,-0.0819860662667927
ACH-000206,-0.08667079277922962
ACH-000207,0.2261476536099063
ACH-000208,0.02972714410357673
ACH-000210,0.08821462284400243
ACH-000211,-0.02258506755475868
ACH-000215,0.02540151174426868
ACH-000221,0.07150902242457517
ACH-000222,-0.07224040292228441
ACH-000223,-0.12657081590870295
ACH-000226,-0.046909727753552136
ACH-000227,0.13972504344703418
ACH-000228,0.18691938162918326
ACH-000231,0.03701374581120554
ACH-000232,0.06424592592700472
ACH-000233,0.09873473460702388
ACH-000234,0.03718924376174836
ACH-000235,0.09723514370265178
ACH-000237,-0.04758253488267905
ACH-000238,0.1501985150626593
ACH-000242,-0.08595044251941511
ACH-000243,0.16774645252648385
ACH-000244,-0.028504614005232427
ACH-000246,-0.02175013132861076
ACH-000248,0.006904875896458198
ACH-000250,0.05176136435327748
ACH-000251,-0.05239869859701708
ACH-000252,0.0019887723544575607
ACH-000253,0.09614118285013792
ACH-000255,-0.19120144959602905
ACH-000256,-0.025997355619176547
ACH-000257,0.003693873815212953
ACH-000258,0.08451253623250571
ACH-000259,0.05865190566324328
ACH-000260,0.08240248506257564
ACH-000261,0.06175863705858256
ACH-000262,0.013673482394009985
ACH-000263,-0.09637388223007504
ACH-000264,0.03618815386158376
ACH-000265,0.16413545684509526
