,PSAT1 (29968)
ACH-000150,-0.3635993995058482
ACH-000152,-0.5074586812576806
ACH-000153,-0.1259187290904116
ACH-000159,-0.44816016412582893
ACH-000160,0.025987345876681042
ACH-000163,-0.594964133647245
ACH-000167,0.3836253329065991
ACH-000168,-0.4327013487229965
ACH-000169,-0.4866304426270493
ACH-000178,-0.2785501353377127
ACH-000183,-0.39317426871451816
ACH-000188,-0.4401257805362919
ACH-000189,-0.5766299107397782
ACH-000190,-0.1187502878962234
ACH-000198,-0.4990565271561378
ACH-000203,-0.2348459604012013
ACH-000204,-0.4684145895206071
ACH-000206,-0.4716923053984866
ACH-000207,-1.0721735685243703
ACH-000208,-0.4408808879357024
ACH-000210,-0.7186504922803076
ACH-000211,-0.4661887826356839
ACH-000215,-0.48697673642475897
ACH-000221,-0.3273964681929639
ACH-000222,-0.14523983391790116
ACH-000223,-0.3663338998222346
ACH-000226,-0.4479488922766089
ACH-000227,-0.5662102606602171
ACH-000228,-0.285528432057075
ACH-000231,-0.3708471354652491
ACH-000232,-0.35276916149015003
ACH-000233,-0.398520297594158
ACH-000234,-0.3616190682773383
ACH-000235,-0.33400714418401023
ACH-000237,-0.4240637393337941
ACH-000238,-0.4024369780086208
ACH-000242,-0.4261361431661292
ACH-000243,-0.2715993248606917
ACH-000244,-0.6358133244133192
ACH-000246,-0.4288726854573136
ACH-000248,-0.4426939894074246
ACH-000250,-0.4011078055456957
ACH-000251,-0.604045944509473
ACH-000252,-0.34859702935278475
ACH-000253,-0.3635947074943821
ACH-000255,-0.40253657720754654
ACH-000256,-0.4761502923988269
ACH-000257,-0.21119897901579696
ACH-000258,-0.14385857057179866
ACH-000259,-0.3290240178434888
ACH-000260,-0.29090417398343604
ACH-000261,-0.8072133400791505
ACH-000262,-0.4824588295338568
ACH-000263,-0.29489090954828656
ACH-000264,-0.3510415814359608
ACH-000265,-0.2602798478376097
ACH-000266,-0.3121127086995163
ACH-000272,-0.3697592204447467
ACH-000274,-0.3368063275954461
ACH-000277,-0.3570020111505747
ACH-000278,-0.4969603326608435
ACH-000279,-0.23392995607508
ACH-000280,-0.4371346921565216
ACH-000281,-0.3816334835672335
ACH-000288,-0.2526472290751295
ACH-000291,-0.40627730328082784
ACH-000293,-0.33406737130002506
ACH-000294,-0.2833479501694255
ACH-000295,-0.4035752662872871
ACH-000296,-0.37029300916652497
ACH-000302,-0.35502530836209845
ACH-000304,-0.21795892268319447
ACH-000307,-0.277106464314961
ACH-000308,-0.3234255512120331
ACH-000310,-0.7484181429757338
ACH-000311,-0.2819365314899109
ACH-000312,-0.2296226513585421
ACH-000315,-0.3884744362017852
ACH-000316,-0.2778148527398194
ACH-000317,-0.3927920977005589
ACH-000318,-0.3355175621504025
ACH-000319,-0.3077110973674164
ACH-000320,-0.061714156077582474
ACH-000322,-0.3928683915352718
ACH-000323,-0.4833626443260229
ACH-000324,-0.5141026936004972
ACH-000329,-0.37690890038883695
ACH-000330,-0.4540677606542207
ACH-000331,-0.5484889204679897
ACH-000332,-0.35959575455198856
ACH-000334,-0.37869290328586985
ACH-000335,-0.5169206783126093
ACH-000336,-0.27536615247584656
ACH-000337,-0.4456257017403676
ACH-000338,-0.23897252437924316
ACH-000339,-0.4178128014982359
ACH-000341,-0.38914425322759577
ACH-000348,-0.3892741736342555
ACH-000350,-0.3616225690343625
ACH-000352,-0.5044440330384615
ACH-000356,-0.317673726488262
ACH-000361,-0.3515254296916367
ACH-000362,-0.3731132422671539
ACH-000363,-0.29267298080832993
ACH-000364,-0.368112828649724
ACH-000365,-0.4347593595471398
ACH-000366,-0.4700146603001776
ACH-000368,-0.4020607145201418
ACH-000374,-0.4735666681020153
ACH-000375,-0.2628478112662886
ACH-000376,-0.4737038743196861
ACH-000381,-0.3655927724867477
ACH-000383,-0.4277287222638123
ACH-000387,-0.343537029578591
ACH-000389,-0.5756176888702769
ACH-000390,-0.5009562262943013
ACH-000393,-0.6412587541614966
ACH-000395,-0.5174326599208111
ACH-000396,-0.4177303008592495
ACH-000397,-0.3592978060386263
ACH-000401,-0.5157466261235791
ACH-000402,-0.33637775471026937
ACH-000403,-0.3446702320535723
ACH-000404,-0.3192834938153615
ACH-000406,-0.29963383359219525
ACH-000407,-0.3290521753907952
ACH-000408,-0.3142405168587461
ACH-000410,-0.4323785036408875
ACH-000411,-0.3239048493659893
ACH-000414,-0.21697927621003565
ACH-000415,-0.5052988629114055
ACH-000416,-0.4082604129366508
ACH-000420,-0.34123481301452546
ACH-000421,-0.4278187428054698
ACH-000424,-0.43227811945642064
ACH-000425,-0.3504499379015517
ACH-000426,-0.2172240506282752
ACH-000427,-0.5676992765042879
ACH-000433,-0.33179785024484604
ACH-000435,-0.4766572406866729
ACH-000436,-0.3787927800214542
ACH-000444,-0.4024418816527944
ACH-000445,-0.3902400106743263
ACH-000448,-0.4651398787807931
ACH-000450,-0.3355591293150968
ACH-000452,-0.4041996553474709
ACH-000454,-0.5223979734011575
ACH-000458,-0.22017188957184988
ACH-000459,-0.3297325798512672
ACH-000460,-0.4084773347714926
ACH-000461,-0.4754130254038961
ACH-000463,-0.3769630192680557
ACH-000464,-0.25189459731214764
ACH-000466,-0.4735014741365974
ACH-000467,-0.6631312757542379
ACH-000468,-0.2868439880658229
ACH-000469,-0.40722045397772905
ACH-000470,-0.40782704840978223
ACH-000471,-0.36484177982909183
ACH-000472,-0.4302016490045959
ACH-000473,-0.38394597547090864
ACH-000475,-0.43883445790967823
ACH-000476,-0.36009402778965993
ACH-000477,-0.24063933430952705
ACH-000479,-0.4520934752402579
ACH-000480,-0.3145049780755204
ACH-000481,-0.493894319929455
ACH-000483,-0.4291867593561354
ACH-000484,-0.3084063440559825
ACH-000485,-0.3638795097714923
ACH-000486,-0.4240106900901236
ACH-000487,-0.3625806062927561
ACH-000488,-0.4034497081028197
ACH-000490,-0.4573119694854601
ACH-000491,-0.2721064883639589
ACH-000495,-0.2821041404366553
ACH-000496,-0.3946154825421291
ACH-000499,-0.4759338867894947
ACH-000500,-0.2949596000472141
ACH-000502,-0.3419594143775012
ACH-000503,-0.2939410399177628
ACH-000505,-0.35054043982105704
ACH-000507,-0.5329533670790598
ACH-000510,-0.3301252161321577
ACH-000511,-0.527986759826146
ACH-000512,-0.4985029023666839
ACH-000516,-0.2970070764089509
ACH-000517,-0.3474231620093225
ACH-000518,-0.3620159670151586
ACH-000520,-0.43281992786620543
ACH-000521,-0.4547132146081264
ACH-000522,-0.7549093236943225
ACH-000524,-0.3906148703929149
ACH-000527,-0.2812503929930779
ACH-000528,-0.4200186613228393
ACH-000537,-0.4021901571271071
ACH-000541,-0.4039747914893891
ACH-000542,-0.5053583705068093
ACH-000544,-0.4391403231591937
ACH-000545,-0.3693548600208685
ACH-000547,-0.3886346841416007
ACH-000548,-0.2734492406984178
ACH-000549,-0.4974845605094386
ACH-000550,-0.2805466712224053
ACH-000552,-0.4041546586248981
ACH-000556,-0.4711326871068486
ACH-000557,-0.3738560487578215
ACH-000569,-0.3252714361710711
ACH-000570,-0.3557688277960717
ACH-000571,-0.35193317434451593
ACH-000573,-0.2620013876801154
ACH-000576,-0.4061237357752797
ACH-000579,-0.5697935259622786
ACH-000580,-0.32247725593818005
ACH-000584,-0.3286880033931169
ACH-000585,-0.28647428215512805
ACH-000588,-0.2459121587141401
ACH-000589,-0.3390319463748208
ACH-000591,-0.4167826107616386
ACH-000593,-0.2518175601091801
ACH-000600,-0.3521639613332825
ACH-000601,-0.3940015522850951
ACH-000605,-0.4217453209301616
ACH-000606,-0.3744763154624687
ACH-000608,-0.3791015644175288
ACH-000614,-0.34776169119601397
ACH-000616,-0.3826429140514932
ACH-000618,-0.42982720785889134
ACH-000619,-0.7876970402676751
ACH-000620,-0.4220949014427161
ACH-000621,-0.4142113166218027
ACH-000622,-0.4121051655370414
ACH-000623,-0.3252243642573177
ACH-000624,-0.41447292286714205
ACH-000627,-0.3867902252696625
ACH-000630,-0.4013685996287665
ACH-000631,-0.3728652303056707
ACH-000632,-0.2670300197138213
ACH-000633,-0.3958344245572708
ACH-000637,-0.4563719548440955
ACH-000638,-0.4413094085704377
ACH-000646,-0.2014224611466878
ACH-000647,-0.3736673106728792
ACH-000648,-0.480955471787332
ACH-000649,-0.3563799803686469
ACH-000651,-0.34492283583866457
ACH-000652,-0.2959535124765854
ACH-000653,-0.4164362869116823
ACH-000657,-0.3814774919362216
ACH-000658,-0.3853448954158276
ACH-000661,-0.4258217504505562
ACH-000662,-0.4545365681856726
ACH-000663,-0.4706411255460087
ACH-000665,-0.4912397756172408
ACH-000671,-0.33312242907954764
ACH-000672,-0.31564775746342705
ACH-000673,-0.273814284734487
ACH-000676,-0.3601575298105664
ACH-000677,-0.3443023662873184
ACH-000681,-0.32899585318619395
ACH-000683,-0.3849025092302694
ACH-000684,-0.4124967473592561
ACH-000688,-0.2828649895114632
ACH-000693,-0.4157136832395813
ACH-000694,-0.3273053859800455
ACH-000695,-0.447162911592274
ACH-000696,-0.3848765133921096
ACH-000697,-0.5543290270899572
ACH-000699,-0.3159986627608484
ACH-000701,-0.4775155457718469
ACH-000706,-0.3987629869807021
ACH-000711,-0.37876552026574656
ACH-000713,-0.4946942709161047
ACH-000714,-0.18631569669435855
ACH-000718,-0.3283529003538951
ACH-000720,-0.3684199268457785
ACH-000721,-0.4056492358735228
ACH-000724,-0.3719933300060902
ACH-000725,-0.2681050558463477
ACH-000732,-0.6050985560810679
ACH-000734,-0.3228953592327097
ACH-000735,-0.16517831223876056
ACH-000736,-0.3393949724047307
ACH-000738,-0.4680341932481316
ACH-000746,-0.34277605996309163
ACH-000747,-0.2820826820788888
ACH-000748,-0.4967882386017986
ACH-000753,-0.4117522036418477
ACH-000756,-0.41994072103057206
ACH-000757,-0.39009368725442617
ACH-000758,-0.31497995211419616
ACH-000760,-0.4380075114178069
ACH-000762,-0.45907516139598203
ACH-000763,-0.4737922399941727
ACH-000764,-0.2169375684419427
ACH-000765,-0.30172247837453137
ACH-000766,-0.3792081441873616
ACH-000767,-0.4574941476986916
ACH-000768,-0.37071473777499137
ACH-000769,-0.6113588932148172
ACH-000770,-0.3281354427041697
ACH-000771,-0.4327086108349724
ACH-000773,-0.2314156067864481
ACH-000776,-0.4961056745561587
ACH-000777,-0.38920209928881977
ACH-000778,-0.3831846513254954
ACH-000781,-0.29599841493168233
ACH-000782,-0.6290795421840304
ACH-000783,-0.3555007125281002
ACH-000784,-0.3298680038654482
ACH-000785,-0.34588923384021936
ACH-000787,-0.3051933094298719
ACH-000788,-0.3637569506865824
ACH-000791,-0.4698321658313341
ACH-000792,-0.2693761710878238
ACH-000794,-0.4190217512994165
ACH-000796,-0.7321300823081652
ACH-000798,-0.4471853939557037
ACH-000799,-0.5743492040843153
ACH-000800,-0.3150014405406863
ACH-000802,-0.3994176135195391
ACH-000804,-0.23329594374212015
ACH-000805,-0.2805915394035853
ACH-000809,-0.383407935038216
ACH-000810,-0.3362149381104407
ACH-000811,-0.2935087088395253
ACH-000817,-0.5691804099022404
ACH-000819,-0.34676119351126644
ACH-000820,-0.04210208361545418
ACH-000821,-0.39804457202263055
ACH-000822,-0.3371353619130813
ACH-000823,-0.4563209422153665
ACH-000824,-0.5608425173334539
ACH-000827,-0.4647950304912154
ACH-000829,-0.3333755368870102
ACH-000831,-0.26344933942610144
ACH-000832,-0.7363230982878827
ACH-000833,-0.3620862852230354
ACH-000834,-0.4263394560177767
ACH-000835,-0.2770420357707705
ACH-000836,-0.0761552468110857
ACH-000837,-0.3792368025544504
ACH-000838,-0.30138021332850384
ACH-000839,-0.6092897800482817
ACH-000840,-0.3869811477239018
ACH-000841,-0.3942255713958575
ACH-000843,-0.4204474524381697
ACH-000846,-0.6189126501200742
ACH-000847,-0.5865145353355361
ACH-000848,-0.3445275655578465
ACH-000849,-0.4348744088231791
ACH-000851,-0.4328786085487346
ACH-000855,-0.3759565268559328
ACH-000856,-0.4755441929556509
ACH-000858,-0.4670715941142946
ACH-000859,-0.3448693234934197
ACH-000861,-0.3482944950582779
ACH-000862,-0.3960254033557594
ACH-000865,-0.38763605903952375
ACH-000866,-0.34400591015269705
ACH-000867,-0.3422850043706985
ACH-000869,-0.4433385006004671
ACH-000872,-0.3611317223556715
ACH-000873,-0.4843102142764533
ACH-000876,-0.2621642232211706
ACH-000878,-0.40102630331270894
ACH-000880,-0.4673640682296307
ACH-000881,-0.3556788970470068
ACH-000882,-0.5050163620375704
ACH-000884,-0.3870479814373667
ACH-000885,-0.44994331222411
ACH-000887,-0.3655036729934279
ACH-000889,-0.4787267505282237
ACH-000896,-0.4013753048116231
ACH-000898,-0.4022887607855483
ACH-000900,-0.4222668887629557
ACH-000901,-0.3915298736120638
ACH-000905,-0.4134452715313631
ACH-000906,-0.4153873463077547
ACH-000907,-0.5550839789009954
ACH-000910,-0.365071454612505
ACH-000911,-0.4285509936278191
ACH-000912,-0.4749932637061481
ACH-000913,-0.3797699645618165
ACH-000915,-0.3662928940036985
ACH-000916,0.018694806751227016
ACH-000917,-0.4774656240120162
ACH-000920,-0.4781158116072397
ACH-000921,-0.5155164206504889
ACH-000924,-0.3155031054816761
ACH-000926,-0.5087456011315994
ACH-000928,-0.396930631349034
ACH-000929,-0.3278359260706587
ACH-000932,-0.4650726275983729
ACH-000935,-0.3348044134395944
ACH-000936,-0.4313276049851226
ACH-000937,-0.4265936868366308
ACH-000938,-0.5262312500636376
ACH-000939,0.02634173584683324
ACH-000941,-0.4381570950242051
ACH-000943,-0.4330716464399357
ACH-000946,-0.4827046252955465
ACH-000947,-0.3587396802982592
ACH-000948,-0.47515590956169607
ACH-000950,-0.41654945667927296
ACH-000953,-0.4777077514400581
ACH-000954,-0.1625708406728521
ACH-000957,-0.41906505566707336
ACH-000958,-0.5074581394806669
ACH-000960,-0.35627561726648904
ACH-000963,-0.6140711602499482
ACH-000968,-0.35588930178421424
ACH-000969,-0.4266510658304759
ACH-000972,-0.4881216412087762
ACH-000973,-0.4311697398536655
ACH-000974,-0.4502021568841732
ACH-000978,-0.3801438913080015
ACH-000984,-0.3701036939817422
ACH-000986,-0.4682356376229162
ACH-000988,-0.3670495136037464
ACH-000993,-0.455208109819272
ACH-000994,-0.4065284750796456
ACH-000996,-0.2406050333015248
ACH-001001,-0.4420941565467176
ACH-001020,-0.122272538934596
ACH-001028,-0.3463795135278283
ACH-001031,-0.3351244479675269
ACH-001038,-0.36025373044115977
ACH-001048,-0.452892238148535
ACH-001050,-0.5105948365574206
ACH-001053,-0.468664227456796
ACH-001054,-0.2965034817508942
ACH-001061,-0.3664783539980999
ACH-001067,-0.4915385563446708
ACH-001075,-0.4118414433256836
ACH-001096,-0.5522711155035601
ACH-001111,-0.2558446793016209
ACH-001119,-0.19437699383624485
ACH-001128,0.6287528861678899
ACH-001134,-0.3842765151691951
ACH-001151,-0.4447260213003624
ACH-001163,-0.4330391018811409
ACH-001164,-0.17249267700582208
ACH-001183,-0.4399501160148346
ACH-001192,-0.5451637479154333
ACH-001193,-0.5004807952297049
ACH-001196,-0.531714843353239
ACH-001197,-0.5041834454038916
ACH-001205,-0.5643604530624304
ACH-001211,-0.2893081083300993
ACH-001212,-0.3980425763386991
ACH-001228,-0.8846865785064986
ACH-001232,-0.4609016671486246
ACH-001239,-0.3948335038315959
ACH-001270,-0.5363926887903462
ACH-001274,-0.5444081985304062
ACH-001275,-0.4391886059418197
ACH-001277,-0.5825591409184763
ACH-001278,-0.33273075513359945
ACH-001280,-0.6733796747167484
ACH-001283,-0.45538776861388797
ACH-001289,-0.2849496581312441
ACH-001300,-0.55504940518074
ACH-001301,-0.411660695029874
ACH-001302,-0.4308154462582777
ACH-001306,-0.21176857006921704
ACH-001318,-0.2803422820677319
ACH-001322,-0.5602164434038793
ACH-001328,-0.35178261244696857
ACH-001332,-0.6004557253608308
ACH-001336,-0.4337818550362735
ACH-001346,-0.4030599899813361
ACH-001353,-0.3774470136950457
ACH-001354,-0.535341445355152
ACH-001367,-0.5619367607366877
ACH-001368,-0.5209208569268552
ACH-001374,-0.7014470546912033
ACH-001377,-0.5338336716857022
ACH-001380,-0.4959305415380172
ACH-001391,-0.38610528947688144
ACH-001408,-0.5138578350489564
ACH-001430,-0.2931117957242537
ACH-001431,-0.6482277271074997
ACH-001450,-0.2938536145858785
ACH-001496,-0.20335625444169755
ACH-001500,-0.3264153648941305
ACH-001523,-0.3408586494678984
ACH-001532,-0.5199965893661809
ACH-001550,-0.05142074133931944
ACH-001552,-0.38010954493515337
ACH-001554,-0.5543757542313853
ACH-001654,-0.3468718886136367
ACH-001735,-0.4758513000671342
ACH-001736,-0.26065431242034803
ACH-001737,-0.4140863981266599
ACH-001740,-0.512190753484855
ACH-001745,-0.3479252793279889
ACH-001765,-0.4984637490689602
