,AHDC1 (27245)
ACH-000004,-0.14819884363998173
ACH-000005,0.0405956493965722
ACH-000007,0.004475080885301185
ACH-000009,-0.0735900545044743
ACH-000011,0.16956351595875727
ACH-000012,0.03408756095438219
ACH-000013,-0.06667589894051204
ACH-000014,-0.09962731719218244
ACH-000015,-0.0683175858916204
ACH-000017,-0.056839737011179
ACH-000018,-0.16366468196609818
ACH-000019,-0.06859922089982308
ACH-000021,-0.07900775712858697
ACH-000022,-0.08056944827728042
ACH-000025,-0.0810728740900424
ACH-000028,-0.2110232804207091
ACH-000030,-0.06616483122266446
ACH-000035,0.0001416880894652327
ACH-000036,0.23462927816236445
ACH-000037,-0.07345019415159178
ACH-000039,-0.03552367255725055
ACH-000040,-0.16192384996498285
ACH-000041,-0.12693805459720084
ACH-000042,-0.027503438558087758
ACH-000045,-0.16140991839958807
ACH-000047,0.10879578408154723
ACH-000052,-0.2025048488333439
ACH-000053,-0.1468995510526194
ACH-000054,-0.028355900754886518
ACH-000055,-0.2462453335131341
ACH-000060,-0.2946084604826181
ACH-000067,-0.1830452257108461
ACH-000070,-0.21650140429373144
ACH-000075,0.14440348991941174
ACH-000078,-0.22368580773726596
ACH-000082,-0.16582662137401388
ACH-000085,-0.3687808619475845
ACH-000086,-0.11808950671149405
ACH-000087,-0.014889802603080416
ACH-000092,-0.3131175354856027
ACH-000095,-0.12260301378359717
ACH-000097,-0.0879396364713198
ACH-000098,-0.2989913350933476
ACH-000099,-0.212543928513924
ACH-000108,-0.04903773241061908
ACH-000113,-0.026279899373523742
ACH-000116,-0.14853134959440384
ACH-000118,-0.16499633471150502
ACH-000120,0.12243963131533155
ACH-000123,-0.025690949826803783
ACH-000127,0.004757555020556146
ACH-000128,-0.22198762149811974
ACH-000132,-0.19363093722015812
ACH-000133,-0.15376205856353586
ACH-000137,0.09039850027907488
ACH-000138,-0.1710188842407913
ACH-000142,0.061009246297030514
ACH-000143,-0.05231896600441175
ACH-000146,-0.11050734881640843
ACH-000148,-0.13662463279969936
ACH-000150,-0.17073952372760898
ACH-000152,-0.2448732477655253
ACH-000153,0.1098937517411534
ACH-000159,0.062391940954123475
ACH-000160,-0.07033181224978212
ACH-000163,-0.0650513769786145
ACH-000167,-0.3963225275698171
ACH-000168,-0.21869839605767927
ACH-000169,-0.016298040357753004
ACH-000178,0.038375098925003855
ACH-000183,0.012322914718493255
ACH-000188,-0.12398857929657052
ACH-000189,-0.19492717428589768
ACH-000190,-0.009006618750021792
ACH-000198,-0.041292300600803036
ACH-000203,0.15297383432669867
ACH-000204,-0.0022821322622149304
ACH-000206,0.031537223646075606
ACH-000207,0.013742767302033271
ACH-000208,-0.10055278221205667
ACH-000210,-0.07404610566320427
ACH-000211,-0.1286617278585685
ACH-000215,-0.03790236651134408
ACH-000221,-0.15790127151242764
ACH-000222,0.0013328722375074015
ACH-000223,-0.1378334307226746
ACH-000226,0.06894921424267282
ACH-000227,-0.10738987778693926
ACH-000228,-0.12083395847660047
ACH-000231,-0.050350402238957724
ACH-000232,0.035580538911479984
ACH-000233,-0.12692606477546145
ACH-000234,-0.05341737702810878
ACH-000235,-0.09103362985145663
ACH-000237,-0.2684792820995934
ACH-000238,-0.20195852402355302
ACH-000242,-0.07229083175221743
ACH-000243,-0.059288067992213936
ACH-000244,0.04360718301269995
ACH-000246,0.003341433395877405
ACH-000248,0.030939219497847087
ACH-000250,-0.04612829275716005
ACH-000251,-0.049379536838470864
ACH-000252,-0.06069561148996715
ACH-000253,-0.16543536735319192
ACH-000255,0.0036990673380531366
ACH-000256,-0.09154983336137183
ACH-000257,-0.3181487614043719
ACH-000258,-0.1624159181758974
ACH-000259,-0.1702053087794837
ACH-000260,0.028218855833178395
ACH-000261,-0.0708870851261464
ACH-000262,-0.075255445105103
ACH-000263,-0.04570320881399725
ACH-000264,-0.10578413049811418
ACH-000265,-0.01686710128010557
ACH-000266,-0.2242328181423612
ACH-000272,-0.01160476770084373
ACH-000274,-0.17585058734808692
ACH-000277,-0.07904417447200486
ACH-000278,-0.10896806539686398
ACH-000279,-0.19051960506818466
ACH-000280,-0.1432555028353706
ACH-000281,0.16208894954525038
ACH-000288,-0.3241392953631963
ACH-000291,-0.08998137951385153
ACH-000293,-0.0986532093732967
ACH-000294,0.050979846379838
ACH-000295,-0.059517107971726615
ACH-000296,0.15578184032472867
ACH-000302,-0.14007096932555893
ACH-000304,-0.14026017713769384
ACH-000307,-0.025969109239886042
ACH-000308,-0.07114251612040286
ACH-000310,-0.2467769994430369
ACH-000311,-0.15286044854517378
ACH-000312,-0.19849605019823074
ACH-000315,-0.07786079115210079
ACH-000316,-0.021954635537969426
ACH-000317,-0.2712818148050105
ACH-000318,0.020848209464164814
ACH-000319,-0.27116291459844005
ACH-000320,-0.0824068611984349
ACH-000322,0.03940467249555804
ACH-000323,0.098613890209856
ACH-000324,-0.031923960824938334
ACH-000329,-0.08114389181162206
ACH-000330,-0.11304106115359545
ACH-000331,-0.23888995801183505
ACH-000332,-0.13947055012462636
ACH-000334,-0.002250076656033571
ACH-000335,-0.08395097259524092
ACH-000336,0.23834437035904546
ACH-000337,-0.11044792907972263
ACH-000338,-0.5840390977867541
ACH-000339,-0.0955999241384881
ACH-000341,-0.1289023199908943
ACH-000348,-0.2687788052682941
ACH-000350,0.02493470248802389
ACH-000352,0.0020807697830732327
ACH-000356,-0.0920955318697893
ACH-000361,0.06980390777766944
ACH-000362,-0.25029439586543184
ACH-000363,-0.15352687382700347
ACH-000364,-0.10995182326576863
ACH-000365,-0.13190397033728382
ACH-000366,-0.15524107559321218
ACH-000368,-0.2117293007374708
ACH-000374,-0.18624196751523975
ACH-000375,-0.11984616161217088
ACH-000376,-0.13956368138435793
ACH-000381,-0.13642090367310825
ACH-000383,-0.229856942713094
ACH-000387,-0.12200014730815666
ACH-000389,-0.14819428876033264
ACH-000390,-0.030445452339303545
ACH-000393,-0.08108100381645829
ACH-000395,-0.015933168854001232
ACH-000396,-0.16407240737128911
ACH-000397,-0.12223422042687465
ACH-000401,0.017850895584915802
ACH-000402,-0.14832169736651366
ACH-000403,-0.051977892900591904
ACH-000404,-0.4814456952196153
ACH-000406,-0.10656065652504117
ACH-000407,-0.2037672587190641
ACH-000408,-0.19673456859358826
ACH-000410,-0.2543729004085312
ACH-000411,-0.09475822883562177
ACH-000414,-0.12512584554280198
ACH-000415,-0.1456223429602045
ACH-000416,-0.14936778136058
ACH-000420,0.008070057765458005
ACH-000421,0.008566781190432098
ACH-000424,-0.4097190518254173
ACH-000425,-0.009631278273934295
ACH-000426,0.07230950457964926
ACH-000427,-0.15720481563646602
ACH-000433,-0.19122136316527255
ACH-000435,-0.2994296351199663
ACH-000436,-0.12063901616953095
ACH-000444,-0.16907495163336875
ACH-000445,0.040321774623423234
ACH-000448,-0.17778112909848368
ACH-000450,0.008834261857099
ACH-000452,-0.20620343084672169
ACH-000454,-0.06918562039504399
ACH-000458,-0.0062412777104344785
ACH-000459,0.11400638180109413
ACH-000460,0.010055389396881364
ACH-000461,-0.2957172872514253
ACH-000463,-0.0494227862034755
ACH-000464,-0.14504108620519568
ACH-000466,-0.20712595290071087
ACH-000467,0.020528385384492618
ACH-000468,-0.20239533185940373
ACH-000469,-0.21690451207317127
ACH-000470,-0.2281565069447915
ACH-000471,0.04151276880377372
ACH-000472,-0.014950964288924562
ACH-000473,-0.1281909112322917
ACH-000475,-0.040922004862071946
ACH-000476,-0.06308155460574343
ACH-000477,-0.16774760496065375
ACH-000479,-0.017677948002022572
ACH-000480,-0.11917371599660545
ACH-000481,-0.04205073361967302
ACH-000483,-0.046211200502119916
ACH-000484,-0.10640086191779027
ACH-000485,-0.1523523334468071
ACH-000486,0.011884678044771231
ACH-000487,-0.27705524296627604
ACH-000488,-0.3041499125381751
ACH-000490,-0.1077457568414115
ACH-000491,-0.19937808165859675
ACH-000495,0.08792118245149355
ACH-000496,-0.2423111107121222
ACH-000499,-0.1809069879122178
ACH-000500,-0.19924134726401327
ACH-000502,-0.09652560217717426
ACH-000503,0.11638789572862936
ACH-000505,-0.06864333275750574
ACH-000507,-0.1042195403332742
ACH-000510,-0.0910125798602627
ACH-000511,-0.2132427854966433
ACH-000512,-0.1790210248849191
ACH-000516,-0.08386514087476504
ACH-000517,-0.19617505898411744
ACH-000518,-0.14843896315618207
ACH-000520,-0.12274071239791802
ACH-000521,-0.18022008516997606
ACH-000522,-0.1456119535246526
ACH-000524,0.057209724476403725
ACH-000527,-0.06898613652597696
ACH-000528,-0.1158214768810882
ACH-000537,-0.05943296230055306
ACH-000541,0.1201696897307648
ACH-000542,-0.1441092884623231
ACH-000544,0.04582349952512533
ACH-000545,-0.024316316636825173
ACH-000547,0.19528998336617956
ACH-000548,-0.0051013227098495205
ACH-000549,-0.007016761277406825
ACH-000550,-0.26587308109502394
ACH-000552,-0.010591040648305305
ACH-000556,0.07376115881392219
ACH-000557,-0.1997166312162503
ACH-000569,-0.15685639198965426
ACH-000570,-0.19673762682178406
ACH-000571,0.03779871123162688
ACH-000573,-0.14919790800434782
ACH-000576,-0.009462449802361208
ACH-000579,-0.3306247270356065
ACH-000580,-0.04359038799150615
ACH-000584,0.0200299579850868
ACH-000585,-0.12239981833982287
ACH-000588,0.07591663068031533
ACH-000589,-0.1838902298674681
ACH-000591,-0.17365550418897732
ACH-000593,-0.19333068344042487
ACH-000600,-0.0033108552667209658
ACH-000601,-0.12736443694623512
ACH-000605,-0.1955925489153241
ACH-000606,-0.214230823074749
ACH-000608,-0.11601062344414508
ACH-000614,-0.06822742825658552
ACH-000616,-0.07225891314925785
ACH-000618,-0.019281506531277776
ACH-000619,-0.1816229185294317
ACH-000620,-0.1223215438120403
ACH-000621,-0.2599373314401212
ACH-000622,-0.08582689942473744
ACH-000623,-0.2115681376919723
ACH-000624,-0.012082220471169422
ACH-000627,-0.2917547011887525
ACH-000630,-0.08377823082866323
ACH-000631,-0.0218623098060876
ACH-000632,-0.030462159271485437
ACH-000633,-0.03619257234782993
ACH-000637,-0.054474543407358265
ACH-000638,-0.19949864606052214
ACH-000646,0.033822579085237836
ACH-000647,-0.13871054005615993
ACH-000648,-0.11930551343003262
ACH-000649,-0.04573508594380943
ACH-000651,-0.20336101232911905
ACH-000652,-0.037292258706975535
ACH-000653,0.026372314489814797
ACH-000657,-0.1831911838385118
ACH-000658,-0.14319904101354378
ACH-000661,0.031642094277319205
ACH-000662,-0.3552993695410004
ACH-000663,-0.2539950180918041
ACH-000665,-0.05557731806688543
ACH-000671,-0.012945680019217634
ACH-000672,-0.3553812653544444
ACH-000673,-0.11149505104484612
ACH-000676,-0.0686356840907173
ACH-000677,-0.14929766622158056
ACH-000681,0.08154998429465772
ACH-000683,-0.2571194386034312
ACH-000684,-0.001608758626309271
ACH-000688,-0.18136003291776406
ACH-000693,-0.11092959339310618
ACH-000694,-0.12969284615713694
ACH-000695,-0.16869524805384675
ACH-000696,-0.11743816674683698
