,AQR (9716)
ACH-000004,-1.1335832988410015
ACH-000005,-1.0424559196359662
ACH-000007,-0.7746217395930369
ACH-000009,-1.0209835649836492
ACH-000011,-0.5958727051822413
ACH-000012,-0.8251886934028521
ACH-000013,-0.7968459113919755
ACH-000014,-0.9604587643273321
ACH-000015,-0.9934199293588076
ACH-000017,-0.6928251415044755
ACH-000018,-0.6450085591103358
ACH-000019,-0.8010308294725056
ACH-000021,-0.7903013568535928
ACH-000022,-0.9016939611266608
ACH-000025,-1.0426346525247714
ACH-000028,-0.7848377902085323
ACH-000030,-0.7292400300897846
ACH-000035,-0.6886582249434889
ACH-000036,-0.8651376112047108
ACH-000037,-0.674649858018974
ACH-000039,-0.7569838341308287
ACH-000040,-0.7787027225289032
ACH-000041,-1.1616392962208777
ACH-000042,-0.7321969590148907
ACH-000045,-0.8006640602149209
ACH-000047,-0.6657543481009893
ACH-000052,-0.7905786187076665
ACH-000053,-0.8068477403456653
ACH-000054,-0.7937147830576647
ACH-000055,-0.6747775372356015
ACH-000060,-0.7203089825030592
ACH-000067,-0.8505911827635488
ACH-000070,-0.8885162166996651
ACH-000075,-0.5236760504104543
ACH-000078,-0.8907221666637729
ACH-000082,-0.8994845980733268
ACH-000085,-0.910983555438139
ACH-000086,-0.7031570326705773
ACH-000087,-0.5301180859720475
ACH-000092,-0.6877577008903869
ACH-000095,-1.0106892849757776
ACH-000097,-0.7512241363963909
ACH-000098,-0.7726165986049351
ACH-000099,-0.8104182398731148
ACH-000108,-0.9435870188599476
ACH-000113,-0.712383039727445
ACH-000116,-0.9433589286857984
ACH-000118,-0.8529824726383279
ACH-000120,-0.6177083329418089
ACH-000123,-0.8777590306211986
ACH-000127,-0.8913489400396543
ACH-000128,-1.0155193105782696
ACH-000132,-0.6998122586630199
ACH-000133,-0.9525084119663066
ACH-000137,-0.9129899208089504
ACH-000138,-0.6381800553962416
ACH-000142,-0.6847246536612823
ACH-000143,-0.7067549305050751
ACH-000146,-0.7308728378635445
ACH-000148,-1.0371760602784632
ACH-000150,-0.7352369333679494
ACH-000152,-0.7980122726717255
ACH-000153,-1.1420931971078625
ACH-000159,-0.5814092545076767
ACH-000160,-1.1065893484838325
ACH-000163,-0.6428620448761242
ACH-000167,-1.5430566171948772
ACH-000168,-0.6625663742116831
ACH-000169,-0.9101684199980954
ACH-000178,-0.6629405848078571
ACH-000183,-0.9728627428371636
ACH-000188,-0.9171342811748072
ACH-000189,-0.8158091773884553
ACH-000190,-0.7566963283578075
ACH-000198,-0.8747018216678376
ACH-000203,-1.3600371805299831
ACH-000204,-0.8007856132563885
ACH-000206,-0.5600477458394717
ACH-000207,-0.8196704961949335
ACH-000208,-0.7126348719432102
ACH-000210,-0.6926421453667243
ACH-000211,-0.7484858791245402
ACH-000215,-0.7330949143888011
ACH-000221,-0.73903507762399
ACH-000222,-0.6206113902845959
ACH-000223,-0.8635974461353436
ACH-000226,-0.8385238563946334
ACH-000227,-0.9211779555533779
ACH-000228,-1.0081706190029351
ACH-000231,-0.6556699178333615
ACH-000232,-0.714780339146338
ACH-000233,-1.0127601771612198
ACH-000234,-0.8102549243886022
ACH-000235,-0.7796920569700011
ACH-000237,-0.8106182415666836
ACH-000238,-0.6739570351336421
ACH-000242,-0.7211578579978498
ACH-000243,-0.9674844674910552
ACH-000244,-0.9612457148211628
ACH-000246,-0.8563215984704778
ACH-000248,-0.7820989001493049
ACH-000250,-0.6623938658747863
ACH-000251,-1.0017099240257172
ACH-000252,-0.9106530452994708
ACH-000253,-0.8961798490742363
ACH-000255,-0.6424518166877325
ACH-000256,-0.854982155462463
ACH-000257,-0.9630661098430768
ACH-000258,-0.9147481504117674
ACH-000259,-0.9167973201075263
ACH-000260,-0.8947480940502432
ACH-000261,-0.8821928615429045
