,ANP32E (81611)
ACH-000153,-0.26767518459260925
ACH-000159,-0.2735682404841893
ACH-000160,0.002540337123743897
ACH-000163,-0.1720871832754934
ACH-000167,0.2565174021999128
ACH-000168,-0.3378021389770546
ACH-000169,-0.10688460517444304
ACH-000178,-0.281247053484932
ACH-000183,-0.2691838594174231
ACH-000188,-0.4315818343466581
ACH-000189,-0.1574549567642016
ACH-000190,0.16590591936829688
ACH-000198,-0.276735482953016
ACH-000203,-0.5533478930899582
ACH-000204,-0.3130887124411081
ACH-000206,-0.3897579515554699
ACH-000207,-0.234950743202036
ACH-000208,0.05766311162723916
ACH-000210,-0.0734546832945118
ACH-000211,-0.2950546217139983
ACH-000215,-0.2140973482962928
ACH-000221,-0.053716103047369256
ACH-000222,-0.0443354357033684
ACH-000223,-0.2136854188540316
ACH-000226,-0.36714198784545704
ACH-000227,-0.1141067796084858
ACH-000228,-0.22214000235401626
ACH-000231,-0.26551755540355243
ACH-000232,-0.3075484608757325
ACH-000233,-0.035927767124593314
ACH-000234,-0.33839988268042753
ACH-000235,-0.2949919547018122
ACH-000237,-0.2015971441924101
ACH-000238,-0.27916969400071656
ACH-000242,-0.21412993565792887
ACH-000243,-0.14792260249917424
ACH-000244,-0.2384512692376367
ACH-000246,-0.13707159353505574
ACH-000248,0.007355288582493524
ACH-000250,-0.2004505398971316
ACH-000251,0.08842427898582204
ACH-000252,-0.2308544771529705
ACH-000253,-0.21525794244180224
ACH-000255,-0.2571243372707098
ACH-000256,-0.11373525756036156
ACH-000257,-0.21183804811686865
ACH-000258,-0.4848978209168109
ACH-000259,-0.2988952478670401
ACH-000260,-0.31652239513234265
ACH-000261,-0.14561113309942594
ACH-000262,-0.3595498694033153
ACH-000263,-0.3252480158830729
ACH-000264,-0.3598827316095545
ACH-000265,-0.06898851617121006
ACH-000266,-0.22915830064602136
ACH-000272,-0.18672119640351184
ACH-000274,-0.1666494018268289
ACH-000277,-0.43020362113554383
ACH-000278,-0.2433470597197427
ACH-000279,-0.10088974506817998
ACH-000280,-0.1139699919851542
ACH-000281,-0.1397432058478572
ACH-000288,-0.3634353916639844
ACH-000291,-0.1685836395605201
ACH-000293,-0.2776558419370262
ACH-000294,-0.2195316483297939
ACH-000295,-0.07364038880551281
ACH-000296,-0.32116037610746284
ACH-000302,-0.28315435886067997
ACH-000304,-0.2557793008775771
ACH-000307,-0.19796682578610866
ACH-000308,-0.17960418460436514
ACH-000310,-0.23256422371857846
ACH-000311,-0.2940097651019929
ACH-000312,-0.13614774043091205
ACH-000315,-0.020454610391150617
ACH-000316,-0.32978644272861163
ACH-000317,-0.14676518300878152
ACH-000318,-0.4442490703874419
ACH-000319,-0.2477981714769899
ACH-000320,-0.16792148245277075
ACH-000322,-0.2257713454987279
ACH-000323,-0.244979177072156
ACH-000324,-0.22157594727712887
ACH-000329,-0.2240069459674521
ACH-000330,-0.08269523696319489
ACH-000331,-0.40666830443360064
ACH-000332,-0.33378010829750937
ACH-000334,-0.13067136197932544
ACH-000335,-0.29250042531964504
ACH-000336,-0.5355109163715661
ACH-000337,-0.3129335575767802
ACH-000338,-0.044582659816045006
ACH-000339,-0.2257778438165681
ACH-000341,-0.4306067368795222
ACH-000348,-0.1741904523612725
ACH-000350,-0.011059987122801094
ACH-000352,-0.17162627216134915
ACH-000356,-0.3738560831523525
ACH-000361,-0.1081149148986457
ACH-000362,-0.19384276380292456
ACH-000363,-0.2383324774476664
ACH-000364,-0.18450007060904916
ACH-000365,-0.2977743111577405
ACH-000366,-0.2830808891473755
ACH-000368,-0.37856828179783053
ACH-000374,-0.19948391219345074
ACH-000375,-0.11356998659004584
ACH-000376,-0.2681851196014982
ACH-000381,-0.23070524804341114
ACH-000383,-0.2904575646097957
ACH-000387,-0.2516649991349653
ACH-000389,-0.20771163900102535
ACH-000390,-0.3023637719206019
ACH-000393,-0.30345025422979505
ACH-000395,-0.10582955633714748
ACH-000396,-0.251669321964931
ACH-000397,-0.06251558128232168
ACH-000401,-0.22901708641167565
ACH-000402,-0.07378507391941723
ACH-000403,-0.2047825234869703
ACH-000404,-0.31482820584279764
ACH-000406,-0.33270136331715344
ACH-000407,-0.1925241400549342
ACH-000408,-0.15297096491074866
ACH-000410,-0.3773753259363805
ACH-000411,-0.3209934711860996
ACH-000414,-0.3133674870409356
ACH-000415,-0.16991174377724472
ACH-000416,-0.2936272064511869
ACH-000420,-0.2700636309574207
ACH-000421,-0.23457702710492945
ACH-000424,-0.1626313497852591
ACH-000425,-0.1507714613323727
ACH-000426,-0.4693980065088349
ACH-000427,-0.2317646773814423
ACH-000433,-0.4554414455206886
ACH-000435,-0.17470300773894948
ACH-000436,-0.44374946500223456
ACH-000444,-0.10544517023333627
ACH-000445,-0.23860902138678855
ACH-000448,-0.19724758630522896
ACH-000450,-0.27940256585920664
ACH-000452,-0.3020991983460076
ACH-000454,-0.4941476856088582
ACH-000458,-0.2837678361030878
ACH-000459,-0.16671723291797128
ACH-000460,-0.2553156436024634
ACH-000461,-0.3875632404439641
ACH-000463,-0.1971141671853824
ACH-000464,-0.13536033932536773
ACH-000466,-0.3851538876118151
ACH-000467,-0.2293311818460539
ACH-000468,-0.11849022144300632
ACH-000469,-0.18385201779581986
ACH-000470,-0.34215430393161544
ACH-000471,-0.10416542987270726
ACH-000472,-0.12835554841480395
ACH-000473,-0.11149155970539654
ACH-000475,-0.21827380330031035
ACH-000476,-0.1860645883311532
ACH-000477,-0.22008399033585724
ACH-000479,-0.5142100510425267
ACH-000480,-0.13966794491305518
ACH-000481,-0.1891537682055646
ACH-000483,-0.2091959829158917
ACH-000484,-0.39540412937733177
ACH-000485,-0.2378415455347247
ACH-000486,-0.1715869723721694
ACH-000487,-0.21712154144208765
ACH-000488,-0.22085777317975014
ACH-000490,-0.2442017650562697
ACH-000491,-0.17722331362644908
ACH-000495,-0.06376617304118276
ACH-000496,-0.15632971608879445
ACH-000499,0.05599607136028025
ACH-000500,-0.3402759998559612
ACH-000502,-0.2968339394438063
ACH-000503,0.05488693919926567
ACH-000505,-0.1982482493791207
ACH-000507,-0.2058096719230204
ACH-000510,-0.30594627820495496
ACH-000511,-0.10540345435329236
ACH-000512,-0.1744361248066385
ACH-000516,-0.2240763197910773
ACH-000517,-0.39330295635971385
ACH-000518,-0.11788549323922386
ACH-000520,-0.3697297696953224
ACH-000521,-0.2903144908427985
ACH-000522,-0.3059154571938349
ACH-000524,-0.19656190502017595
ACH-000527,-0.14194986590959638
ACH-000528,-0.2644795768315465
ACH-000537,-0.05189217162636572
ACH-000541,-0.46199323647444
ACH-000542,-0.17599440964427066
ACH-000544,-0.2583019163920909
ACH-000545,-0.09187467428503032
ACH-000547,-0.3950946664467139
ACH-000548,-0.1821618812223923
ACH-000549,-0.2961735156181831
ACH-000550,-0.09744209784087593
ACH-000552,-0.2175885751218813
ACH-000556,-0.2947814343961007
ACH-000557,-0.42945963254675823
ACH-000569,-0.3880879688318201
ACH-000570,-0.10056821382668524
ACH-000571,-0.20408220854969827
ACH-000573,-0.2478424542886272
ACH-000576,-0.329433825243422
ACH-000579,-0.27268386535241396
ACH-000580,-0.0021474275404935227
ACH-000584,-0.14097308373916048
ACH-000585,-0.2294101217919326
ACH-000588,-0.25476750680618826
ACH-000589,-0.13885969638783724
ACH-000591,0.13909300032279365
ACH-000593,-0.26235739557886706
ACH-000600,-0.2021827770113464
ACH-000601,-0.28093216796313425
ACH-000605,-0.06134747753484202
ACH-000606,-0.2678538901680709
ACH-000608,-0.28136553189553376
ACH-000614,-0.22028751498183985
ACH-000616,-0.20888607019732028
ACH-000618,-0.21341683060031733
ACH-000619,-0.19550544969764266
ACH-000620,-0.12649728591222142
ACH-000621,-0.2403860507104674
ACH-000622,-0.09765299550249408
ACH-000623,-0.21288212671713225
ACH-000624,-0.25747274788586105
ACH-000627,-0.20002599254755501
ACH-000630,-0.10314232561698347
ACH-000631,-0.3852746924184521
ACH-000632,-0.11980008246234787
ACH-000633,-0.3088731173630752
ACH-000637,-0.2691501679238237
ACH-000638,-0.2642908658610073
ACH-000646,-0.2836259285231453
ACH-000647,-0.3717519442807884
ACH-000648,-0.2844309498968736
ACH-000649,-0.19214366008093567
ACH-000651,-0.2841476543186199
ACH-000652,-0.2641227628947532
ACH-000653,-0.54953234801191
ACH-000657,-0.2502569349510759
ACH-000658,-0.434055959281174
ACH-000661,-0.13778364541383367
ACH-000662,-0.4213513621298403
ACH-000663,-0.1488406863252084
ACH-000665,-0.32991818712255644
ACH-000671,-0.1178730757647152
ACH-000672,-0.5809455778859435
ACH-000673,-0.3001217454973457
ACH-000676,-0.09941101822696646
ACH-000677,-0.2709076077661453
ACH-000681,-0.08891602197803422
ACH-000683,-0.2698331822691388
ACH-000684,-0.22420609374527328
ACH-000688,-0.16190911711359435
ACH-000693,-0.10821644660500107
ACH-000694,-0.15787174278327484
ACH-000695,-0.20303211889428585
ACH-000696,-0.253340297759082
ACH-000697,-0.32164776759454305
ACH-000699,-0.1740288475061334
ACH-000701,-0.02570449157052439
ACH-000706,-0.1527023281955402
ACH-000711,-0.3017803314765304
ACH-000713,-0.3664388389546077
ACH-000714,-0.2597291682881324
ACH-000718,-0.2231213058972438
ACH-000720,-0.2527230179542204
ACH-000721,-0.4852653215238246
ACH-000724,-0.2499420247642046
ACH-000725,-0.2893820490075969
ACH-000732,-0.21773891106914486
ACH-000734,-0.206003173824155
ACH-000735,-0.31275108664186185
ACH-000736,-0.30461085428670204
ACH-000738,-0.03537705022391773
ACH-000746,-0.2538068202225481
ACH-000747,-0.4760135972611948
ACH-000748,-0.3661224950162789
ACH-000753,-0.5126328009748579
ACH-000756,-0.31094907824943896
ACH-000757,-0.3870711959177549
ACH-000758,-0.19638255314316166
ACH-000760,-0.4309012118247852
ACH-000762,-0.4287212586023892
ACH-000763,-0.6414445539497791
ACH-000764,-0.21751807239793366
ACH-000765,-0.398491827763202
ACH-000766,-0.3692409909892009
ACH-000767,-0.26271309344471583
ACH-000768,-0.1474612845293389
ACH-000769,-0.3410350983889265
ACH-000770,-0.4401434959572307
ACH-000771,-0.2849741444871895
ACH-000773,-0.4890835818007721
ACH-000776,-0.2614073702767274
ACH-000777,-0.1899412530224843
ACH-000778,-0.14850655477936692
ACH-000781,-0.20421747515048685
ACH-000782,-0.20875491702699764
ACH-000783,-0.2893654153876182
ACH-000784,-0.053299296033070084
ACH-000785,-0.3244085329375987
ACH-000787,-0.6359725030753018
ACH-000788,-0.3305747812959989
ACH-000791,-0.35331505120763224
ACH-000792,-0.24654279845060845
ACH-000794,-0.030670304046465837
ACH-000796,-0.2604759529289235
ACH-000798,-0.09328681197517562
ACH-000799,-0.33174173611475394
ACH-000800,-0.6599734720360085
ACH-000802,0.038189946856256304
ACH-000804,-0.5223475431195865
ACH-000805,-0.40762201022886896
ACH-000809,-0.1721472471671376
ACH-000810,0.051156158941190834
ACH-000811,-0.1473754041783742
ACH-000817,-0.15953968057376824
ACH-000819,-0.3061762386643828
ACH-000820,-0.4525801756262665
ACH-000821,-0.28529604195735314
ACH-000822,-0.4393139863003574
ACH-000823,-0.25854548006314937
ACH-000824,-0.1895059573190517
ACH-000827,-0.16161049669693905
ACH-000829,-0.16826831244506735
ACH-000831,-0.27651577049029225
ACH-000832,-0.35165405764226204
ACH-000833,-0.3765316289347747
ACH-000834,-0.3338372932784396
ACH-000835,-0.21356301916986006
ACH-000836,-0.07138472245681846
ACH-000837,-0.12687509495569524
ACH-000838,-0.5099558476981723
ACH-000839,-0.3680906944203437
ACH-000840,-0.2943022915869518
ACH-000841,-0.28121189699866816
ACH-000843,-0.27857518786575525
ACH-000846,-0.4118496226217204
ACH-000847,-0.04108719993834711
ACH-000848,-0.08052731350582358
ACH-000849,-0.203462688568814
ACH-000851,-0.061660585084429585
ACH-000855,0.000196594987971672
ACH-000856,-0.004910836510452978
ACH-000858,-0.28919699158342044
ACH-000859,-0.19566484466070166
ACH-000861,-0.40839419666062776
ACH-000862,-0.13075389210976512
ACH-000865,-0.22444650066455848
ACH-000866,-0.16070462021791165
ACH-000867,-0.335252680446076
ACH-000869,-0.43799537776151376
ACH-000872,-0.21051006248233595
ACH-000873,-0.3062730489248461
ACH-000876,-0.0732522049738479
ACH-000878,-0.29682077218507874
ACH-000880,-0.4321944634087443
ACH-000881,-0.2679266383727857
ACH-000882,-0.0010789980365203944
ACH-000884,-0.3052511378585731
ACH-000885,-0.017766640767184178
ACH-000887,-0.2220662124824977
ACH-000889,-0.3917661239246464
ACH-000896,-0.4164593759486888
ACH-000898,-0.2954350296291258
ACH-000900,-0.3629102696604588
ACH-000901,-0.2063999777598406
ACH-000905,-0.28402937608540113
ACH-000906,-0.2060303101838333
ACH-000907,-0.26691251536332905
ACH-000910,-0.11473603151408855
ACH-000911,-0.2269594128307794
ACH-000912,-0.22334732334053894
ACH-000913,-0.26204023958746303
ACH-000915,-0.17217497443903312
ACH-000916,0.06100550655260866
ACH-000917,-0.1648896464500662
ACH-000920,-0.10133976084535706
ACH-000921,-0.12401511441415924
ACH-000924,-0.31447122165547803
ACH-000926,-0.11918315646054685
ACH-000928,-0.27378973521334343
ACH-000929,-0.5205327564381305
ACH-000932,-0.2642178259006249
ACH-000935,-0.11656610444196758
ACH-000936,-0.3029571958439332
ACH-000937,-0.2696181619570707
ACH-000938,-0.24238743392801426
ACH-000939,0.009505307460873916
ACH-000941,-0.2812873762713713
ACH-000943,-0.2302268044644055
ACH-000946,-0.2706118688306212
ACH-000947,-0.09510719155432616
ACH-000948,-0.3981892277420063
ACH-000950,-0.11336955772442825
ACH-000953,-0.3664156462036355
ACH-000954,-0.132937136579842
ACH-000957,-0.23369936472479536
ACH-000958,-0.109081337122985
ACH-000960,-0.2512892114077615
ACH-000963,-0.41452665329155897
ACH-000968,-0.17267925181477506
ACH-000969,-0.2548222590410246
ACH-000972,0.014327638343806591
ACH-000973,-0.1796451494872422
ACH-000974,-0.34038604374249953
ACH-000978,-0.4510086010909662
ACH-000984,-0.2846925445896824
ACH-000986,-0.15898460442170526
ACH-000988,-0.12516751276869564
ACH-000993,-0.06991752894468851
ACH-000994,-0.3527386003903936
ACH-000996,-0.12269629322309547
ACH-001001,-0.2765679751210316
ACH-001020,0.1549664643438809
ACH-001028,-0.3118931422476919
ACH-001031,-0.2754084275973123
ACH-001038,-0.2288090245374977
ACH-001048,-0.0971115073318263
ACH-001050,-0.27387465499575586
ACH-001053,-0.3411260899794764
ACH-001054,-0.12390137867333133
ACH-001061,-0.3017090716788893
ACH-001067,-0.07706980759912861
ACH-001075,-0.3032027370885238
ACH-001096,-0.28653396444664936
ACH-001111,0.07749087117124534
ACH-001119,-0.26659055623440303
ACH-001128,0.5682279356456663
ACH-001134,-0.2659790279997134
ACH-001151,-0.2370048389489092
ACH-001163,-0.22181717459980715
ACH-001164,-0.2618912246390782
ACH-001183,-0.2778178081299482
ACH-001192,-0.3895830267624218
ACH-001193,-0.28012273519705705
ACH-001196,-0.20777027458843944
ACH-001197,-0.3984973692681163
ACH-001205,-0.3452163994430747
ACH-001211,-0.22349720213587734
ACH-001212,-0.2301646648504269
ACH-001228,-0.2737869999322748
ACH-001232,-0.2031304157328878
ACH-001239,-0.20248986210715
ACH-001270,-0.2713668176901866
ACH-001274,-0.0948137719439206
ACH-001275,-0.06946971795333619
ACH-001277,-0.3581053915811367
ACH-001278,-0.06195480701707055
ACH-001280,-0.12777237807668418
ACH-001283,-0.2034652403303355
ACH-001289,-0.2912271871438275
ACH-001300,-0.1415353446870196
ACH-001301,-0.4539470243334988
ACH-001302,0.14737794799075826
ACH-001306,-0.24578044147638314
ACH-001318,-0.2960662572228591
ACH-001322,-0.2894262906511285
ACH-001328,-0.2283436420334697
ACH-001332,-0.6537520180412455
ACH-001336,-0.2329323019833641
ACH-001346,-0.25668052184733514
ACH-001353,-0.29088370766497473
ACH-001354,-0.3223460584553119
ACH-001367,-0.3625959698333674
ACH-001368,-0.2011196713980184
ACH-001374,-0.2419448656176924
ACH-001377,-0.2538614009255073
ACH-001380,-0.20803661245021612
ACH-001391,-0.33785975779588306
ACH-001408,-0.1712385481606167
ACH-001430,-0.3235235574532651
ACH-001431,-0.023493088923547355
ACH-001450,0.1344296584926425
ACH-001496,-0.06585939021741095
ACH-001500,-0.01003542316897122
ACH-001523,-0.15819958227922512
ACH-001532,-0.13983587238782882
ACH-001550,0.001188655381753533
ACH-001552,-0.18286410345278026
ACH-001554,-0.18283977025360354
ACH-001654,-0.28203505328183376
ACH-001735,-0.20423169637345312
ACH-001736,-0.19750963272368646
ACH-001737,-0.5805939392860926
ACH-001740,-0.1416938971752664
ACH-001745,-0.031926385916085626
ACH-001765,-0.33127895648659184
