,PBOV1 (59351)
ACH-000004,0.15194582733489329
ACH-000005,0.3302971250988771
ACH-000007,0.13791400021876013
ACH-000009,0.19305314873569626
ACH-000011,0.18497906929931995
ACH-000012,0.186611173408556
ACH-000013,0.113901482661616
ACH-000014,0.2182190497032912
ACH-000015,0.12438468638813968
ACH-000017,0.16639830480273954
ACH-000018,0.13585535217092495
ACH-000019,0.354500205039948
ACH-000021,0.08362232011652419
ACH-000022,0.2277595369789773
ACH-000025,0.2264164094414759
ACH-000028,0.12234462671649288
ACH-000030,0.15444252730898206
ACH-000035,0.13090216799930898
ACH-000036,0.07711771174532298
ACH-000037,0.15033389713554834
ACH-000039,0.043461230043790884
ACH-000040,0.04559069925976665
ACH-000041,0.1411619473502343
ACH-000042,0.036282968624914334
ACH-000045,-0.027207228729898805
ACH-000047,0.17596043714152546
ACH-000052,0.19574019133379167
ACH-000053,0.1815132420987136
ACH-000054,0.2534071122118771
ACH-000055,0.2874670317498423
ACH-000060,0.0270725023763531
ACH-000067,0.11995310105242506
ACH-000070,0.11244760900844948
ACH-000075,0.33432433766777925
ACH-000078,0.3381768974529698
ACH-000082,0.13236029395468
ACH-000085,0.3232478327974991
ACH-000086,0.01296445874921726
ACH-000087,0.2327275119944688
ACH-000092,0.18153580842978886
ACH-000095,0.1459354060771899
ACH-000097,0.09817551547472182
ACH-000098,0.15928552532975127
ACH-000099,0.11120651634144517
ACH-000108,0.1172253685244505
ACH-000113,0.29993881441621795
ACH-000116,0.09827611317327273
ACH-000118,0.12991237743083706
ACH-000120,0.08811124237575109
ACH-000123,0.1627821111133961
ACH-000127,0.1641883224763953
ACH-000128,0.09622770160983292
ACH-000132,0.14854396151459076
ACH-000133,0.11872921884929236
ACH-000137,0.12033491163971133
ACH-000138,0.10479796255253786
ACH-000142,0.14490686278151724
ACH-000143,0.08922437041305907
ACH-000146,0.24100144424543604
ACH-000148,0.2618086907234565
ACH-000150,0.06756771820430653
ACH-000152,0.11705653759963933
ACH-000153,0.26946586812781154
ACH-000159,0.11917751950292226
ACH-000160,0.020582781503323086
ACH-000163,0.07413888283408489
ACH-000167,-0.16233249892407126
ACH-000168,0.15206899230956405
ACH-000169,0.1524578371504274
ACH-000178,0.155379093631828
ACH-000183,0.0531904611192297
ACH-000188,0.238215020393042
ACH-000189,0.24039925847575694
ACH-000190,0.1595632188355051
ACH-000198,0.15252788114320656
ACH-000203,-0.10443303133010848
ACH-000204,-0.10139932746085653
ACH-000206,0.36337129705051535
ACH-000207,-0.06349000856626802
ACH-000208,0.09592674703291948
ACH-000210,-0.004934290860983496
ACH-000211,0.12841210152425453
ACH-000215,0.09251444694456104
