,ZC3H8 (84524)
ACH-000004,-0.9362869757729844
ACH-000005,-0.8253142130936204
ACH-000007,-0.9296284359182752
ACH-000009,-0.6267980485956929
ACH-000011,-0.5766709245186431
ACH-000012,-0.5797093674811401
ACH-000013,-0.6213629044989905
ACH-000014,-0.7537724190283922
ACH-000015,-0.5306283556644218
ACH-000017,-0.5247045936368276
ACH-000018,-0.9175656913816148
ACH-000019,-0.5936053305895266
ACH-000021,-0.7616992095702653
ACH-000022,-0.6398977443219166
ACH-000025,-0.8354724553609847
ACH-000028,-0.5933981084582852
ACH-000030,-0.7368914112462794
ACH-000035,-0.8271027219149181
ACH-000036,-0.5758182982380744
ACH-000037,-0.7846664076536933
ACH-000039,-0.593962353222013
ACH-000040,-0.8850315767203091
ACH-000041,-0.6142566783384076
ACH-000042,-0.6379243414262621
ACH-000045,-0.6156758061187085
ACH-000047,-0.6466714299717288
ACH-000052,-0.7935996940983643
ACH-000053,-0.8411095392763241
ACH-000054,-0.7107944960482216
ACH-000055,-0.7895725247747345
ACH-000060,-0.6811983026927853
ACH-000067,-0.8056591001821519
ACH-000070,-0.6226999026023909
ACH-000075,-0.6101088446326279
ACH-000078,-0.6985831473828169
ACH-000082,-0.7387017255464613
ACH-000085,-0.990833770060472
ACH-000086,-0.7880619594013503
ACH-000087,-0.9017278776189432
ACH-000092,-0.6997042575601603
ACH-000095,-0.6452550639539263
ACH-000097,-0.7912144282756207
ACH-000098,-0.661667527233496
ACH-000099,-0.23415741128679296
ACH-000108,-0.7443626840695596
ACH-000113,-0.647323797372131
ACH-000116,-0.4286505079249968
ACH-000118,-0.6225363919673872
ACH-000120,-0.7276416645339377
ACH-000123,-0.7484974469416674
ACH-000127,-0.6599442839655598
ACH-000128,-0.654168312317774
ACH-000132,-0.6285831913708049
ACH-000133,-0.7408421050818145
ACH-000137,-0.875054750865646
ACH-000138,-0.6835276426182799
ACH-000142,-0.7408465439647635
ACH-000143,-0.6428834700465126
ACH-000146,-0.8132105723459265
ACH-000148,-0.8705706147154274
ACH-000150,-0.5945735562342765
ACH-000152,-0.8187822465743637
ACH-000153,-0.6294725946705564
ACH-000159,-0.6819742813224039
ACH-000160,-0.7756043971758164
ACH-000163,-0.8302236609695165
ACH-000167,-1.3951661288285238
ACH-000168,-0.7760016960147311
ACH-000169,-0.8719306386908583
ACH-000178,-0.6194175544648189
ACH-000183,-0.7677976618202875
ACH-000188,-0.4734942120243832
ACH-000189,-0.7217717316558472
ACH-000190,-0.5878261253081153
ACH-000198,-0.9226717976200404
ACH-000203,-0.8835633384010189
ACH-000204,-0.5028491389386651
ACH-000206,-0.7535287532461175
ACH-000207,-0.7245709108399998
ACH-000208,-0.8052563523957285
ACH-000210,-0.7300532009160201
ACH-000211,-0.7351335719481437
ACH-000215,-0.7309954306235679
ACH-000221,-0.6889425986591856
ACH-000222,-0.6516795948392793
ACH-000223,-0.8425224434208273
ACH-000226,-0.6175482706140386
ACH-000227,-0.7286149414590166
ACH-000228,-0.7800761304455095
ACH-000231,-0.7671874971726987
ACH-000232,-0.7231792074988214
ACH-000233,-0.6421063674969435
ACH-000234,-0.531550973519984
ACH-000235,-0.2705707570991637
ACH-000237,-0.8543380775924211
ACH-000238,-0.4961738578692945
ACH-000242,-0.5796690115545152
ACH-000243,-0.7325553652481633
ACH-000244,-0.9716708408199616
ACH-000246,-0.5410025319313733
ACH-000248,-0.7415928060138782
ACH-000250,-0.9262306334059099
ACH-000251,-0.9939190495474246
ACH-000252,-0.7717857649550363
