,CAMKK2 (10645)
ACH-000004,-0.4242605588252417
ACH-000005,-0.07251949296809664
ACH-000007,-0.3747922348202283
ACH-000009,-0.32577785825076233
ACH-000011,-0.3303247678458166
ACH-000012,-0.206925342604012
ACH-000013,-0.3358756607742904
ACH-000014,-0.2316805972696274
ACH-000015,-0.2837414111721347
ACH-000017,-0.29087466077478885
ACH-000018,-0.1047575550083584
ACH-000019,-0.019641624576621268
ACH-000021,-0.36701840920439466
ACH-000022,-0.4084485154755387
ACH-000025,-0.21912982449682836
ACH-000028,-0.21378013207536065
ACH-000030,-0.13713609024839193
ACH-000035,-0.1896292996740068
ACH-000036,-0.18550758855998328
ACH-000037,-0.22448128729014127
ACH-000039,-0.3699837997843065
ACH-000040,-0.35116248022216384
ACH-000041,-0.14189872014001068
ACH-000042,-0.3293495069370038
ACH-000045,-0.17526462294718168
ACH-000047,-0.23437725408139526
ACH-000052,-0.33533378464486885
ACH-000053,-0.2503146927780535
ACH-000054,-0.2587695267288034
ACH-000055,-0.4530317792486702
ACH-000060,-0.1962745620947927
ACH-000067,-0.29597314555006643
ACH-000070,-0.28414384797992936
ACH-000075,-0.05521195750515875
ACH-000078,-0.3656788367211456
ACH-000082,-0.23440024096953535
ACH-000085,-0.3131314099358873
ACH-000086,-0.2377836062317764
ACH-000087,-0.04112929667648998
ACH-000092,-0.2741581046772251
ACH-000095,-0.3657327594773211
ACH-000097,-0.2309491208575817
ACH-000098,-0.3483284954112935
ACH-000099,-0.21613884355268909
ACH-000108,-0.2708047143885114
ACH-000113,-0.13449615527084058
ACH-000116,-0.2425552187728183
ACH-000118,-0.2887600867613712
ACH-000120,-0.1871215678373293
ACH-000123,-0.1746139916940629
ACH-000127,-0.20213986320914468
ACH-000128,-0.514964587940882
ACH-000132,-0.2983276041378328
ACH-000133,-0.15273810693201498
ACH-000137,-0.2993161804210808
ACH-000138,-0.2407097680766447
ACH-000142,-0.1645283737613393
ACH-000143,-0.3693348300761784
ACH-000146,-0.21994021448637507
ACH-000148,-0.3351109121896985
ACH-000150,-0.2822073601084389
ACH-000152,-0.33307986562609315
ACH-000153,-0.2280815375118265
ACH-000159,-0.16379665669761545
ACH-000160,-0.18060242103013716
ACH-000163,-0.3226082410266575
ACH-000167,-0.4493419339646987
ACH-000168,-0.06846776989445556
ACH-000169,-0.3221702568932686
ACH-000178,-0.2034540102565593
ACH-000183,-0.3695591897669425
ACH-000188,-0.2009771476041097
ACH-000189,-0.26770929349459777
ACH-000190,-0.28229192579364826
ACH-000198,-0.12365803030383095
ACH-000203,-0.9987245789224664
ACH-000204,-0.1785927519189998
ACH-000206,-0.11051992135754618
ACH-000207,-0.3325331964289654
ACH-000208,0.02434754173846814
ACH-000210,0.06406086370418522
ACH-000211,-0.2400332460834047
ACH-000215,-0.34324135234072506
ACH-000221,-0.1967504318768686
ACH-000222,-0.2704631723930401
ACH-000223,-0.21666380791841988
ACH-000226,-0.3263061106158903
ACH-000227,-0.3476191218550417
ACH-000228,-0.26262879970583675
ACH-000231,-0.2714164360325088
ACH-000232,-0.17281301945031002
ACH-000233,-0.14461003481745394
ACH-000234,-0.2616611218781726
ACH-000235,-0.2783273399429989
ACH-000237,-0.22160939673832325
ACH-000238,-0.2884677414566604
ACH-000242,0.04330539981474391
ACH-000243,-0.2544459897798137
ACH-000244,-0.32094903338682834
ACH-000246,-0.23090987628750465
ACH-000248,-0.3283844589299388
ACH-000250,-0.2893649681644666
ACH-000251,-0.3171967435331609
ACH-000252,-0.1764803164409172
ACH-000253,-0.2654956182709704
ACH-000255,-0.08345303340631006
ACH-000256,-0.19734601336145907
ACH-000257,-0.2348674975290973
ACH-000258,-0.1987049462275764
ACH-000259,-0.38266933870271264
ACH-000260,-0.3173920332706619
ACH-000261,-0.20487090738786348
ACH-000262,-0.1573299308486342
ACH-000263,-0.33924336192802224
ACH-000264,-0.2309167521362129
ACH-000265,-0.2120885561246026
ACH-000266,-0.26209053848862485
ACH-000272,-0.15480691635449298
ACH-000274,-0.2594986545782557
ACH-000277,-0.26028934246649243
ACH-000278,-0.3973305377788313
ACH-000279,-0.41066862851559854
ACH-000280,-0.2610047488503468
ACH-000281,-0.4095657590077989
ACH-000288,-0.2895753425468987
ACH-000291,-0.3139789087438725
ACH-000293,-0.3551192815457211
ACH-000294,-0.28907457771741385
ACH-000295,-0.20415174839341813
ACH-000296,-0.4360382709043743
ACH-000302,-0.2066541225051027
ACH-000304,-0.31152281104583873
ACH-000307,-0.3691956616112272
ACH-000308,-0.20193574217578
ACH-000310,-0.2879638218845995
ACH-000311,-0.2031978534478044
ACH-000312,-0.2447949504567615
ACH-000315,-0.03512042768600004
ACH-000316,-0.21702151837293984
ACH-000317,-0.3026501451383971
ACH-000318,-0.2906667400595562
ACH-000319,-0.35592991544778985
ACH-000320,-0.3757149568928866
ACH-000322,-0.15781589214129407
ACH-000323,-0.3926202521353975
ACH-000324,-0.32247094896510736
ACH-000329,-0.2393709491237641
ACH-000330,-0.2006725682755142
ACH-000331,-0.14061973772278805
ACH-000332,-0.2773036350703689
ACH-000334,-0.1580820698133336
ACH-000335,-0.4144019497161823
ACH-000336,-0.5584365670735125
ACH-000337,-0.4200308425317866
ACH-000338,-0.451988866672845
ACH-000339,-0.19771894971680345
ACH-000341,-0.4128476778566247
ACH-000348,-0.30539148143303746
ACH-000350,-0.3757523619517276
ACH-000352,-0.2981737148762168
ACH-000356,-0.0712694716166597
ACH-000361,-0.16902216700467165
ACH-000362,-0.3227795326031945
ACH-000363,-0.14366928747378635
ACH-000364,-0.2499920967515245
ACH-000365,-0.2543432791130336
ACH-000366,-0.4061036564156078
ACH-000368,-0.316968316304286
ACH-000374,-0.049633616831653314
ACH-000375,-0.07678704647568521
ACH-000376,-0.2495863266596243
ACH-000381,-0.4530844617491261
ACH-000383,-0.2300769511848874
ACH-000387,-0.2092538886074979
ACH-000389,-0.21033429502552334
ACH-000390,-0.3269122707194021
ACH-000393,-0.3300923887239066
ACH-000395,-0.22776137927906764
ACH-000396,-0.0935704154095686
ACH-000397,-0.19758227716572893
ACH-000401,-0.29719178613129993
ACH-000402,-0.14584246791597294
ACH-000403,-0.27505499315556226
ACH-000404,-0.32427903226339866
ACH-000406,-0.20502697705416972
ACH-000407,-0.2938284694509214
ACH-000408,-0.4051871122657321
ACH-000410,-0.25937163960988424
ACH-000411,-0.4491951965082312
ACH-000414,-0.41172014798710893
ACH-000415,-0.3235502239480325
ACH-000416,-0.24413015868418145
ACH-000420,-0.33286780287067186
ACH-000421,-0.2581639689592177
ACH-000424,-0.2280350177814276
ACH-000425,-0.3083882594369599
ACH-000426,0.007251775230359079
ACH-000427,-0.2390130262277861
ACH-000433,-0.2821488095752041
ACH-000435,-0.25286722595568795
ACH-000436,-0.34467671731435456
ACH-000444,-0.4010746065447632
ACH-000445,-0.32998690329764657
ACH-000448,-0.1745632264248858
ACH-000450,-0.2823497604468577
ACH-000452,-0.30678411108722997
ACH-000454,-0.17813838741570442
ACH-000458,-0.22099574491111368
ACH-000459,-0.18678739781228867
ACH-000460,-0.1958550816342689
ACH-000461,-0.28810711124976435
ACH-000463,-0.2176156012056474
ACH-000464,-0.43715556539088896
ACH-000466,-0.2372818056851745
ACH-000467,-0.12318682807003975
ACH-000468,-0.29661182243951506
ACH-000469,-0.1993232176094078
ACH-000470,-0.25013694430394634
ACH-000471,-0.2908987275831678
ACH-000472,-0.21247183947770687
ACH-000473,-0.13920558482758194
ACH-000475,-0.2880468655756759
ACH-000476,-0.32262277764296343
ACH-000477,-0.4169822216215901
ACH-000479,-0.42589736446786347
ACH-000480,-0.32588629057237484
ACH-000481,-0.3297034298119839
ACH-000483,-0.3448275206359119
ACH-000484,-0.22679762154576175
ACH-000485,-0.4491009518123811
ACH-000486,-0.1582486640228246
ACH-000487,-0.2258245587002601
ACH-000488,-0.18769144175697955
ACH-000490,-0.2692907314075452
ACH-000491,-0.3274280567170609
ACH-000495,-0.17849342460570874
ACH-000496,-0.2812554800372821
ACH-000499,-0.10965110121757288
ACH-000500,-0.5202577250399221
ACH-000502,-0.27461738735462343
ACH-000503,-0.15981082716143644
ACH-000505,-0.3634429652894727
ACH-000507,-0.14492112965548049
ACH-000510,-0.219197664257272
ACH-000511,-0.25519905747855026
ACH-000512,-0.2353366055479671
ACH-000516,-0.3079485506873508
ACH-000517,-0.28770706209346136
ACH-000518,-0.2389833857132148
ACH-000520,-0.3623269309074472
ACH-000521,-0.15591977080963276
ACH-000522,-0.25900587521668217
ACH-000524,-0.30609738793936525
ACH-000527,-0.21420110623227945
ACH-000528,-0.17990783785221895
ACH-000537,-0.2288299177831048
ACH-000541,-0.5809206374636663
ACH-000542,-0.24515875219215985
ACH-000544,-0.3281929783300133
ACH-000545,-0.13618852384500846
ACH-000547,-0.3629048215697541
ACH-000548,-0.3409916657401437
ACH-000549,-0.08339956137862553
ACH-000550,-0.426344767624208
ACH-000552,-0.2638795123921078
ACH-000556,-0.3539817874138921
ACH-000557,-0.1099542375226504
