,KDF1 (126695)
ACH-000004,-0.1445727188353659
ACH-000005,-0.20963444141153104
ACH-000007,-0.35435388331392226
ACH-000009,-0.053074030774313774
ACH-000011,-0.2229588311513891
ACH-000012,-0.1334812876854757
ACH-000013,-0.3650287685025401
ACH-000014,-0.2793030278960796
ACH-000015,-0.08375941656018354
ACH-000017,-0.023922982558287037
ACH-000018,-0.360211441420895
ACH-000019,-0.2315481972810053
ACH-000021,-0.2851940841611896
ACH-000022,-0.03530757753105455
ACH-000025,-0.2965994834361341
ACH-000028,-0.21435896933991871
ACH-000030,-0.13849993440100847
ACH-000035,-0.4241864337073363
ACH-000036,-0.20187315698058703
ACH-000037,-0.21122802982512864
ACH-000039,-0.1971134917438072
ACH-000040,-0.3829064531103552
ACH-000041,-0.03235517681796792
ACH-000042,-0.19502110377806345
ACH-000045,-0.07126959423334217
ACH-000047,-0.025166421510870247
ACH-000052,-0.03848632159735648
ACH-000053,-0.2491222694914585
ACH-000054,-0.1925821650656128
ACH-000055,-0.28317517993771474
ACH-000060,-0.16877850630726335
ACH-000067,-0.21077601276496
ACH-000070,-0.3857901410554112
ACH-000075,-0.4649266990256372
ACH-000078,-0.13863058107004106
ACH-000082,-0.14479826321063555
ACH-000085,-0.1043908761620784
ACH-000086,-0.2175814144115672
ACH-000087,-0.2813084877730721
ACH-000092,-0.466802744398856
ACH-000095,-0.21119909350352675
ACH-000097,-0.11206204365549076
ACH-000098,-0.12338532937055975
ACH-000099,-0.21247809336889129
ACH-000108,-0.1810509019224186
ACH-000113,-0.07610903017132492
ACH-000116,-0.1889770023749094
ACH-000118,-0.3733218500129569
ACH-000120,-0.097421398435186
ACH-000123,-0.15687702415708793
ACH-000127,-0.15291010248762005
ACH-000128,-0.4202940562250674
ACH-000132,-0.30694754192691753
ACH-000133,-0.15919657280218527
ACH-000137,-0.4394806616901562
ACH-000138,0.0369352827406611
ACH-000142,-0.18381121500189615
ACH-000143,-0.2529644117732831
ACH-000146,-0.20755075549533367
ACH-000148,-0.20376657942301815
ACH-000150,-0.7156042986756598
ACH-000152,-0.4337978055773156
ACH-000153,-0.2982573040675053
ACH-000159,-0.22475167064392804
ACH-000160,-0.140107409392695
ACH-000163,-0.2207377879189111
ACH-000167,-0.027804638119837743
ACH-000168,-0.2264255791145606
ACH-000169,-0.3928841003861327
ACH-000178,-0.1987693590512804
ACH-000183,-0.07613581721096134
ACH-000188,-0.2609645260637044
ACH-000189,-0.36202676560192
ACH-000190,0.019674470635008587
ACH-000198,-0.2005697870012776
ACH-000203,-0.020598699443469697
ACH-000204,-0.21724986979682348
ACH-000206,-0.048039100728086086
ACH-000207,-0.1823753420605528
ACH-000208,-0.16468371115831718
ACH-000210,-0.1032114460385537
ACH-000211,-0.14989109029718306
ACH-000215,-0.20664398045814375
ACH-000221,-0.31494908220692186
ACH-000222,-0.1571119202068426
ACH-000223,-0.05187833557925328
ACH-000226,-0.10799610536442562
ACH-000227,-0.16709341549634152
ACH-000228,-0.16796861421037027
ACH-000231,-0.19820379931873808
ACH-000232,-0.2026474136248652
ACH-000233,-0.13539146028466542
ACH-000234,-0.16924958709262405
ACH-000235,-0.25721473510442205
ACH-000237,-0.2083912471526713
ACH-000238,-0.4793731333090514
ACH-000242,-0.2966225067300505
ACH-000243,-0.31253030352351663
ACH-000244,-0.2955139763051515
ACH-000246,-0.1995561203066276
ACH-000248,-0.15871384206311334
ACH-000250,-0.20420381716489305
ACH-000251,-0.2286162904377584
ACH-000252,-0.16669820372155458
ACH-000253,-0.06581651713540591
ACH-000255,-0.22481087088820187
ACH-000256,-0.07731234979562522
ACH-000257,-0.3903677582208029
ACH-000258,0.0030094800079219844
ACH-000259,-0.218999144852446
ACH-000260,-0.1590710415094843
ACH-000261,-0.23163379733606845
ACH-000262,-0.05354130263880175
ACH-000263,-0.2515432339673676
ACH-000264,-0.17847392728120165
ACH-000265,-0.20187866068541666
ACH-000266,-0.14277346152413814
ACH-000272,-0.07094115177708638
ACH-000274,-0.30187523169081504
ACH-000277,-0.10137397045020004
ACH-000278,-0.20415791306875425
ACH-000279,-0.21552400124846846
ACH-000280,-0.2824114058438024
ACH-000281,-0.20414238589595632
ACH-000288,-0.3594203162181083
ACH-000291,-0.14042625242949208
ACH-000293,-0.3860859883287773
ACH-000294,-0.17387048332689198
ACH-000295,-0.38358639477768974
ACH-000296,-0.3151433437729091
ACH-000302,-0.24202196812562235
ACH-000304,-0.27866639158639994
ACH-000307,-0.11427430295800099
ACH-000308,-0.1920297964614069
ACH-000310,-0.22631612834660544
ACH-000311,-0.2492330023093214
ACH-000312,-0.32677465917984433
ACH-000315,-0.2699242502605196
ACH-000316,-0.14829499824532102
ACH-000317,-0.22096653692493448
ACH-000318,-0.29462542368798583
ACH-000319,-0.2393713908374104
ACH-000320,-0.3533150509101737
ACH-000322,-0.24188838974571264
ACH-000323,-0.4660757871287315
ACH-000324,-0.2672171186325969
ACH-000329,-0.2966631042339964
ACH-000330,0.0996244834204188
ACH-000331,-0.21247057072847486
ACH-000332,-0.2129751428738132
ACH-000334,-0.07407991836555622
ACH-000335,-0.1494672222221558
ACH-000336,0.264670651830609
ACH-000337,-0.30768397186003915
ACH-000338,-0.8552420702882646
ACH-000339,-0.14615871128671365
ACH-000341,0.06364571798976948
ACH-000348,-0.2073858989307239
ACH-000350,-0.1715578678085617
ACH-000352,-0.1820231658543233
ACH-000356,-0.20651763706779566
ACH-000361,-0.33447409608591905
ACH-000362,-0.15040026087369546
ACH-000363,-0.14378738242175476
ACH-000364,-0.1682093510721301
ACH-000365,-0.2989181393697438
ACH-000366,-0.15647670287121826
ACH-000368,-0.2983794302353098
ACH-000374,-0.2017140689922077
ACH-000375,-0.4280340625236779
ACH-000376,-0.25124698934653344
ACH-000381,-0.2228740621066805
ACH-000383,-0.22451141764898586
ACH-000387,-0.19299584655561652
ACH-000389,-0.12464537046582735
ACH-000390,-0.2063341218129182
ACH-000393,-0.194461753742436
ACH-000395,-0.3578743622517073
ACH-000396,-0.2740564365957989
ACH-000397,0.040499978367791824
ACH-000401,-0.3640224216541327
ACH-000402,-0.4077614042975105
ACH-000403,-0.15469207259859413
ACH-000404,-0.29851472941994844
ACH-000406,-0.15705985433765354
ACH-000407,-0.2187931578830825
ACH-000408,-0.3982388926393344
ACH-000410,-0.23556330874114434
ACH-000411,-0.2485525948584384
ACH-000414,-0.22397745604343847
ACH-000415,-0.3469314092575639
ACH-000416,-0.2216926077146771
ACH-000420,-0.2499451471617602
ACH-000421,-0.1500572681394896
ACH-000424,-0.4364444437538077
ACH-000425,-0.2417299959107189
ACH-000426,-0.002208581049932001
ACH-000427,-0.18820167073619795
ACH-000433,-0.1291621705945122
ACH-000435,-0.2225976234182555
ACH-000436,-0.303847412418089
ACH-000444,-0.14548282904081075
ACH-000445,-0.34073822383703245
ACH-000448,-0.14553150804725698
ACH-000450,-0.10455455038946752
ACH-000452,-0.08601491600415931
ACH-000454,-0.1536460671370754
ACH-000458,-0.2619673093343153
ACH-000459,-0.2334714248447588
ACH-000460,-0.16073996569494695
ACH-000461,-0.133202462432497
ACH-000463,-0.13470138836056098
ACH-000464,-0.23956424226003506
ACH-000466,-0.3995006218065089
ACH-000467,-0.2698159721549133
ACH-000468,-0.27457663628462803
ACH-000469,-0.3562348743325136
ACH-000470,-0.3582165971850981
ACH-000471,-0.22879603527218104
ACH-000472,-0.1762839526121355
ACH-000473,-0.2917808352458501
ACH-000475,-0.16953638902792406
ACH-000476,-0.1879557587535812
ACH-000477,-0.09622416933258494
ACH-000479,-0.44631544476676666
ACH-000480,-0.1554092957477997
ACH-000481,-0.2173135385459872
ACH-000483,-0.1796493499230981
ACH-000484,-0.29516715839137514
ACH-000485,-0.2505843481456655
ACH-000486,-0.07772541744556072
ACH-000487,-0.29750017940092155
ACH-000488,-0.21432839947337773
ACH-000490,0.06770722617985647
ACH-000491,-0.17260201555095486
ACH-000495,-0.3168542669233792
ACH-000496,-0.2256565808719154
ACH-000499,-0.17933841975732295
ACH-000500,-0.3346918763719827
ACH-000502,-0.2387758717433896
ACH-000503,-0.04111494925210335
ACH-000505,-0.1456518412395505
ACH-000507,-0.22002378203355946
ACH-000510,-0.1406871915348889
ACH-000511,-0.20791203307406253
ACH-000512,-0.26295851064045794
ACH-000516,-0.14021770664715652
ACH-000517,-0.19189403261110988
ACH-000518,-0.3543855810904989
ACH-000520,-0.05091572677584466
ACH-000521,-0.3327564009945297
ACH-000522,-0.26249001637783004
ACH-000524,-0.2108172954009392
ACH-000527,-0.29189873411339123
ACH-000528,-0.22040762640067404
ACH-000537,-0.2026318700122937
ACH-000541,-0.4081765881171976
ACH-000542,-0.11664922039059356
ACH-000544,0.09796430389854098
ACH-000545,-0.3377614488257192
ACH-000547,-0.4604474246099649
ACH-000548,-0.3382412877665635
ACH-000549,-0.22204920098002895
ACH-000550,-0.3824210314229255
ACH-000552,-0.08640405552260548
ACH-000556,-0.16803630963783495
ACH-000557,-0.2421732050746049
ACH-000569,-0.25097884525168745
ACH-000570,-0.2625133802298767
ACH-000571,-0.1783779572754348
ACH-000573,-0.3157234816142476
ACH-000576,-0.18096522964049175
ACH-000579,0.07561872518947428
ACH-000580,-0.16978526741802158
ACH-000584,-0.07661079573169223
ACH-000585,-0.14350809647938706
ACH-000588,-0.15904463256534646
ACH-000589,-0.2184965367558358
ACH-000591,-0.3476750870235157
ACH-000593,-0.3345817613281057
ACH-000600,-0.1745510034593427
ACH-000601,-0.20343119391617973
ACH-000605,-0.3645665715699587
ACH-000606,-0.3430713774375846
ACH-000608,-0.06927610314397104
ACH-000614,-0.1909206095692991
ACH-000616,-0.10135990357878193
ACH-000618,-0.2681564002749625
ACH-000619,-0.06304012641387545
ACH-000620,-0.4212329607227227
ACH-000621,-0.2480940186886363
ACH-000622,-0.12957323725659858
ACH-000623,-0.3023015908736185
ACH-000624,-0.18926105681507813
ACH-000627,-0.4381736865097411
ACH-000630,-0.2990726976286728
ACH-000631,-0.11968311537264224
ACH-000632,-0.23922579451991
ACH-000633,-0.2221441386607076
ACH-000637,-0.23342954309052175
ACH-000638,-0.3391530358746349
ACH-000646,-0.19446912622096746
ACH-000647,-0.0861723427404528
ACH-000648,-0.3690780543508593
ACH-000649,-0.16204719108334986
ACH-000651,-0.17437107537562402
ACH-000652,-0.17386054282900662
ACH-000653,-0.04317285728934648
ACH-000657,-0.2552064943608193
ACH-000658,-0.08747324420325685
ACH-000661,-0.07754497334342395
ACH-000662,-0.3179000197893345
ACH-000663,-0.2555935566465019
ACH-000665,-0.2892035047800181
ACH-000671,-0.35327523233044994
ACH-000672,-0.32457069072870565
