,CHMP1A (5119)
ACH-000160,-0.17588074416803653
ACH-000163,-0.2659894831864996
ACH-000167,0.1985401415395771
ACH-000168,-0.6296745852165229
ACH-000169,-0.6661793507426623
ACH-000178,-0.7160080464970743
ACH-000183,-0.4601297449698258
ACH-000188,-0.5267720623872834
ACH-000189,-0.4740699261215284
ACH-000190,-0.10726765181505774
ACH-000198,-0.3785561586060747
ACH-000203,0.186274192113231
ACH-000204,-0.4844237311360896
ACH-000206,-0.5095760941061701
ACH-000207,-0.3411568739991032
ACH-000208,-0.7257772466848261
ACH-000210,-0.3707251146595018
ACH-000211,-0.6436667297076739
ACH-000215,-0.6051856817435904
ACH-000221,-0.7593293781177387
ACH-000222,-0.7099977020784298
ACH-000223,-0.6230964011187795
ACH-000226,-0.54821925996962
ACH-000227,-0.4308439137144965
ACH-000228,-0.32029766577402513
ACH-000231,-0.4783804020807838
ACH-000232,-0.588185295462803
ACH-000233,-0.7126758711307086
ACH-000234,-0.3772290858213612
ACH-000235,-0.5519178952166366
ACH-000237,-0.5664311282033831
ACH-000238,-0.5446299303573827
ACH-000242,-0.7619734448176173
ACH-000243,-0.44553375018803815
ACH-000244,-0.6327140920934837
ACH-000246,-0.3533822596593031
ACH-000248,-0.5023935761850261
ACH-000250,-0.5545778937760486
ACH-000251,-0.5124180355824086
ACH-000252,-0.5327809198520224
ACH-000253,-0.6710153291714348
ACH-000255,-0.5838995958239531
ACH-000256,-0.5410764694975361
ACH-000257,-0.544725550873802
ACH-000258,-0.44256647717967934
ACH-000259,-0.5260584486247029
ACH-000260,-0.6383607013689807
ACH-000261,-0.3879672951655452
ACH-000262,-0.3186808757308032
ACH-000263,-0.7227690427688456
ACH-000264,-0.4628367221135292
ACH-000265,-0.4773976114953568
ACH-000266,-0.9189798561665696
ACH-000272,-0.3074384208079035
ACH-000274,-0.5352517322633626
ACH-000277,-0.8052478288311693
ACH-000278,-0.8707966691248181
ACH-000279,-0.4612665138672197
ACH-000280,-0.5917433592755036
ACH-000281,-0.8243887477182817
ACH-000288,-0.4278280682938331
ACH-000291,-0.4307294198231739
ACH-000293,-0.5535075598618315
ACH-000294,-0.6854395565777924
ACH-000295,-0.6488904277591485
ACH-000296,-0.5398945853486439
ACH-000302,-0.3774467678379811
ACH-000304,-0.7973436836660527
ACH-000307,-0.5635564801937117
ACH-000308,-0.4304177247381628
ACH-000310,-0.4935045077635921
ACH-000311,-0.37536649591139776
ACH-000312,-0.4819665903741902
ACH-000315,-0.6216318321107696
ACH-000316,-0.7513765656867724
ACH-000317,-0.20877249110681365
ACH-000318,-0.37767452955072855
ACH-000319,-0.4406498958693178
ACH-000320,-0.425176379513116
ACH-000322,-0.5077107889976387
ACH-000323,-0.35964909501049136
ACH-000324,-0.5965409121162026
ACH-000329,-0.4690125156988344
ACH-000330,-0.43780741427515796
ACH-000331,-0.5953836612389803
ACH-000332,-0.5777222651593794
ACH-000334,-0.5812498308314681
ACH-000335,-0.6441217737839852
ACH-000336,-0.4847433844391189
ACH-000337,-0.6934902880864228
ACH-000338,-0.989992183917068
ACH-000339,-0.7583996773917543
ACH-000341,-0.5121594010272079
ACH-000348,-0.5198080848703366
ACH-000350,-0.5110728126187398
ACH-000352,-0.5143121813199506
ACH-000356,-0.5480347129055
ACH-000361,-0.4627236435030572
ACH-000362,-0.4677528263530897
ACH-000363,-0.4214734642148464
ACH-000364,-0.6080382198504735
ACH-000365,-0.5400257063285842
ACH-000366,-0.5538534275312615
ACH-000368,-0.5966891354177084
ACH-000374,-0.29662366699044906
ACH-000375,-0.6467309102703062
ACH-000376,-0.5161452868132674
ACH-000381,-0.6302229382527417
ACH-000383,-0.4875153956744538
ACH-000387,-0.3797862809499897
ACH-000389,-0.5336390033992296
ACH-000390,-0.2653904759730451
ACH-000393,-0.46947791375141
ACH-000395,-0.5706375980532441
ACH-000396,-0.6571520194515158
ACH-000397,-0.6901512380852409
ACH-000401,-0.6889541299052114
ACH-000402,-0.4483753507912597
ACH-000403,-0.9231030689237832
ACH-000404,-0.2868277932721455
ACH-000406,-0.4347237597012273
ACH-000407,-0.580738540711678
ACH-000408,-0.5864763229221233
ACH-000410,-0.43861859978239576
ACH-000411,-0.29344566796727456
ACH-000414,-0.2916675277318525
ACH-000415,-0.4531402125704966
ACH-000416,-0.4179232152414538
ACH-000420,-0.4460009452128825
ACH-000421,-0.7271871628903347
ACH-000424,-0.3591176124106506
ACH-000425,-0.4969144108386166
ACH-000426,-0.2538099582402515
ACH-000427,-0.6223691500163879
ACH-000433,-0.3433231594073918
ACH-000435,-0.4600771974748355
ACH-000436,-0.5859633688218305
ACH-000444,-0.4825695386755728
ACH-000445,-0.7339999649458651
ACH-000448,-0.470441978788381
ACH-000450,-0.5589897455312318
ACH-000452,-0.4562567619068036
ACH-000454,-0.4899156184187782
ACH-000458,-0.5554913994725419
ACH-000459,-0.3249346306281202
ACH-000460,-0.4727402392779085
ACH-000461,-0.4539292279430759
ACH-000463,-0.3948984396126015
ACH-000464,-0.3157072584186598
ACH-000466,-0.7004771792423393
ACH-000467,-0.3345960933685008
ACH-000468,-0.548626822844655
ACH-000469,-0.6754392064527915
ACH-000470,-0.4599886318138169
ACH-000471,-0.5331601917888174
ACH-000472,-0.4797428015445418
ACH-000473,-0.4850639027835026
ACH-000475,-0.5206504139440222
ACH-000476,-0.5915555858581133
ACH-000477,-0.2819299257487428
ACH-000479,-0.36777093615056944
ACH-000480,-0.3988445279443595
ACH-000481,-0.3875759802726484
ACH-000483,-0.3025441714113121
ACH-000484,-0.4943800411376557
ACH-000485,-0.4993495659605533
ACH-000486,-0.5306147444749214
ACH-000487,-0.4320880084910649
ACH-000488,-0.5784624449060473
ACH-000490,-0.6642339165816876
ACH-000491,-0.5248488720348914
ACH-000495,-0.4639978434681066
ACH-000496,-0.5059064719949465
ACH-000499,-0.6122382935533933
ACH-000500,-0.11305259231069348
ACH-000502,-0.5567422147808431
ACH-000503,-0.4572171737515757
ACH-000505,-0.6399444126955723
ACH-000507,-0.4509217909336792
ACH-000510,-0.5083000956279057
ACH-000511,-0.3562878881545253
ACH-000512,-0.8670488932820702
ACH-000516,-0.32964097117733143
ACH-000517,-0.4926138286697206
ACH-000518,-0.5570114886405382
ACH-000520,-0.5206305229895328
ACH-000521,-0.3558591351645792
ACH-000522,-0.4427588205576677
ACH-000524,-0.5604287927214351
ACH-000527,-0.4838950244359185
ACH-000528,-0.34075031373766435
ACH-000537,-0.5385616279696123
ACH-000541,-0.5638718558566808
ACH-000542,-0.6203137741570394
ACH-000544,-0.6266194499689
ACH-000545,-0.4686706757869555
ACH-000547,-0.5413585087359911
ACH-000548,-0.7499822710487016
ACH-000549,-0.619034917011981
ACH-000550,-0.4013170580676714
ACH-000552,-0.42659445268250656
ACH-000556,-0.5863717555710218
ACH-000557,-0.4892043693135051
ACH-000569,-0.5442653456262768
ACH-000570,-0.4158906764242205
ACH-000571,-0.4529196460327925
ACH-000573,-0.7384397132620821
ACH-000576,-0.4466602019877408
ACH-000579,-0.35236744675322423
ACH-000580,-0.44108138133573777
ACH-000584,-0.5452931629877221
ACH-000585,-0.8666235542725709
ACH-000588,-0.5454509886995685
ACH-000589,-0.4097511335070155
ACH-000591,-0.6900371843871075
ACH-000593,-0.6607053738382487
ACH-000600,-0.3858832674378949
ACH-000601,-0.4665431207154996
ACH-000605,-0.5030723259843927
ACH-000606,-0.4270473303212475
ACH-000608,-0.40642769168960585
ACH-000614,-0.6633071342336019
ACH-000616,-0.5327510075005589
ACH-000618,-0.4763774473325886
ACH-000619,-0.36536508830080056
ACH-000620,-0.5265862857876374
ACH-000621,-0.4266072428476907
ACH-000622,-0.45799227092331
ACH-000623,-0.491971095976627
ACH-000624,-0.34221117735777623
ACH-000627,-0.3319506596241306
ACH-000630,-0.4436012531570632
ACH-000631,-0.7127096078265754
ACH-000632,-0.6603993777692522
ACH-000633,-0.5544127876888146
ACH-000637,-0.3502288236486003
ACH-000638,-0.4857659108851223
ACH-000646,-0.4718852691109969
ACH-000647,-0.442488864237332
ACH-000648,-0.5290864633410122
ACH-000649,-0.4515501036532396
ACH-000651,-0.4552099361879898
ACH-000652,-0.8059041506878301
ACH-000653,-0.446240001312553
ACH-000657,-0.5400632398148028
ACH-000658,-0.460105843842376
ACH-000661,-0.4688102130785677
ACH-000662,-0.5497712649217502
ACH-000663,-0.5081288216695278
ACH-000665,-0.3746156980922516
ACH-000671,-0.5127106229253243
ACH-000672,-1.0143053016847237
ACH-000673,-0.35167295456760383
ACH-000676,-0.3479085486558046
ACH-000677,-0.5681333695455183
ACH-000681,-0.30761288556473804
ACH-000683,-0.6719525979732694
ACH-000684,-0.5306795281312617
ACH-000688,-0.4800941728246022
ACH-000693,-0.38598709824634747
ACH-000694,-0.4790188751826409
ACH-000695,-0.6553863672994098
ACH-000696,-0.5154939405946962
ACH-000697,-0.41566400163163103
ACH-000699,-0.3669451475050304
ACH-000701,-0.28840616912431233
ACH-000706,-0.5113195021622456
ACH-000711,-0.7041320525215659
ACH-000713,-0.3178617202713809
ACH-000714,-0.7276877086888799
ACH-000718,-0.5255998699005858
ACH-000720,-0.5376166006745096
ACH-000721,-0.53572242253898
ACH-000724,-0.3507963766439402
ACH-000725,-0.3848030908855849
ACH-000732,-0.4567690247064644
ACH-000734,-0.4111872745916871
ACH-000735,-0.34847160158753043
ACH-000736,-0.4888897197777915
ACH-000738,-0.3832746322189972
ACH-000746,-0.4227444029554212
ACH-000747,-0.3433732373702212
ACH-000748,-0.2903700945493765
ACH-000753,-0.4005825586979193
ACH-000756,-0.5803702042821332
ACH-000757,-0.5424349376718137
ACH-000758,-0.7609723546392955
ACH-000760,-0.491250172108381
ACH-000762,-0.6750875107446181
ACH-000763,-0.635071308731332
ACH-000764,-0.9121472116347348
ACH-000765,-0.2868702028844753
ACH-000766,-0.7098849718168296
ACH-000767,-0.5793490150607261
ACH-000768,-0.7033622997430039
ACH-000769,-0.4633725642335921
ACH-000770,-0.4665732662036556
ACH-000771,-0.5501809877660397
ACH-000773,-0.5307105858881904
ACH-000776,-0.5090541642867683
ACH-000777,-0.4624000031234899
ACH-000778,-0.4282818605019729
ACH-000781,-0.3974624440801108
ACH-000782,-0.4609388635165223
ACH-000783,-0.660377588497635
ACH-000784,-0.5517495602871699
ACH-000785,-0.5129933591838126
ACH-000787,-0.7823155822587387
ACH-000788,-0.4456892820534603
ACH-000791,-0.4657041954161027
ACH-000792,-0.5458260065648426
ACH-000794,-0.6641075415000809
ACH-000796,-0.4922409510250482
ACH-000798,-0.5691109644579974
ACH-000799,-0.5082075400594774
ACH-000800,-0.6908982560921675
ACH-000802,-0.5888983572949235
ACH-000804,-0.42931716697023453
ACH-000805,-0.6070953811729397
ACH-000809,-0.2910535840072682
ACH-000810,-0.34199860071921145
ACH-000811,-0.4705894250578561
ACH-000817,-0.2416424909838596
ACH-000819,-0.5535970591799149
ACH-000820,-0.4507285658651352
ACH-000821,-0.27483050656770786
ACH-000822,-0.8422540301490943
ACH-000823,-0.4147473001135335
ACH-000824,-0.5835510436518472
ACH-000827,-0.5243547806146541
ACH-000829,-0.5075295730748429
ACH-000831,-0.559825428164931
ACH-000832,-0.3917431910870266
ACH-000833,-0.6236431045559061
ACH-000834,-0.5872263762991796
ACH-000835,-0.5885789102718026
ACH-000836,-0.04765197520462645
ACH-000837,-0.4388690353327781
ACH-000838,-0.3454667567892131
ACH-000839,-0.522313564711277
ACH-000840,-0.5534652361739483
ACH-000841,-0.7329730030382796
ACH-000843,-0.050790601722583435
ACH-000846,-0.6448894147374866
ACH-000847,-0.4835527643613262
ACH-000848,-0.3777928035695408
ACH-000849,-0.5658850858615386
ACH-000851,-0.4485028234379144
ACH-000855,-0.5557285567082362
ACH-000856,-0.6073992521788841
ACH-000858,-0.3145865880572272
ACH-000859,-0.5210970444789351
ACH-000861,-0.4148386550901279
ACH-000862,-0.6978687600621937
ACH-000865,-0.5210018177096362
ACH-000866,-0.5323318622056271
ACH-000867,-0.38920808169542814
ACH-000869,-0.5287328801462902
ACH-000872,-0.3338701721399105
ACH-000873,-0.5455647557000448
ACH-000876,-0.5183781442263956
ACH-000878,-0.3300890402624237
ACH-000880,-0.8516736499824334
ACH-000881,-0.3431179880612623
ACH-000882,-0.5673425110614758
ACH-000884,-0.4999925935006453
ACH-000885,-0.5359778978933811
ACH-000887,-0.6003386307378114
ACH-000889,-0.5555220408089584
ACH-000896,-0.3866309398276447
ACH-000898,-0.5510304605563214
ACH-000900,-0.6780453817350454
ACH-000901,-0.5192144887629011
ACH-000905,-0.5200047698577335
ACH-000906,-0.4197141670657567
ACH-000907,-0.5466208933442572
ACH-000910,-0.6460607459038203
ACH-000911,-0.4777839751131202
ACH-000912,-0.3832645866625062
ACH-000913,-0.4671580340829189
ACH-000915,-0.4901502384835843
ACH-000916,-0.4906168934922288
ACH-000917,-0.36620951210006375
ACH-000920,-0.4105364753877964
ACH-000921,-0.5079766370590013
ACH-000924,-0.3794673548406044
ACH-000926,-0.6908513610797706
ACH-000928,-0.8531092215637405
ACH-000929,-0.4879093615073984
ACH-000932,-0.5509275572548926
ACH-000935,-0.6109739135167398
ACH-000936,-0.579149141150135
ACH-000937,-0.36279251689875136
ACH-000938,-0.4009488544463106
ACH-000939,-0.19093898155988454
ACH-000941,-0.4842865017723011
ACH-000943,-0.3690614743967974
ACH-000946,-0.6115586200772105
ACH-000947,-0.4638002375527319
ACH-000948,-0.5910453744656667
ACH-000950,-0.6001707539680216
ACH-000953,-0.6327336351919641
ACH-000954,-0.5111519165458707
ACH-000957,-0.4750897685888987
ACH-000958,-0.5043117326981809
ACH-000960,-0.5165081958806971
ACH-000963,-0.3027885824552021
ACH-000968,-0.6296209929594623
ACH-000969,-0.5402887584021385
ACH-000972,-0.6907795983361492
ACH-000973,-0.5812537151792883
ACH-000974,-0.4296202500645933
ACH-000978,-0.8169429146537853
ACH-000984,-0.4721793576070494
ACH-000986,-0.4254485807087458
ACH-000988,-0.4992921399835734
ACH-000993,-0.8461638599000347
ACH-000994,-0.4098251026366445
ACH-000996,-0.4985322741797189
ACH-001001,-0.6993622247534542
ACH-001020,-0.2484804249330311
ACH-001028,-0.37490659696447903
ACH-001031,-0.5700105416138539
ACH-001038,-0.378812992363386
ACH-001048,-0.4160821067798954
ACH-001050,-0.4962938020347311
ACH-001053,-0.5734327457279682
ACH-001054,-0.5872239114731599
ACH-001061,-0.4382232904972317
ACH-001067,-0.6212950634576242
ACH-001075,-0.4478986842563631
ACH-001096,-0.5792825169830379
ACH-001111,-0.5160773343431523
ACH-001119,-0.6008650076265363
ACH-001128,0.3599877115877296
ACH-001134,-0.4934379901240569
ACH-001151,-0.7720817926636573
ACH-001163,-0.3895056954672565
ACH-001164,-0.5409814196444619
ACH-001183,-0.4793239133236482
ACH-001192,-0.3441490751215558
ACH-001193,-0.6647519332684921
ACH-001196,-0.6500707205641074
ACH-001197,-0.5812076914505768
ACH-001205,-0.4281735488729597
ACH-001211,-0.2490643283968212
ACH-001212,-0.5093493748206243
ACH-001228,-0.4322062639253053
ACH-001232,-0.3623684235455861
ACH-001239,-0.4264036076935767
ACH-001270,-0.5673813390481307
ACH-001274,-0.4749231645254627
ACH-001275,-0.7193047490148521
ACH-001277,-0.576610771409827
ACH-001278,-0.3843142169315667
ACH-001280,-0.5054709655156316
ACH-001283,-0.5020390193951202
ACH-001289,-0.4633230607554383
ACH-001300,-0.5938226389424054
ACH-001301,-0.42458513978911455
ACH-001302,-0.20269462848764602
ACH-001306,-0.4365450987051202
ACH-001318,-0.4501199118155328
ACH-001322,-0.6957096351439525
ACH-001328,-0.6566893920540207
ACH-001332,-0.6113231695651672
ACH-001336,-0.7068990742279919
ACH-001346,-0.2944282922767578
ACH-001353,-0.4952174003744492
ACH-001354,-0.62728435198163
ACH-001367,-0.8201390857274918
ACH-001368,-0.3635538492280868
ACH-001374,-0.9205312627415916
ACH-001377,-0.5961363053294082
ACH-001380,-0.3561247052679885
ACH-001391,-0.1712008188461546
ACH-001408,-0.8379155411346711
ACH-001430,-0.5385952842848548
ACH-001431,-0.4847975963317563
ACH-001450,-0.6937270431127581
ACH-001496,-0.5670678932858114
ACH-001500,-0.3592567903794069
ACH-001523,-0.6453078866864337
ACH-001532,-0.5001323674550647
ACH-001550,-0.20539933509498476
ACH-001552,-0.3998416020776489
ACH-001554,-0.6895811392354421
ACH-001654,-0.5907450185423122
ACH-001735,-0.5388812728836165
ACH-001736,-0.4861456476350747
ACH-001737,-0.18227888334289266
ACH-001740,-0.5591538997234851
ACH-001745,-0.6695954112502012
ACH-001765,-0.4701779409720175
